Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% of Students Found
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",917,"$35,152","$57,715","$68,111","$52,604",860,1,93.78%
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",780,"$68,703","$78,883","$86,905","$76,294",735,2,94.23%
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",620,"$69,415","$81,611","$90,686","$79,476",587,3,94.68%
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",457,"$69,358","$85,444","$95,943","$82,102",419,4,91.68%
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",311,"$70,400","$87,812","$101,638","$83,991",281,5,90.35%
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",194,"$62,659","$85,618","$100,987","$81,089",171,6,88.14%
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",121,"$64,455","$89,314","$106,503","$82,675",99,7,81.82%
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",62,"$59,593","$85,252","$105,633","$85,243",48,8,77.42%
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",17,"$68,200","$86,037","$97,224","$84,275",12,9,70.59%
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",,,,,,,10,#DIV/0!
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",,,,,,,11,#DIV/0!
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",,,,,,,12,#DIV/0!
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",,,,,,,13,#DIV/0!
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",,,,,,,14,#DIV/0!
40,1,FTF + FTT,00121 + 12031 + 12032,12032,Nursing,"1,028",,,,,,,15,#DIV/0!
40,1,FTF + FTT,02031,02031,Interior Design,124,91,"$17,783","$31,189","$40,834","$30,366",76,1,83.52%
40,1,FTF + FTT,02031,02031,Interior Design,124,72,"$32,344","$43,109","$49,796","$43,236",56,2,77.78%
40,1,FTF + FTT,02031,02031,Interior Design,124,50,"$31,398","$47,601","$54,103","$47,087",40,3,80.00%
40,1,FTF + FTT,02031,02031,Interior Design,124,30,"$30,819","$49,515","$59,777","$48,098",24,4,80.00%
40,1,FTF + FTT,02031,02031,Interior Design,124,13,"$28,313","$53,563","$73,188","$56,215",10,5,76.92%
40,1,FTF + FTT,02031,02031,Interior Design,124,3,,,,,3,6,100.00%
40,1,FTF + FTT,02031,02031,Interior Design,124,,,,,,,7,#DIV/0!
40,1,FTF + FTT,02031,02031,Interior Design,124,,,,,,,8,#DIV/0!
40,1,FTF + FTT,02031,02031,Interior Design,124,,,,,,,9,#DIV/0!
40,1,FTF + FTT,02031,02031,Interior Design,124,,,,,,,10,#DIV/0!
40,1,FTF + FTT,02031,02031,Interior Design,124,,,,,,,11,#DIV/0!
40,1,FTF + FTT,02031,02031,Interior Design,124,,,,,,,12,#DIV/0!
40,1,FTF + FTT,02031,02031,Interior Design,124,,,,,,,13,#DIV/0!
40,1,FTF + FTT,02031,02031,Interior Design,124,,,,,,,14,#DIV/0!
40,1,FTF + FTT,02031,02031,Interior Design,124,,,,,,,15,#DIV/0!
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,77,"$10,867","$20,907","$31,210","$23,004",53,1,68.83%
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,62,"$11,914","$26,731","$39,539","$27,521",44,2,70.97%
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,53,"$15,351","$34,884","$51,097","$36,121",35,3,66.04%
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,38,"$14,159","$35,949","$52,961","$39,795",28,4,73.68%
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,30,"$11,983","$42,799","$56,860","$44,823",23,5,76.67%
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,20,"$25,986","$40,447","$55,862","$46,918",16,6,80.00%
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,10,"$33,014","$70,579","$81,737","$65,611",6,7,60.00%
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,4,,,,,3,8,75.00%
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,2,,,,,1,9,50.00%
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,,,,,,,10,#DIV/0!
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,,,,,,,11,#DIV/0!
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,,,,,,,12,#DIV/0!
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,,,,,,,13,#DIV/0!
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,,,,,,,14,#DIV/0!
40,1,FTF + FTT,03011 + 03021 + 03071,03071,Asian/East Asian Studies,82,,,,,,,15,#DIV/0!
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,22,"$7,017","$19,175","$24,623","$16,979",18,1,81.82%
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,18,"$11,703","$22,621","$28,277","$20,670",13,2,72.22%
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,13,"$23,491","$27,955","$33,289","$27,071",8,3,61.54%
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,10,"$7,022","$28,402","$49,860","$27,912",7,4,70.00%
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,8,,,,,4,5,50.00%
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,4,,,,,2,6,50.00%
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,2,,,,,1,7,50.00%
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,,,,,,,8,#DIV/0!
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,,,,,,,9,#DIV/0!
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,,,,,,,10,#DIV/0!
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,,,,,,,11,#DIV/0!
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,,,,,,,12,#DIV/0!
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,,,,,,,13,#DIV/0!
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,,,,,,,14,#DIV/0!
40,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,26,,,,,,,15,#DIV/0!
40,1,FTF + FTT,03131,03131,American Studies,129,109,"$9,452","$21,653","$31,109","$22,180",86,1,78.90%
40,1,FTF + FTT,03131,03131,American Studies,129,72,"$8,709","$23,751","$37,063","$25,009",54,2,75.00%
40,1,FTF + FTT,03131,03131,American Studies,129,53,"$10,018","$24,256","$34,236","$28,257",40,3,75.47%
40,1,FTF + FTT,03131,03131,American Studies,129,35,"$14,136","$29,888","$41,967","$29,482",26,4,74.29%
40,1,FTF + FTT,03131,03131,American Studies,129,23,"$14,547","$32,676","$51,356","$34,550",14,5,60.87%
40,1,FTF + FTT,03131,03131,American Studies,129,12,"$38,195","$39,765","$56,816","$44,758",6,6,50.00%
40,1,FTF + FTT,03131,03131,American Studies,129,10,"$34,826","$45,245","$59,642","$44,740",6,7,60.00%
40,1,FTF + FTT,03131,03131,American Studies,129,3,,,,,2,8,66.67%
40,1,FTF + FTT,03131,03131,American Studies,129,,,,,,,9,#DIV/0!
40,1,FTF + FTT,03131,03131,American Studies,129,,,,,,,10,#DIV/0!
40,1,FTF + FTT,03131,03131,American Studies,129,,,,,,,11,#DIV/0!
40,1,FTF + FTT,03131,03131,American Studies,129,,,,,,,12,#DIV/0!
40,1,FTF + FTT,03131,03131,American Studies,129,,,,,,,13,#DIV/0!
40,1,FTF + FTT,03131,03131,American Studies,129,,,,,,,14,#DIV/0!
40,1,FTF + FTT,03131,03131,American Studies,129,,,,,,,15,#DIV/0!
40,1,FTF + FTT,04011,04011,Biology,822,681,"$6,752","$14,790","$26,375","$18,239",524,1,76.95%
40,1,FTF + FTT,04011,04011,Biology,822,530,"$10,619","$23,921","$37,561","$26,159",403,2,76.04%
40,1,FTF + FTT,04011,04011,Biology,822,372,"$13,269","$27,631","$47,391","$32,561",266,3,71.51%
40,1,FTF + FTT,04011,04011,Biology,822,264,"$14,493","$33,857","$52,011","$36,250",175,4,66.29%
40,1,FTF + FTT,04011,04011,Biology,822,156,"$16,024","$35,991","$56,971","$38,198",96,5,61.54%
40,1,FTF + FTT,04011,04011,Biology,822,92,"$25,608","$45,582","$63,629","$47,887",60,6,65.22%
40,1,FTF + FTT,04011,04011,Biology,822,47,"$29,193","$53,493","$89,792","$62,852",33,7,70.21%
40,1,FTF + FTT,04011,04011,Biology,822,14,"$54,905","$70,519","$77,970","$69,840",9,8,64.29%
40,1,FTF + FTT,04011,04011,Biology,822,4,,,,,2,9,50.00%
40,1,FTF + FTT,04011,04011,Biology,822,,,,,,,10,#DIV/0!
40,1,FTF + FTT,04011,04011,Biology,822,,,,,,,11,#DIV/0!
40,1,FTF + FTT,04011,04011,Biology,822,,,,,,,12,#DIV/0!
40,1,FTF + FTT,04011,04011,Biology,822,,,,,,,13,#DIV/0!
40,1,FTF + FTT,04011,04011,Biology,822,,,,,,,14,#DIV/0!
40,1,FTF + FTT,04011,04011,Biology,822,,,,,,,15,#DIV/0!
40,1,FTF + FTT,04111,04111,Microbiology,87,73,"$4,585","$15,512","$27,336","$17,748",54,1,73.97%
40,1,FTF + FTT,04111,04111,Microbiology,87,56,"$12,392","$21,123","$36,523","$24,026",48,2,85.71%
40,1,FTF + FTT,04111,04111,Microbiology,87,50,"$16,491","$32,978","$58,133","$40,369",43,3,86.00%
40,1,FTF + FTT,04111,04111,Microbiology,87,34,"$21,615","$48,200","$77,326","$50,656",31,4,91.18%
40,1,FTF + FTT,04111,04111,Microbiology,87,25,"$33,031","$62,127","$86,192","$59,117",19,5,76.00%
40,1,FTF + FTT,04111,04111,Microbiology,87,12,"$36,469","$51,132","$70,907","$50,329",10,6,83.33%
40,1,FTF + FTT,04111,04111,Microbiology,87,7,"$33,952","$48,758","$60,148","$48,633",6,7,85.71%
40,1,FTF + FTT,04111,04111,Microbiology,87,2,,,,,2,8,100.00%
40,1,FTF + FTT,04111,04111,Microbiology,87,,,,,,,9,#DIV/0!
40,1,FTF + FTT,04111,04111,Microbiology,87,,,,,,,10,#DIV/0!
40,1,FTF + FTT,04111,04111,Microbiology,87,,,,,,,11,#DIV/0!
40,1,FTF + FTT,04111,04111,Microbiology,87,,,,,,,12,#DIV/0!
40,1,FTF + FTT,04111,04111,Microbiology,87,,,,,,,13,#DIV/0!
40,1,FTF + FTT,04111,04111,Microbiology,87,,,,,,,14,#DIV/0!
40,1,FTF + FTT,04111,04111,Microbiology,87,,,,,,,15,#DIV/0!
40,1,FTF + FTT,04141,04141,Biochemistry,260,211,"$9,458","$19,898","$30,253","$20,687",167,1,79.15%
40,1,FTF + FTT,04141,04141,Biochemistry,260,135,"$14,792","$30,444","$43,363","$30,668",102,2,75.56%
40,1,FTF + FTT,04141,04141,Biochemistry,260,89,"$13,585","$35,605","$52,231","$37,061",62,3,69.66%
40,1,FTF + FTT,04141,04141,Biochemistry,260,52,"$27,918","$42,565","$60,882","$46,603",36,4,69.23%
40,1,FTF + FTT,04141,04141,Biochemistry,260,31,"$32,173","$56,582","$70,246","$56,297",21,5,67.74%
40,1,FTF + FTT,04141,04141,Biochemistry,260,15,"$47,928","$58,152","$85,305","$64,945",9,6,60.00%
40,1,FTF + FTT,04141,04141,Biochemistry,260,6,,,,,3,7,50.00%
40,1,FTF + FTT,04141,04141,Biochemistry,260,2,,,,,1,8,50.00%
40,1,FTF + FTT,04141,04141,Biochemistry,260,,,,,,,9,#DIV/0!
40,1,FTF + FTT,04141,04141,Biochemistry,260,,,,,,,10,#DIV/0!
40,1,FTF + FTT,04141,04141,Biochemistry,260,,,,,,,11,#DIV/0!
40,1,FTF + FTT,04141,04141,Biochemistry,260,,,,,,,12,#DIV/0!
40,1,FTF + FTT,04141,04141,Biochemistry,260,,,,,,,13,#DIV/0!
40,1,FTF + FTT,04141,04141,Biochemistry,260,,,,,,,14,#DIV/0!
40,1,FTF + FTT,04141,04141,Biochemistry,260,,,,,,,15,#DIV/0!
40,1,FTF + FTT,04181,04181,Marine Biology,116,106,"$7,884","$14,986","$23,826","$17,014",89,1,83.96%
40,1,FTF + FTT,04181,04181,Marine Biology,116,89,"$13,213","$21,249","$31,608","$23,941",73,2,82.02%
40,1,FTF + FTT,04181,04181,Marine Biology,116,75,"$12,301","$21,825","$36,006","$27,359",62,3,82.67%
40,1,FTF + FTT,04181,04181,Marine Biology,116,59,"$17,665","$30,266","$46,740","$35,808",43,4,72.88%
40,1,FTF + FTT,04181,04181,Marine Biology,116,36,"$22,075","$32,168","$43,608","$35,164",25,5,69.44%
40,1,FTF + FTT,04181,04181,Marine Biology,116,22,"$16,046","$25,893","$34,102","$30,163",14,6,63.64%
40,1,FTF + FTT,04181,04181,Marine Biology,116,9,"$5,438","$21,857","$40,879","$23,833",6,7,66.67%
40,1,FTF + FTT,04181,04181,Marine Biology,116,,,,,,,8,#DIV/0!
40,1,FTF + FTT,04181,04181,Marine Biology,116,,,,,,,9,#DIV/0!
40,1,FTF + FTT,04181,04181,Marine Biology,116,,,,,,,10,#DIV/0!
40,1,FTF + FTT,04181,04181,Marine Biology,116,,,,,,,11,#DIV/0!
40,1,FTF + FTT,04181,04181,Marine Biology,116,,,,,,,12,#DIV/0!
40,1,FTF + FTT,04181,04181,Marine Biology,116,,,,,,,13,#DIV/0!
40,1,FTF + FTT,04181,04181,Marine Biology,116,,,,,,,14,#DIV/0!
40,1,FTF + FTT,04181,04181,Marine Biology,116,,,,,,,15,#DIV/0!
40,1,FTF + FTT,05011,05011,Business Administration,304,284,"$12,583","$24,800","$40,121","$30,479",227,1,79.93%
40,1,FTF + FTT,05011,05011,Business Administration,304,244,"$18,711","$34,574","$49,279","$38,410",191,2,78.28%
40,1,FTF + FTT,05011,05011,Business Administration,304,198,"$22,891","$39,039","$55,514","$44,578",151,3,76.26%
40,1,FTF + FTT,05011,05011,Business Administration,304,153,"$26,315","$44,723","$62,312","$50,249",119,4,77.78%
40,1,FTF + FTT,05011,05011,Business Administration,304,110,"$31,128","$48,944","$67,280","$57,779",85,5,77.27%
40,1,FTF + FTT,05011,05011,Business Administration,304,68,"$35,273","$53,889","$68,979","$55,960",46,6,67.65%
40,1,FTF + FTT,05011,05011,Business Administration,304,24,"$33,789","$52,170","$79,114","$56,971",13,7,54.17%
40,1,FTF + FTT,05011,05011,Business Administration,304,9,,,,,4,8,44.44%
40,1,FTF + FTT,05011,05011,Business Administration,304,2,,,,,1,9,50.00%
40,1,FTF + FTT,05011,05011,Business Administration,304,,,,,,,10,#DIV/0!
40,1,FTF + FTT,05011,05011,Business Administration,304,,,,,,,11,#DIV/0!
40,1,FTF + FTT,05011,05011,Business Administration,304,,,,,,,12,#DIV/0!
40,1,FTF + FTT,05011,05011,Business Administration,304,,,,,,,13,#DIV/0!
40,1,FTF + FTT,05011,05011,Business Administration,304,,,,,,,14,#DIV/0!
40,1,FTF + FTT,05011,05011,Business Administration,304,,,,,,,15,#DIV/0!
40,1,FTF + FTT,05021,05021,Accounting,"1,196","1,044","$18,511","$32,654","$45,424","$32,877",906,1,86.78%
40,1,FTF + FTT,05021,05021,Accounting,"1,196",840,"$28,083","$43,313","$56,463","$42,706",733,2,87.26%
40,1,FTF + FTT,05021,05021,Accounting,"1,196",686,"$33,237","$48,175","$61,602","$48,102",588,3,85.71%
40,1,FTF + FTT,05021,05021,Accounting,"1,196",539,"$39,438","$54,701","$68,864","$54,484",446,4,82.75%
40,1,FTF + FTT,05021,05021,Accounting,"1,196",402,"$39,789","$57,222","$72,575","$56,810",327,5,81.34%
40,1,FTF + FTT,05021,05021,Accounting,"1,196",252,"$46,618","$62,662","$78,381","$64,596",199,6,78.97%
40,1,FTF + FTT,05021,05021,Accounting,"1,196",128,"$51,902","$64,651","$82,067","$65,277",94,7,73.44%
40,1,FTF + FTT,05021,05021,Accounting,"1,196",46,"$62,752","$77,183","$103,691","$79,964",35,8,76.09%
40,1,FTF + FTT,05021,05021,Accounting,"1,196",5,,,,,4,9,80.00%
40,1,FTF + FTT,05021,05021,Accounting,"1,196",,,,,,,10,#DIV/0!
40,1,FTF + FTT,05021,05021,Accounting,"1,196",,,,,,,11,#DIV/0!
40,1,FTF + FTT,05021,05021,Accounting,"1,196",,,,,,,12,#DIV/0!
40,1,FTF + FTT,05021,05021,Accounting,"1,196",,,,,,,13,#DIV/0!
40,1,FTF + FTT,05021,05021,Accounting,"1,196",,,,,,,14,#DIV/0!
40,1,FTF + FTT,05021,05021,Accounting,"1,196",,,,,,,15,#DIV/0!
40,1,FTF + FTT,05041,05041,Finance,"1,149","1,042","$15,641","$28,309","$41,538","$30,305",868,1,83.30%
40,1,FTF + FTT,05041,05041,Finance,"1,149",888,"$23,460","$39,582","$53,329","$39,804",722,2,81.31%
40,1,FTF + FTT,05041,05041,Finance,"1,149",756,"$27,215","$44,986","$59,613","$45,319",607,3,80.29%
40,1,FTF + FTT,05041,05041,Finance,"1,149",613,"$33,563","$50,509","$65,647","$51,642",467,4,76.18%
40,1,FTF + FTT,05041,05041,Finance,"1,149",506,"$35,771","$52,625","$67,745","$54,414",388,5,76.68%
40,1,FTF + FTT,05041,05041,Finance,"1,149",369,"$38,871","$58,587","$80,814","$61,917",271,6,73.44%
40,1,FTF + FTT,05041,05041,Finance,"1,149",213,"$36,524","$62,440","$82,311","$63,291",141,7,66.20%
40,1,FTF + FTT,05041,05041,Finance,"1,149",94,"$31,669","$51,860","$82,327","$58,819",51,8,54.26%
40,1,FTF + FTT,05041,05041,Finance,"1,149",12,"$50,000","$91,429","$125,668","$84,295",6,9,50.00%
40,1,FTF + FTT,05041,05041,Finance,"1,149",1,,,,,1,10,100.00%
40,1,FTF + FTT,05041,05041,Finance,"1,149",,,,,,,11,#DIV/0!
40,1,FTF + FTT,05041,05041,Finance,"1,149",,,,,,,12,#DIV/0!
40,1,FTF + FTT,05041,05041,Finance,"1,149",,,,,,,13,#DIV/0!
40,1,FTF + FTT,05041,05041,Finance,"1,149",,,,,,,14,#DIV/0!
40,1,FTF + FTT,05041,05041,Finance,"1,149",,,,,,,15,#DIV/0!
40,1,FTF + FTT,05061,05061,Management,"1,114","1,012","$16,322","$29,214","$42,612","$31,654",873,1,86.26%
40,1,FTF + FTT,05061,05061,Management,"1,114",871,"$23,536","$39,474","$52,062","$39,803",737,2,84.62%
40,1,FTF + FTT,05061,05061,Management,"1,114",707,"$27,607","$43,741","$56,162","$43,382",581,3,82.18%
40,1,FTF + FTT,05061,05061,Management,"1,114",547,"$32,504","$46,851","$61,841","$48,320",441,4,80.62%
40,1,FTF + FTT,05061,05061,Management,"1,114",412,"$33,339","$50,735","$66,164","$51,091",329,5,79.85%
40,1,FTF + FTT,05061,05061,Management,"1,114",272,"$34,624","$52,231","$70,568","$56,545",210,6,77.21%
40,1,FTF + FTT,05061,05061,Management,"1,114",136,"$33,610","$56,998","$78,117","$60,220",100,7,73.53%
40,1,FTF + FTT,05061,05061,Management,"1,114",51,"$41,024","$61,371","$81,591","$65,212",33,8,64.71%
40,1,FTF + FTT,05061,05061,Management,"1,114",7,"$58,200","$59,840","$71,159","$69,104",5,9,71.43%
40,1,FTF + FTT,05061,05061,Management,"1,114",1,,,,,1,10,100.00%
40,1,FTF + FTT,05061,05061,Management,"1,114",,,,,,,11,#DIV/0!
40,1,FTF + FTT,05061,05061,Management,"1,114",,,,,,,12,#DIV/0!
40,1,FTF + FTT,05061,05061,Management,"1,114",,,,,,,13,#DIV/0!
40,1,FTF + FTT,05061,05061,Management,"1,114",,,,,,,14,#DIV/0!
40,1,FTF + FTT,05061,05061,Management,"1,114",,,,,,,15,#DIV/0!
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,41,"$27,181","$40,674","$57,402","$41,799",38,1,92.68%
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,36,"$27,805","$41,584","$57,158","$46,430",34,2,94.44%
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,24,"$28,566","$50,283","$71,750","$52,410",22,3,91.67%
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,15,"$34,567","$54,449","$84,329","$60,522",15,4,100.00%
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,10,"$39,000","$53,794","$57,357","$53,951",10,5,100.00%
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,5,"$57,225","$57,479","$57,841","$62,109",5,6,100.00%
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,3,,,,,3,7,100.00%
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,1,,,,,1,8,100.00%
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,1,,,,,1,9,100.00%
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,,,,,,,10,#DIV/0!
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,,,,,,,11,#DIV/0!
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,,,,,,,12,#DIV/0!
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,,,,,,,13,#DIV/0!
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,,,,,,,14,#DIV/0!
40,1,FTF + FTT,05064,05064,Production and Operations Management,57,,,,,,,15,#DIV/0!
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,180,"$13,978","$24,895","$35,997","$25,909",162,1,90.00%
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,125,"$20,057","$29,826","$42,011","$30,581",109,2,87.20%
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,83,"$27,013","$35,900","$45,334","$36,052",73,3,87.95%
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,44,"$27,753","$41,543","$54,393","$40,041",37,4,84.09%
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,20,"$22,008","$37,614","$56,636","$40,193",19,5,95.00%
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,7,"$19,656","$38,121","$52,978","$35,973",7,6,100.00%
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,1,,,,,1,7,100.00%
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,,,,,,,8,#DIV/0!
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,,,,,,,9,#DIV/0!
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,,,,,,,10,#DIV/0!
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,,,,,,,11,#DIV/0!
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,,,,,,,12,#DIV/0!
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,,,,,,,13,#DIV/0!
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,,,,,,,14,#DIV/0!
40,1,FTF + FTT,05081,05081,Hotel and Restaurant/Hospitality Management,214,,,,,,,15,#DIV/0!
40,1,FTF + FTT,05091,05091,Marketing,"1,260","1,140","$14,796","$26,796","$38,222","$27,733","1,004",1,88.07%
40,1,FTF + FTT,05091,05091,Marketing,"1,260",938,"$21,566","$35,291","$47,534","$36,113",824,2,87.85%
40,1,FTF + FTT,05091,05091,Marketing,"1,260",753,"$27,246","$41,708","$56,326","$43,654",634,3,84.20%
40,1,FTF + FTT,05091,05091,Marketing,"1,260",578,"$31,444","$46,274","$60,229","$48,036",473,4,81.83%
40,1,FTF + FTT,05091,05091,Marketing,"1,260",432,"$32,580","$49,557","$65,446","$51,258",351,5,81.25%
40,1,FTF + FTT,05091,05091,Marketing,"1,260",284,"$30,910","$51,957","$69,475","$54,155",226,6,79.58%
40,1,FTF + FTT,05091,05091,Marketing,"1,260",129,"$40,529","$58,715","$77,427","$60,174",96,7,74.42%
40,1,FTF + FTT,05091,05091,Marketing,"1,260",49,"$36,919","$67,050","$91,857","$69,666",32,8,65.31%
40,1,FTF + FTT,05091,05091,Marketing,"1,260",6,,,,,2,9,33.33%
40,1,FTF + FTT,05091,05091,Marketing,"1,260",,,,,,,10,#DIV/0!
40,1,FTF + FTT,05091,05091,Marketing,"1,260",,,,,,,11,#DIV/0!
40,1,FTF + FTT,05091,05091,Marketing,"1,260",,,,,,,12,#DIV/0!
40,1,FTF + FTT,05091,05091,Marketing,"1,260",,,,,,,13,#DIV/0!
40,1,FTF + FTT,05091,05091,Marketing,"1,260",,,,,,,14,#DIV/0!
40,1,FTF + FTT,05091,05091,Marketing,"1,260",,,,,,,15,#DIV/0!
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,231,"$17,862","$29,587","$39,032","$30,709",210,1,90.91%
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,192,"$26,037","$37,008","$48,944","$38,126",168,2,87.50%
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,151,"$32,305","$42,662","$55,613","$45,015",134,3,88.74%
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,128,"$35,869","$47,684","$59,740","$48,275",114,4,89.06%
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,96,"$39,231","$52,072","$63,976","$53,802",83,5,86.46%
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,53,"$46,292","$56,695","$73,845","$63,464",45,6,84.91%
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,33,"$40,200","$56,588","$77,705","$60,759",27,7,81.82%
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,12,"$55,324","$73,341","$76,220","$63,664",8,8,66.67%
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,2,,,,,1,9,50.00%
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,,,,,,,10,#DIV/0!
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,,,,,,,11,#DIV/0!
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,,,,,,,12,#DIV/0!
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,,,,,,,13,#DIV/0!
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,,,,,,,14,#DIV/0!
40,1,FTF + FTT,05151,05151,Human Resources/Personnel Management,272,,,,,,,15,#DIV/0!
40,1,FTF + FTT,05171,05171,Business Economics,253,222,"$14,624","$27,584","$39,718","$29,197",194,1,87.39%
40,1,FTF + FTT,05171,05171,Business Economics,253,182,"$23,919","$37,714","$49,157","$37,716",162,2,89.01%
40,1,FTF + FTT,05171,05171,Business Economics,253,142,"$23,353","$40,957","$54,602","$42,071",123,3,86.62%
40,1,FTF + FTT,05171,05171,Business Economics,253,108,"$31,549","$44,567","$63,477","$49,406",91,4,84.26%
40,1,FTF + FTT,05171,05171,Business Economics,253,82,"$30,943","$49,534","$71,329","$54,165",65,5,79.27%
