Campus,Location,Student Path,Entry Status,HEGIS at Exit,Major at Exit,NAICS,Industry of Employment,# of Students Found 5 Years After Exit,Median Annual Earnings 5 Years After Exit,Average Annual Earnings 5 Years After Exit
70,Northridge,1,FTF,15061,Speech Communication,51,Information,47,"$46,762","$45,675"
70,Northridge,1,FTF,15061,Speech Communication,52,Finance & Insurance,48,"$54,202","$56,627"
70,Northridge,1,FTF,15061,Speech Communication,53,Real Estate & Rental & Leasing,16,"$44,842","$48,256"
70,Northridge,1,FTF,15061,Speech Communication,54,"Professional, Scientific, & Technical Skills",41,"$54,393","$59,185"
70,Northridge,1,FTF,15061,Speech Communication,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF,15061,Speech Communication,56,Admin & Support & Waste Mgmt & Remediation,17,"$32,214","$37,474"
70,Northridge,1,FTF,15061,Speech Communication,61,Educational Services,12,"$31,548","$31,549"
70,Northridge,1,FTF,15061,Speech Communication,62,Health Care & Social Assistance,34,"$29,993","$32,529"
70,Northridge,1,FTF,15061,Speech Communication,71,"Arts, Entertainment, & Recreation",13,"$36,671","$40,276"
70,Northridge,1,FTF,15061,Speech Communication,72,Accommodation & Food Services,19,"$27,269","$42,442"
70,Northridge,1,FTF,15061,Speech Communication,81,Other Services,6,"$17,008","$18,759"
70,Northridge,1,FTF,15061,Speech Communication,99,Non-Classified,5,"$2,118","$14,511"
70,Northridge,1,FTF,15061,Speech Communication,92,Government,10,"$72,069","$78,420"
70,Northridge,1,FTF,15061,Speech Communication,,Wages - No NAICS Code,25,"$12,003","$18,775"
70,Northridge,1,FTF,15091,Philosophy,31-33,Manufacturing,,,
70,Northridge,1,FTF,15091,Philosophy,42,Wholesale Trade,,,
70,Northridge,1,FTF,15091,Philosophy,44-45,Retail Trade,,,
70,Northridge,1,FTF,15091,Philosophy,51,Information,,,
70,Northridge,1,FTF,15091,Philosophy,52,Finance & Insurance,,,
70,Northridge,1,FTF,15091,Philosophy,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,15091,Philosophy,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,15091,Philosophy,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,15091,Philosophy,61,Educational Services,,,
70,Northridge,1,FTF,15091,Philosophy,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF,15091,Philosophy,92,Government,,,
70,Northridge,1,FTF,15091,Philosophy,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,15101,Religious Studies,31-33,Manufacturing,,,
70,Northridge,1,FTF,15101,Religious Studies,42,Wholesale Trade,,,
70,Northridge,1,FTF,15101,Religious Studies,44-45,Retail Trade,,,
70,Northridge,1,FTF,15101,Religious Studies,51,Information,,,
70,Northridge,1,FTF,15101,Religious Studies,52,Finance & Insurance,,,
70,Northridge,1,FTF,15101,Religious Studies,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,15101,Religious Studies,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,15101,Religious Studies,61,Educational Services,7,"$24,655","$19,920"
70,Northridge,1,FTF,15101,Religious Studies,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF,15101,Religious Studies,72,Accommodation & Food Services,,,
70,Northridge,1,FTF,15101,Religious Studies,92,Government,,,
70,Northridge,1,FTF,15102,Jewish Studies,81,Other Services,,,
70,Northridge,1,FTF,15991,Humanities,31-33,Manufacturing,,,
70,Northridge,1,FTF,15991,Humanities,44-45,Retail Trade,,,
70,Northridge,1,FTF,15991,Humanities,51,Information,,,
70,Northridge,1,FTF,15991,Humanities,52,Finance & Insurance,,,
70,Northridge,1,FTF,15991,Humanities,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,15991,Humanities,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,15991,Humanities,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,15991,Humanities,61,Educational Services,,,
70,Northridge,1,FTF,15991,Humanities,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF,15991,Humanities,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF,15991,Humanities,72,Accommodation & Food Services,,,
70,Northridge,1,FTF,15991,Humanities,81,Other Services,,,
70,Northridge,1,FTF,15991,Humanities,92,Government,,,
70,Northridge,1,FTF,15991,Humanities,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,17011,Mathematics,23,Construction,,,
70,Northridge,1,FTF,17011,Mathematics,31-33,Manufacturing,,,
70,Northridge,1,FTF,17011,Mathematics,42,Wholesale Trade,,,
70,Northridge,1,FTF,17011,Mathematics,44-45,Retail Trade,,,
70,Northridge,1,FTF,17011,Mathematics,51,Information,,,
70,Northridge,1,FTF,17011,Mathematics,52,Finance & Insurance,,,
70,Northridge,1,FTF,17011,Mathematics,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,17011,Mathematics,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,17011,Mathematics,61,Educational Services,18,"$57,147","$57,302"
70,Northridge,1,FTF,17011,Mathematics,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF,17011,Mathematics,72,Accommodation & Food Services,,,
70,Northridge,1,FTF,17011,Mathematics,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,17021,Statistics,23,Construction,,,
70,Northridge,1,FTF,17021,Statistics,31-33,Manufacturing,,,
70,Northridge,1,FTF,17021,Statistics,52,Finance & Insurance,,,
70,Northridge,1,FTF,17021,Statistics,61,Educational Services,,,
70,Northridge,1,FTF,17021,Statistics,92,Government,,,
70,Northridge,1,FTF,17031,Applied Mathematics,31-33,Manufacturing,,,
70,Northridge,1,FTF,17031,Applied Mathematics,42,Wholesale Trade,,,
70,Northridge,1,FTF,17031,Applied Mathematics,52,Finance & Insurance,,,
70,Northridge,1,FTF,17031,Applied Mathematics,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,17031,Applied Mathematics,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,17031,Applied Mathematics,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,17031,Applied Mathematics,61,Educational Services,,,
70,Northridge,1,FTF,17031,Applied Mathematics,81,Other Services,,,
70,Northridge,1,FTF,17031,Applied Mathematics,99,Non-Classified,,,
70,Northridge,1,FTF,19021,Physics,44-45,Retail Trade,,,
70,Northridge,1,FTF,19021,Physics,92,Government,,,
70,Northridge,1,FTF,19051,Chemistry,22,Utilities,,,
70,Northridge,1,FTF,19051,Chemistry,31-33,Manufacturing,5,"$72,652","$105,020"
70,Northridge,1,FTF,19051,Chemistry,44-45,Retail Trade,,,
70,Northridge,1,FTF,19051,Chemistry,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,19051,Chemistry,92,Government,,,
70,Northridge,1,FTF,19051,Chemistry,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,19141,Geology,23,Construction,,,
70,Northridge,1,FTF,19141,Geology,31-33,Manufacturing,,,
70,Northridge,1,FTF,19141,Geology,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF,19141,Geology,54,"Professional, Scientific, & Technical Skills",5,"$55,541","$49,247"
70,Northridge,1,FTF,20011,Psychology,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTF,20011,Psychology,22,Utilities,,,
70,Northridge,1,FTF,20011,Psychology,23,Construction,8,"$46,278","$45,482"
70,Northridge,1,FTF,20011,Psychology,31-33,Manufacturing,15,"$46,703","$51,156"
70,Northridge,1,FTF,20011,Psychology,42,Wholesale Trade,15,"$40,667","$37,003"
70,Northridge,1,FTF,20011,Psychology,44-45,Retail Trade,44,"$32,166","$34,652"
70,Northridge,1,FTF,20011,Psychology,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF,20011,Psychology,51,Information,26,"$49,136","$48,954"
70,Northridge,1,FTF,20011,Psychology,52,Finance & Insurance,47,"$51,015","$49,951"
70,Northridge,1,FTF,20011,Psychology,53,Real Estate & Rental & Leasing,12,"$41,183","$42,759"
70,Northridge,1,FTF,20011,Psychology,54,"Professional, Scientific, & Technical Skills",37,"$44,204","$48,230"
70,Northridge,1,FTF,20011,Psychology,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF,20011,Psychology,56,Admin & Support & Waste Mgmt & Remediation,29,"$35,438","$37,921"
70,Northridge,1,FTF,20011,Psychology,61,Educational Services,78,"$37,591","$38,271"
70,Northridge,1,FTF,20011,Psychology,62,Health Care & Social Assistance,173,"$36,815","$35,105"
70,Northridge,1,FTF,20011,Psychology,71,"Arts, Entertainment, & Recreation",8,"$27,125","$24,924"
70,Northridge,1,FTF,20011,Psychology,72,Accommodation & Food Services,22,"$24,843","$24,044"
70,Northridge,1,FTF,20011,Psychology,81,Other Services,12,"$18,758","$22,046"
70,Northridge,1,FTF,20011,Psychology,99,Non-Classified,,,
70,Northridge,1,FTF,20011,Psychology,92,Government,35,"$55,939","$55,025"
70,Northridge,1,FTF,20011,Psychology,,Wages - No NAICS Code,34,"$31,266","$31,615"
70,Northridge,1,FTF,21031,Recreation Management & Administration,22,Utilities,,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,23,Construction,,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,31-33,Manufacturing,,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,42,Wholesale Trade,,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,44-45,Retail Trade,,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,51,Information,,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,52,Finance & Insurance,,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,53,Real Estate & Rental & Leasing,5,"$36,119","$36,857"
70,Northridge,1,FTF,21031,Recreation Management & Administration,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,61,Educational Services,8,"$43,895","$37,971"
70,Northridge,1,FTF,21031,Recreation Management & Administration,62,Health Care & Social Assistance,15,"$38,938","$38,731"
70,Northridge,1,FTF,21031,Recreation Management & Administration,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,72,Accommodation & Food Services,9,"$48,657","$50,280"
70,Northridge,1,FTF,21031,Recreation Management & Administration,81,Other Services,,,
70,Northridge,1,FTF,21031,Recreation Management & Administration,92,Government,6,"$51,222","$55,686"
70,Northridge,1,FTF,21031,Recreation Management & Administration,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,21041,Social Work,31-33,Manufacturing,,,
70,Northridge,1,FTF,21041,Social Work,44-45,Retail Trade,6,"$27,496","$30,682"
70,Northridge,1,FTF,21041,Social Work,52,Finance & Insurance,,,
70,Northridge,1,FTF,21041,Social Work,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,21041,Social Work,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,21041,Social Work,61,Educational Services,,,
70,Northridge,1,FTF,21041,Social Work,62,Health Care & Social Assistance,26,"$41,023","$41,737"
70,Northridge,1,FTF,21041,Social Work,72,Accommodation & Food Services,,,
70,Northridge,1,FTF,21041,Social Work,81,Other Services,,,
70,Northridge,1,FTF,21041,Social Work,92,Government,11,"$56,971","$53,646"
70,Northridge,1,FTF,21044,Deaf Studies,31-33,Manufacturing,,,
70,Northridge,1,FTF,21044,Deaf Studies,42,Wholesale Trade,,,
70,Northridge,1,FTF,21044,Deaf Studies,44-45,Retail Trade,7,"$17,760","$17,099"
70,Northridge,1,FTF,21044,Deaf Studies,51,Information,,,
70,Northridge,1,FTF,21044,Deaf Studies,52,Finance & Insurance,,,
70,Northridge,1,FTF,21044,Deaf Studies,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,21044,Deaf Studies,54,"Professional, Scientific, & Technical Skills",7,"$53,834","$49,389"
70,Northridge,1,FTF,21044,Deaf Studies,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,21044,Deaf Studies,61,Educational Services,33,"$34,186","$33,661"
70,Northridge,1,FTF,21044,Deaf Studies,62,Health Care & Social Assistance,12,"$26,270","$27,043"
70,Northridge,1,FTF,21044,Deaf Studies,81,Other Services,,,
70,Northridge,1,FTF,21044,Deaf Studies,99,Non-Classified,,,
70,Northridge,1,FTF,21044,Deaf Studies,92,Government,,,
70,Northridge,1,FTF,21044,Deaf Studies,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,22021,Anthropology,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTF,22021,Anthropology,31-33,Manufacturing,,,
70,Northridge,1,FTF,22021,Anthropology,42,Wholesale Trade,,,
70,Northridge,1,FTF,22021,Anthropology,44-45,Retail Trade,,,
70,Northridge,1,FTF,22021,Anthropology,51,Information,,,
70,Northridge,1,FTF,22021,Anthropology,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,22021,Anthropology,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,22021,Anthropology,61,Educational Services,,,
70,Northridge,1,FTF,22021,Anthropology,62,Health Care & Social Assistance,5,"$34,360","$37,551"
70,Northridge,1,FTF,22021,Anthropology,72,Accommodation & Food Services,,,
70,Northridge,1,FTF,22021,Anthropology,81,Other Services,,,
70,Northridge,1,FTF,22021,Anthropology,,Wages - No NAICS Code,5,"$7,849","$12,469"
70,Northridge,1,FTF,22041,Economics,22,Utilities,,,
70,Northridge,1,FTF,22041,Economics,23,Construction,,,
70,Northridge,1,FTF,22041,Economics,31-33,Manufacturing,,,
70,Northridge,1,FTF,22041,Economics,42,Wholesale Trade,,,
70,Northridge,1,FTF,22041,Economics,44-45,Retail Trade,,,
70,Northridge,1,FTF,22041,Economics,51,Information,,,
70,Northridge,1,FTF,22041,Economics,52,Finance & Insurance,13,"$65,538","$70,738"
70,Northridge,1,FTF,22041,Economics,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,22041,Economics,54,"Professional, Scientific, & Technical Skills",11,"$48,811","$66,317"
70,Northridge,1,FTF,22041,Economics,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF,22041,Economics,56,Admin & Support & Waste Mgmt & Remediation,5,"$33,139","$35,105"
70,Northridge,1,FTF,22041,Economics,61,Educational Services,,,
70,Northridge,1,FTF,22041,Economics,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF,22041,Economics,72,Accommodation & Food Services,5,"$27,218","$29,377"
70,Northridge,1,FTF,22041,Economics,81,Other Services,5,"$43,924","$41,225"
70,Northridge,1,FTF,22041,Economics,92,Government,5,"$54,410","$45,693"
70,Northridge,1,FTF,22041,Economics,,Wages - No NAICS Code,5,"$1,999","$13,431"
70,Northridge,1,FTF,22051,History,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTF,22051,History,31-33,Manufacturing,5,"$49,794","$51,258"
70,Northridge,1,FTF,22051,History,44-45,Retail Trade,8,"$31,315","$35,769"
70,Northridge,1,FTF,22051,History,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF,22051,History,51,Information,5,"$47,703","$46,591"
70,Northridge,1,FTF,22051,History,52,Finance & Insurance,11,"$40,779","$47,364"
70,Northridge,1,FTF,22051,History,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,22051,History,54,"Professional, Scientific, & Technical Skills",11,"$39,430","$42,421"
70,Northridge,1,FTF,22051,History,56,Admin & Support & Waste Mgmt & Remediation,7,"$22,342","$24,289"
70,Northridge,1,FTF,22051,History,61,Educational Services,50,"$39,440","$39,986"
70,Northridge,1,FTF,22051,History,62,Health Care & Social Assistance,6,"$34,246","$33,883"
70,Northridge,1,FTF,22051,History,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF,22051,History,72,Accommodation & Food Services,7,"$21,257","$26,202"
70,Northridge,1,FTF,22051,History,81,Other Services,,,
70,Northridge,1,FTF,22051,History,92,Government,11,"$69,976","$70,940"
70,Northridge,1,FTF,22051,History,,Wages - No NAICS Code,12,"$7,636","$29,572"
70,Northridge,1,FTF,22061,Geography,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTF,22061,Geography,31-33,Manufacturing,,,
70,Northridge,1,FTF,22061,Geography,42,Wholesale Trade,,,
70,Northridge,1,FTF,22061,Geography,44-45,Retail Trade,,,
70,Northridge,1,FTF,22061,Geography,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF,22061,Geography,51,Information,,,
70,Northridge,1,FTF,22061,Geography,52,Finance & Insurance,,,
70,Northridge,1,FTF,22061,Geography,54,"Professional, Scientific, & Technical Skills",7,"$42,482","$39,778"
70,Northridge,1,FTF,22061,Geography,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,22061,Geography,61,Educational Services,,,
70,Northridge,1,FTF,22061,Geography,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF,22061,Geography,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF,22061,Geography,72,Accommodation & Food Services,,,
70,Northridge,1,FTF,22061,Geography,81,Other Services,,,
70,Northridge,1,FTF,22061,Geography,92,Government,,,
70,Northridge,1,FTF,22061,Geography,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,22071,Political Science,23,Construction,,,
70,Northridge,1,FTF,22071,Political Science,31-33,Manufacturing,,,
70,Northridge,1,FTF,22071,Political Science,42,Wholesale Trade,11,"$50,291","$47,666"
70,Northridge,1,FTF,22071,Political Science,44-45,Retail Trade,22,"$31,556","$37,744"
70,Northridge,1,FTF,22071,Political Science,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF,22071,Political Science,51,Information,10,"$47,024","$46,823"
70,Northridge,1,FTF,22071,Political Science,52,Finance & Insurance,32,"$54,846","$73,109"
70,Northridge,1,FTF,22071,Political Science,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,22071,Political Science,54,"Professional, Scientific, & Technical Skills",49,"$44,960","$51,568"
70,Northridge,1,FTF,22071,Political Science,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF,22071,Political Science,56,Admin & Support & Waste Mgmt & Remediation,13,"$36,198","$36,902"
70,Northridge,1,FTF,22071,Political Science,61,Educational Services,19,"$38,924","$39,569"
70,Northridge,1,FTF,22071,Political Science,62,Health Care & Social Assistance,23,"$33,889","$32,310"
70,Northridge,1,FTF,22071,Political Science,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF,22071,Political Science,72,Accommodation & Food Services,7,"$34,438","$38,816"
70,Northridge,1,FTF,22071,Political Science,81,Other Services,9,"$41,708","$44,691"
70,Northridge,1,FTF,22071,Political Science,99,Non-Classified,,,
70,Northridge,1,FTF,22071,Political Science,92,Government,17,"$48,954","$65,744"
70,Northridge,1,FTF,22071,Political Science,,Wages - No NAICS Code,16,"$9,372","$25,359"
70,Northridge,1,FTF,22081,Sociology,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,1,FTF,22081,Sociology,22,Utilities,,,
70,Northridge,1,FTF,22081,Sociology,23,Construction,6,"$46,555","$43,978"
70,Northridge,1,FTF,22081,Sociology,31-33,Manufacturing,14,"$45,535","$44,591"
70,Northridge,1,FTF,22081,Sociology,42,Wholesale Trade,13,"$43,492","$38,468"
70,Northridge,1,FTF,22081,Sociology,44-45,Retail Trade,62,"$33,846","$35,194"
70,Northridge,1,FTF,22081,Sociology,48-49,Transportation & Warehousing,5,"$39,442","$46,771"
70,Northridge,1,FTF,22081,Sociology,51,Information,21,"$53,903","$54,960"
70,Northridge,1,FTF,22081,Sociology,52,Finance & Insurance,66,"$47,862","$50,247"
70,Northridge,1,FTF,22081,Sociology,53,Real Estate & Rental & Leasing,15,"$47,498","$52,578"
70,Northridge,1,FTF,22081,Sociology,54,"Professional, Scientific, & Technical Skills",51,"$42,084","$44,503"
70,Northridge,1,FTF,22081,Sociology,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF,22081,Sociology,56,Admin & Support & Waste Mgmt & Remediation,45,"$41,696","$43,878"
70,Northridge,1,FTF,22081,Sociology,61,Educational Services,56,"$40,115","$39,371"
70,Northridge,1,FTF,22081,Sociology,62,Health Care & Social Assistance,158,"$37,628","$37,258"
70,Northridge,1,FTF,22081,Sociology,71,"Arts, Entertainment, & Recreation",6,"$24,938","$25,067"
70,Northridge,1,FTF,22081,Sociology,72,Accommodation & Food Services,21,"$28,196","$33,305"
70,Northridge,1,FTF,22081,Sociology,81,Other Services,18,"$31,102","$31,852"
70,Northridge,1,FTF,22081,Sociology,99,Non-Classified,,,
70,Northridge,1,FTF,22081,Sociology,92,Government,138,"$63,236","$64,873"
70,Northridge,1,FTF,22081,Sociology,,Wages - No NAICS Code,44,"$8,655","$24,363"
70,Northridge,1,FTF,22111,African-American Studies,42,Wholesale Trade,,,
70,Northridge,1,FTF,22111,African-American Studies,44-45,Retail Trade,,,
70,Northridge,1,FTF,22111,African-American Studies,51,Information,,,
70,Northridge,1,FTF,22111,African-American Studies,52,Finance & Insurance,,,
70,Northridge,1,FTF,22111,African-American Studies,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,22111,African-American Studies,56,Admin & Support & Waste Mgmt & Remediation,6,"$17,845","$20,550"
70,Northridge,1,FTF,22111,African-American Studies,61,Educational Services,7,"$16,841","$23,545"
70,Northridge,1,FTF,22111,African-American Studies,62,Health Care & Social Assistance,11,"$25,629","$30,352"
70,Northridge,1,FTF,22111,African-American Studies,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF,22111,African-American Studies,72,Accommodation & Food Services,,,
70,Northridge,1,FTF,22111,African-American Studies,92,Government,8,"$60,183","$50,993"
70,Northridge,1,FTF,22111,African-American Studies,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,22131,Mexican-American Studies,23,Construction,,,
70,Northridge,1,FTF,22131,Mexican-American Studies,31-33,Manufacturing,,,
70,Northridge,1,FTF,22131,Mexican-American Studies,42,Wholesale Trade,,,
70,Northridge,1,FTF,22131,Mexican-American Studies,44-45,Retail Trade,6,"$20,942","$25,316"
70,Northridge,1,FTF,22131,Mexican-American Studies,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF,22131,Mexican-American Studies,52,Finance & Insurance,7,"$62,373","$58,065"
70,Northridge,1,FTF,22131,Mexican-American Studies,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,22131,Mexican-American Studies,55,Management of Companies & Enterprises,,,
70,Northridge,1,FTF,22131,Mexican-American Studies,61,Educational Services,15,"$37,584","$36,982"
70,Northridge,1,FTF,22131,Mexican-American Studies,62,Health Care & Social Assistance,12,"$42,408","$42,513"
70,Northridge,1,FTF,22131,Mexican-American Studies,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF,22131,Mexican-American Studies,81,Other Services,,,
70,Northridge,1,FTF,22131,Mexican-American Studies,92,Government,,,
70,Northridge,1,FTF,22131,Mexican-American Studies,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,22141,Urban Studies,22,Utilities,,,
70,Northridge,1,FTF,22141,Urban Studies,23,Construction,,,
70,Northridge,1,FTF,22141,Urban Studies,44-45,Retail Trade,6,"$32,440","$33,020"
70,Northridge,1,FTF,22141,Urban Studies,48-49,Transportation & Warehousing,,,
70,Northridge,1,FTF,22141,Urban Studies,51,Information,,,
70,Northridge,1,FTF,22141,Urban Studies,52,Finance & Insurance,,,
70,Northridge,1,FTF,22141,Urban Studies,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,22141,Urban Studies,54,"Professional, Scientific, & Technical Skills",5,"$33,759","$37,238"
70,Northridge,1,FTF,22141,Urban Studies,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,22141,Urban Studies,61,Educational Services,,,
70,Northridge,1,FTF,22141,Urban Studies,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF,22141,Urban Studies,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF,22141,Urban Studies,72,Accommodation & Food Services,,,
70,Northridge,1,FTF,22141,Urban Studies,81,Other Services,,,
70,Northridge,1,FTF,22141,Urban Studies,92,Government,14,"$65,798","$62,654"
70,Northridge,1,FTF,22141,Urban Studies,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,31-33,Manufacturing,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,42,Wholesale Trade,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,44-45,Retail Trade,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,51,Information,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,52,Finance & Insurance,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,61,Educational Services,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,72,Accommodation & Food Services,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,81,Other Services,,,
70,Northridge,1,FTF,22990 + 49991,Women's Studies,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,31-33,Manufacturing,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,42,Wholesale Trade,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,44-45,Retail Trade,7,"$27,210","$30,097"
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,51,Information,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,52,Finance & Insurance,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,53,Real Estate & Rental & Leasing,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,61,Educational Services,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,62,Health Care & Social Assistance,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,72,Accommodation & Food Services,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,81,Other Services,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,92,Government,,,
70,Northridge,1,FTF,22996,Asian/Asian-American Studies,,Wages - No NAICS Code,,,
70,Northridge,1,FTF,49012,Liberal Studies,22,Utilities,,,
70,Northridge,1,FTF,49012,Liberal Studies,23,Construction,6,"$27,030","$29,527"
70,Northridge,1,FTF,49012,Liberal Studies,31-33,Manufacturing,13,"$42,812","$39,741"
70,Northridge,1,FTF,49012,Liberal Studies,42,Wholesale Trade,19,"$34,743","$39,857"
70,Northridge,1,FTF,49012,Liberal Studies,44-45,Retail Trade,48,"$31,475","$31,117"
70,Northridge,1,FTF,49012,Liberal Studies,48-49,Transportation & Warehousing,9,"$42,195","$42,571"
70,Northridge,1,FTF,49012,Liberal Studies,51,Information,15,"$40,249","$46,721"
70,Northridge,1,FTF,49012,Liberal Studies,52,Finance & Insurance,64,"$50,575","$49,402"
70,Northridge,1,FTF,49012,Liberal Studies,53,Real Estate & Rental & Leasing,12,"$50,267","$41,406"
