Campus,Location,Student Path,Entry Status,HEGIS at Exit,Major at Exit,NAICS,Industry of Employment,# of Students Found 5 Years After Exit,Median Annual Earnings 5 Years After Exit,Average Annual Earnings 5 Years After Exit
70,Northridge,4,FTF + FTT,15061,Speech Communication,61,Educational Services,59,62333,58908.32203
70,Northridge,4,FTF + FTT,15061,Speech Communication,62,Health Care & Social Assistance,15,57691,64868.86667
70,Northridge,4,FTF + FTT,15061,Speech Communication,81,Other Services,,,
70,Northridge,4,FTF + FTT,15061,Speech Communication,92,Government,5,92840,110235.4
70,Northridge,4,FTF + FTT,15061,Speech Communication,,Wages - No NAICS Code,14,26884,29402.85714
70,Northridge,4,FTF + FTT,15091,Philosophy,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,15091,Philosophy,42,Wholesale Trade,,,
70,Northridge,4,FTF + FTT,15091,Philosophy,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,15091,Philosophy,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,15091,Philosophy,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,15091,Philosophy,61,Educational Services,8,43871.5,47884.25
70,Northridge,4,FTF + FTT,15091,Philosophy,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF + FTT,15091,Philosophy,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,4,FTF + FTT,15091,Philosophy,92,Government,,,
70,Northridge,4,FTF + FTT,15091,Philosophy,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,15101,Religious Studies,51,Information,,,
70,Northridge,4,FTF + FTT,15101,Religious Studies,61,Educational Services,6,61874,75277.66667
70,Northridge,4,FTF + FTT,15101,Religious Studies,81,Other Services,,,
70,Northridge,4,FTF + FTT,15101,Religious Studies,92,Government,,,
70,Northridge,4,FTF + FTT,15991,Humanities,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,15991,Humanities,61,Educational Services,5,65713,62838.2
70,Northridge,4,FTF + FTT,15991,Humanities,72,Accommodation & Food Services,,,
70,Northridge,4,FTF + FTT,17011,Mathematics,22,Utilities,,,
70,Northridge,4,FTF + FTT,17011,Mathematics,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,17011,Mathematics,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,17011,Mathematics,61,Educational Services,39,88341,86978.66667
70,Northridge,4,FTF + FTT,17011,Mathematics,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF + FTT,17011,Mathematics,92,Government,,,
70,Northridge,4,FTF + FTT,17011,Mathematics,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,17021,Statistics,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,17021,Statistics,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,17021,Statistics,61,Educational Services,,,
70,Northridge,4,FTF + FTT,17021,Statistics,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,17031,Applied Mathematics,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,17031,Applied Mathematics,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,17031,Applied Mathematics,61,Educational Services,,,
70,Northridge,4,FTF + FTT,17031,Applied Mathematics,92,Government,,,
70,Northridge,4,FTF + FTT,17031,Applied Mathematics,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,19021,Physics,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,19021,Physics,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,19021,Physics,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,19021,Physics,61,Educational Services,5,74209,72842.4
70,Northridge,4,FTF + FTT,19021,Physics,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF + FTT,19021,Physics,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,19051,Chemistry,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,19051,Chemistry,44-45,Retail Trade,,,
70,Northridge,4,FTF + FTT,19051,Chemistry,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,19051,Chemistry,61,Educational Services,,,
70,Northridge,4,FTF + FTT,19051,Chemistry,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF + FTT,19051,Chemistry,92,Government,,,
70,Northridge,4,FTF + FTT,19051,Chemistry,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,19141,Geology,21,Mining,,,
70,Northridge,4,FTF + FTT,19141,Geology,22,Utilities,,,
70,Northridge,4,FTF + FTT,19141,Geology,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,19141,Geology,61,Educational Services,,,
70,Northridge,4,FTF + FTT,19171,Earth Science,61,Educational Services,,,
70,Northridge,4,FTF + FTT,20011,Psychology,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,4,FTF + FTT,20011,Psychology,23,Construction,,,
70,Northridge,4,FTF + FTT,20011,Psychology,31-33,Manufacturing,11,95427,107004.4545
70,Northridge,4,FTF + FTT,20011,Psychology,42,Wholesale Trade,10,57938,66653.4
70,Northridge,4,FTF + FTT,20011,Psychology,44-45,Retail Trade,14,43416,54292.28571
70,Northridge,4,FTF + FTT,20011,Psychology,48-49,Transportation & Warehousing,,,
70,Northridge,4,FTF + FTT,20011,Psychology,51,Information,9,74453,68315
70,Northridge,4,FTF + FTT,20011,Psychology,52,Finance & Insurance,39,51814,52286.74359
70,Northridge,4,FTF + FTT,20011,Psychology,53,Real Estate & Rental & Leasing,,,
70,Northridge,4,FTF + FTT,20011,Psychology,54,"Professional, Scientific, & Technical Skills",50,59204,67550.84
70,Northridge,4,FTF + FTT,20011,Psychology,55,Management of Companies & Enterprises,,,
70,Northridge,4,FTF + FTT,20011,Psychology,56,Admin & Support & Waste Mgmt & Remediation,26,57465,62426.80769
70,Northridge,4,FTF + FTT,20011,Psychology,61,Educational Services,303,74053,69944.34983
70,Northridge,4,FTF + FTT,20011,Psychology,62,Health Care & Social Assistance,431,53034,53295.31323
70,Northridge,4,FTF + FTT,20011,Psychology,71,"Arts, Entertainment, & Recreation",5,32048,36963.4
70,Northridge,4,FTF + FTT,20011,Psychology,72,Accommodation & Food Services,6,21414.5,25666
70,Northridge,4,FTF + FTT,20011,Psychology,81,Other Services,27,50099,46493.92593
70,Northridge,4,FTF + FTT,20011,Psychology,99,Non-Classified,,,
70,Northridge,4,FTF + FTT,20011,Psychology,92,Government,136,74408.5,73830.55882
70,Northridge,4,FTF + FTT,20011,Psychology,,Wages - No NAICS Code,59,42871,42787.98305
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,44-45,Retail Trade,,,
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,51,Information,,,
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,53,Real Estate & Rental & Leasing,,,
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,61,Educational Services,,,
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,62,Health Care & Social Assistance,8,42742,47341.5
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,72,Accommodation & Food Services,,,
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,81,Other Services,,,
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,92,Government,,,
70,Northridge,4,FTF + FTT,21031,Recreation Management & Administration,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,21041,Social Work,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,21041,Social Work,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,21041,Social Work,61,Educational Services,14,81048,73943.07143
70,Northridge,4,FTF + FTT,21041,Social Work,62,Health Care & Social Assistance,44,59021.5,58762.38636
70,Northridge,4,FTF + FTT,21041,Social Work,72,Accommodation & Food Services,,,
70,Northridge,4,FTF + FTT,21041,Social Work,81,Other Services,,,
70,Northridge,4,FTF + FTT,21041,Social Work,92,Government,35,77910,74760.77143
70,Northridge,4,FTF + FTT,21041,Social Work,,Wages - No NAICS Code,6,6552.5,8532.666667
70,Northridge,4,FTF + FTT,21044,Deaf Studies,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,21044,Deaf Studies,44-45,Retail Trade,,,
70,Northridge,4,FTF + FTT,21044,Deaf Studies,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,21044,Deaf Studies,53,Real Estate & Rental & Leasing,,,
70,Northridge,4,FTF + FTT,21044,Deaf Studies,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,21044,Deaf Studies,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,21044,Deaf Studies,61,Educational Services,67,68336,63408.49254
70,Northridge,4,FTF + FTT,21044,Deaf Studies,62,Health Care & Social Assistance,26,59244.5,60068.30769
70,Northridge,4,FTF + FTT,21044,Deaf Studies,72,Accommodation & Food Services,,,
70,Northridge,4,FTF + FTT,21044,Deaf Studies,81,Other Services,,,
70,Northridge,4,FTF + FTT,21044,Deaf Studies,92,Government,8,70515,70714
70,Northridge,4,FTF + FTT,21044,Deaf Studies,,Wages - No NAICS Code,14,59897,53202
70,Northridge,4,FTF + FTT,22021,Anthropology,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,4,FTF + FTT,22021,Anthropology,44-45,Retail Trade,,,
70,Northridge,4,FTF + FTT,22021,Anthropology,51,Information,,,
70,Northridge,4,FTF + FTT,22021,Anthropology,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,22021,Anthropology,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,22021,Anthropology,61,Educational Services,10,68047.5,62290.3
70,Northridge,4,FTF + FTT,22021,Anthropology,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,4,FTF + FTT,22021,Anthropology,81,Other Services,,,
70,Northridge,4,FTF + FTT,22021,Anthropology,92,Government,,,
70,Northridge,4,FTF + FTT,22041,Economics,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,22041,Economics,42,Wholesale Trade,,,
70,Northridge,4,FTF + FTT,22041,Economics,44-45,Retail Trade,,,
70,Northridge,4,FTF + FTT,22041,Economics,51,Information,,,
70,Northridge,4,FTF + FTT,22041,Economics,52,Finance & Insurance,7,85754,95135.14286
70,Northridge,4,FTF + FTT,22041,Economics,54,"Professional, Scientific, & Technical Skills",7,90748,104116.8571
70,Northridge,4,FTF + FTT,22041,Economics,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,22041,Economics,61,Educational Services,6,87899.5,94352.33333
70,Northridge,4,FTF + FTT,22041,Economics,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF + FTT,22041,Economics,92,Government,6,71760,78350.16667
70,Northridge,4,FTF + FTT,22041,Economics,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,22051,History,23,Construction,,,
70,Northridge,4,FTF + FTT,22051,History,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,22051,History,42,Wholesale Trade,,,
70,Northridge,4,FTF + FTT,22051,History,44-45,Retail Trade,,,
70,Northridge,4,FTF + FTT,22051,History,48-49,Transportation & Warehousing,,,
70,Northridge,4,FTF + FTT,22051,History,51,Information,5,8735,26479.4
70,Northridge,4,FTF + FTT,22051,History,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,22051,History,53,Real Estate & Rental & Leasing,,,
70,Northridge,4,FTF + FTT,22051,History,54,"Professional, Scientific, & Technical Skills",12,105364.5,104621.5833
70,Northridge,4,FTF + FTT,22051,History,55,Management of Companies & Enterprises,,,
70,Northridge,4,FTF + FTT,22051,History,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,22051,History,61,Educational Services,116,66489.5,64164.89655
70,Northridge,4,FTF + FTT,22051,History,62,Health Care & Social Assistance,13,44931,51726.69231
70,Northridge,4,FTF + FTT,22051,History,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,4,FTF + FTT,22051,History,72,Accommodation & Food Services,5,27228,32822.6
70,Northridge,4,FTF + FTT,22051,History,81,Other Services,,,
70,Northridge,4,FTF + FTT,22051,History,92,Government,13,80592,101729.1538
70,Northridge,4,FTF + FTT,22051,History,,Wages - No NAICS Code,10,27031.5,35592.9
70,Northridge,4,FTF + FTT,22061,Geography,21,Mining,,,
70,Northridge,4,FTF + FTT,22061,Geography,22,Utilities,,,
70,Northridge,4,FTF + FTT,22061,Geography,44-45,Retail Trade,,,
70,Northridge,4,FTF + FTT,22061,Geography,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,22061,Geography,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,22061,Geography,61,Educational Services,11,66465,60494
70,Northridge,4,FTF + FTT,22061,Geography,72,Accommodation & Food Services,,,
70,Northridge,4,FTF + FTT,22061,Geography,92,Government,,,
70,Northridge,4,FTF + FTT,22061,Geography,,Wages - No NAICS Code,5,21330,21107
70,Northridge,4,FTF + FTT,22071,Political Science,22,Utilities,,,
70,Northridge,4,FTF + FTT,22071,Political Science,23,Construction,,,
70,Northridge,4,FTF + FTT,22071,Political Science,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,22071,Political Science,44-45,Retail Trade,,,
70,Northridge,4,FTF + FTT,22071,Political Science,51,Information,,,
70,Northridge,4,FTF + FTT,22071,Political Science,52,Finance & Insurance,8,90384.5,102453.625
70,Northridge,4,FTF + FTT,22071,Political Science,53,Real Estate & Rental & Leasing,,,
70,Northridge,4,FTF + FTT,22071,Political Science,54,"Professional, Scientific, & Technical Skills",34,71666,84875.73529
70,Northridge,4,FTF + FTT,22071,Political Science,55,Management of Companies & Enterprises,,,
70,Northridge,4,FTF + FTT,22071,Political Science,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,22071,Political Science,61,Educational Services,32,58952,55528.71875
70,Northridge,4,FTF + FTT,22071,Political Science,62,Health Care & Social Assistance,10,63414.5,69505
70,Northridge,4,FTF + FTT,22071,Political Science,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,4,FTF + FTT,22071,Political Science,72,Accommodation & Food Services,,,
70,Northridge,4,FTF + FTT,22071,Political Science,81,Other Services,5,58845,53394.2
70,Northridge,4,FTF + FTT,22071,Political Science,99,Non-Classified,,,
70,Northridge,4,FTF + FTT,22071,Political Science,92,Government,24,76520.5,81629.5
70,Northridge,4,FTF + FTT,22071,Political Science,,Wages - No NAICS Code,19,16616,25047.84211
70,Northridge,4,FTF + FTT,22081,Sociology,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,4,FTF + FTT,22081,Sociology,22,Utilities,,,
70,Northridge,4,FTF + FTT,22081,Sociology,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,22081,Sociology,42,Wholesale Trade,,,
70,Northridge,4,FTF + FTT,22081,Sociology,44-45,Retail Trade,5,50201,46649.4
70,Northridge,4,FTF + FTT,22081,Sociology,48-49,Transportation & Warehousing,,,
70,Northridge,4,FTF + FTT,22081,Sociology,51,Information,5,59190,100263.2
70,Northridge,4,FTF + FTT,22081,Sociology,52,Finance & Insurance,17,71686,89175.52941
70,Northridge,4,FTF + FTT,22081,Sociology,54,"Professional, Scientific, & Technical Skills",16,96223.5,109868
70,Northridge,4,FTF + FTT,22081,Sociology,56,Admin & Support & Waste Mgmt & Remediation,9,52274,53225.77778
70,Northridge,4,FTF + FTT,22081,Sociology,61,Educational Services,132,68340.5,69521.97727
70,Northridge,4,FTF + FTT,22081,Sociology,62,Health Care & Social Assistance,110,51546.5,50055.7
70,Northridge,4,FTF + FTT,22081,Sociology,71,"Arts, Entertainment, & Recreation",5,52922,56312.4
70,Northridge,4,FTF + FTT,22081,Sociology,72,Accommodation & Food Services,,,
70,Northridge,4,FTF + FTT,22081,Sociology,81,Other Services,8,51215,45099
70,Northridge,4,FTF + FTT,22081,Sociology,92,Government,91,75334,82891.82418
70,Northridge,4,FTF + FTT,22081,Sociology,,Wages - No NAICS Code,34,43966.5,45650.38235
70,Northridge,4,FTF + FTT,22111,African-American Studies,42,Wholesale Trade,,,
70,Northridge,4,FTF + FTT,22111,African-American Studies,51,Information,,,
70,Northridge,4,FTF + FTT,22111,African-American Studies,61,Educational Services,6,70623,65930
70,Northridge,4,FTF + FTT,22111,African-American Studies,62,Health Care & Social Assistance,7,48382,50113.14286
70,Northridge,4,FTF + FTT,22111,African-American Studies,92,Government,,,
70,Northridge,4,FTF + FTT,22111,African-American Studies,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,22131,Mexican-American Studies,44-45,Retail Trade,,,
70,Northridge,4,FTF + FTT,22131,Mexican-American Studies,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,22131,Mexican-American Studies,61,Educational Services,15,63014,62493.86667
70,Northridge,4,FTF + FTT,22131,Mexican-American Studies,62,Health Care & Social Assistance,7,52315,51609.85714
70,Northridge,4,FTF + FTT,22131,Mexican-American Studies,92,Government,,,
70,Northridge,4,FTF + FTT,22131,Mexican-American Studies,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,22141,Urban Studies,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,22141,Urban Studies,42,Wholesale Trade,,,
70,Northridge,4,FTF + FTT,22141,Urban Studies,48-49,Transportation & Warehousing,,,
70,Northridge,4,FTF + FTT,22141,Urban Studies,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,22141,Urban Studies,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,22141,Urban Studies,61,Educational Services,,,
70,Northridge,4,FTF + FTT,22141,Urban Studies,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF + FTT,22141,Urban Studies,81,Other Services,,,
70,Northridge,4,FTF + FTT,22141,Urban Studies,92,Government,15,85380,88568.46667
70,Northridge,4,FTF + FTT,22141,Urban Studies,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,22990 + 49991,Women's Studies,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,22990 + 49991,Women's Studies,42,Wholesale Trade,,,
70,Northridge,4,FTF + FTT,22990 + 49991,Women's Studies,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,22990 + 49991,Women's Studies,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,22990 + 49991,Women's Studies,61,Educational Services,,,
70,Northridge,4,FTF + FTT,22990 + 49991,Women's Studies,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF + FTT,22996,Asian/Asian-American Studies,44-45,Retail Trade,,,
70,Northridge,4,FTF + FTT,22996,Asian/Asian-American Studies,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,22996,Asian/Asian-American Studies,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF + FTT,22996,Asian/Asian-American Studies,61,Educational Services,,,
70,Northridge,4,FTF + FTT,22996,Asian/Asian-American Studies,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF + FTT,22996,Asian/Asian-American Studies,,Wages - No NAICS Code,,,
70,Northridge,4,FTF + FTT,49012,Liberal Studies,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,4,FTF + FTT,49012,Liberal Studies,22,Utilities,,,
70,Northridge,4,FTF + FTT,49012,Liberal Studies,31-33,Manufacturing,,,
70,Northridge,4,FTF + FTT,49012,Liberal Studies,42,Wholesale Trade,7,39371,41974.42857
70,Northridge,4,FTF + FTT,49012,Liberal Studies,44-45,Retail Trade,6,16106,28345
70,Northridge,4,FTF + FTT,49012,Liberal Studies,51,Information,,,
70,Northridge,4,FTF + FTT,49012,Liberal Studies,52,Finance & Insurance,9,70551,68792.77778
70,Northridge,4,FTF + FTT,49012,Liberal Studies,53,Real Estate & Rental & Leasing,,,
70,Northridge,4,FTF + FTT,49012,Liberal Studies,54,"Professional, Scientific, & Technical Skills",7,47601,56592.14286
70,Northridge,4,FTF + FTT,49012,Liberal Studies,55,Management of Companies & Enterprises,,,
70,Northridge,4,FTF + FTT,49012,Liberal Studies,56,Admin & Support & Waste Mgmt & Remediation,11,42303,41058.72727
70,Northridge,4,FTF + FTT,49012,Liberal Studies,61,Educational Services,680,72130.5,68887.69706
70,Northridge,4,FTF + FTT,49012,Liberal Studies,62,Health Care & Social Assistance,49,49329,46356.42857
70,Northridge,4,FTF + FTT,49012,Liberal Studies,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,4,FTF + FTT,49012,Liberal Studies,72,Accommodation & Food Services,5,26574,30078.2
70,Northridge,4,FTF + FTT,49012,Liberal Studies,81,Other Services,7,58217,55707.42857
70,Northridge,4,FTF + FTT,49012,Liberal Studies,92,Government,26,74489,71132.76923
70,Northridge,4,FTF + FTT,49012,Liberal Studies,,Wages - No NAICS Code,22,15671.5,24627.54545
70,Northridge,4,FTF + FTT,49993,Education,51,Information,,,
70,Northridge,4,FTF + FTT,49993,Education,52,Finance & Insurance,,,
70,Northridge,4,FTF + FTT,49993,Education,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF + FTT,49993,Education,62,Health Care & Social Assistance,8,96789.5,81309.75
70,Northridge,4,FTF + FTT,49993,Education,92,Government,,,
70,Northridge,4,FTF + FTT,49993,Education,,Wages - No NAICS Code,,,
70,Northridge,4,FTF,00121 + 12032,Undeclared/Unknown,61,Educational Services,,,
70,Northridge,4,FTF,4011,Biology,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,4,FTF,4011,Biology,31-33,Manufacturing,5,64662,55075
70,Northridge,4,FTF,4011,Biology,42,Wholesale Trade,,,
70,Northridge,4,FTF,4011,Biology,44-45,Retail Trade,24,132408.5,124317.4583
70,Northridge,4,FTF,4011,Biology,51,Information,,,
70,Northridge,4,FTF,4011,Biology,52,Finance & Insurance,,,
70,Northridge,4,FTF,4011,Biology,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF,4011,Biology,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF,4011,Biology,61,Educational Services,28,64997.5,63967.17857
70,Northridge,4,FTF,4011,Biology,62,Health Care & Social Assistance,45,96061,111283.5778
70,Northridge,4,FTF,4011,Biology,81,Other Services,,,
70,Northridge,4,FTF,4011,Biology,92,Government,7,69649,66435.14286
70,Northridge,4,FTF,4011,Biology,,Wages - No NAICS Code,6,9484,20746.16667
70,Northridge,4,FTF,4111,Microbiology,31-33,Manufacturing,,,
70,Northridge,4,FTF,4141,Biochemistry,42,Wholesale Trade,,,
70,Northridge,4,FTF,4141,Biochemistry,44-45,Retail Trade,8,122821,136850.25
70,Northridge,4,FTF,4141,Biochemistry,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF,4141,Biochemistry,61,Educational Services,,,
70,Northridge,4,FTF,4141,Biochemistry,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF,4141,Biochemistry,81,Other Services,,,
70,Northridge,4,FTF,4141,Biochemistry,92,Government,,,
70,Northridge,4,FTF,4152,Biomedical Physics,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF,4171,Cell and Molecular Biology,31-33,Manufacturing,,,
70,Northridge,4,FTF,4171,Cell and Molecular Biology,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF,4171,Cell and Molecular Biology,61,Educational Services,,,
70,Northridge,4,FTF,4171,Cell and Molecular Biology,92,Government,,,
70,Northridge,4,FTF,4201,Environmental Biology & Ecology,61,Educational Services,,,
70,Northridge,4,FTF,5011,Business Administration,31-33,Manufacturing,,,
70,Northridge,4,FTF,5011,Business Administration,42,Wholesale Trade,,,
70,Northridge,4,FTF,5011,Business Administration,51,Information,,,
70,Northridge,4,FTF,5011,Business Administration,52,Finance & Insurance,,,
70,Northridge,4,FTF,5011,Business Administration,53,Real Estate & Rental & Leasing,,,
70,Northridge,4,FTF,5011,Business Administration,54,"Professional, Scientific, & Technical Skills",9,123590,140820.6667
70,Northridge,4,FTF,5011,Business Administration,61,Educational Services,5,69802,67170.4
70,Northridge,4,FTF,5011,Business Administration,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF,5011,Business Administration,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,4,FTF,5011,Business Administration,99,Non-Classified,,,
70,Northridge,4,FTF,5011,Business Administration,92,Government,,,
70,Northridge,4,FTF,5011,Business Administration,,Wages - No NAICS Code,,,
70,Northridge,4,FTF,5021,Accounting,31-33,Manufacturing,,,
70,Northridge,4,FTF,5021,Accounting,44-45,Retail Trade,,,
70,Northridge,4,FTF,5021,Accounting,51,Information,,,
70,Northridge,4,FTF,5021,Accounting,52,Finance & Insurance,,,
70,Northridge,4,FTF,5021,Accounting,54,"Professional, Scientific, & Technical Skills",7,164175,139009
70,Northridge,4,FTF,5021,Accounting,61,Educational Services,,,
70,Northridge,4,FTF,5021,Accounting,92,Government,,,
70,Northridge,4,FTF,5021,Accounting,,Wages - No NAICS Code,,,
70,Northridge,4,FTF,5041,Finance,11,"Agriculture, Forestry, Fishing, & Hunting",,,
70,Northridge,4,FTF,5041,Finance,21,Mining,,,
70,Northridge,4,FTF,5041,Finance,22,Utilities,,,
70,Northridge,4,FTF,5041,Finance,31-33,Manufacturing,,,
70,Northridge,4,FTF,5041,Finance,42,Wholesale Trade,,,
70,Northridge,4,FTF,5041,Finance,44-45,Retail Trade,,,
70,Northridge,4,FTF,5041,Finance,48-49,Transportation & Warehousing,,,
70,Northridge,4,FTF,5041,Finance,51,Information,,,
70,Northridge,4,FTF,5041,Finance,52,Finance & Insurance,22,91768.5,86682.40909
70,Northridge,4,FTF,5041,Finance,53,Real Estate & Rental & Leasing,,,
70,Northridge,4,FTF,5041,Finance,54,"Professional, Scientific, & Technical Skills",6,130864,125819.6667
70,Northridge,4,FTF,5041,Finance,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF,5041,Finance,61,Educational Services,,,
70,Northridge,4,FTF,5041,Finance,62,Health Care & Social Assistance,6,88023,99693.83333
70,Northridge,4,FTF,5041,Finance,72,Accommodation & Food Services,,,
70,Northridge,4,FTF,5041,Finance,81,Other Services,,,
70,Northridge,4,FTF,5041,Finance,92,Government,,,
70,Northridge,4,FTF,5041,Finance,,Wages - No NAICS Code,,,
70,Northridge,4,FTF,5061,Management,31-33,Manufacturing,7,73553,72871.71429
70,Northridge,4,FTF,5061,Management,42,Wholesale Trade,,,
70,Northridge,4,FTF,5061,Management,44-45,Retail Trade,,,
70,Northridge,4,FTF,5061,Management,52,Finance & Insurance,5,57052,52441.6
70,Northridge,4,FTF,5061,Management,53,Real Estate & Rental & Leasing,,,
70,Northridge,4,FTF,5061,Management,54,"Professional, Scientific, & Technical Skills",,,
70,Northridge,4,FTF,5061,Management,56,Admin & Support & Waste Mgmt & Remediation,,,
70,Northridge,4,FTF,5061,Management,61,Educational Services,,,
70,Northridge,4,FTF,5061,Management,62,Health Care & Social Assistance,,,
70,Northridge,4,FTF,5061,Management,71,"Arts, Entertainment, & Recreation",,,
70,Northridge,4,FTF,5061,Management,72,Accommodation & Food Services,,,
70,Northridge,4,FTF,5061,Management,92,Government,,,
70,Northridge,4,FTF,5061,Management,,Wages - No NAICS Code,,,
