guid	entry_status	major	in_school_earning	fin_aid_0	fin_aid_3000	fin_aid_10000
e0d4e497-1a6a-4107-8208-8eecf0239f35	FTF	Graphic Communications	0	10.82090226	13.76427842	28.23764576
50eaa400-bd08-415f-bf42-d38dba996b0b	FTF	Graphic Communications	4500	15.63064177	20.80084836	
ce221d09-6d67-4c5c-8875-42814ca00281	FTF	Graphic Communications	10500	30.46463367		197.6454156
b557bf75-e450-4401-81d4-810c9926a8bf	FTF	Graphic Design	0	9.82670195	12.41231479	23.03840153
cf83175d-3f46-4efe-ad38-a76b21846d62	FTF	Graphic Design	4500	13.98840769	18.05539213	43.91857797
979b5d84-54bf-4e00-a079-80f2f159957a	FTF	Graphic Design	10500	24.32256324	36.26693148	190.4584919
cf9acf7e-c02b-48b5-aa4f-121796971c53	FTF	Health Care Management/Administration	0	9.289191572	11.49876647	19.49880204
2cae6f2b-0b84-408c-8d06-9a42e1c72558	FTF	Health Care Management/Administration	4500	12.79409065	15.95762066	30.56634518
8fdb77a6-caf9-4553-a3b7-84e17d04d1a1	FTF	Health Care Management/Administration	10500	20.35432175	27.21697489	80.13388867
1fcb2256-c528-41f6-9d9e-61fef7736dcd	FTF	Health Education	0	9.221905285	11.46479662	20.08704326
70c44547-cca9-4a09-8022-8ae736f23ca8	FTF	Health Education	4500	12.79744348	16.13557605	36.34818709
fffb0265-ea0c-4257-bee3-934142a68428	FTF	Health Education	10500	21.09000462	30.33673547	70.18414182
1646fff6-37f9-4aa8-8e87-dc69b13ee3cb	FTF	Health Science	0	7.963255529	9.909770935	16.89246152
699fffb1-466b-4de2-88dc-3ceb5398a236	FTF	Health Science	4500	11.04151652	13.79392196	27.27018505
86674ac8-819d-4321-b876-091053227f7a	FTF	Health Science	10500	17.64936994	23.95578885	73.3942839
840d7911-764a-4858-855f-1ccd00906a1b	FTF	History	0	6.952145318	8.641153251	14.24048784
85d2cd82-ecb1-4bdb-b6a0-18f97311aa56	FTF	History	4500	9.598490697	11.84748381	21.12896327
1b2106d9-6864-4a89-94e7-30b466552b49	FTF	History	10500	14.80222006	19.12362995	49.71106821
5bcf4b3f-706a-42cb-b184-7c2170ea257c	FTF	Hotel and Restaurant/Hospitality Management	0	8.435883054	10.41098036	17.33089344
64cf6fba-0603-4b59-b35f-366f97ad9422	FTF	Hotel and Restaurant/Hospitality Management	4500	11.55338706	14.30321038	26.66311677
69f89ce3-ea28-4a9d-a7e3-abaf3bda7cd6	FTF	Hotel and Restaurant/Hospitality Management	10500	18.05683878	23.84341965	69.11109996
9c8aff61-dcd6-480e-b28a-8ad0165b8655	FTF	Human Development	0	8.356107182	10.31429087	17.14405972
a4a4696e-20b6-44b3-94c8-e76dc6e10ed7	FTF	Human Development	4500	11.4451403	14.16175729	26.27140746
6fe15c7c-32d8-4913-8336-97297ce42408	FTF	Human Development	10500	17.85773602	23.52558773	59.71328223
a3695149-0a8e-4199-8717-31dafa8a85da	FTF	Human Resources/Personnel Management	0	8.738284207	10.73623895	17.4698092
843234ae-1965-4619-850c-a3a71f0f5338	FTF	Human Resources/Personnel Management	4500	11.88110313	14.58990781	25.40619901
5c1eee69-f842-4f68-8963-6336166745bd	FTF	Human Resources/Personnel Management	10500	18.14104959	23.17654536	52.79058339
8baf8408-d430-4821-ae1b-8c94129b7480	FTF	Human Services	0	6.565218903	8.402567285	15.07911718
cfcdadbc-3a49-4ab4-8080-b0a20d6a1095	FTF	Human Services	4500	9.473441871	12.09436776	25.01595959
b3c46480-8fdf-4dd3-a65d-fc5e2156473b	FTF	Human Services	10500	15.81286245	21.91160571	88.46612894
ea9a7233-1678-4197-906f-df060433f843	FTF	Humanities	0	1.589020381	2.415854484	4.490129314
4c9b1841-b30b-49cc-811b-8e58ed0ddc5d	FTF	Humanities	4500	2.839476617	3.716938852	6.027020267
b877c8cf-6fae-4b82-b73a-40957cb16cfa	FTF	Humanities	10500	4.650586311	5.66514696	8.431181774
f7ec4eaa-1d8f-4630-be9d-b3726c410582	FTF	Industrial Arts	0	9.555709651	11.89245821	20.97217927
77a10a36-10ac-4395-a0d7-3ebcf43e7c26	FTF	Industrial Arts	4500	13.28732937	16.79780573	38.16428864
92f5ff18-f3e9-4406-93b7-4333450d7ba0	FTF	Industrial Arts	10500	22.03326335	31.81268262	82.28572458
bafb9452-8c16-4f05-a1c7-4ea9558fc97e	FTF	Industrial Design	0	11.49936351	14.53102184	27.69342723
60613bec-251d-4e44-9eee-2cc40ebc7854	FTF	Industrial Design	4500	16.41357668	21.38202628	60.1286285
0ac31f00-bc2b-4235-9abc-e942dada2487	FTF	Industrial Design	10500	29.36654154	46.4154338	169.7114965
1704a00d-8db0-4d4f-a893-224a85a415d0	FTF	Industrial Engineering	0	14.83396772	17.60676527	27.3888046
ed8d2d15-a9c1-4618-b072-d69c81d50301	FTF	Industrial Engineering	4500	19.21892218	23.10620936	40.91533568
363e3685-4a2a-459a-a2d6-6bf3292c38b3	FTF	Industrial Engineering	10500	28.41738689	36.72277868	87.66207692
7b5cd3e8-235b-44d5-a1c9-59d3b6f630b8	FTF	Industrial Management & Technology	0	9.760892347	12.16962557	21.62169584
762fb35c-5ce5-4d07-8a50-236972399dd7	FTF	Industrial Management & Technology	4500	13.61390706	17.26548353	38.76057559
1dd0d195-476a-4ffd-b874-5c7006207f47	FTF	Industrial Management & Technology	10500	22.72774175	32.72582194	100.1201836
861f86f2-18ab-48eb-bcf3-b143d13d76ad	FTF	Industrial Technology	0	6.690545867	8.232327308	12.93018622
3a171351-912d-460f-a001-fcdb1eaa1aee	FTF	Industrial Technology	4500	9.083970395	11.01048795	17.60183747
34c9686a-9e16-4cd3-82a1-ee164eb12b61	FTF	Industrial Technology	10500	13.35963037	16.37690683	29.8417556
5230f91a-66ca-404c-a6a7-ac41b91e7e26	FTF	Information Systems	0	11.03256157	12.96015345	18.77641069
e88f1153-3e2d-472b-b86d-f1db9ea2a8e2	FTF	Information Systems	4500	14.02544986	16.42234993	24.29369187
01ba6f4b-5ce0-4851-8a2e-d894a0ba7dd6	FTF	Information Systems	10500	19.29682536	22.87876954	37.42157397
6e546f58-2c12-474a-be2b-f47e6cb0e558	FTF	Interior Design	0			
ab28c772-25ec-40f0-ae02-fa215ed283b4	FTF	Interior Design	4500			
1dd861e2-7812-4166-b898-dfef577431f2	FTF	Interior Design	10500			
ca3432f8-b01c-406e-9dd7-3eacf00a0af0	FTF	International Business	0		12.05985415	19.43505395
dac2e84e-0dae-4ce9-b776-6117f1c4ff17	FTF	International Business	4500	13.3115397	16.27880833	28.13841815
79308138-051b-4c3f-9a08-0fca15363a24	FTF	International Business	10500	20.17048602	25.68871138	54.95130683
fe4a7858-75e7-4705-ae62-39f0774f9f26	FTF	International Studies	0			
9d5edf62-1606-4531-93b2-052ee0457a67	FTF	International Studies	4500			
69eb3c7a-5d97-46db-9677-2fd5b7cefb44	FTF	International Studies	10500			
a6474291-f094-4f41-a1e2-74e28f1fe405	FTF	Japanese	0			
f55afd2b-bc79-427f-babc-c227e0ed77ea	FTF	Japanese	4500			
3e9132af-5570-4fba-82d7-b6d7f8da430d	FTF	Japanese	10500			
a9d59275-3d57-4773-ac6c-4625c51b0b32	FTF	Jewish Studies	0	8.586685657	10.59006027	17.62567417
2b5d7934-9a1d-402b-b6b1-337bb2c1f957	FTF	Jewish Studies	4500	11.74977691	14.54393892	27.20796935
eef2fe40-06fa-47f1-bc66-38979b8d99ac	FTF	Jewish Studies	10500	18.36570222	24.29194833	68.62292366
08db4eb1-ab4f-49dd-a90a-4a8bc2973967	FTF	Journalism	0	8.739424581	11.102485	20.76286381
190e50a3-7a40-423c-90bb-f3217c35297b	FTF	Journalism	4500	12.53503513	16.22375016	40.22899566
89ec102c-41be-4a54-b220-daf3faeb7ae3	FTF	Journalism	10500	21.93951324	33.02627515	142.6431055
49b671e4-8a26-4fed-a9a2-fd2df0741348	FTF	Kinesiology	0	7.358417965	9.224036486	15.92259248
87ee2ce3-1b5a-4231-936f-c6dc5dd5f5d3	FTF	Kinesiology	4500	10.30728046	12.94288921	26.12129023
a193c5a4-58ac-4c31-86ee-d7dd00a1c170	FTF	Kinesiology	10500	16.65389479	22.82016218	91.1460677
d021367b-fa79-4751-8ff0-e4dfc29c2dd2	FTF	Labor Studies	0	9.244694613	11.43283945	19.37439569
b98d2d9f-56b2-49ea-9aec-c4c090482662	FTF	Labor Studies	4500	12.71507241	15.84944115	30.73098727
dfee6f72-0e68-4839-a9d6-bf09a5a102f4	FTF	Labor Studies	10500	20.23060184	27.21275427	82.28572458
8ca6b6e6-f9e9-426c-8ca5-230ec1b22a7b	FTF	Land Resource Management	0	8.937908582	10.99252758	18.03617933
5e39853b-fa40-4c3c-b147-3b5b22ba5100	FTF	Land Resource Management	4500	12.17670428	15.00003369	26.57025528
51e6e9be-da80-49de-adf4-25f2062768a3	FTF	Land Resource Management	10500	18.74892288	24.15167288	55.46268687
0ea5e02a-d487-4075-8acd-ecf79e84e13c	FTF	Landscape Architecture	0	9.201773744	11.46093667	19.78010276
aedf3aab-7794-47da-ae05-f30ae847d912	FTF	Landscape Architecture	4500	12.79313365	16.07129445	31.64053101
ae505e04-a5d2-43dc-8e3c-aa72c137901f	FTF	Landscape Architecture	10500	20.68199817	28.0017273	87.67727615
96a63f26-80f0-44d6-ba8a-599c86cb5f3d	FTF	Latin/Central American Studies	0	7.155805979	8.931168819	15.13078188
fe6a0e48-8eff-4810-b2fc-31fe9a955255	FTF	Latin/Central American Studies	4500	9.952907181	12.40880873	23.92178959
88e5ea05-08c3-46da-aed4-2afab2a1aafd	FTF	Latin/Central American Studies	10500	15.78950049	21.17948073	121.3990008
63461fb2-a646-4e1c-a41e-1c7dbf37f3eb	FTF	Liberal Studies	0	8.402869184	10.35840511	17.09288108
83ebc25f-3df2-42b2-844c-4d22f819b59d	FTF	Liberal Studies	4500	11.48415992	14.17350246	25.70116355
3c2a7dab-baf9-49a5-b8bc-ecfc78ea1a46	FTF	Liberal Studies	10500	17.78516858	23.17378807	64.33269501
d5c0778e-c0cc-4b7d-bf79-1f17efc7c2ab	FTF	Linguistics	0			
cf8fe573-8f63-4f14-b1fc-2e7192ca73be	FTF	Linguistics	4500			
7230607b-b822-4729-ad92-db3aa1aab124	FTF	Linguistics	10500			
f6f7f7b6-d80c-4605-86b5-e4f416d81e9c	FTF	Management	0	10.60178229	13.076644	22.18071329
123fe21d-b00d-4229-9930-bae38aa39c4f	FTF	Management	4500	14.53853109	18.13232029	35.01466763
432b014b-1c72-4e9b-852b-d05819bf7d28	FTF	Management	10500	23.16192095	31.0893169	101.5759832
4e74fbd0-b850-4490-b24a-688501880e4d	FTF	Management Systems Analysis / Operations Research	0	9.278338663	11.54441795	19.79305214
ffccb1ab-e300-46f8-8af7-017f108d996d	FTF	Management Systems Analysis / Operations Research	4500	12.87744914	16.14127792	30.99237534
55141184-8964-4aaa-b670-5635eb779a7f	FTF	Management Systems Analysis / Operations Research	10500	20.67268201	27.65263395	81.28097612
eb94a137-ba8e-49a1-bf12-a97232322365	FTF	Manufacturing Engineering	0	11.11504269	13.57130964	22.01778776
3f407327-c38b-4e67-8f77-dae0de6adc7f	FTF	Manufacturing Engineering	4500	14.99387877	18.38684958	32.16881112
30bcb927-f5b4-4137-8755-713b62d097b6	FTF	Manufacturing Engineering	10500	22.86660594	29.28121602	58.25524823
c319cbdc-eed9-482c-958b-6bf0b209c0ce	FTF	Manufacturing Engineering Technology	0	10.4799573	13.07594842	23.1437359
09b0bcbf-2b0c-4c4c-aac3-afa7ace67180	FTF	Manufacturing Engineering Technology	4500	14.63567629	18.5607927	38.92397744
ddbb86bf-8d94-4d07-928e-10ae94738122	FTF	Manufacturing Engineering Technology	10500	24.28075987	33.86882947	119.1401703
42d02ff6-4b96-40b4-a775-ec9f6ee9ec14	FTF	Marine Biology	0	8.397395443	10.50998699	19.01376808
df54ad21-5d18-4b48-9366-74aa413e94a1	FTF	Marine Biology	4500	11.77282501	14.99441217	#NUM!
7ba58961-a983-4eba-a7d1-ad3de261bb1f	FTF	Marine Biology	10500	20.09028513	32.60567172	164.3075455
fbcb29c9-186a-4e42-8ec0-19274ea1e882	FTF	Marketing	0	9.881839897	12.08227239	19.88582396
a49c8b82-34d2-4c2a-8b01-50c750edd2c4	FTF	Marketing	4500	13.36341417	16.46300033	30.35124369
f99286b7-b59b-44c2-b562-418579e50d4a	FTF	Marketing	10500	20.70617483	27.21366028	78.75205153
2eb1e792-a8da-4dc2-8588-675bc6fd3ca0	FTF	Materials Engineering	0	21.06067557	24.89725279	38.49322597
35212ab3-3451-4f54-91fe-e4c8e22e11d7	FTF	Materials Engineering	4500	27.12909723	32.51938633	58.04828839
aec0ef0e-928c-41b4-b547-1713690aa100	FTF	Materials Engineering	10500	39.9372737	51.821784	152.4718347
74aaf885-25ea-4e06-864b-6805197659fc	FTF	Mathematics	0	9.644623827	11.74170373	18.99241074
a309eac2-4437-4d2e-9374-f72c81a86b74	FTF	Mathematics	4500	12.95172175	15.84638768	28.35365852
10f3da33-851d-4b03-ae48-eb9ebf20e207	FTF	Mathematics	10500	19.73923933	25.58067236	64.03093357
d7f9112f-8cc2-470f-8989-3d361480e80a	FTF	Mechanical Engineering	0	19.18673616	22.36591233	33.66064294
a9fcddab-0eee-446c-8e20-80e255884b89	FTF	Mechanical Engineering	4500	24.22181375	28.71032356	49.0452431
42edb163-2ef2-43d9-b1e3-85631d4ba0d5	FTF	Mechanical Engineering	10500	34.84787403	44.35016086	116.2756136
f4f99101-10cf-4f91-9c3d-d7b1a0e6a900	FTF	Mechanical Engineering Technology	0	9.244694613	11.43283945	19.37439569
fb85a991-07ce-494a-870a-53c5fadc9ab7	FTF	Mechanical Engineering Technology	4500	12.71507241	15.84944115	30.73098727
43b7f953-55a1-4cb5-b725-51cf460aaf1a	FTF	Mechanical Engineering Technology	10500	20.23060184	27.21275427	82.28572458
2a0872eb-a694-4164-85fb-3c3281a7de88	FTF	Medical Technology	0	14.58582132	17.18672525	26.37308355
8494014e-389e-49b4-a752-33c02c776a7d	FTF	Medical Technology	4500	18.69769291	22.34309063	39.36749146
8a741018-f851-43ab-bd41-44cf3fb4bb70	FTF	Medical Technology	10500	27.34465506	35.27613172	80.35454747
63563649-7d7d-4f98-bd82-3a36ad01a38d	FTF	Mexican-American Studies	0	7.810879544	9.709095483	16.34537561
bc6231c7-ac11-4351-b143-c6262dee0e52	FTF	Mexican-American Studies	4500	10.80538374	13.44227297	25.24605025
be6ac767-9b84-4b31-b1e6-982f652e1a01	FTF	Mexican-American Studies	10500	17.04139937	22.57475951	62.28477803
e81317b6-7571-4882-87cf-5fcd21e94dda	FTF	Microbiology	0			
6e6287a2-6971-4101-b759-d361e407d379	FTF	Microbiology	4500			
6c3cd835-b58c-4995-bee5-0d19b0e5ce4f	FTF	Microbiology	10500			
7bd56e2b-cf8a-4fc6-8eee-7b144434c144	FTF	Multimedia	0			
11570eea-86f9-4121-a30e-e07abc742481	FTF	Multimedia	4500			
6e1e0e48-800f-427e-98c7-4a26f7634fe5	FTF	Multimedia	10500			
c0fa849c-a28c-43df-b39b-f7f67eb64fa8	FTF	Music	0			
6ab52651-bd9e-4446-ab60-81ff3126c6e2	FTF	Music	4500			
6282f939-0f99-449c-9ee2-9312069a7051	FTF	Music	10500			
dd503874-6620-4dcc-ac95-f683ccafd304	FTF	Major	In School Earnings	fin_aid_0	fin_aid_3000	fin_aid_10000
c85f2a17-8f29-404d-b0a8-9ab1a2888e76	FTF	Music - Performance	0			
9167c663-9b77-43c6-aea6-3832c0a1aeee	FTF	Music - Performance	4500			
de8e2f3b-a1e9-4fbf-9659-c5b5691e8222	FTF	Music - Performance	10500			
b0130185-8486-48f8-b573-611fb312abda	FTF	Music Education	0	10.19931646	12.58791371	21.25217113
dff6d0bf-1bc4-419d-bc46-23c4993c6116	FTF	Music Education	4500	13.99197776	17.42253679	33.15581224
468f5fce-c61c-43c8-8c65-f752a3d123f0	FTF	Music Education	10500	22.17491129	29.55318496	88.07587123
c2f7ba1a-d398-47d5-8f23-bd0d35629285	FTF	Natural Science	0	9.083306897	11.26350114	19.43308326
786fde5b-4d38-4f75-b3d7-1a768fdf0f10	FTF	Natural Science	4500	12.54956169	15.7359348	33.39678087
e1dd25f0-fa98-45ae-8044-68b83a3a5198	FTF	Natural Science	10500	20.35692382	28.52754339	64.07761336
234b21ca-83ac-4286-9468-34f448ee96d0	FTF	Nursing	0			
6c133c7e-44e6-45d2-9221-1e377857e753	FTF	Nursing	4500			
a38b9cdb-bdbe-4b99-aa82-4fa777d3dfab	FTF	Nursing	10500			
5fd69d31-5aae-4715-a224-31dc63a8b6c3	FTF	Occupational Studies	0	9.244694613	11.43283945	19.37439569
1b30b139-0d44-4ecb-8b3d-1d3f9b9fd21d	FTF	Occupational Studies	4500	12.71507241	15.84944115	30.73098727
f7121532-041d-4a16-b987-059a4f4558f6	FTF	Occupational Studies	10500	20.23060184	27.21275427	82.28572458
5f165b65-7d4e-4d66-986a-dd216e3f230d	FTF	Occupational Therapy	0	9.843764324	12.2006329	20.85301307
733cb152-e9e6-4601-a656-4e0a04cb726f	FTF	Occupational Therapy	4500	13.59151389	17.00934095	32.74616798
7121ea74-8242-4759-94ca-31cbf09ccfc4	FTF	Occupational Therapy	10500	21.78187918	29.18845413	86.77338657
7951d6df-878e-4adf-8ad9-89579df6769c	FTF	Performing Arts	0	9.212054691	11.63914937	23.25812426
f844c48b-5354-4db1-a963-56686ab08e14	FTF	Performing Arts	4500	13.14490405	17.24691568	
b3736cc9-1289-4de2-99f8-24651a34745f	FTF	Performing Arts	10500	25.17288433		65.92897627
2bfb9964-a47e-4314-83ed-97350c31a921	FTF	Philosophy	0	7.431261641	9.369602115	16.55076819
fb740121-7576-4486-9772-1a4bb24631c8	FTF	Philosophy	4500	10.50637108	13.3109823	28.06310963
470b96b9-4616-4c6a-abda-87c0182c79af	FTF	Philosophy	10500	17.35673122	24.28778785	83.2521364
54f2b8ce-1ba9-4268-abf4-78b654b5072d	FTF	Physics	0	6.752301525	8.489101055	14.6544533
a6c9fc6e-1e63-4b87-abdd-49c9ca4ea6a7	FTF	Physics	4500	9.491233821	11.9166562	24.42495237
b14c5e3c-7fce-402a-ac57-3799b1401998	FTF	Physics	10500	15.32881479	21.14133695	71.60261153
1bf5db87-fdb9-4deb-8315-f4ba8838c5e6	FTF	Physiology	0	6.85683319	8.459749413	13.64833807
f3bbbe8c-28b0-4f4d-bfae-0bd575b03610	FTF	Physiology	4500	9.360496787	11.45394764	19.83127787
bbff8acb-072c-41e1-aaba-333b12a89a97	FTF	Physiology	10500	14.15898663	18.0444128	42.53436851
f774a57a-9c11-4f55-8cfe-82106df53036	FTF	Political Science	0	7.294862604	9.072956691	15.0161685
6db8b087-5491-4a01-a1d7-3abfd0990db6	FTF	Political Science	4500	10.08531427	12.47241957	22.22053042
bfa981eb-8422-44bd-9041-1e808acc90e9	FTF	Political Science	10500	15.61226644	20.15493205	50.58632572
cbeaf93a-5bc7-4140-be95-1061291ffd6e	FTF	Production and Operations Management	0	11.67412235	14.14703812	22.38260573
a1b02d15-6d07-4b1e-8a76-ed10c69f6c39	FTF	Production and Operations Management	4500	15.56577825	18.90127045	31.48572028
163dd5ca-9b90-4384-b363-177596109e65	FTF	Production and Operations Management	10500	23.18162824	29.00639478	64.91253342
dda547b7-05ff-454e-95fd-6bc106320074	FTF	Psychology	0	7.08325798	8.946435912	15.67161948
70ad65f7-d2c3-4297-8484-9eddf6e39594	FTF	Psychology	4500	10.03018112	12.67369129	25.85128798
855c3d13-2b1f-4116-a906-0977de0a91b4	FTF	Psychology	10500	16.40807507	22.59263193	85.26158004
cf8c0917-66ee-4905-a570-f8b512e02ea0	FTF	Public Administration	0	8.876704472	11.00134883	18.37902023
b7fb872d-623d-4d77-9cb4-0c8bd9057088	FTF	Public Administration	4500	12.23252241	15.18477999	27.41061281
72fbc068-f849-409b-8544-02c7988f0da3	FTF	Public Administration	10500	19.1308244	24.84427043	58.84253065
c7083738-bebf-4ef0-84f7-b352ed07ddad	FTF	Public Health	0	9.362429056	11.74041066	21.76451707
f6c49500-c5cb-41f3-b9b8-2812628026eb	FTF	Public Health	4500	13.1851949	16.94475193	
e02f49ed-e820-47f4-91f4-e128cff32b90	FTF	Public Health	10500	23.07625396	38.88846256	153.4949874
819b7399-2c21-4e5e-939e-0b161a5c4aeb	FTF	Public Relations	0	10.61733676	13.39504105	25.49699253
8387800d-9244-49be-a387-f67f7f3787a5	FTF	Public Relations	4500	15.11205725	19.64799926	69.8190758
3f2ae061-17b9-488a-a583-8cd749186ba3	FTF	Public Relations	10500	27.07660725	44.74279155	170.6854008
76b83ab3-f509-4780-9af8-8f863e79498a	FTF	Radio/Television/Broadcast	0	7.562923983	9.539750184	16.87878257
4b07bb7a-4135-4ed9-afc7-0f3ef48281ba	FTF	Radio/Television/Broadcast	4500	10.70035299	13.56614426	28.76698022
f9b504e1-15f5-4e82-8425-54c3fa360e04	FTF	Radio/Television/Broadcast	10500	17.70330781	24.82595616	93.87336099
f0553021-ce39-4375-83a5-9512074a4af8	FTF	Radiologic Science & Technology	0	18.57598653	22.36932226	36.39391578
76e2eb1a-e4e4-4358-8de4-f38323686df7	FTF	Radiologic Science & Technology	4500	24.61085626	30.12265251	58.79241777
b6994228-b37c-44e9-acdb-51e29dcf7149	FTF	Radiologic Science & Technology	10500	37.93790374	51.21189923	109.6520611
2a61b53d-277c-4b3c-bc4f-5e792ba6f9c8	FTF	Real Estate	0	10.57420676	12.9588396	21.30020428
d5087f7d-cd54-4917-b105-344f125806db	FTF	Real Estate	4500	14.34580212	17.67994143	31.78497728
c262303f-1bee-43d1-bc3b-e3b03b97f45a	FTF	Real Estate	10500	22.15551015	28.7427194	75.79778582
6d28cdf4-2759-4323-927e-5969be1ddb49	FTF	Recreation Management & Administration: 21021 + 21031	0	8.383023407	10.33599181	17.12231898
09525eb4-34e0-401a-8f83-41bfbede7101	FTF	Recreation Management & Administration: 21021 + 21031	4500	11.46249188	14.1641591	26.12512677
99552328-7d76-42c8-baa8-dc74f912dd02	FTF	Recreation Management & Administration: 21021 + 21031	10500	17.82900964	23.42505159	77.50925441
eb115326-5d7e-45cc-babc-4cd90b0cc5a8	FTF	Recreation Management & Administration: 21031	0	7.555726074	9.272242437	14.8397536
54908a2e-a0f3-4bfc-b462-f17ad33bf814	FTF	Recreation Management & Administration: 21031	4500	10.23999435	12.49123385	21.20495587
ab9c60b0-4e5e-46f2-ba0e-57c44d84fd07	FTF	Recreation Management & Administration: 21031	10500	15.38241409	19.42276622	45.8909646
0060f386-4bf1-4e50-bcba-dafd8763737d	FTF	Rehabilitation Counseling	0			
c07f29e2-2883-4400-9b4e-036e72221c25	FTF	Rehabilitation Counseling	4500			
17e3843a-7d47-4850-a3c2-0037593474b5	FTF	Rehabilitation Counseling	10500			
5acd8b4c-8dfe-4463-b0e4-01c25f0f7815	FTF	Religious Studies	0	4.912866901	6.200457904	10.04048151
f02cf781-8880-47d3-8e31-ad18a70714cb	FTF	Religious Studies	4500	6.903179754	8.477884127	13.95748398
f3295b03-6ad2-4af9-bb3e-58ed0a6f302d	FTF	Religious Studies	10500	10.39119298	12.89968013	24.58295436
de32bc60-05d1-443f-95b9-54b569a2f415	FTF	Social Science	0	4.772432547	5.977585214	9.342959087
9251c1d7-4894-4376-bb69-27446a528c6d	FTF	Social Science	4500	6.621739653	8.022642816	12.26407451
8db0ce0a-5eba-480b-b534-84e78b2a0349	FTF	Social Science	10500	9.628335936	11.53593332	18.35183158
529d04bb-18f3-4e19-b37b-16ecd2a7097c	FTF	Social Work	0	7.862793533	9.874316139	17.41224007
3e755a6b-21c7-4154-8b0d-2583bf4e64ea	FTF	Social Work	4500	11.05918076	13.99703144	29.67537097
e022a44c-956d-40e0-9aa5-90153ac912f7	FTF	Social Work	10500	18.26479112	25.63468459	99.69792369
a529054b-a88e-4723-93df-dc80e268cfe0	FTF	Sociology	0	7.304815605	9.064433394	14.98586347
1116452a-30b0-4f3f-8cc2-9907fc66b68c	FTF	Sociology	4500	10.06737715	12.43921359	22.42634725
f5d49dc7-14b4-4975-a021-7c9d1884c8b4	FTF	Sociology	10500	15.58684087	20.24556936	48.9004555
3be61cd6-844c-4e4b-9929-643afe59e6b7	FTF	Spanish	0	7.266796712	9.061590195	15.23339242
08f438dd-741b-458e-9c3d-fffce4c89e49	FTF	Spanish	4500	10.09121893	12.5496726	23.41039133
642578b0-247f-4266-9e2b-cfc5cc8a2ad9	FTF	Spanish	10500	15.87430425	20.95547354	67.14030527
e47bd3fe-251c-47f0-80a1-bf78c98c1b1d	FTF	Speech Communication	0	7.928843054	9.972869035	17.60239942
efa06c98-cdcd-477c-8416-f5b71b9e31dd	FTF	Speech Communication	4500	11.17704861	14.15816754	29.5642691
ca187270-637f-411a-b4cd-95ebfc66274b	FTF	Speech Communication	10500	18.45661874	25.70858493	96.83398951
c3922669-d17f-4fd2-a375-70a59b65091f	FTF	Speech Language Pathology	0	8.560711344	10.63216047	18.41382129
453fc83c-6bca-4f4e-8ac5-f8c36b742b79	FTF	Speech Language Pathology	4500	11.85155742	14.875282	32.88022581
54c83a6c-ca7c-4b59-be1a-13a80a8e7cac	FTF	Speech Language Pathology	10500	19.3073995	27.51840272	81.68327855
438d3c75-0d1a-4556-8e9e-7362ae68f0b2	FTF	Statistics	0	11.44314626	14.24403198	24.82897966
c34ed3b8-0fa8-4bc6-bb57-c242a471e3cb	FTF	Statistics	4500	15.92063709	20.09053601	39.76247187
df4b1005-ae4f-49a1-871c-73b15012c446	FTF	Statistics	10500	25.9790704	35.23175291	87.03313103
513d7e10-22dc-4b32-b0ad-d4a6f569e3d5	FTF	Theatre Arts	0			
2df3ce49-a08a-4531-92b6-e10214325aa6	FTF	Theatre Arts	4500			
990398f5-49dc-4b45-a7bd-988fc5e51745	FTF	Theatre Arts	10500			
f87da214-307e-4d58-9b1c-1defec557637	FTF	Theatre Arts - Performance	0	2.115338107	3.15196376	6.04144211
ef3c6e4f-fb1e-4a46-a0de-c12af45d5ee3	FTF	Theatre Arts - Performance	4500	3.703148951	4.901452191	8.696173895
5e5abbb2-91be-42eb-ad03-c2fc1c31eae6	FTF	Theatre Arts - Performance	10500	6.290765284	8.006803455	15.11747744
cad03149-1a3e-484c-a0ac-2921fb423f25	FTF	Travel and Tourism/Tourism Management	0			
25c45326-3a9a-44ed-983f-8ace79a7b0a5	FTF	Travel and Tourism/Tourism Management	4500			
418495b6-37d5-4f0c-8758-9a75dd8254fe	FTF	Travel and Tourism/Tourism Management	10500			
835a5ee0-2d95-466f-92f8-d029c4905255	FTF	Undeclared/Unknown	0	7.441678664	9.399221387	16.6223875
c3490d72-3a64-4a94-9e37-e8726483bc32	FTF	Undeclared/Unknown	4500	10.54682938	13.3735022	27.90883825
4cbb11dd-face-4c59-b444-97a0844df5b3	FTF	Undeclared/Unknown	10500	17.42668506	24.25848754	82.15519334
c6e4a95b-f027-48a8-84b2-04a17a060919	FTF	Urban Studies	0	6.151448936	7.707391359	12.76622901
36164aef-82c7-414f-95e5-efc8236e0141	FTF	Urban Studies	4500	8.582479515	10.62078151	18.82352703
a1dd627f-1a45-45de-8f31-30bcb10b4e84	FTF	Urban Studies	10500	13.26675863	17.07978292	48.67287838
4a15cdf2-117e-4708-b5b8-62d50780f7ec	FTF	Women's Studies	0	5.341723122	6.750095109	11.14278165
58982d35-1d02-44a9-a998-e58126c2fa5a	FTF	Women's Studies	4500	7.530673702	9.315464816	16.0276937
be2c5383-7106-4c98-8113-05e481ac9932	FTF	Women's Studies	10500	11.56154103	14.66096354	37.07027106
