guid,entry_status,major,in_school_earning,fin_aid_0,fin_aid_3000,fin_aid_10000,,,,,Fin Aid $0,"Fin Aid $3,000","Fin Aid $10,000"
361379cf-4718-42a5-8d66-14c06041d68f,FTT,Applied Physics,4500,10.3545194,12.94591104,22.12326453,,,,,0.103545194,0.1294591104,0.2212326453
32e5c84a-1e6e-41f5-9d10-1bd8e1e6af7f,FTT,Applied Physics,10500,16.18757374,20.41240154,37.93764677,,,,,0.1618757374,0.2041240154,0.3793764677
12d13bef-e692-4dfd-950f-450ddd05213b,FTT,Architecture,0,6.615927051,8.415492018,13.76102501,,,,,0.06615927051,0.08415492018,0.1376102501
0e202496-513b-472c-8c77-4c5ea0165d9b,FTT,Architecture,4500,9.404175214,11.61502795,18.59142311,,,,,0.09404175214,0.1161502795,0.1859142311
0da0b2c1-7ccf-4b05-9bba-5b18ed952422,FTT,Architecture,10500,14.230522,17.3891362,27.9350017,,,,,0.14230522,0.173891362,0.279350017
17a9d2c7-cbc1-4e9d-801a-8f89cc7e84c2,FTT,Art,0,6.316362217,8.272841448,14.84089379,,,,,0.06316362217,0.08272841448,0.1484089379
cac790a9-d10e-4b31-93e9-7c408f7bdb3e,FTT,Art,4500,9.389208086,12.02912407,22.47220457,,,,,0.09389208086,0.1202912407,0.2247220457
986a6c12-fbe5-47aa-a162-1b5ce2cd618e,FTT,Art,10500,15.49634119,20.37016741,45.97888485,,,,,0.1549634119,0.2037016741,0.4597888485
951a671b-6bed-4e9e-a372-981bee2dd718,FTT,Art History,0,6.011508362,7.873353812,13.95957602,,,,,0.06011508362,0.07873353812,0.1395957602
8638c8c6-7401-459a-a668-fad0cc18730c,FTT,Art History,4500,8.925630414,11.38428851,20.77997789,,,,,0.08925630414,0.1138428851,0.2077997789
d0641280-ad6d-4d0e-9f73-206f6f08350b,FTT,Art History,10500,14.55411358,18.9202755,40.90903474,,,,,0.1455411358,0.189202755,0.4090903474
c827116c-df83-4717-86d8-7e28bb231e78,FTT,Asian/Asian-American Studies,0,6.627968905,8.426625373,13.95887989,,,,,0.06627968905,0.08426625373,0.1395887989
0ae35c8b-1c26-4fa1-a32a-c8864f86d8ed,FTT,Asian/Asian-American Studies,4500,9.423700295,11.68932443,19.49482841,,,,,0.09423700295,0.1168932443,0.1949482841
e1e5eff2-5560-4f98-b273-2241a8b1c49f,FTT,Asian/Asian-American Studies,10500,14.46772171,18.04542203,33.66268132,,,,,0.1446772171,0.1804542203,0.3366268132
8f9fe494-da8d-4984-a183-1daf7d967efa,FTT,Asian/East Asian Studies,0,6.695968064,8.520905937,14.13457012,,,,,0.06695968064,0.08520905937,0.1413457012
93b37644-ef3f-4e25-8b29-27d97b2907cb,FTT,Asian/East Asian Studies,4500,9.533579468,11.83477438,19.6676677,,,,,0.09533579468,0.1183477438,0.196676677
32afd50f-0097-4a1a-b212-402c789946ff,FTT,Asian/East Asian Studies,10500,14.64862221,18.23452506,32.60835125,,,,,0.1464862221,0.1823452506,0.3260835125
f1f616a1-9f93-496f-839d-81036b7b252c,FTT,Athletic Training,0,8.65439567,11.34235774,22.28741137,,,,,0.0865439567,0.1134235774,0.2228741137
efadbde0-b812-4e40-b543-7fea298464bc,FTT,Athletic Training,4500,12.97870728,17.19446785,39.75709497,,,,,0.1297870728,0.1719446785,0.3975709497
fdfd2f15-8d92-4a1e-83d7-86c6f8ef1240,FTT,Athletic Training,10500,23.57081631,34.35312014,189.6863199,,,,,0.2357081631,0.3435312014,1.896863199
97046ab0-f8ce-4c40-b7c3-8aaca1f1c79b,FTT,Aviation,0,8.650493561,11.28545627,21.32619443,,,,,0.08650493561,0.1128545627,0.2132619443
3907845a-b3c1-46fc-8e35-13177ae59f0b,FTT,Aviation,4500,12.86446675,16.81584161,34.76128809,,,,,0.1286446675,0.1681584161,0.3476128809
6cd7a8b7-6515-416a-8e64-c328c14deadb,FTT,Aviation,10500,22.41578873,30.89717716,62.33890388,,,,,0.2241578873,0.3089717716,0.6233890388
2927811a-6e82-49bd-9eb7-fdc50e62a2cd,FTT,Behavioral Science,0,6.898073762,8.686535725,13.99968871,,,,,0.06898073762,0.08686535725,0.1399968871
9557a704-a391-4971-a7c5-83fdaa840820,FTT,Behavioral Science,4500,9.668000864,11.8628364,18.88087081,,,,,0.09668000864,0.118628364,0.1888087081
775e1fcc-98d1-4c65-b4e9-c47d619751c4,FTT,Behavioral Science,10500,14.4689073,17.65258039,28.92310091,,,,,0.144689073,0.1765258039,0.2892310091
9008f138-6a93-4e8f-b5c7-b7f230b06ecb,FTT,Biochemistry,0,13.32743579,16.84058119,30.20876974,,,,,0.1332743579,0.1684058119,0.3020876974
9e38e7e9-8add-4849-8d95-c8418c4e4297,FTT,Biochemistry,4500,18.95192667,24.21762555,48.79054072,,,,,0.1895192667,0.2421762555,0.4879054072
5b9cc627-1b6d-4f76-bb8d-835a5e149f61,FTT,Biochemistry,10500,31.66151393,43.2488018,182.4256402,,,,,0.3166151393,0.432488018,1.824256402
b74cc8d6-ab75-4182-8992-8d6c31394bc6,FTT,Biology,0,7.993081019,10.06892883,16.76668548,,,,,0.07993081019,0.1006892883,0.1676668548
e5749a46-f5ee-4b51-9546-cbb1b54a1364,FTT,Biology,4500,11.24113497,13.96210787,23.92883925,,,,,0.1124113497,0.1396210787,0.2392883925
4ea70601-5aa1-4fe8-889b-17a2835a893c,FTT,Biology,10500,17.40611104,22.00993668,44.56304175,,,,,0.1740611104,0.2200993668,0.4456304175
99a2da2d-0c9c-40d8-b0ba-9a6739555610,FTT,Biomedical Engineering,0,7.356061783,9.378804684,15.84420416,,,,,0.07356061783,0.09378804684,0.1584420416
69ee74d3-0e36-4e0e-8fc8-dc1f04e1b753,FTT,Biomedical Engineering,4500,10.51864926,13.1539136,22.48410388,,,,,0.1051864926,0.131539136,0.2248410388
1798841c-31b2-4dc2-b556-e11990ba722f,FTT,Biomedical Engineering,10500,16.45224064,20.7470661,38.18836295,,,,,0.1645224064,0.207470661,0.3818836295
0c9bbc36-379d-428f-9aa7-afdbac0d0af8,FTT,Biomedical Physics,0,8.005874576,10.06509707,16.37490034,,,,,0.08005874576,0.1006509707,0.1637490034
2ecbfe59-0ce0-4ec7-bfae-f2ef1a4abc4e,FTT,Biomedical Physics,4500,11.21092794,13.80836322,22.33657946,,,,,0.1121092794,0.1380836322,0.2233657946
7f05d208-56b3-424e-8c83-5ad502d3db76,FTT,Biomedical Physics,10500,16.94249813,20.82502791,35.10875124,,,,,0.1694249813,0.2082502791,0.3510875124
9c8d6fff-314d-4349-b3c5-5fd72865a5f4,FTT,Biotechnology,0,12.83723264,15.98989877,26.80876876,,,,,0.1283723264,0.1598989877,0.2680876876
