Campus,Location,Student Path,Entry Status,HEGIS at Exit,Major at Exit,Potential Number of Students,Potential Number of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,Number of Students Found,Year
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,156,77371.5,92513.5,105456.5,91859.83333,144,1
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,125,76932,95454,115529,94832.42342,111,2
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,101,80601.5,97760,117727.5,95946.27174,92,3
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,76,80416.5,99969.5,124608,100275.4167,72,4
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,57,91319,106260,132826,107678.9074,54,5
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,38,92673.5,107389.5,138558,113077.3333,36,6
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,21,73233.5,100586,123686,95530.1,20,7
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,10,76458,98758,128965,100206.5,8,8
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,1,,,,,1,9
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,,,,,,,10
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,,,,,,,11
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,,,,,,,12
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,,,,,,,13
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,,,,,,,14
70,Northridge,1,FTF + FTT,00121 + 12032,Undeclared/Unknown,161,,,,,,,15
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,25,7270,13866,23924,15557.36364,22,1
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,20,14512,17887,24881,20218.88889,18,2
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,17,19355,25575,35280,25821.88235,17,3
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,11,10788,33643,38432,26380.09091,11,4
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,8,16870,35385,52158,33403.71429,7,5
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,7,5090,35000.5,44061,37756,6,6
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,2,,,,,2,7
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,1,,,,,,8
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,,,,,,,9
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,,,,,,,10
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,,,,,,,11
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,,,,,,,12
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,,,,,,,13
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,,,,,,,14
70,Northridge,1,FTF + FTT,3085,Latin/Central American Studies,26,,,,,,,15
70,Northridge,1,FTF + FTT,4011,Biology,1475,1391,9329.5,19498,34186,23962.41058,1040,1
70,Northridge,1,FTF + FTT,4011,Biology,1475,1245,12167,26053,44388,30312.06949,921,2
70,Northridge,1,FTF + FTT,4011,Biology,1475,1117,15586,33015,50899,36365.67742,775,3
70,Northridge,1,FTF + FTT,4011,Biology,1475,992,17498,38824,57005,39908.53304,681,4
70,Northridge,1,FTF + FTT,4011,Biology,1475,895,19804,44509,63048,46043.26151,608,5
70,Northridge,1,FTF + FTT,4011,Biology,1475,788,24759,47366,68626,50880.83992,531,6
70,Northridge,1,FTF + FTT,4011,Biology,1475,712,26280,51642.5,74757,54722.47119,486,7
70,Northridge,1,FTF + FTT,4011,Biology,1475,623,30419,56364,82357,60241.02195,410,8
70,Northridge,1,FTF + FTT,4011,Biology,1475,548,34851,61758,83547,65769.78237,363,9
70,Northridge,1,FTF + FTT,4011,Biology,1475,447,35407,66297,93773,72817.75593,295,10
70,Northridge,1,FTF + FTT,4011,Biology,1475,410,37165,67871,97012,76561.12915,271,11
70,Northridge,1,FTF + FTT,4011,Biology,1475,329,41149,70916,102753,81126.02294,218,12
70,Northridge,1,FTF + FTT,4011,Biology,1475,259,35260,72652.5,102226,79157.10588,170,13
70,Northridge,1,FTF + FTT,4011,Biology,1475,211,39459,75815.5,105586,84413.62308,130,14
70,Northridge,1,FTF + FTT,4011,Biology,1475,166,40097,80555.5,106613,84567.07843,102,15
70,Northridge,1,FTF + FTT,4111,Microbiology,130,125,11916,26143.5,38749,26394.43396,106,1
70,Northridge,1,FTF + FTT,4111,Microbiology,130,103,25023,41129,53290,39645.83133,83,2
70,Northridge,1,FTF + FTT,4111,Microbiology,130,89,20656,46966.5,61370,44499.44286,70,3
70,Northridge,1,FTF + FTT,4111,Microbiology,130,76,29421.5,54839.5,67481,50062.36667,60,4
70,Northridge,1,FTF + FTT,4111,Microbiology,130,70,41366,60899,75705,57184.03774,53,5
70,Northridge,1,FTF + FTT,4111,Microbiology,130,66,47681,68497,79794,66883.27907,43,6
70,Northridge,1,FTF + FTT,4111,Microbiology,130,62,47695,73252,82720,68837.02326,43,7
70,Northridge,1,FTF + FTT,4111,Microbiology,130,56,57678,77968,95787,76348.18919,37,8
70,Northridge,1,FTF + FTT,4111,Microbiology,130,52,62594,79183.5,93265,73271.26316,38,9
70,Northridge,1,FTF + FTT,4111,Microbiology,130,44,61312,77297,93387,76767.48387,31,10
70,Northridge,1,FTF + FTT,4111,Microbiology,130,41,60506,84471,105357,81699.75862,29,11
70,Northridge,1,FTF + FTT,4111,Microbiology,130,36,65870,80155,101911,80612.81481,27,12
70,Northridge,1,FTF + FTT,4111,Microbiology,130,31,71691,80366,102092,81524.95652,23,13
70,Northridge,1,FTF + FTT,4111,Microbiology,130,26,71278,90263,108544.5,88777.875,16,14
70,Northridge,1,FTF + FTT,4111,Microbiology,130,22,58012,86239,95821,80962.29412,17,15
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,149,11747.5,29637.5,40082.5,28122.33333,120,1
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,133,15560,36316,47138,35470.90566,106,2
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,112,22556,42318,54760,40506.76744,86,3
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,97,29142,45629,60197,44942.41892,74,4
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,85,30105,51205,60205,46544.79104,67,5
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,72,25705,50745,66647,45604.59322,59,6
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,64,26623,47673.5,71298,47716.88,50,7
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,50,42365,54416.5,69662,55436.5,38,8
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,44,47635,61617.5,71367,59871.35294,34,9
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,32,42265.5,59191,77025.5,60560.75,24,10
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,27,49339,69329.5,89202,68919.27273,22,11
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,20,46234,64333,87504,65350.11111,18,12
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,15,45581,67339,99391,84822.14286,14,13
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,10,32812,60371.5,104374.5,71050.75,8,14
70,Northridge,1,FTF + FTT,4141,Biochemistry,155,8,,,,,4,15
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,13,11217,35149.5,45369,29934.4,10,1
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,13,16653,41584.5,51543,34610.33333,12,2
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,13,30282,52239,59237,48799,10,3
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,13,35310,51499.5,60793,54779.2,10,4
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,13,5538,62051,105894,63982.2,10,5
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,13,49738,61596,88480,70364.5,10,6
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,13,59159,74024,88802,72706.27273,11,7
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,12,43324,60207.5,91393,69024.2,10,8
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,11,39474,66439,106362,76260.8,10,9
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,7,56051,83087,148671,99758.14286,7,10
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,6,39486,66900.5,143015,83896.33333,6,11
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,6,75036,85904,174564,111175.4,5,12
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,4,,,,,4,13
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,3,,,,,3,14
70,Northridge,1,FTF + FTT,4152,Biomedical Physics,13,1,,,,,1,15
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,278,9478,24925,38787,25901.25346,217,1
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,225,14325,37230,48903,34261.17964,167,2
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,192,17892,41660.5,54192,39906.03676,136,3
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,163,20404,44606,64055,43379.05405,111,4
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,139,25954,50200,68909,49857.36264,91,5
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,122,34187.5,55665,70870,55641.80263,76,6
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,110,39781,58868,77722,61622.33803,71,7
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,90,49901,66141.5,87474.5,70990.14286,56,8
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,75,48069,71496,100903,72371.66,50,9
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,61,48247.5,63758,105229,74515.18182,44,10
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,56,52255,79241,115983,86031.94872,39,11
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,49,41319,68381,111312,79895,35,12
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,44,49545,72771,106090,81621.45161,31,13
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,34,17259,70381,88195,66389.42105,19,14
70,Northridge,1,FTF + FTT,4171,Cell and Molecular Biology,307,27,51032.5,76655.5,105263.5,83711.08333,12,15
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,91,9496,18565,31533,21611.12,75,1
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,81,6753,20242.5,38601,25576.63636,66,2
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,72,14175,31708,47745,33882.38596,57,3
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,67,13370,32772.5,52080,36654.68,50,4
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,61,17668,37503,56817,40961.7381,42,5
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,52,19562,39105.5,61431.5,42956.9375,32,6
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,48,32340,47869,71973,49991.92593,27,7
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,39,37965,50954,77269,57718.91304,23,8
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,36,35260,49165,77896,59867.82609,23,9
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,31,43056,70098,91101,65856.52632,19,10
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,30,46798,71931,99319,74243.33333,18,11
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,28,46339,78791,107563,80189.70588,17,12
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,20,47241,71191,102864,67814.53846,13,13
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,19,47044,77278,117073,71669.63636,11,14
70,Northridge,1,FTF + FTT,4201,Environmental Biology & Ecology,96,13,20650.5,86013.5,122970.5,72875.375,8,15
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,1035,14707,27525,43154.5,31086.63517,836,1
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,952,18427,37196,52891,37914.4973,740,2
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,891,21714,41249.5,58065,42180.79254,670,3
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,818,23256,45290,63757,55613.26281,605,4
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,736,26984.5,50217,67660.5,50054.85401,548,5
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,637,30482,53060,71399,53880.00634,473,6
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,554,34894,56496,80077,59356.69779,407,7
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,470,43453,62078,86288,67003.65465,333,8
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,385,46625,68557,92147,72552.88652,282,9
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,276,51243,71218,103363,79454.52332,193,10
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,210,50855,76507,108776,83164.57343,143,11
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,121,49571,74290,106680,89256.89412,85,12
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,44,47957,98436.5,140837,108022.9375,32,13
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,25,96934,127561,163775,148358.7333,15,14
70,Northridge,1,FTF + FTT,5011,Business Administration,1072,13,113225,144946,162811,145661.8,5,15
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,17362,37586,38915,41753.2,5,1
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,,,,,4,2
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,,,,,3,3
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,,,,,4,4
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,,,,,3,5
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,,,,,4,6
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,,,,,4,7
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,36851,41806,43215,57205.4,5,8
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,48014,55043,56302,72034.4,5,9
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,17848,28549,69491,52663.6,5,10
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,,,,,3,11
70,Northridge,1,FTF + FTT,5012,Business Education,7,7,,,,,4,12
70,Northridge,1,FTF + FTT,5012,Business Education,7,6,,,,,3,13
70,Northridge,1,FTF + FTT,5012,Business Education,7,5,,,,,3,14
70,Northridge,1,FTF + FTT,5012,Business Education,7,5,,,,,2,15
70,Northridge,1,FTF + FTT,5021,Accounting,2635,2538,29868,44654,54869,42911.79938,2273,1
70,Northridge,1,FTF + FTT,5021,Accounting,2635,2348,41602,55354,63510,52188.3196,2087,2
70,Northridge,1,FTF + FTT,5021,Accounting,2635,2146,44750,59552,69998,57293.50134,1865,3
70,Northridge,1,FTF + FTT,5021,Accounting,2635,1963,48235.5,64360.5,77415.5,62387.34239,1656,4
70,Northridge,1,FTF + FTT,5021,Accounting,2635,1797,49396,67999,82466,66006.7415,1470,5
70,Northridge,1,FTF + FTT,5021,Accounting,2635,1650,51489.5,71518,90203,70687.22401,1308,6
70,Northridge,1,FTF + FTT,5021,Accounting,2635,1526,53598,75896,95880,74276.20319,1191,7
70,Northridge,1,FTF + FTT,5021,Accounting,2635,1410,54274,79065,102730,78450.58598,1070,8
70,Northridge,1,FTF + FTT,5021,Accounting,2635,1281,55851,80702.5,105799.5,81153.4728,956,9
70,Northridge,1,FTF + FTT,5021,Accounting,2635,1103,54894.5,82417,109425.5,83558.9551,824,10
70,Northridge,1,FTF + FTT,5021,Accounting,2635,1020,54877.5,84724.5,114388,86449.47368,760,11
70,Northridge,1,FTF + FTT,5021,Accounting,2635,890,57341,88550,119413,90785.18209,659,12
70,Northridge,1,FTF + FTT,5021,Accounting,2635,744,61874,92957,123000,95715.7404,547,13
70,Northridge,1,FTF + FTT,5021,Accounting,2635,593,62308,93219,129398,96391.20047,429,14
70,Northridge,1,FTF + FTT,5021,Accounting,2635,458,65293,98749.5,137360.5,102945.0278,324,15
70,Northridge,1,FTF + FTT,5041,Finance,3932,3857,20967,36639,51225,38812.6,3295,1
70,Northridge,1,FTF + FTT,5041,Finance,3932,3669,30125.5,45801,59927,48988.04183,3108,2
70,Northridge,1,FTF + FTT,5041,Finance,3932,3487,33444,50178.5,65816.5,52264.38187,2912,3
70,Northridge,1,FTF + FTT,5041,Finance,3932,3253,36898,53940.5,71043,56925.76226,2650,4
70,Northridge,1,FTF + FTT,5041,Finance,3932,3004,38119.5,57108,76047.5,61094.93948,2396,5
70,Northridge,1,FTF + FTT,5041,Finance,3932,2739,39847,60338,81189,64762.87287,2116,6
70,Northridge,1,FTF + FTT,5041,Finance,3932,2468,40672,62199,84657,67603.32566,1867,7
70,Northridge,1,FTF + FTT,5041,Finance,3932,2178,41291.5,65361.5,90001.5,72461.10723,1604,8
70,Northridge,1,FTF + FTT,5041,Finance,3932,1882,44386.5,68256,93913.5,79238.23032,1372,9
70,Northridge,1,FTF + FTT,5041,Finance,3932,1532,45523,72507.5,99904,81973.88566,1102,10
70,Northridge,1,FTF + FTT,5041,Finance,3932,1387,46432,71940.5,102734,83027.92799,986,11
70,Northridge,1,FTF + FTT,5041,Finance,3932,1174,47179,73783,107145.5,86486.24762,840,12
70,Northridge,1,FTF + FTT,5041,Finance,3932,958,44661,74237,109333,91617.76621,663,13
70,Northridge,1,FTF + FTT,5041,Finance,3932,700,47084,77184.5,110651,94414.44142,478,14
70,Northridge,1,FTF + FTT,5041,Finance,3932,481,48191,77718,118121,100575.9031,320,15
70,Northridge,1,FTF + FTT,5061,Management,3447,3247,19096,32615,46427,35039.26451,2809,1
70,Northridge,1,FTF + FTT,5061,Management,3447,2928,27217,42085,55095,43283.2465,2503,2
70,Northridge,1,FTF + FTT,5061,Management,3447,2613,31198,46492,61232,49454.90736,2202,3
70,Northridge,1,FTF + FTT,5061,Management,3447,2324,33420,49484,67410,52639.69039,1925,4
70,Northridge,1,FTF + FTT,5061,Management,3447,2039,35771,52298.5,72404,56907.72606,1650,5
70,Northridge,1,FTF + FTT,5061,Management,3447,1742,37486,55716,78558,60485.79048,1365,6
70,Northridge,1,FTF + FTT,5061,Management,3447,1484,37691,58562,82657,63927.55421,1153,7
70,Northridge,1,FTF + FTT,5061,Management,3447,1251,41186,62654,87314,68427.95794,951,8
70,Northridge,1,FTF + FTT,5061,Management,3447,1046,42039,64316,91746,71341.12846,794,9
70,Northridge,1,FTF + FTT,5061,Management,3447,818,44698,67568,96417.5,75915.71,600,10
70,Northridge,1,FTF + FTT,5061,Management,3447,716,46272,71459,101620,79939.74286,525,11
70,Northridge,1,FTF + FTT,5061,Management,3447,573,48158,75392,106671,82884.06205,419,12
70,Northridge,1,FTF + FTT,5061,Management,3447,442,50328,76741.5,110224,88513.5679,324,13
70,Northridge,1,FTF + FTT,5061,Management,3447,296,53159,81748,116790,94812.39234,209,14
70,Northridge,1,FTF + FTT,5061,Management,3447,193,57890,84552,121542,100261.1,130,15
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,1
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,2
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,3
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,4
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,5
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,6
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,7
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,8
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,9
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,10
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,11
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,12
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,13
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,14
70,Northridge,1,FTF + FTT,5062,Management,3,3,,,,,3,15
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,4,1
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,3,2
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,4,3
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,4,4
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,4,5
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,4,6
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,4,7
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,4,8
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,4,9
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,4,10
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,3,11
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,3,12
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,3,13
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,3,14
70,Northridge,1,FTF + FTT,5064,Production and Operations Management,5,5,,,,,3,15
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,234,17381.5,33343.5,52802,37264.5625,208,1
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,214,25351,44229,59612,44929.8306,183,2
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,205,34331,49518,66532,50006.02395,167,3
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,185,40727,54654,72367,55408.10791,139,4
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,164,34308,53952.5,78693.5,56444.31667,120,5
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,148,36881,58728,81576,60540.58095,105,6
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,130,44947,66597,90675,70555.91011,89,7
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,108,41888,61847,86895,62940.95652,69,8
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,98,46463,65640,95921,71144.86885,61,9
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,84,56002,69304,99232,77587.89362,47,10
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,75,48374,66911,94402,76713.82979,47,11
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,62,56943,79122.5,108175,79602.26316,38,12
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,52,53380,71253,93313,75630.5,30,13
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,31,64987.5,80712,93924,78671.4375,16,14
70,Northridge,1,FTF + FTT,5072,Management Systems Analysis / Operations Research,245,25,77549,82596.5,92054,81320.85714,14,15
70,Northridge,1,FTF + FTT,5091,Marketing,3218,3098,17688.5,31584.5,43535.5,32582.74775,2664,1
70,Northridge,1,FTF + FTT,5091,Marketing,3218,2882,24876,39762,52217,40212.88981,2423,2
70,Northridge,1,FTF + FTT,5091,Marketing,3218,2685,28636,43952.5,57621,44668.05359,2202,3
70,Northridge,1,FTF + FTT,5091,Marketing,3218,2493,31548,48562,62885,49352.16928,1979,4
70,Northridge,1,FTF + FTT,5091,Marketing,3218,2293,33143,51773,68422,53791.69949,1767,5
70,Northridge,1,FTF + FTT,5091,Marketing,3218,2061,34459,54183.5,75749,57999.18342,1532,6
70,Northridge,1,FTF + FTT,5091,Marketing,3218,1827,37566,57556.5,78770,61228.94444,1350,7
70,Northridge,1,FTF + FTT,5091,Marketing,3218,1581,37638,60087,84659,64940.61818,1155,8
70,Northridge,1,FTF + FTT,5091,Marketing,3218,1313,39428,64300,89013,69658.35909,919,9
70,Northridge,1,FTF + FTT,5091,Marketing,3218,1036,41675,67414,94924,72410.19143,700,10
70,Northridge,1,FTF + FTT,5091,Marketing,3218,908,42883,69956,100916,76373.6563,611,11
70,Northridge,1,FTF + FTT,5091,Marketing,3218,734,40476,73788,103073,77855.39834,482,12
70,Northridge,1,FTF + FTT,5091,Marketing,3218,584,44442,74246,102047,79855.31335,367,13
70,Northridge,1,FTF + FTT,5091,Marketing,3218,428,40140,73272,102464,79462.89139,267,14
70,Northridge,1,FTF + FTT,5091,Marketing,3218,305,44495,75178,107219,80960.16495,194,15
70,Northridge,1,FTF + FTT,5111,Real Estate,443,429,13090.5,31376,46935,34410.29573,328,1
70,Northridge,1,FTF + FTT,5111,Real Estate,443,411,23764,39163,53787,43255.04013,299,2
70,Northridge,1,FTF + FTT,5111,Real Estate,443,394,19856,40464,55605,43777.64057,281,3
70,Northridge,1,FTF + FTT,5111,Real Estate,443,363,26184,44931.5,63649,49035.19685,254,4
70,Northridge,1,FTF + FTT,5111,Real Estate,443,339,26327,46373.5,63836,51130.39823,226,5
70,Northridge,1,FTF + FTT,5111,Real Estate,443,311,28861,49666,71988,55352.27586,203,6
70,Northridge,1,FTF + FTT,5111,Real Estate,443,270,28014,53582,74972,57709.43931,173,7
70,Northridge,1,FTF + FTT,5111,Real Estate,443,228,29326.5,55718,73105.5,58914.74359,156,8
70,Northridge,1,FTF + FTT,5111,Real Estate,443,180,33005.5,61484.5,82978,65574.025,120,9
70,Northridge,1,FTF + FTT,5111,Real Estate,443,124,35516,66025.5,89975,69759.55405,74,10
70,Northridge,1,FTF + FTT,5111,Real Estate,443,97,31868,57400,98638,74040.45763,59,11
70,Northridge,1,FTF + FTT,5111,Real Estate,443,70,22924,55065.5,95125.5,73085.75,44,12
70,Northridge,1,FTF + FTT,5111,Real Estate,443,42,50000,71619,147855,88307.47619,21,13
70,Northridge,1,FTF + FTT,5111,Real Estate,443,30,31321,68465,114380,76350.875,16,14
70,Northridge,1,FTF + FTT,5111,Real Estate,443,21,31699,84610,108756,82880.45455,11,15
70,Northridge,1,FTF + FTT,5131,International Business,201,201,16638,32777,46313,33410.66258,163,1
70,Northridge,1,FTF + FTT,5131,International Business,201,200,27027,42587,55041,42362.31126,151,2
70,Northridge,1,FTF + FTT,5131,International Business,201,200,29535,46890,57610,44732.3662,142,3
70,Northridge,1,FTF + FTT,5131,International Business,201,200,29383,48466,60975,46294.90226,133,4
70,Northridge,1,FTF + FTT,5131,International Business,201,200,33755,53241,66147,51823.06154,130,5
70,Northridge,1,FTF + FTT,5131,International Business,201,200,31911,56674,71265,58601.52893,121,6
70,Northridge,1,FTF + FTT,5131,International Business,201,199,34103,54210,72571,56266.59016,122,7
70,Northridge,1,FTF + FTT,5131,International Business,201,198,31216,53199,78144,57426.06034,116,8
70,Northridge,1,FTF + FTT,5131,International Business,201,191,32944,56927,76918,58039.74312,109,9
70,Northridge,1,FTF + FTT,5131,International Business,201,168,37848,55476,72440,58391.47059,85,10
70,Northridge,1,FTF + FTT,5131,International Business,201,143,39793,57960,76002,60166.32394,71,11
