Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,industry,number_of_students_found_5_years_after_exit,median_annual_earnings_5_years_after_exit,average_annual_earnings_5_years_after_exit,number_of_students_found_10_years_after_exit,median_annual_earnings_10_years_after_exit,average_annual_earnings_10_years_after_exit
10,1,FTF + FTT,04011,04011,Biology,Manufacturing,53,54872,57044,20,81611,88191
10,1,FTF + FTT,04011,04011,Biology,Wholesale Trade,13,61688,63128,8,73364,77966
10,1,FTF + FTT,04011,04011,Biology,Retail Trade,21,22399,25944,5,26016,28127
10,1,FTF + FTT,04011,04011,Biology,Transportation & Warehousing,,,,,,
10,1,FTF + FTT,04011,04011,Biology,Information,,,,,,
10,1,FTF + FTT,04011,04011,Biology,Finance & Insurance,6,42419,38284,,,
10,1,FTF + FTT,04011,04011,Biology,Real Estate & Rental & Leasing,,,,,,
10,1,FTF + FTT,04011,04011,Biology,"Professional, Scientific, & Technical Skills",35,45745,46587,12,75818,78241
10,1,FTF + FTT,04011,04011,Biology,Management of Companies & Enterprises,,,,,,
10,1,FTF + FTT,04011,04011,Biology,Admin & Support & Waste Mgmt & Remediation,17,41592,38832,,,
10,1,FTF + FTT,04011,04011,Biology,Educational Services,26,50314,48055,15,49565,57910
10,1,FTF + FTT,04011,04011,Biology,Health Care & Social Assistance,49,45850,50046,20,62510,67096
10,1,FTF + FTT,04011,04011,Biology,"Arts, Entertainment, & Recreation",,,,,,
10,1,FTF + FTT,04011,04011,Biology,Accommodation & Food Services,5,33822,27391,,,
10,1,FTF + FTT,04011,04011,Biology,Other Services,7,31115,35286,,,
10,1,FTF + FTT,04011,04011,Biology,Non-Classified,,,,,,
10,1,FTF + FTT,04011,04011,Biology,Government,25,61030,67940,14,76921,79397
10,1,FTF + FTT,04011,04011,Biology,Wages - No NAICS Code,21,5621,10275,8,27499,25305
10,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,Construction,,,,,,
10,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,Manufacturing,,,,,,
10,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,"Professional, Scientific, & Technical Skills",,,,,,
10,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,Educational Services,,,,,,
10,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,Health Care & Social Assistance,,,,,,
10,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,"Arts, Entertainment, & Recreation",,,,,,
10,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,Government,5,66691,71552,,,
10,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,Wages - No NAICS Code,,,,,,
10,1,FTF + FTT,04021,04021,Botany,Construction,,,,,,
10,1,FTF + FTT,04021,04021,Botany,"Professional, Scientific, & Technical Skills",,,,,,
10,1,FTF + FTT,04021,04021,Botany,Government,,,,,,
10,1,FTF + FTT,04071,04071,Zoology,Utilities,,,,,,
10,1,FTF + FTT,04071,04071,Zoology,Manufacturing,,,,,,
10,1,FTF + FTT,04071,04071,Zoology,Wholesale Trade,,,,,,
10,1,FTF + FTT,04071,04071,Zoology,Retail Trade,,,,,,
10,1,FTF + FTT,04071,04071,Zoology,"Professional, Scientific, & Technical Skills",9,35385,38186,,,
10,1,FTF + FTT,04071,04071,Zoology,Admin & Support & Waste Mgmt & Remediation,,,,,,
10,1,FTF + FTT,04071,04071,Zoology,Educational Services,7,50748,49050,,,
10,1,FTF + FTT,04071,04071,Zoology,Health Care & Social Assistance,6,33657,30954,,,
10,1,FTF + FTT,04071,04071,Zoology,"Arts, Entertainment, & Recreation",9,29546,30115,,,
10,1,FTF + FTT,04071,04071,Zoology,Accommodation & Food Services,,,,,,
10,1,FTF + FTT,04071,04071,Zoology,Other Services,,,,,,
10,1,FTF + FTT,04071,04071,Zoology,Government,6,36032,37961,5,42116,49562
10,1,FTF + FTT,04071,04071,Zoology,Wages - No NAICS Code,5,3866,6979,,,
10,1,FTF + FTT,04111,04111,Microbiology,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
10,1,FTF + FTT,04111,04111,Microbiology,Utilities,,,,,,
10,1,FTF + FTT,04111,04111,Microbiology,Manufacturing,15,63823,71034,9,86541,106400
10,1,FTF + FTT,04111,04111,Microbiology,Wholesale Trade,5,63296,52822,,,
10,1,FTF + FTT,04111,04111,Microbiology,Retail Trade,,,,,,
10,1,FTF + FTT,04111,04111,Microbiology,Finance & Insurance,,,,,,
10,1,FTF + FTT,04111,04111,Microbiology,"Professional, Scientific, & Technical Skills",7,60216,58879,,,
10,1,FTF + FTT,04111,04111,Microbiology,Admin & Support & Waste Mgmt & Remediation,,,,,,
10,1,FTF + FTT,04111,04111,Microbiology,Educational Services,,,,,,
10,1,FTF + FTT,04111,04111,Microbiology,Health Care & Social Assistance,14,47173,58500,5,90806,91285
10,1,FTF + FTT,04111,04111,Microbiology,Other Services,,,,,,
10,1,FTF + FTT,04111,04111,Microbiology,Government,6,61968,70920,,,
10,1,FTF + FTT,04111,04111,Microbiology,Wages - No NAICS Code,,,,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Construction,,,,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Manufacturing,28,58564,63014,6,66667,70456
10,1,FTF + FTT,04991,04991,Biotechnology,Wholesale Trade,,,,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Retail Trade,5,10401,14303,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Transportation & Warehousing,,,,,,
10,1,FTF + FTT,04991,04991,Biotechnology,"Professional, Scientific, & Technical Skills",12,62577,62620,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Admin & Support & Waste Mgmt & Remediation,,,,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Educational Services,6,44447,32427,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Health Care & Social Assistance,6,89983,86627,,,
10,1,FTF + FTT,04991,04991,Biotechnology,"Arts, Entertainment, & Recreation",,,,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Accommodation & Food Services,,,,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Other Services,,,,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Government,,,,,,
10,1,FTF + FTT,04991,04991,Biotechnology,Wages - No NAICS Code,,,,,,
10,1,FTF + FTT,05011,05011,Business Administration,"Agriculture, Forestry, Fishing, & Hunting",5,8336,14071,,,
10,1,FTF + FTT,05011,05011,Business Administration,Mining,,,,,,
10,1,FTF + FTT,05011,05011,Business Administration,Utilities,83,86651,87099,14,89579,86817
10,1,FTF + FTT,05011,05011,Business Administration,Construction,100,55207,59107,22,75986,76363
10,1,FTF + FTT,05011,05011,Business Administration,Manufacturing,267,60123,61733,61,70231,76685
10,1,FTF + FTT,05011,05011,Business Administration,Wholesale Trade,346,46536,52202,68,65744,77520
10,1,FTF + FTT,05011,05011,Business Administration,Retail Trade,355,46806,48580,58,62379,66311
10,1,FTF + FTT,05011,05011,Business Administration,Transportation & Warehousing,108,47738,48912,22,58245,63610
10,1,FTF + FTT,05011,05011,Business Administration,Information,205,60794,66593,49,87194,91934
10,1,FTF + FTT,05011,05011,Business Administration,Finance & Insurance,438,56566,61799,89,80589,94588
10,1,FTF + FTT,05011,05011,Business Administration,Real Estate & Rental & Leasing,113,50127,53866,20,50534,55652
10,1,FTF + FTT,05011,05011,Business Administration,"Professional, Scientific, & Technical Skills",520,63164,65104,93,80188,84257
10,1,FTF + FTT,05011,05011,Business Administration,Management of Companies & Enterprises,19,64243,64503,6,66496,69635
10,1,FTF + FTT,05011,05011,Business Administration,Admin & Support & Waste Mgmt & Remediation,240,44524,51254,43,66007,70568
10,1,FTF + FTT,05011,05011,Business Administration,Educational Services,136,47094,44836,33,58999,60914
10,1,FTF + FTT,05011,05011,Business Administration,Health Care & Social Assistance,169,48377,53027,46,72470,76205
10,1,FTF + FTT,05011,05011,Business Administration,"Arts, Entertainment, & Recreation",56,41401,44680,8,65953,69119
10,1,FTF + FTT,05011,05011,Business Administration,Accommodation & Food Services,103,41294,42505,15,40846,48886
10,1,FTF + FTT,05011,05011,Business Administration,Other Services,62,43400,46827,14,62843,62286
10,1,FTF + FTT,05011,05011,Business Administration,Non-Classified,7,21264,30768,,,
10,1,FTF + FTT,05011,05011,Business Administration,Government,167,60355,63506,51,94164,88740
10,1,FTF + FTT,05011,05011,Business Administration,Wages - No NAICS Code,177,14740,32445,24,18986,45586
10,1,FTF + FTT,05021,05021,Accounting,Utilities,,,,7,80759,91389
10,1,FTF + FTT,05021,05021,Accounting,Construction,,,,,,
10,1,FTF + FTT,05021,05021,Accounting,Manufacturing,15,71934,67741,13,77697,93788
10,1,FTF + FTT,05021,05021,Accounting,Wholesale Trade,17,47093,49266,13,67860,74736
10,1,FTF + FTT,05021,05021,Accounting,Retail Trade,6,42940,43552,7,67666,98341
10,1,FTF + FTT,05021,05021,Accounting,Transportation & Warehousing,,,,,,
10,1,FTF + FTT,05021,05021,Accounting,Information,11,70291,63797,8,85437,96638
10,1,FTF + FTT,05021,05021,Accounting,Finance & Insurance,17,67229,68787,12,77371,80181
10,1,FTF + FTT,05021,05021,Accounting,Real Estate & Rental & Leasing,7,80175,81343,9,84510,72019
10,1,FTF + FTT,05021,05021,Accounting,"Professional, Scientific, & Technical Skills",73,66037,63978,50,72717,74201
10,1,FTF + FTT,05021,05021,Accounting,Management of Companies & Enterprises,,,,,,
10,1,FTF + FTT,05021,05021,Accounting,Admin & Support & Waste Mgmt & Remediation,16,54489,56604,15,65564,75530
10,1,FTF + FTT,05021,05021,Accounting,Educational Services,12,64016,64169,12,69109,72137
10,1,FTF + FTT,05021,05021,Accounting,Health Care & Social Assistance,,,,8,83024,80517
10,1,FTF + FTT,05021,05021,Accounting,"Arts, Entertainment, & Recreation",,,,,,
10,1,FTF + FTT,05021,05021,Accounting,Accommodation & Food Services,,,,,,
10,1,FTF + FTT,05021,05021,Accounting,Other Services,,,,6,39315,47591
10,1,FTF + FTT,05021,05021,Accounting,Government,22,67518,64152,22,85918,85735
10,1,FTF + FTT,05021,05021,Accounting,Wages - No NAICS Code,9,34132,52293,15,21037,42626
10,1,FTF + FTT,05041,05041,Finance,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
10,1,FTF + FTT,05041,05041,Finance,Utilities,,,,,,
10,1,FTF + FTT,05041,05041,Finance,Construction,5,61994,57413,5,52726,53308
10,1,FTF + FTT,05041,05041,Finance,Manufacturing,7,83706,97546,8,81881,84068
10,1,FTF + FTT,05041,05041,Finance,Wholesale Trade,6,81700,79406,10,73334,74185
10,1,FTF + FTT,05041,05041,Finance,Retail Trade,8,69421,61315,5,71651,67017
10,1,FTF + FTT,05041,05041,Finance,Transportation & Warehousing,,,,,,
10,1,FTF + FTT,05041,05041,Finance,Information,9,69115,61008,15,81379,94463
10,1,FTF + FTT,05041,05041,Finance,Finance & Insurance,64,62831,77873,46,93542,130775
10,1,FTF + FTT,05041,05041,Finance,Real Estate & Rental & Leasing,10,69649,77581,11,57491,59781
10,1,FTF + FTT,05041,05041,Finance,"Professional, Scientific, & Technical Skills",25,61828,58097,20,83159,83800
10,1,FTF + FTT,05041,05041,Finance,Management of Companies & Enterprises,,,,,,
10,1,FTF + FTT,05041,05041,Finance,Admin & Support & Waste Mgmt & Remediation,16,34161,48287,11,93084,75817
10,1,FTF + FTT,05041,05041,Finance,Educational Services,6,50654,49443,,,
10,1,FTF + FTT,05041,05041,Finance,Health Care & Social Assistance,8,64084,56145,8,79719,84825
10,1,FTF + FTT,05041,05041,Finance,"Arts, Entertainment, & Recreation",,,,,,
