Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,industry,number_of_students_found_5_years_after_exit,median_annual_earnings_5_years_after_exit,average_annual_earnings_5_years_after_exit,number_of_students_found_10_years_after_exit,median_annual_earnings_10_years_after_exit,average_annual_earnings_10_years_after_exit
55,1,FTF + FTT,12081,12081,Occupational Therapy,Finance & Insurance,,,,,,
55,1,FTF + FTT,12081,12081,Occupational Therapy,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,1,FTF + FTT,12081,12081,Occupational Therapy,Educational Services,8,78886,77343,12,83966,75675
55,1,FTF + FTT,12081,12081,Occupational Therapy,Health Care & Social Assistance,58,69975,68669,51,88839,82013
55,1,FTF + FTT,12081,12081,Occupational Therapy,"Arts, Entertainment, & Recreation",,,,,,
55,1,FTF + FTT,12081,12081,Occupational Therapy,Government,8,92030,84257,7,91114,88611
55,1,FTF + FTT,12081,12081,Occupational Therapy,Wages - No NAICS Code,5,11813,10782,,,
55,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Manufacturing,,,,,,
55,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Wholesale Trade,,,,,,
55,1,FTF + FTT,12231 + 12232,12232,Medical Technology,"Professional, Scientific, & Technical Skills",,,,,,
55,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Educational Services,10,94887,88287,,,
55,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Health Care & Social Assistance,52,85508,86915,27,97700,102033
55,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Government,10,78410,70403,8,93804,100715
55,1,FTF + FTT,12231 + 12232,12232,Medical Technology,Wages - No NAICS Code,,,,,,
55,1,FTF + FTT,15011,15011,English,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,1,FTF + FTT,15011,15011,English,Utilities,,,,,,
55,1,FTF + FTT,15011,15011,English,Construction,,,,,,
55,1,FTF + FTT,15011,15011,English,Manufacturing,13,42876,43243,6,42915,42739
55,1,FTF + FTT,15011,15011,English,Wholesale Trade,6,56689,54873,,,
55,1,FTF + FTT,15011,15011,English,Retail Trade,18,34096,41854,7,56968,57872
55,1,FTF + FTT,15011,15011,English,Transportation & Warehousing,,,,5,25973,44508
55,1,FTF + FTT,15011,15011,English,Information,11,49087,42039,,,
55,1,FTF + FTT,15011,15011,English,Finance & Insurance,15,45583,47250,7,73299,64898
55,1,FTF + FTT,15011,15011,English,Real Estate & Rental & Leasing,,,,,,
55,1,FTF + FTT,15011,15011,English,"Professional, Scientific, & Technical Skills",13,42755,58179,7,44294,54969
55,1,FTF + FTT,15011,15011,English,Admin & Support & Waste Mgmt & Remediation,18,28784,33324,10,27125,33010
55,1,FTF + FTT,15011,15011,English,Educational Services,122,53537,46633,65,68315,64421
55,1,FTF + FTT,15011,15011,English,Health Care & Social Assistance,7,29129,42171,6,49501,65832
55,1,FTF + FTT,15011,15011,English,"Arts, Entertainment, & Recreation",,,,,,
55,1,FTF + FTT,15011,15011,English,Accommodation & Food Services,7,21928,24496,5,27155,37373
55,1,FTF + FTT,15011,15011,English,Other Services,,,,,,
55,1,FTF + FTT,15011,15011,English,Government,19,55023,59331,8,55322,58214
55,1,FTF + FTT,15011,15011,English,Wages - No NAICS Code,19,6958,13606,,,
55,1,FTF + FTT,15091,15091,Philosophy,Construction,,,,,,
55,1,FTF + FTT,15091,15091,Philosophy,Manufacturing,,,,,,
55,1,FTF + FTT,15091,15091,Philosophy,Retail Trade,,,,,,
