Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,industry,number_of_students_found_5_years_after_exit,median_annual_earnings_5_years_after_exit,average_annual_earnings_5_years_after_exit,number_of_students_found_10_years_after_exit,median_annual_earnings_10_years_after_exit,average_annual_earnings_10_years_after_exit
50,1,FTF + FTT,05091,05091,Marketing,Construction,,,,,,
50,1,FTF + FTT,05131,05131,International Business,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
50,1,FTF + FTT,05131,05131,International Business,Utilities,,,,,,
50,1,FTF + FTT,05131,05131,International Business,Construction,8,38402,39915,,,
50,1,FTF + FTT,05131,05131,International Business,Manufacturing,30,62746,65549,24,80886,83550
50,1,FTF + FTT,05131,05131,International Business,Wholesale Trade,86,46952,49235,42,53923,59004
50,1,FTF + FTT,05131,05131,International Business,Retail Trade,35,42826,51647,20,45229,52611
50,1,FTF + FTT,05131,05131,International Business,Transportation & Warehousing,24,52002,54859,18,63840,59518
50,1,FTF + FTT,05131,05131,International Business,Information,12,58071,52844,11,65787,65664
50,1,FTF + FTT,05131,05131,International Business,Finance & Insurance,56,53863,61580,35,69326,76532
50,1,FTF + FTT,05131,05131,International Business,Real Estate & Rental & Leasing,14,38409,42654,7,38277,41743
50,1,FTF + FTT,05131,05131,International Business,"Professional, Scientific, & Technical Skills",33,48790,52369,20,64202,67039
50,1,FTF + FTT,05131,05131,International Business,Management of Companies & Enterprises,,,,,,
50,1,FTF + FTT,05131,05131,International Business,Admin & Support & Waste Mgmt & Remediation,26,45202,50977,14,43201,62026
50,1,FTF + FTT,05131,05131,International Business,Educational Services,15,37129,33500,12,63882,51148
50,1,FTF + FTT,05131,05131,International Business,Health Care & Social Assistance,5,36546,40170,5,62850,50698
50,1,FTF + FTT,05131,05131,International Business,"Arts, Entertainment, & Recreation",6,53326,48659,6,68023,64756
50,1,FTF + FTT,05131,05131,International Business,Accommodation & Food Services,9,29312,29971,8,29218,33468
50,1,FTF + FTT,05131,05131,International Business,Other Services,6,19548,26226,6,45040,44107
50,1,FTF + FTT,05131,05131,International Business,Non-Classified,,,,,,
50,1,FTF + FTT,05131,05131,International Business,Government,12,56920,54313,9,58941,74302
50,1,FTF + FTT,05131,05131,International Business,Wages - No NAICS Code,20,11855,21555,9,22728,27195
50,1,FTF + FTT,06011,06011,Communications,"Agriculture, Forestry, Fishing, & Hunting",15,31794,35220,6,11020,32605
50,1,FTF + FTT,06011,06011,Communications,Utilities,20,55274,60607,14,77825,77442
50,1,FTF + FTT,06011,06011,Communications,Construction,109,50206,59443,40,58005,63518
50,1,FTF + FTT,06011,06011,Communications,Manufacturing,232,54490,58757,119,70979,80656
50,1,FTF + FTT,06011,06011,Communications,Wholesale Trade,410,53369,58969,184,81026,85728
50,1,FTF + FTT,06011,06011,Communications,Retail Trade,433,40657,42489,149,50124,53768
50,1,FTF + FTT,06011,06011,Communications,Transportation & Warehousing,74,44920,51572,30,56707,56923
50,1,FTF + FTT,06011,06011,Communications,Information,553,50353,53961,255,67530,75376
50,1,FTF + FTT,06011,06011,Communications,Finance & Insurance,461,53343,56369,195,65228,70659
50,1,FTF + FTT,06011,06011,Communications,Real Estate & Rental & Leasing,165,49517,48381,72,67438,65959
50,1,FTF + FTT,06011,06011,Communications,"Professional, Scientific, & Technical Skills",847,52500,55214,340,67846,73965
50,1,FTF + FTT,06011,06011,Communications,Management of Companies & Enterprises,25,55800,57889,8,55052,79515
50,1,FTF + FTT,06011,06011,Communications,Admin & Support & Waste Mgmt & Remediation,342,44901,48012,150,51831,55682
50,1,FTF + FTT,06011,06011,Communications,Educational Services,303,34725,35138,174,47919,45991
50,1,FTF + FTT,06011,06011,Communications,Health Care & Social Assistance,228,38754,43368,115,49108,55615
50,1,FTF + FTT,06011,06011,Communications,"Arts, Entertainment, & Recreation",232,39168,40846,82,49619,47567
50,1,FTF + FTT,06011,06011,Communications,Accommodation & Food Services,339,34174,35698,99,41141,45195
50,1,FTF + FTT,06011,06011,Communications,Other Services,141,40255,39926,66,50546,53338
50,1,FTF + FTT,06011,06011,Communications,Non-Classified,12,43525,58976,,,
50,1,FTF + FTT,06011,06011,Communications,Government,135,55860,61295,96,73081,78757
50,1,FTF + FTT,06011,06011,Communications,Wages - No NAICS Code,237,8220,19230,120,7527,22756
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Utilities,,,,,,
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Construction,16,50380,51767,,,
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Manufacturing,35,42103,45919,16,54225,54120
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Wholesale Trade,41,45168,47879,17,61798,60262
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Retail Trade,73,36165,35891,25,39237,41507
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Transportation & Warehousing,13,26347,28667,,,
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Information,243,44754,46729,99,62848,68896
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Finance & Insurance,44,42310,46139,27,46188,57625
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Real Estate & Rental & Leasing,23,33488,33072,11,65010,58472
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"Professional, Scientific, & Technical Skills",109,44241,44369,47,46341,58933
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Management of Companies & Enterprises,,,,,,
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Admin & Support & Waste Mgmt & Remediation,46,36187,38288,24,36794,48597
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Educational Services,53,28807,31124,27,38190,42008
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Health Care & Social Assistance,33,39688,44103,12,37217,42750
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,"Arts, Entertainment, & Recreation",82,28958,34599,22,40796,64038
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Accommodation & Food Services,58,23453,27204,14,27691,41474
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Other Services,20,34566,29071,8,44420,42836
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Non-Classified,,,,,,
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Government,31,47122,48684,13,67793,78194
50,1,FTF + FTT,06031,06031,Radio/Television/Broadcast,Wages - No NAICS Code,54,8189,13541,14,4108,22479
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Utilities,5,81864,92824,5,116449,112487
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Construction,,,,,,
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Manufacturing,96,80988,76674,63,94146,91838
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Wholesale Trade,42,65964,66553,22,71970,77740
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Retail Trade,27,56578,55358,14,70703,77448
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Transportation & Warehousing,,,,7,76621,68214
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Information,59,83924,84824,38,99349,107277
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Finance & Insurance,45,82288,81408,29,90695,97640
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Real Estate & Rental & Leasing,5,55932,56053,,,
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"Professional, Scientific, & Technical Skills",150,76126,78579,86,94483,95137
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Management of Companies & Enterprises,,,,,,
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Admin & Support & Waste Mgmt & Remediation,31,66379,61832,34,93317,84545
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Educational Services,19,56354,55305,14,65819,54705
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Health Care & Social Assistance,21,45983,52104,13,50056,55255
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,"Arts, Entertainment, & Recreation",6,77656,66247,,,
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Accommodation & Food Services,,,,,,
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Other Services,,,,,,
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Non-Classified,,,,,,
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Government,13,72064,73171,13,84491,86558
50,1,FTF + FTT,07011 + 07012 + 07028,07028,Computer Science and Information Technology,Wages - No NAICS Code,10,18169,25781,13,17899,36074
50,1,FTF + FTT,07021,07021,Information Systems,Wholesale Trade,,,,,,
50,1,FTF + FTT,08231 + 08232,08232,Child Development,"Agriculture, Forestry, Fishing, & Hunting",5,3656,13278,6,21483,28920
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Utilities,,,,6,46501,51984
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Construction,28,44455,42960,12,42357,52657
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Manufacturing,38,47852,45646,22,59403,60522
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Wholesale Trade,46,43796,47905,28,44663,56647
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Retail Trade,100,32198,31007,47,35410,32013
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Transportation & Warehousing,21,44279,41933,9,37934,42031
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Information,23,47328,54639,11,47393,46340
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Finance & Insurance,108,50425,48909,44,56995,59689
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Real Estate & Rental & Leasing,35,41606,40398,6,52662,51991
50,1,FTF + FTT,08231 + 08232,08232,Child Development,"Professional, Scientific, & Technical Skills",70,42928,45027,39,47340,55842
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Management of Companies & Enterprises,,,,,,
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Admin & Support & Waste Mgmt & Remediation,49,30509,30144,25,32411,34736
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Educational Services,1298,47858,43897,746,61373,54877
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Health Care & Social Assistance,417,31971,32198,172,37372,39024
50,1,FTF + FTT,08231 + 08232,08232,Child Development,"Arts, Entertainment, & Recreation",37,28048,26922,23,20959,28788
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Accommodation & Food Services,77,27050,30448,36,27334,37415
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Other Services,117,30473,31204,42,35438,39708
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Non-Classified,,,,,,
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Government,101,50802,49173,61,67244,66013
50,1,FTF + FTT,08231 + 08232,08232,Child Development,Wages - No NAICS Code,104,4230,8062,56,4547,10151
50,1,FTF + FTT,08351,08351,Kinesiology,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
50,1,FTF + FTT,08351,08351,Kinesiology,Utilities,,,,5,112914,107027
50,1,FTF + FTT,08351,08351,Kinesiology,Construction,18,39119,49060,6,48402,66169
50,1,FTF + FTT,08351,08351,Kinesiology,Manufacturing,35,49989,55931,9,57466,53525
50,1,FTF + FTT,08351,08351,Kinesiology,Wholesale Trade,42,64562,61644,18,77713,85486
50,1,FTF + FTT,08351,08351,Kinesiology,Retail Trade,88,28447,32589,23,41374,52168
50,1,FTF + FTT,08351,08351,Kinesiology,Transportation & Warehousing,16,47209,48466,8,37483,49667
50,1,FTF + FTT,08351,08351,Kinesiology,Information,21,48269,45412,10,38395,44340
50,1,FTF + FTT,08351,08351,Kinesiology,Finance & Insurance,47,49210,47384,23,67706,78294
50,1,FTF + FTT,08351,08351,Kinesiology,Real Estate & Rental & Leasing,28,46199,47009,11,48356,52873
50,1,FTF + FTT,08351,08351,Kinesiology,"Professional, Scientific, & Technical Skills",36,53042,51346,17,59311,56824
50,1,FTF + FTT,08351,08351,Kinesiology,Management of Companies & Enterprises,,,,,,
50,1,FTF + FTT,08351,08351,Kinesiology,Admin & Support & Waste Mgmt & Remediation,39,38120,38154,12,31923,47083
50,1,FTF + FTT,08351,08351,Kinesiology,Educational Services,233,44229,41787,116,65213,59343
50,1,FTF + FTT,08351,08351,Kinesiology,Health Care & Social Assistance,286,35129,39366,102,54823,54302
50,1,FTF + FTT,08351,08351,Kinesiology,"Arts, Entertainment, & Recreation",101,28720,29762,32,34250,38428
50,1,FTF + FTT,08351,08351,Kinesiology,Accommodation & Food Services,86,26313,29147,19,31703,38313
50,1,FTF + FTT,08351,08351,Kinesiology,Other Services,36,43519,43067,11,37203,39343
50,1,FTF + FTT,08351,08351,Kinesiology,Non-Classified,,,,,,
50,1,FTF + FTT,08351,08351,Kinesiology,Government,75,57810,65830,36,74373,87878
50,1,FTF + FTT,08351,08351,Kinesiology,Wages - No NAICS Code,56,2959,16405,25,12679,29588
50,1,FTF + FTT,08375,08375,Athletic Training,Educational Services,,,,,,
50,1,FTF + FTT,08375,08375,Athletic Training,Health Care & Social Assistance,,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Utilities,,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Construction,,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Manufacturing,15,74198,72479,14,94752,95280
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Wholesale Trade,,,,6,78336,75192
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Retail Trade,,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Transportation & Warehousing,,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,"Professional, Scientific, & Technical Skills",17,78762,84125,7,93116,116002
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Admin & Support & Waste Mgmt & Remediation,,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Educational Services,,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,"Arts, Entertainment, & Recreation",,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Accommodation & Food Services,,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Government,,,,,,
50,1,FTF + FTT,09011 + 09012 + 09013,09013,Engineering,Wages - No NAICS Code,5,73319,57131,7,96645,71734
50,1,FTF + FTT,09081,09081,Civil Engineering,Utilities,,,,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Construction,19,68904,66771,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Manufacturing,8,72179,77604,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Wholesale Trade,,,,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Retail Trade,7,34112,35210,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Transportation & Warehousing,,,,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Information,,,,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Finance & Insurance,,,,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,"Professional, Scientific, & Technical Skills",65,67998,68225,17,74683,67006
50,1,FTF + FTT,09081,09081,Civil Engineering,Admin & Support & Waste Mgmt & Remediation,,,,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Educational Services,,,,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Health Care & Social Assistance,,,,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,"Arts, Entertainment, & Recreation",,,,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Accommodation & Food Services,,,,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Government,15,78284,78173,,,
50,1,FTF + FTT,09081,09081,Civil Engineering,Wages - No NAICS Code,13,37871,43855,,,
50,1,FTF + FTT,09091,09091,Electrical Engineering,Utilities,8,108721,104508,5,115866,123851
50,1,FTF + FTT,09091,09091,Electrical Engineering,Construction,5,66735,75370,5,73782,79776
50,1,FTF + FTT,09091,09091,Electrical Engineering,Manufacturing,52,71246,69960,28,82301,80973
50,1,FTF + FTT,09091,09091,Electrical Engineering,Wholesale Trade,8,44225,43548,,,
