Campus,Location,Student Path,Entry Stat,HEGIS at ExitOLD,HEGIS at Exit,Major,industry,# of Students Found,Median Annual Earnings,Average Annual Earnings,# of Students Found,Median Annual Earnings,Average Annual Earnings
55,Dominguez Hills,3,FTF,7021,7021,Information Systems,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,3,FTF,7021,7021,Information Systems,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTF,7021,7021,Information Systems,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,7021,7021,Information Systems,No Wages,,,,,,
55,Dominguez Hills,3,FTF,08011 + 08031 + 08081 + 08225,8225,Education,No Wages,,,,,,
55,Dominguez Hills,3,FTF,08231 + 08232,8232,Child Development,No Wages,,,,,,
55,Dominguez Hills,3,FTF,8351,8351,Kinesiology,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,8351,8351,Kinesiology,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,8351,8351,Kinesiology,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,3,FTF,8351,8351,Kinesiology,Accommodation & Food Services,,,,,,
55,Dominguez Hills,3,FTF,8351,8351,Kinesiology,No Wages,8,,,12,,
55,Dominguez Hills,3,FTF,10021 + 10022,10022,Art,No Wages,,,,,,
55,Dominguez Hills,3,FTF,10051,10051,Music,Construction,,,,,,
55,Dominguez Hills,3,FTF,10051,10051,Music,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,10051,10051,Music,No Wages,,,,5,,
55,Dominguez Hills,3,FTF,10071,10071,Theatre Arts,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTF,10071,10071,Theatre Arts,Government,,,,,,
55,Dominguez Hills,3,FTF,10071,10071,Theatre Arts,No Wages,9,,,12,,
55,Dominguez Hills,3,FTF,10091,10091,Graphic Design,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTF,10091,10091,Graphic Design,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,10091,10091,Graphic Design,No Wages,6,,,9,,
55,Dominguez Hills,3,FTF,10091,10091,Graphic Design,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTF,11051,11051,Spanish,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,11051,11051,Spanish,Government,,,,,,
55,Dominguez Hills,3,FTF,11051,11051,Spanish,No Wages,,,,6,,
55,Dominguez Hills,3,FTF,12011,12011,Health Science,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTF,12011,12011,Health Science,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,12011,12011,Health Science,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,12011,12011,Health Science,No Wages,8,,,9,,
55,Dominguez Hills,3,FTF,12011,12011,Health Science,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTF,12021,12021,Health Care Management/Administration,No Wages,,,,,,
55,Dominguez Hills,3,FTF,12081,12081,Occupational Therapy,Other Services,,,,,,
55,Dominguez Hills,3,FTF,12081,12081,Occupational Therapy,Government,,,,,,
55,Dominguez Hills,3,FTF,12081,12081,Occupational Therapy,No Wages,,,,,,
55,Dominguez Hills,3,FTF,12231 + 12232,12232,Medical Technology,Accommodation & Food Services,,,,,,
55,Dominguez Hills,3,FTF,12231 + 12232,12232,Medical Technology,No Wages,6,,,6,,
55,Dominguez Hills,3,FTF,12231 + 12232,12232,Medical Technology,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTF,12251 + 12253,12253,Radiologic Science & Technology,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,12251 + 12253,12253,Radiologic Science & Technology,No Wages,,,,,,
55,Dominguez Hills,3,FTF,15011,15011,English,Retail Trade,,,,,,
55,Dominguez Hills,3,FTF,15011,15011,English,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTF,15011,15011,English,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,15011,15011,English,No Wages,,,,,,
55,Dominguez Hills,3,FTF,15011,15011,English,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTF,15021,15021,English Literature,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTF,15021,15021,English Literature,Retail Trade,,,,,,
55,Dominguez Hills,3,FTF,15021,15021,English Literature,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTF,15021,15021,English Literature,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,15021,15021,English Literature,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,15021,15021,English Literature,No Wages,8,,,11,,
55,Dominguez Hills,3,FTF,15051,15051,Linguistics,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTF,15051,15051,Linguistics,No Wages,,,,,,
55,Dominguez Hills,3,FTF,15091,15091,Philosophy,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,15091,15091,Philosophy,No Wages,,,,,,
55,Dominguez Hills,3,FTF,17011,17011,Mathematics,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTF,17011,17011,Mathematics,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,17011,17011,Mathematics,No Wages,,,,5,,
55,Dominguez Hills,3,FTF,17011,17011,Mathematics,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTF,19021,19021,Physics,No Wages,,,,,,
55,Dominguez Hills,3,FTF,19051,19051,Chemistry,Manufacturing,,,,,,
55,Dominguez Hills,3,FTF,19051,19051,Chemistry,No Wages,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Retail Trade,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Information,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Other Services,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Non-Classified,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Government,,,,,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,No Wages,48,,,60,,
55,Dominguez Hills,3,FTF,20011 + 20013,20013,Psychology,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTF,20991,20991,Behavioral Science,No Wages,,,,,,
55,Dominguez Hills,3,FTF,21021,21021,Public Administration,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTF,21021,21021,Public Administration,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTF,21021,21021,Public Administration,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,21021,21021,Public Administration,Other Services,,,,,,
55,Dominguez Hills,3,FTF,21021,21021,Public Administration,No Wages,6,,,8,,
55,Dominguez Hills,3,FTF,21025 + 21031,21031,Recreation Management & Administration,No Wages,,,,,,
55,Dominguez Hills,3,FTF,21042,21042,Human Services,No Wages,,,,,,
55,Dominguez Hills,3,FTF,21051,21051,Criminal Justice,Utilities,,,,,,
55,Dominguez Hills,3,FTF,21051,21051,Criminal Justice,No Wages,13,,,14,,
55,Dominguez Hills,3,FTF,22041,22041,Economics,No Wages,,,,,,
55,Dominguez Hills,3,FTF,22051,22051,History,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,22051,22051,History,No Wages,6,,,8,,
55,Dominguez Hills,3,FTF,22071,22071,Political Science,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTF,22071,22071,Political Science,Retail Trade,,,,,,
55,Dominguez Hills,3,FTF,22071,22071,Political Science,Information,,,,,,
55,Dominguez Hills,3,FTF,22071,22071,Political Science,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTF,22071,22071,Political Science,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTF,22071,22071,Political Science,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTF,22071,22071,Political Science,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,22071,22071,Political Science,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,22071,22071,Political Science,No Wages,8,,,11,,
55,Dominguez Hills,3,FTF,22071,22071,Political Science,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTF,22081,22081,Sociology,Educational Services,,,,,,
55,Dominguez Hills,3,FTF,22081,22081,Sociology,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,22081,22081,Sociology,Government,,,,,,
55,Dominguez Hills,3,FTF,22081,22081,Sociology,No Wages,13,,,15,,
55,Dominguez Hills,3,FTF,22111,22111,African-American Studies,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTF,22111,22111,African-American Studies,No Wages,,,,,,
55,Dominguez Hills,3,FTF,22131,22131,Mexican-American Studies,No Wages,,,,,,
55,Dominguez Hills,3,FTF,22993,22993,Labor Studies,No Wages,,,,,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,Manufacturing,,,,,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,Retail Trade,,,,,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,Information,,,,,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,Educational Services,5,"$49,685 ","$53,191 ",,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,Health Care & Social Assistance,5,"$40,957 ","$43,646 ",,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,Accommodation & Food Services,,,,,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,Other Services,,,,,,
55,Dominguez Hills,3,FTF,49012 + 49017,49017,Women's Studies,No Wages,24,,,39,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Construction,,,,,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Manufacturing,,,,,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Retail Trade,6,"$45,688 ","$43,803 ",,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Information,,,,,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,"Professional, Scientific, & Technical Skills",5,"$59,505 ","$63,137 ",,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Educational Services,14,"$52,470 ","$50,564 ",8,"$50,883 ","$46,156 "
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Health Care & Social Assistance,7,"$41,937 ","$47,599 ",,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Accommodation & Food Services,,,,,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Non-Classified,,,,,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Government,8,"$52,194 ","$57,110 ",,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,No Wages,52,,,85,,
55,Dominguez Hills,3,FTT,0,0,Undeclared/Unknown,Wages - No NAICS Code,5,"$45,390 ","$41,582 ",,,
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,Educational Services,10,"$95,350 ","$90,172 ",,,
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,Health Care & Social Assistance,91,"$108,168 ","$107,657 ",31,"$114,577 ","$111,472 "
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,Accommodation & Food Services,,,,,,
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,Other Services,,,,,,
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,Government,23,"$109,671 ","$112,295 ",6,"$121,241 ","$153,585 "
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,No Wages,314,,,398,,
55,Dominguez Hills,3,FTT,00121 + 12031 + 12032,12032,Nursing,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,Construction,,,,,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,Manufacturing,,,,,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,Retail Trade,,,,,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,Educational Services,,,,,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,Health Care & Social Assistance,7,"$50,422 ","$52,637 ",,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,No Wages,36,,,49,,
55,Dominguez Hills,3,FTT,4011,4011,Biology,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTT,04012 + 04201,4201,Environmental Biology & Ecology,No Wages,,,,,,
55,Dominguez Hills,3,FTT,4111,4111,Microbiology,No Wages,,,,,,
55,Dominguez Hills,3,FTT,4141,4141,Biochemistry,Retail Trade,,,,,,
55,Dominguez Hills,3,FTT,4141,4141,Biochemistry,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTT,4141,4141,Biochemistry,No Wages,,,,,,
55,Dominguez Hills,3,FTT,4171,4171,Cell and Molecular Biology,No Wages,5,,,5,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Construction,,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Manufacturing,,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Retail Trade,5,"$58,417 ","$52,101 ",,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Information,,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Finance & Insurance,15,"$79,195 ","$80,609 ",9,"$114,112 ","$115,997 "
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Educational Services,5,"$21,285 ","$30,016 ",,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Accommodation & Food Services,,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Other Services,,,,,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Government,5,"$48,063 ","$90,387 ",,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,No Wages,58,,,85,,
55,Dominguez Hills,3,FTT,5011,5011,Business Administration,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Construction,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Manufacturing,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Retail Trade,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,"Professional, Scientific, & Technical Skills",7,"$52,605 ","$52,019 ",5,"$83,421 ","$80,990 "
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Accommodation & Food Services,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Other Services,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Government,,,,,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,No Wages,53,,,64,,
55,Dominguez Hills,3,FTT,5021,5021,Accounting,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,Manufacturing,,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,Retail Trade,,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,Information,,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,Educational Services,,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,Government,,,,,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,No Wages,16,,,23,,
55,Dominguez Hills,3,FTT,5041,5041,Finance,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Utilities,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Construction,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Manufacturing,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Retail Trade,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Educational Services,5,"$42,285 ","$56,115 ",,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Other Services,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,Government,,,,,,
55,Dominguez Hills,3,FTT,5061,5061,Management,No Wages,26,,,35,,
55,Dominguez Hills,3,FTT,5064,5064,Production and Operations Management,Information,,,,,,
55,Dominguez Hills,3,FTT,5064,5064,Production and Operations Management,No Wages,,,,,,
55,Dominguez Hills,3,FTT,05082 + 05083,5083,Travel and Tourism/Tourism Management,No Wages,5,,,5,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Manufacturing,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Retail Trade,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Information,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Educational Services,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Other Services,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Government,,,,,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,No Wages,32,,,41,,
55,Dominguez Hills,3,FTT,5091,5091,Marketing,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTT,5131,5131,International Business,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTT,5131,5131,International Business,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTT,5131,5131,International Business,No Wages,10,,,12,,
55,Dominguez Hills,3,FTT,5151,5151,Human Resources/Personnel Management,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTT,5151,5151,Human Resources/Personnel Management,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTT,5151,5151,Human Resources/Personnel Management,Other Services,,,,,,
55,Dominguez Hills,3,FTT,5151,5151,Human Resources/Personnel Management,No Wages,,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,Manufacturing,,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,Retail Trade,,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,Information,,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,Educational Services,,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,Accommodation & Food Services,,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,Other Services,,,,,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,No Wages,19,,,24,,
55,Dominguez Hills,3,FTT,5992,5992,Public Relations,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTT,05996 + 05997,5997,Entrepreneurship & Small Business Management,No Wages,5,,,5,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,Manufacturing,,,,,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,Retail Trade,,,,,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,Information,5,"$43,307 ","$52,271 ",,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,Educational Services,,,,,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,Other Services,,,,,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,Government,,,,,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,No Wages,35,,,46,,
55,Dominguez Hills,3,FTT,6011,6011,Communications,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTT,06021 +06022,6022,Journalism,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTT,06021 +06022,6022,Journalism,Other Services,,,,,,
55,Dominguez Hills,3,FTT,06021 +06022,6022,Journalism,No Wages,,,,5,,
55,Dominguez Hills,3,FTT,6991,6991,Multimedia,Retail Trade,,,,,,
55,Dominguez Hills,3,FTT,6991,6991,Multimedia,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTT,6991,6991,Multimedia,No Wages,,,,6,,
55,Dominguez Hills,3,FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Wholesale Trade,,,,,,
55,Dominguez Hills,3,FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Transportation & Warehousing,,,,,,
55,Dominguez Hills,3,FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Information,,,,,,
55,Dominguez Hills,3,FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,3,FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Educational Services,,,,,,
55,Dominguez Hills,3,FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,3,FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,No Wages,23,,,27,,
55,Dominguez Hills,3,FTT,07011 + 07012 + 07028,7028,Computer Science and Information Technology,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTT,7021,7021,Information Systems,Utilities,,,,,,
55,Dominguez Hills,3,FTT,7021,7021,Information Systems,Finance & Insurance,,,,,,
55,Dominguez Hills,3,FTT,7021,7021,Information Systems,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,3,FTT,7021,7021,Information Systems,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTT,7021,7021,Information Systems,Government,,,,,,
55,Dominguez Hills,3,FTT,7021,7021,Information Systems,No Wages,16,,,22,,
55,Dominguez Hills,3,FTT,7021,7021,Information Systems,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,3,FTT,08011 + 08031 + 08081 + 08225,8225,Education,No Wages,,,,,,
55,Dominguez Hills,3,FTT,08231 + 08232,8232,Child Development,Educational Services,5,"$55,136 ","$47,635 ",,,
55,Dominguez Hills,3,FTT,08231 + 08232,8232,Child Development,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,3,FTT,08231 + 08232,8232,Child Development,No Wages,14,,,23,,
55,Dominguez Hills,3,FTT,8351,8351,Kinesiology,Construction,,,,,,
55,Dominguez Hills,3,FTT,8351,8351,Kinesiology,Manufacturing,,,,,,
