Campus,Location,Student Path,Entry Stat,HEGIS at Exit,Industry,# of Students Found 5 years after exit,Median Annual Earnings 5 years after exit,Average Annual Earnings 5 years after exit,# of Students Found 10 years after exit,Median Annual Earnings 10 years after exit,Average Annual Earnings 10 years after exit
55,Dominguez Hills,1,FTF + FTT,22131,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF + FTT,22131,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,22131,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,22131,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF + FTT,22131,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF + FTT,22131,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF + FTT,22131,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF + FTT,22131,Educational Services,17,"$54,840","$53,856",11,"$59,385","$55,255"
55,Dominguez Hills,1,FTF + FTT,22131,Health Care & Social Assistance,11,"$33,501","$28,581",5,"$49,813","$50,309"
55,Dominguez Hills,1,FTF + FTT,22131,Other Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,22131,Government,,,,,,
55,Dominguez Hills,1,FTF + FTT,22131,No Wages,36,,,55,,
55,Dominguez Hills,1,FTF + FTT,22131,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF + FTT,22993,Manufacturing,5,"$66,455","$74,935",,,
55,Dominguez Hills,1,FTF + FTT,22993,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,22993,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF + FTT,22993,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF + FTT,22993,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF + FTT,22993,Educational Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,22993,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF + FTT,22993,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF + FTT,22993,Other Services,,,,,,
55,Dominguez Hills,1,FTF + FTT,22993,Government,,,,,,
55,Dominguez Hills,1,FTF + FTT,22993,No Wages,20,,,31,,
55,Dominguez Hills,1,FTF + FTT,22993,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Utilities,,,,,,
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Construction,10,"$58,414","$62,909",7,"$55,687","$68,079"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Manufacturing,27,"$54,118","$54,520",13,"$69,102","$68,651"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Wholesale Trade,19,"$54,026","$53,496",11,"$44,207","$48,039"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Retail Trade,53,"$37,226","$39,223",22,"$39,996","$47,641"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Transportation & Warehousing,24,"$35,563","$40,898",17,"$43,459","$50,900"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Information,8,"$45,869","$47,354",,,
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Finance & Insurance,31,"$41,585","$42,398",7,"$47,488","$59,921"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Real Estate & Rental & Leasing,9,"$40,537","$45,539",8,"$58,964","$54,529"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,"Professional, Scientific, & Technical Skills",22,"$44,300","$40,401",14,"$48,204","$51,020"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Admin & Support & Waste Mgmt & Remediation,28,"$32,802","$30,503",19,"$29,916","$38,700"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Educational Services,"1,304","$52,277","$46,183",875,"$65,127","$58,732"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Health Care & Social Assistance,105,"$33,091","$34,018",60,"$38,218","$36,063"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,"Arts, Entertainment, & Recreation",10,"$24,745","$28,591",6,"$13,238","$14,248"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Accommodation & Food Services,32,"$23,526","$26,457",11,"$34,682","$33,603"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Other Services,31,"$25,948","$28,046",17,"$25,677","$31,175"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Non-Classified,,,,,,
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Government,72,"$49,713","$51,220",51,"$57,939","$60,207"
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,No Wages,"1,024",,,"1,693",,
55,Dominguez Hills,1,FTF + FTT,49012 + 49017,Wages - No NAICS Code,57,"$7,070","$16,068",34,"$4,217","$28,791"
55,Dominguez Hills,1,FTF,00121 + 12031 + 12032,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,00121 + 12031 + 12032,No Wages,,,,6,,
55,Dominguez Hills,1,FTF,04011,Utilities,,,,,,
55,Dominguez Hills,1,FTF,04011,Manufacturing,10,"$51,457","$52,023",5,"$69,450","$70,655"
55,Dominguez Hills,1,FTF,04011,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,04011,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,04011,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,04011,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,04011,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,04011,"Professional, Scientific, & Technical Skills",7,"$44,173","$40,225",,,
55,Dominguez Hills,1,FTF,04011,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,04011,Educational Services,7,"$39,621","$39,170",,,
55,Dominguez Hills,1,FTF,04011,Health Care & Social Assistance,11,"$49,708","$60,048",,,
55,Dominguez Hills,1,FTF,04011,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,04011,Government,7,"$65,734","$58,311",,,
55,Dominguez Hills,1,FTF,04011,No Wages,100,,,137,,
55,Dominguez Hills,1,FTF,04011,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,04141,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,04141,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,04141,No Wages,15,,,17,,
55,Dominguez Hills,1,FTF,05011,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,1,FTF,05011,Utilities,,,,,,
55,Dominguez Hills,1,FTF,05011,Construction,7,"$64,208","$55,045",7,"$67,805","$63,484"
55,Dominguez Hills,1,FTF,05011,Manufacturing,25,"$48,862","$51,682",12,"$81,310","$74,569"
55,Dominguez Hills,1,FTF,05011,Wholesale Trade,16,"$42,318","$37,862",7,"$51,256","$45,641"
55,Dominguez Hills,1,FTF,05011,Retail Trade,48,"$36,512","$42,304",16,"$53,339","$53,364"
55,Dominguez Hills,1,FTF,05011,Transportation & Warehousing,24,"$47,462","$48,250",12,"$67,348","$68,198"
55,Dominguez Hills,1,FTF,05011,Information,24,"$60,363","$65,396",8,"$69,225","$70,037"
55,Dominguez Hills,1,FTF,05011,Finance & Insurance,45,"$52,852","$53,982",19,"$61,575","$65,700"
55,Dominguez Hills,1,FTF,05011,Real Estate & Rental & Leasing,23,"$42,808","$49,713",10,"$81,196","$68,651"
55,Dominguez Hills,1,FTF,05011,"Professional, Scientific, & Technical Skills",39,"$47,686","$51,406",16,"$49,723","$55,828"
55,Dominguez Hills,1,FTF,05011,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF,05011,Admin & Support & Waste Mgmt & Remediation,37,"$33,058","$38,198",7,"$18,463","$28,572"
55,Dominguez Hills,1,FTF,05011,Educational Services,30,"$34,247","$33,594",9,"$46,356","$44,172"
55,Dominguez Hills,1,FTF,05011,Health Care & Social Assistance,20,"$47,923","$47,391",11,"$59,631","$58,593"
55,Dominguez Hills,1,FTF,05011,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF,05011,Accommodation & Food Services,15,"$40,110","$39,235",,,
55,Dominguez Hills,1,FTF,05011,Other Services,6,"$49,531","$48,765",,,
55,Dominguez Hills,1,FTF,05011,Government,16,"$54,064","$52,354",14,"$66,435","$68,560"
55,Dominguez Hills,1,FTF,05011,No Wages,488,,,724,,
55,Dominguez Hills,1,FTF,05011,Wages - No NAICS Code,22,"$36,443","$40,077",11,"$52,755","$52,476"
55,Dominguez Hills,1,FTF,05082 + 05083,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,05082 + 05083,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,05082 + 05083,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,05082 + 05083,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,05082 + 05083,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,05082 + 05083,Government,,,,,,
55,Dominguez Hills,1,FTF,06011,Utilities,,,,,,
55,Dominguez Hills,1,FTF,06011,Construction,,,,,,
55,Dominguez Hills,1,FTF,06011,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,06011,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,06011,Retail Trade,8,"$30,903","$34,728",,,
55,Dominguez Hills,1,FTF,06011,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,06011,Information,15,"$49,309","$45,467",7,"$78,002","$75,176"
55,Dominguez Hills,1,FTF,06011,Finance & Insurance,10,"$41,202","$36,735",5,"$52,692","$59,256"
55,Dominguez Hills,1,FTF,06011,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,06011,"Professional, Scientific, & Technical Skills",12,"$39,609","$41,884",6,"$56,558","$59,059"
55,Dominguez Hills,1,FTF,06011,Admin & Support & Waste Mgmt & Remediation,14,"$35,951","$38,658",,,
55,Dominguez Hills,1,FTF,06011,Educational Services,11,"$23,579","$25,148",7,"$47,880","$41,062"
55,Dominguez Hills,1,FTF,06011,Health Care & Social Assistance,7,"$36,151","$43,187",,,
55,Dominguez Hills,1,FTF,06011,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF,06011,Accommodation & Food Services,5,"$27,536","$24,592",,,
55,Dominguez Hills,1,FTF,06011,Other Services,8,"$33,682","$34,598",,,
55,Dominguez Hills,1,FTF,06011,Non-Classified,,,,,,
55,Dominguez Hills,1,FTF,06011,Government,6,"$80,898","$79,404",7,"$59,473","$79,288"
55,Dominguez Hills,1,FTF,06011,No Wages,155,,,218,,
55,Dominguez Hills,1,FTF,06011,Wages - No NAICS Code,9,"$12,399","$25,521",6,"$30,885","$38,546"
55,Dominguez Hills,1,FTF,06991,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,06991,Information,,,,,,
55,Dominguez Hills,1,FTF,06991,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,06991,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,06991,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,06991,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,06991,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF,06991,Government,,,,,,
55,Dominguez Hills,1,FTF,06991,No Wages,53,,,67,,
55,Dominguez Hills,1,FTF,06991,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Information,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,"Professional, Scientific, & Technical Skills",7,"$54,646","$65,657",,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Other Services,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,Government,,,,,,
55,Dominguez Hills,1,FTF,07011 + 07012 + 07028,No Wages,93,,,99,,
55,Dominguez Hills,1,FTF,08231 + 08232,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,08231 + 08232,Health Care & Social Assistance,5,"$32,447","$30,125",,,
55,Dominguez Hills,1,FTF,08231 + 08232,No Wages,79,,,85,,
55,Dominguez Hills,1,FTF,08351,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,08351,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,08351,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,08351,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,08351,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,08351,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,08351,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,08351,Educational Services,17,"$48,451","$42,374",,,
55,Dominguez Hills,1,FTF,08351,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,08351,"Arts, Entertainment, & Recreation",5,"$25,964","$27,793",,,
55,Dominguez Hills,1,FTF,08351,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,08351,Other Services,,,,,,
55,Dominguez Hills,1,FTF,08351,Government,,,,,,
55,Dominguez Hills,1,FTF,08351,No Wages,104,,,131,,
55,Dominguez Hills,1,FTF,08351,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,Retail Trade,5,"$37,127","$36,839",,,
55,Dominguez Hills,1,FTF,10021 + 10022,Information,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,Educational Services,5,"$21,446","$21,094",,,
55,Dominguez Hills,1,FTF,10021 + 10022,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,Other Services,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,Government,,,,,,
55,Dominguez Hills,1,FTF,10021 + 10022,No Wages,53,,,75,,
55,Dominguez Hills,1,FTF,10021 + 10022,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,10051,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,10051,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,10051,Other Services,,,,,,
55,Dominguez Hills,1,FTF,10051,No Wages,15,,,17,,
55,Dominguez Hills,1,FTF,10071,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,10071,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,10071,Information,,,,,,
55,Dominguez Hills,1,FTF,10071,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,10071,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,10071,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,10071,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF,10071,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,10071,Government,,,,,,
55,Dominguez Hills,1,FTF,10071,No Wages,30,,,40,,
55,Dominguez Hills,1,FTF,10071,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,11051,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,11051,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,11051,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,11051,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,11051,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,11051,Educational Services,22,"$31,291","$36,645",9,"$67,338","$55,557"
55,Dominguez Hills,1,FTF,11051,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,11051,Other Services,,,,,,
55,Dominguez Hills,1,FTF,11051,Government,,,,,,
55,Dominguez Hills,1,FTF,11051,No Wages,27,,,43,,
55,Dominguez Hills,1,FTF,11051,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,12011,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,12011,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,12011,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,12011,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,12011,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,12011,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,12011,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF,12011,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,12011,Educational Services,5,"$38,430","$57,422",,,
55,Dominguez Hills,1,FTF,12011,Health Care & Social Assistance,14,"$43,527","$62,205",9,"$98,305","$80,251"
55,Dominguez Hills,1,FTF,12011,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,12011,Government,5,"$65,117","$55,925",,,
55,Dominguez Hills,1,FTF,12011,No Wages,122,,,152,,
55,Dominguez Hills,1,FTF,12011,Wages - No NAICS Code,5,"$8,596","$19,910",,,
55,Dominguez Hills,1,FTF,12081,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,12231 + 12232,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,12231 + 12232,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,12231 + 12232,Health Care & Social Assistance,7,"$90,617","$73,290",,,
55,Dominguez Hills,1,FTF,12231 + 12232,No Wages,17,,,24,,
55,Dominguez Hills,1,FTF,15011,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,15011,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,15011,Information,,,,,,
55,Dominguez Hills,1,FTF,15011,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,15011,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,15011,Admin & Support & Waste Mgmt & Remediation,5,"$37,633","$43,781",,,
55,Dominguez Hills,1,FTF,15011,Educational Services,14,"$43,824","$40,717",6,"$73,894","$64,417"
55,Dominguez Hills,1,FTF,15011,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,15011,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,15011,Government,,,,,,
55,Dominguez Hills,1,FTF,15011,No Wages,40,,,56,,
55,Dominguez Hills,1,FTF,15011,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,15091,Information,,,,,,
55,Dominguez Hills,1,FTF,15091,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,15091,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,15091,Other Services,,,,,,
55,Dominguez Hills,1,FTF,15091,No Wages,,,,5,,
55,Dominguez Hills,1,FTF,15991,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,15991,No Wages,,,,,,
55,Dominguez Hills,1,FTF,17011,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,17011,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,17011,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,17011,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,17011,Educational Services,13,"$64,061","$55,277",,,
55,Dominguez Hills,1,FTF,17011,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,17011,No Wages,24,,,36,,
55,Dominguez Hills,1,FTF,17011,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,19021,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,19021,No Wages,13,,,15,,
55,Dominguez Hills,1,FTF,19051,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,19051,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,19051,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,19051,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,19051,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,19051,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,19051,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,19051,No Wages,11,,,13,,
55,Dominguez Hills,1,FTF,19141,No Wages,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Utilities,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Construction,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Information,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Finance & Insurance,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,"Professional, Scientific, & Technical Skills",,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Management of Companies & Enterprises,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Educational Services,25,"$24,404","$27,937",7,"$50,284","$49,297"
55,Dominguez Hills,1,FTF,20011 + 20013,Health Care & Social Assistance,27,"$36,658","$35,958",6,"$43,454","$38,490"
55,Dominguez Hills,1,FTF,20011 + 20013,"Arts, Entertainment, & Recreation",,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Other Services,,,,,,
55,Dominguez Hills,1,FTF,20011 + 20013,Government,19,"$51,627","$51,798",8,"$68,873","$67,943"
55,Dominguez Hills,1,FTF,20011 + 20013,No Wages,282,,,366,,
55,Dominguez Hills,1,FTF,20011 + 20013,Wages - No NAICS Code,8,"$26,955","$36,747",,,
55,Dominguez Hills,1,FTF,20991,Construction,,,,,,
55,Dominguez Hills,1,FTF,20991,Real Estate & Rental & Leasing,,,,,,
55,Dominguez Hills,1,FTF,20991,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,20991,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,20991,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,20991,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,20991,Other Services,,,,,,
55,Dominguez Hills,1,FTF,20991,Government,,,,,,
55,Dominguez Hills,1,FTF,20991,No Wages,16,,,22,,
55,Dominguez Hills,1,FTF,20991,Wages - No NAICS Code,,,,,,
55,Dominguez Hills,1,FTF,21021,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
55,Dominguez Hills,1,FTF,21021,Construction,,,,,,
55,Dominguez Hills,1,FTF,21021,Manufacturing,5,"$40,593","$40,355",,,
55,Dominguez Hills,1,FTF,21021,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,21021,Retail Trade,10,"$43,402","$40,816",6,"$57,587","$57,549"
55,Dominguez Hills,1,FTF,21021,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,21021,Information,,,,,,
55,Dominguez Hills,1,FTF,21021,Finance & Insurance,10,"$46,142","$44,345",,,
55,Dominguez Hills,1,FTF,21021,"Professional, Scientific, & Technical Skills",5,"$41,993","$48,393",,,
55,Dominguez Hills,1,FTF,21021,Admin & Support & Waste Mgmt & Remediation,6,"$38,391","$38,217",,,
55,Dominguez Hills,1,FTF,21021,Educational Services,13,"$30,135","$34,501",8,"$50,002","$55,582"
55,Dominguez Hills,1,FTF,21021,Health Care & Social Assistance,7,"$46,675","$49,340",5,"$47,810","$46,875"
55,Dominguez Hills,1,FTF,21021,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,21021,Other Services,,,,,,
55,Dominguez Hills,1,FTF,21021,Government,23,"$61,277","$70,499",17,"$67,863","$71,480"
55,Dominguez Hills,1,FTF,21021,No Wages,68,,,106,,
55,Dominguez Hills,1,FTF,21021,Wages - No NAICS Code,9,"$40,612","$35,131",6,"$28,023","$26,667"
55,Dominguez Hills,1,FTF,21025 + 21031,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,21025 + 21031,Educational Services,,,,,,
55,Dominguez Hills,1,FTF,21025 + 21031,Health Care & Social Assistance,,,,,,
55,Dominguez Hills,1,FTF,21025 + 21031,Government,,,,,,
55,Dominguez Hills,1,FTF,21025 + 21031,No Wages,,,,,,
55,Dominguez Hills,1,FTF,21042,Mining,,,,,,
55,Dominguez Hills,1,FTF,21042,Utilities,,,,,,
55,Dominguez Hills,1,FTF,21042,Manufacturing,,,,,,
55,Dominguez Hills,1,FTF,21042,Wholesale Trade,,,,,,
55,Dominguez Hills,1,FTF,21042,Retail Trade,,,,,,
55,Dominguez Hills,1,FTF,21042,Transportation & Warehousing,,,,,,
55,Dominguez Hills,1,FTF,21042,Information,,,,,,
55,Dominguez Hills,1,FTF,21042,Admin & Support & Waste Mgmt & Remediation,,,,,,
55,Dominguez Hills,1,FTF,21042,Educational Services,14,"$35,219","$34,486",5,"$51,007","$55,371"
55,Dominguez Hills,1,FTF,21042,Health Care & Social Assistance,34,"$39,001","$37,285",14,"$35,938","$34,468"
55,Dominguez Hills,1,FTF,21042,Accommodation & Food Services,,,,,,
55,Dominguez Hills,1,FTF,21042,Other Services,,,,,,
55,Dominguez Hills,1,FTF,21042,Government,21,"$56,509","$54,509",9,"$82,374","$78,773"
55,Dominguez Hills,1,FTF,21042,No Wages,96,,,147,,
55,Dominguez Hills,1,FTF,21042,Wages - No NAICS Code,,,,5,"$37,855","$44,687"
55,Dominguez Hills,1,FTF,21051,Utilities,,,,,,
55,Dominguez Hills,1,FTF,21051,Construction,,,,,,
55,Dominguez Hills,1,FTF,21051,Manufacturing,,,,,,
