Campus,Location,Student Path,Entry Stat,HEGIS at Exit,Major,Industry,# of Students Found 5 years after exit,Median Annual Earnings 5 years after exit,Average Annual Earnings 5 years after exit,# of Students Found 10 years after exit,Median Annual Earnings 10 years after exit,Average Annual Earnings 10 years after exit
45,Los Angeles,4,FTT,03081 + 03085,Latin/Central American Studies,Other Services,,,,,,
45,Los Angeles,4,FTT,03081 + 03085,Latin/Central American Studies,Government,,,,,,
45,Los Angeles,4,FTT,03081 + 03085,Latin/Central American Studies,No Wages,8,,,17,,
45,Los Angeles,4,FTT,03081 + 03085,Latin/Central American Studies,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,04011,Biology,Utilities,,,,,,
45,Los Angeles,4,FTT,04011,Biology,Retail Trade,5,"$133,121","$117,414",5,"$150,151","$128,522"
45,Los Angeles,4,FTT,04011,Biology,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,04011,Biology,"Professional, Scientific, & Technical Skills",6,"$54,215","$99,838",,,
45,Los Angeles,4,FTT,04011,Biology,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,04011,Biology,Educational Services,10,"$69,105","$67,644",,,
45,Los Angeles,4,FTT,04011,Biology,Health Care & Social Assistance,20,"$114,299","$125,346",10,"$79,249","$109,229"
45,Los Angeles,4,FTT,04011,Biology,Other Services,,,,,,
45,Los Angeles,4,FTT,04011,Biology,Government,,,,,,
45,Los Angeles,4,FTT,04011,Biology,No Wages,97,,,130,,
45,Los Angeles,4,FTT,04011,Biology,Wages - No NAICS Code,5,"$43,673","$60,399",,,
45,Los Angeles,4,FTT,04111,Microbiology,Wholesale Trade,,,,,,
45,Los Angeles,4,FTT,04111,Microbiology,Retail Trade,,,,,,
45,Los Angeles,4,FTT,04111,Microbiology,Educational Services,,,,,,
45,Los Angeles,4,FTT,04111,Microbiology,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,04111,Microbiology,No Wages,25,,,31,,
45,Los Angeles,4,FTT,04111,Microbiology,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,04141,Biochemistry,Manufacturing,,,,,,
45,Los Angeles,4,FTT,04141,Biochemistry,Retail Trade,,,,,,
45,Los Angeles,4,FTT,04141,Biochemistry,Information,,,,,,
45,Los Angeles,4,FTT,04141,Biochemistry,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,04141,Biochemistry,Educational Services,,,,,,
45,Los Angeles,4,FTT,04141,Biochemistry,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,04141,Biochemistry,Other Services,,,,,,
45,Los Angeles,4,FTT,04141,Biochemistry,No Wages,42,,,55,,
45,Los Angeles,4,FTT,04141,Biochemistry,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,05011,Business Administration,Utilities,8,"$101,317","$93,733",,,
45,Los Angeles,4,FTT,05011,Business Administration,Construction,,,,,,
45,Los Angeles,4,FTT,05011,Business Administration,Manufacturing,8,"$87,520","$82,432",,,
45,Los Angeles,4,FTT,05011,Business Administration,Wholesale Trade,15,"$66,700","$79,001",9,"$72,000","$63,397"
45,Los Angeles,4,FTT,05011,Business Administration,Retail Trade,6,"$23,504","$36,717",,,
45,Los Angeles,4,FTT,05011,Business Administration,Transportation & Warehousing,9,"$75,438","$73,914",,,
45,Los Angeles,4,FTT,05011,Business Administration,Information,5,"$94,740","$139,040",,,
45,Los Angeles,4,FTT,05011,Business Administration,Finance & Insurance,25,"$71,876","$82,329",9,"$79,100","$86,472"
45,Los Angeles,4,FTT,05011,Business Administration,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,4,FTT,05011,Business Administration,"Professional, Scientific, & Technical Skills",34,"$92,422","$102,466",11,"$88,808","$102,972"
45,Los Angeles,4,FTT,05011,Business Administration,Management of Companies & Enterprises,,,,,,
45,Los Angeles,4,FTT,05011,Business Administration,Admin & Support & Waste Mgmt & Remediation,7,"$102,142","$90,676",,,
45,Los Angeles,4,FTT,05011,Business Administration,Educational Services,29,"$70,144","$71,010",7,"$77,557","$67,616"
45,Los Angeles,4,FTT,05011,Business Administration,Health Care & Social Assistance,19,"$73,769","$78,762",5,"$71,664","$90,935"
45,Los Angeles,4,FTT,05011,Business Administration,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,4,FTT,05011,Business Administration,Accommodation & Food Services,7,"$10,898","$24,269",,,
45,Los Angeles,4,FTT,05011,Business Administration,Other Services,,,,,,
45,Los Angeles,4,FTT,05011,Business Administration,Government,26,"$94,069","$95,216",,,
45,Los Angeles,4,FTT,05011,Business Administration,No Wages,431,,,592,,
45,Los Angeles,4,FTT,05011,Business Administration,Wages - No NAICS Code,16,"$36,203","$35,209",,,
45,Los Angeles,4,FTT,06031,Radio/Television/Broadcast,Wholesale Trade,,,,,,
45,Los Angeles,4,FTT,06031,Radio/Television/Broadcast,Educational Services,7,"$69,919","$66,258",,,
45,Los Angeles,4,FTT,06031,Radio/Television/Broadcast,Other Services,,,,,,
45,Los Angeles,4,FTT,06031,Radio/Television/Broadcast,Government,,,,,,
45,Los Angeles,4,FTT,06031,Radio/Television/Broadcast,No Wages,66,,,78,,
45,Los Angeles,4,FTT,06031,Radio/Television/Broadcast,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,Construction,,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,Manufacturing,,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,Wholesale Trade,,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,Retail Trade,,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,Information,,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,"Professional, Scientific, & Technical Skills",6,"$108,362","$107,156",,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,Educational Services,,,,,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,No Wages,26,,,42,,
45,Los Angeles,4,FTT,07011 + 07012 + 07028,Graphic Communications,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,07021,Information Systems,Utilities,,,,,,
45,Los Angeles,4,FTT,07021,Information Systems,Manufacturing,,,,,,
45,Los Angeles,4,FTT,07021,Information Systems,Wholesale Trade,,,,,,
45,Los Angeles,4,FTT,07021,Information Systems,Retail Trade,,,,,,
45,Los Angeles,4,FTT,07021,Information Systems,Transportation & Warehousing,,,,,,
45,Los Angeles,4,FTT,07021,Information Systems,Information,5,"$85,802","$94,468",,,
45,Los Angeles,4,FTT,07021,Information Systems,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,07021,Information Systems,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,4,FTT,07021,Information Systems,"Professional, Scientific, & Technical Skills",5,"$105,451","$93,005",,,
45,Los Angeles,4,FTT,07021,Information Systems,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,07021,Information Systems,Educational Services,16,"$73,933","$76,375",5,"$74,975","$73,815"
45,Los Angeles,4,FTT,07021,Information Systems,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,07021,Information Systems,Government,7,"$94,183","$95,849",,,
45,Los Angeles,4,FTT,07021,Information Systems,No Wages,68,,,96,,
45,Los Angeles,4,FTT,07021,Information Systems,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,08011 + 08031 + 08081 + 08225,Education,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,4,FTT,08011 + 08031 + 08081 + 08225,Education,Educational Services,14,"$65,080","$63,296",6,"$71,057","$69,585"
45,Los Angeles,4,FTT,08011 + 08031 + 08081 + 08225,Education,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,08011 + 08031 + 08081 + 08225,Education,Government,,,,,,
45,Los Angeles,4,FTT,08011 + 08031 + 08081 + 08225,Education,No Wages,11,,,23,,
45,Los Angeles,4,FTT,08011 + 08031 + 08081 + 08225,Education,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Construction,,,,,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Wholesale Trade,,,,,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Retail Trade,,,,,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Information,,,,,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,"Professional, Scientific, & Technical Skills",5,"$73,643","$58,280",,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Educational Services,259,"$73,173","$70,065",105,"$83,215","$81,075"
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Health Care & Social Assistance,28,"$54,426","$53,124",7,"$44,966","$41,367"
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Accommodation & Food Services,,,,,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Other Services,5,"$60,950","$73,794",,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Government,12,"$81,985","$85,417",,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,No Wages,275,,,480,,
45,Los Angeles,4,FTT,08231 + 08232,Child Development,Wages - No NAICS Code,6,"$44,308","$38,418",,,
45,Los Angeles,4,FTT,08351,Kinesiology,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,08351,Kinesiology,Educational Services,21,"$67,608","$68,353",7,"$85,488","$101,189"
45,Los Angeles,4,FTT,08351,Kinesiology,Health Care & Social Assistance,9,"$85,356","$74,065",,,
45,Los Angeles,4,FTT,08351,Kinesiology,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,4,FTT,08351,Kinesiology,Government,,,,,,
45,Los Angeles,4,FTT,08351,Kinesiology,No Wages,70,,,94,,
45,Los Angeles,4,FTT,08351,Kinesiology,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,08393,Industrial Arts,No Wages,,,,,,
45,Los Angeles,4,FTT,08394,Industrial Technology,Manufacturing,5,"$88,998","$88,802",,,
45,Los Angeles,4,FTT,08394,Industrial Technology,Retail Trade,,,,,,
45,Los Angeles,4,FTT,08394,Industrial Technology,Transportation & Warehousing,,,,,,
45,Los Angeles,4,FTT,08394,Industrial Technology,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,08394,Industrial Technology,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,08394,Industrial Technology,Educational Services,8,"$70,130","$70,564",,,
45,Los Angeles,4,FTT,08394,Industrial Technology,Accommodation & Food Services,,,,,,
45,Los Angeles,4,FTT,08394,Industrial Technology,Government,,,,,,
45,Los Angeles,4,FTT,08394,Industrial Technology,No Wages,34,,,50,,
45,Los Angeles,4,FTT,08394,Industrial Technology,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,08395,Occupational Studies,Educational Services,8,"$109,347","$110,272",,,
45,Los Angeles,4,FTT,08395,Occupational Studies,Government,,,,,,
45,Los Angeles,4,FTT,08395,Occupational Studies,No Wages,,,,10,,
45,Los Angeles,4,FTT,08396,Aviation,Government,,,,,,
45,Los Angeles,4,FTT,08396,Aviation,No Wages,7,,,8,,
45,Los Angeles,4,FTT,09011 + 09012 + 09013,Engineering,Educational Services,,,,,,
45,Los Angeles,4,FTT,09011 + 09012 + 09013,Engineering,Government,,,,,,
45,Los Angeles,4,FTT,09011 + 09012 + 09013,Engineering,No Wages,,,,,,
45,Los Angeles,4,FTT,09081,Civil Engineering,Utilities,5,"$104,921","$91,332",,,
45,Los Angeles,4,FTT,09081,Civil Engineering,Manufacturing,,,,,,
45,Los Angeles,4,FTT,09081,Civil Engineering,Real Estate & Rental & Leasing,,,,,,
45,Los Angeles,4,FTT,09081,Civil Engineering,"Professional, Scientific, & Technical Skills",5,"$78,664","$72,425",,,
45,Los Angeles,4,FTT,09081,Civil Engineering,Educational Services,,,,,,
45,Los Angeles,4,FTT,09081,Civil Engineering,Government,7,"$91,464","$103,634",,,
45,Los Angeles,4,FTT,09081,Civil Engineering,No Wages,31,,,44,,
45,Los Angeles,4,FTT,09081,Civil Engineering,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,"Agriculture, Forestry, Fishing, & Hunting",,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Utilities,13,"$122,574","$121,097",,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Construction,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Manufacturing,13,"$100,970","$96,675",6,"$106,869","$111,777"
45,Los Angeles,4,FTT,09091,Electrical Engineering,Wholesale Trade,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Retail Trade,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Information,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,"Professional, Scientific, & Technical Skills",5,"$107,985","$97,611",,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Management of Companies & Enterprises,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Educational Services,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Accommodation & Food Services,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Government,,,,,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,No Wages,79,,,113,,
45,Los Angeles,4,FTT,09091,Electrical Engineering,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,09101,Mechanical Engineering,Utilities,,,,,,
45,Los Angeles,4,FTT,09101,Mechanical Engineering,Construction,,,,,,
45,Los Angeles,4,FTT,09101,Mechanical Engineering,Manufacturing,6,"$94,829","$108,903",,,
45,Los Angeles,4,FTT,09101,Mechanical Engineering,Transportation & Warehousing,,,,,,
45,Los Angeles,4,FTT,09101,Mechanical Engineering,"Professional, Scientific, & Technical Skills",6,"$97,380","$92,593",,,
45,Los Angeles,4,FTT,09101,Mechanical Engineering,Accommodation & Food Services,,,,,,
45,Los Angeles,4,FTT,09101,Mechanical Engineering,Government,,,,,,
45,Los Angeles,4,FTT,09101,Mechanical Engineering,No Wages,56,,,75,,
45,Los Angeles,4,FTT,09101,Mechanical Engineering,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Manufacturing,,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Wholesale Trade,,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Retail Trade,,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Information,,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Educational Services,29,"$68,023","$59,844",9,"$66,117","$59,250"
45,Los Angeles,4,FTT,10021 + 10022,Art,Health Care & Social Assistance,5,"$33,031","$29,967",,,
45,Los Angeles,4,FTT,10021 + 10022,Art,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Accommodation & Food Services,,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Other Services,,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Government,,,,,,
45,Los Angeles,4,FTT,10021 + 10022,Art,No Wages,75,,,113,,
45,Los Angeles,4,FTT,10021 + 10022,Art,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,10041,Music - Performance,Manufacturing,,,,,,
45,Los Angeles,4,FTT,10041,Music - Performance,Retail Trade,,,,,,
45,Los Angeles,4,FTT,10041,Music - Performance,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,10041,Music - Performance,Educational Services,7,"$15,291","$33,236",,,
45,Los Angeles,4,FTT,10041,Music - Performance,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,10041,Music - Performance,Accommodation & Food Services,,,,,,
45,Los Angeles,4,FTT,10041,Music - Performance,No Wages,10,,,23,,
45,Los Angeles,4,FTT,10041,Music - Performance,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,10051,Music,Retail Trade,,,,,,
45,Los Angeles,4,FTT,10051,Music,Information,,,,,,
45,Los Angeles,4,FTT,10051,Music,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,10051,Music,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,10051,Music,Educational Services,6,"$86,601","$68,018",,,
45,Los Angeles,4,FTT,10051,Music,Other Services,,,,,,
45,Los Angeles,4,FTT,10051,Music,No Wages,23,,,32,,
45,Los Angeles,4,FTT,10071,Theatre Arts,Manufacturing,,,,,,
45,Los Angeles,4,FTT,10071,Theatre Arts,Information,,,,,,
45,Los Angeles,4,FTT,10071,Theatre Arts,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,10071,Theatre Arts,Educational Services,9,"$52,570","$47,003",,,
45,Los Angeles,4,FTT,10071,Theatre Arts,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,10071,Theatre Arts,Other Services,,,,,,
45,Los Angeles,4,FTT,10071,Theatre Arts,Government,,,,,,
45,Los Angeles,4,FTT,10071,Theatre Arts,No Wages,24,,,35,,
45,Los Angeles,4,FTT,10071,Theatre Arts,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,11021,French,Educational Services,,,,,,
45,Los Angeles,4,FTT,11021,French,No Wages,,,,,,
45,Los Angeles,4,FTT,11051,Spanish,Transportation & Warehousing,,,,,,
45,Los Angeles,4,FTT,11051,Spanish,Educational Services,27,"$68,415","$68,095",7,"$85,282","$86,087"
45,Los Angeles,4,FTT,11051,Spanish,Accommodation & Food Services,,,,,,
45,Los Angeles,4,FTT,11051,Spanish,Government,,,,,,
45,Los Angeles,4,FTT,11051,Spanish,No Wages,37,,,65,,
45,Los Angeles,4,FTT,11051,Spanish,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,11071,Chinese,Government,,,,,,
45,Los Angeles,4,FTT,11071,Chinese,No Wages,,,,,,
45,Los Angeles,4,FTT,11081,Japanese,No Wages,,,,,,
45,Los Angeles,4,FTT,12011,Health Science,Wholesale Trade,,,,,,
45,Los Angeles,4,FTT,12011,Health Science,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,12011,Health Science,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,12011,Health Science,Educational Services,6,"$77,327","$90,915",,,
45,Los Angeles,4,FTT,12011,Health Science,Health Care & Social Assistance,9,"$79,319","$84,564",,,
45,Los Angeles,4,FTT,12011,Health Science,Government,,,,,,
45,Los Angeles,4,FTT,12011,Health Science,No Wages,39,,,57,,
45,Los Angeles,4,FTT,12011,Health Science,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,12021,Health Care Management/Administration,No Wages,,,,,,
45,Los Angeles,4,FTT,12141,Health Education,No Wages,,,,,,
45,Los Angeles,4,FTT,12201,Communicative Disorders,Manufacturing,,,,,,
45,Los Angeles,4,FTT,12201,Communicative Disorders,Retail Trade,,,,,,
45,Los Angeles,4,FTT,12201,Communicative Disorders,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,12201,Communicative Disorders,Educational Services,29,"$77,256","$79,288",5,"$87,542","$84,815"
45,Los Angeles,4,FTT,12201,Communicative Disorders,Health Care & Social Assistance,6,"$70,798","$63,963",,,
45,Los Angeles,4,FTT,12201,Communicative Disorders,Government,,,,,,
45,Los Angeles,4,FTT,12201,Communicative Disorders,No Wages,70,,,106,,
45,Los Angeles,4,FTT,12201,Communicative Disorders,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,12221,Rehabilitation Counseling,Wholesale Trade,,,,,,
45,Los Angeles,4,FTT,12221,Rehabilitation Counseling,Transportation & Warehousing,,,,,,
45,Los Angeles,4,FTT,12221,Rehabilitation Counseling,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,12221,Rehabilitation Counseling,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,12221,Rehabilitation Counseling,Educational Services,12,"$47,156","$50,493",5,"$38,773","$44,193"
45,Los Angeles,4,FTT,12221,Rehabilitation Counseling,Health Care & Social Assistance,9,"$54,279","$52,166",,,
45,Los Angeles,4,FTT,12221,Rehabilitation Counseling,Government,,,,,,
45,Los Angeles,4,FTT,12221,Rehabilitation Counseling,No Wages,64,,,90,,
45,Los Angeles,4,FTT,12221,Rehabilitation Counseling,Wages - No NAICS Code,19,"$53,924","$49,310",8,"$66,515","$77,638"
45,Los Angeles,4,FTT,12231 + 12232,Medical Technology,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,Manufacturing,,,,,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,Information,,,,,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,Educational Services,,,,,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,Health Care & Social Assistance,19,"$65,722","$59,715",8,"$62,770","$72,287"
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,Accommodation & Food Services,,,,,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,Other Services,,,,,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,Government,,,,,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,No Wages,61,,,83,,
45,Los Angeles,4,FTT,13061,Dietetics/Nutritional Science,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,15011,English,Manufacturing,,,,,,
45,Los Angeles,4,FTT,15011,English,Retail Trade,,,,,,
45,Los Angeles,4,FTT,15011,English,Transportation & Warehousing,,,,,,
45,Los Angeles,4,FTT,15011,English,Information,,,,,,
45,Los Angeles,4,FTT,15011,English,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,15011,English,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,15011,English,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,15011,English,Educational Services,65,"$63,605","$63,031",18,"$86,261","$79,860"
45,Los Angeles,4,FTT,15011,English,Health Care & Social Assistance,5,"$16,949","$25,873",,,
45,Los Angeles,4,FTT,15011,English,Accommodation & Food Services,,,,,,
45,Los Angeles,4,FTT,15011,English,Other Services,,,,,,
45,Los Angeles,4,FTT,15011,English,Government,9,"$63,244","$78,464",,,
45,Los Angeles,4,FTT,15011,English,No Wages,172,,,250,,
45,Los Angeles,4,FTT,15011,English,Wages - No NAICS Code,8,"$31,328","$31,465",,,
45,Los Angeles,4,FTT,15061,Speech Communication,Construction,,,,,,
45,Los Angeles,4,FTT,15061,Speech Communication,Manufacturing,,,,,,
45,Los Angeles,4,FTT,15061,Speech Communication,Information,,,,,,
45,Los Angeles,4,FTT,15061,Speech Communication,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,15061,Speech Communication,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,15061,Speech Communication,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,15061,Speech Communication,Educational Services,15,"$66,537","$68,457",,,
45,Los Angeles,4,FTT,15061,Speech Communication,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,15061,Speech Communication,"Arts, Entertainment, & Recreation",,,,,,
45,Los Angeles,4,FTT,15061,Speech Communication,Government,,,,,,
45,Los Angeles,4,FTT,15061,Speech Communication,No Wages,88,,,114,,
45,Los Angeles,4,FTT,15061,Speech Communication,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,15091,Philosophy,Transportation & Warehousing,,,,,,
45,Los Angeles,4,FTT,15091,Philosophy,Information,,,,,,
45,Los Angeles,4,FTT,15091,Philosophy,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,15091,Philosophy,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,15091,Philosophy,Government,,,,,,
45,Los Angeles,4,FTT,15091,Philosophy,No Wages,33,,,40,,
45,Los Angeles,4,FTT,15091,Philosophy,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,17011,Mathematics,Utilities,,,,,,
45,Los Angeles,4,FTT,17011,Mathematics,Finance & Insurance,,,,,,
45,Los Angeles,4,FTT,17011,Mathematics,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,17011,Mathematics,Admin & Support & Waste Mgmt & Remediation,,,,,,
45,Los Angeles,4,FTT,17011,Mathematics,Educational Services,29,"$79,000","$76,097",,,
45,Los Angeles,4,FTT,17011,Mathematics,Other Services,,,,,,
45,Los Angeles,4,FTT,17011,Mathematics,Government,,,,,,
45,Los Angeles,4,FTT,17011,Mathematics,No Wages,56,,,88,,
45,Los Angeles,4,FTT,17011,Mathematics,Wages - No NAICS Code,5,"$46,449","$34,858",,,
45,Los Angeles,4,FTT,19021,Physics,Educational Services,,,,,,
45,Los Angeles,4,FTT,19021,Physics,Government,,,,,,
45,Los Angeles,4,FTT,19021,Physics,No Wages,19,,,22,,
45,Los Angeles,4,FTT,19051,Chemistry,Manufacturing,,,,,,
45,Los Angeles,4,FTT,19051,Chemistry,Retail Trade,,,,,,
45,Los Angeles,4,FTT,19051,Chemistry,Information,,,,,,
45,Los Angeles,4,FTT,19051,Chemistry,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,19051,Chemistry,Educational Services,,,,,,
45,Los Angeles,4,FTT,19051,Chemistry,Health Care & Social Assistance,,,,,,
45,Los Angeles,4,FTT,19051,Chemistry,No Wages,32,,,42,,
45,Los Angeles,4,FTT,19051,Chemistry,Wages - No NAICS Code,,,,,,
45,Los Angeles,4,FTT,19141,Geology,"Professional, Scientific, & Technical Skills",,,,,,
45,Los Angeles,4,FTT,19141,Geology,Educational Services,,,,,,
45,Los Angeles,4,FTT,19141,Geology,No Wages,6,,,8,,
45,Los Angeles,4,FTT,19171,Earth Science,No Wages,,,,,,
45,Los Angeles,4,FTT,20011 + 20013,Psychology,Construction,,,,,,
45,Los Angeles,4,FTT,20011 + 20013,Psychology,Manufacturing,,,,,,
45,Los Angeles,4,FTT,20011 + 20013,Psychology,Wholesale Trade,,,,,,
