	average_annual_earnings_10_years_after_exit	average_annual_earnings_5_years_after_exit	campus	entry_status	hegis_at_exit	industry	location	major	median_annual_earnings_10_years_after_exit	median_annual_earnings_5_years_after_exit	naics	number_of_students_found_10_years_after_exit	number_of_students_found_5_years_after_exit	student_path
5500			0	FTF + FTT	6011	Management of Companies & Enterprises		Communications			12			4
5501		69301.0	0	FTF + FTT	6011	Admin & Support & Waste Mgmt & Remediation		Communications		53386.0	13		15	4
5502	75677.0	64995.0	0	FTF + FTT	6011	Educational Services		Communications	79821.0	69331.0	14	53	172	4
5503	58606.0	57037.0	0	FTF + FTT	6011	Health Care & Social Assistance		Communications	29779.0	51359.0	15	5	24	4
5504		34581.0	0	FTF + FTT	6011	Arts, Entertainment, & Recreation		Communications		34894.0	16		5	4
5505		37668.0	0	FTF + FTT	6011	Accommodation & Food Services		Communications		28052.0	17		5	4
5506		59587.0	0	FTF + FTT	6011	Other Services		Communications		62569.0	18		8	4
5507	91742.0	79174.0	0	FTF + FTT	6011	Government		Communications	86228.0	74444.0	19	9	34	4
5508			0	FTF + FTT	6011	No Wages		Communications			20	1,080	781	4
5509	51078.0	44423.0	0	FTF + FTT	6011	Wages - No NAICS Code		Communications	49052.0	38759.0	21	7	23	4
5510			0	FTF + FTT	6022	Construction		Journalism			3			4
5511			0	FTF + FTT	6022	Manufacturing		Journalism			4			4
5512			0	FTF + FTT	6022	Wholesale Trade		Journalism			5			4
5513			0	FTF + FTT	6022	Retail Trade		Journalism			6			4
5514		40023.0	0	FTF + FTT	6022	Information		Journalism		35005.0	8		5	4
5515			0	FTF + FTT	6022	Finance & Insurance		Journalism			9			4
5516		108511.0	0	FTF + FTT	6022	Professional, Scientific, & Technical Skills		Journalism		81822.0	11		9	4
5517			0	FTF + FTT	6022	Admin & Support & Waste Mgmt & Remediation		Journalism			13			4
5518	51611.0	57013.0	0	FTF + FTT	6022	Educational Services		Journalism	60769.0	57801.0	14	8	33	4
5519		55456.0	0	FTF + FTT	6022	Health Care & Social Assistance		Journalism		45148.0	15		7	4
5520			0	FTF + FTT	6022	Arts, Entertainment, & Recreation		Journalism			16			4
5521			0	FTF + FTT	6022	Other Services		Journalism			18			4
5522		68072.0	0	FTF + FTT	6022	Government		Journalism		75564.0	19		8	4
5523			0	FTF + FTT	6022	No Wages		Journalism			20	329	271	4
5524			0	FTF + FTT	6031	Agriculture, Forestry, Fishing, & Hunting		Radio/Television/Broadcast			1			4
5525			0	FTF + FTT	6031	Manufacturing		Radio/Television/Broadcast			4			4
5526			0	FTF + FTT	6031	Wholesale Trade		Radio/Television/Broadcast			5			4
5527			0	FTF + FTT	6031	Retail Trade		Radio/Television/Broadcast			6			4
5528			0	FTF + FTT	6031	Transportation & Warehousing		Radio/Television/Broadcast			7			4
5529		56874.0	0	FTF + FTT	6031	Information		Radio/Television/Broadcast		59241.0	8		19	4
5530			0	FTF + FTT	6031	Finance & Insurance		Radio/Television/Broadcast			9			4
5531			0	FTF + FTT	6031	Real Estate & Rental & Leasing		Radio/Television/Broadcast			10			4
5532		86007.0	0	FTF + FTT	6031	Professional, Scientific, & Technical Skills		Radio/Television/Broadcast		69183.0	11		6	4
5533			0	FTF + FTT	6031	Management of Companies & Enterprises		Radio/Television/Broadcast			12			4
5534		64171.0	0	FTF + FTT	6031	Admin & Support & Waste Mgmt & Remediation		Radio/Television/Broadcast		52536.0	13		5	4
5535	66165.0	58775.0	0	FTF + FTT	6031	Educational Services		Radio/Television/Broadcast	76053.0	64755.0	14	12	63	4
5536		46986.0	0	FTF + FTT	6031	Health Care & Social Assistance		Radio/Television/Broadcast		46149.0	15		10	4
5537		26149.0	0	FTF + FTT	6031	Arts, Entertainment, & Recreation		Radio/Television/Broadcast		28425.0	16		5	4
5538		27380.0	0	FTF + FTT	6031	Accommodation & Food Services		Radio/Television/Broadcast		15660.0	17		8	4
5539			0	FTF + FTT	6031	Other Services		Radio/Television/Broadcast			18			4
5540		68854.0	0	FTF + FTT	6031	Government		Radio/Television/Broadcast		71558.0	19		9	4
5541			0	FTF + FTT	6031	No Wages		Radio/Television/Broadcast			20	542	419	4
5542		32975.0	0	FTF + FTT	6031	Wages - No NAICS Code		Radio/Television/Broadcast		33254.0	21		10	4
5543			0	FTF + FTT	6041	Finance & Insurance		Advertising			9			4
5544			0	FTF + FTT	6041	Real Estate & Rental & Leasing		Advertising			10			4
5545			0	FTF + FTT	6041	Educational Services		Advertising			14			4
5546			0	FTF + FTT	6041	Health Care & Social Assistance		Advertising			15			4
5547			0	FTF + FTT	6041	Government		Advertising			19			4
5548			0	FTF + FTT	6041	No Wages		Advertising			20	9	7	4
5549			0	FTF + FTT	6991	Educational Services		Multimedia			14			4
5550			0	FTF + FTT	6991	Health Care & Social Assistance		Multimedia			15			4
5551			0	FTF + FTT	6991	Other Services		Multimedia			18			4
5552			0	FTF + FTT	6991	No Wages		Multimedia			20	16	14	4
5553			0	FTF + FTT	8392	Health Care & Social Assistance		Graphic Communications			15			4
5554			0	FTF + FTT	8392	Government		Graphic Communications			19			4
5555			0	FTF + FTT	8392	No Wages		Graphic Communications			20			4
5556			0	FTF + FTT	8392	Wages - No NAICS Code		Graphic Communications			21			4
5557			0	FTF + FTT	7028	Agriculture, Forestry, Fishing, & Hunting		Computer Science and Information Technology			1			4
5558		135435.0	0	FTF + FTT	7028	Utilities		Computer Science and Information Technology		120480.0	2		5	4
5559			0	FTF + FTT	7028	Construction		Computer Science and Information Technology			3			4
5560	141981.0	103424.0	0	FTF + FTT	7028	Manufacturing		Computer Science and Information Technology	123009.0	105744.0	4	23	70	4
5561		68999.0	0	FTF + FTT	7028	Wholesale Trade		Computer Science and Information Technology		58762.0	5		11	4
5562		95287.0	0	FTF + FTT	7028	Retail Trade		Computer Science and Information Technology		92014.0	6		13	4
5563	222386.0	134056.0	0	FTF + FTT	7028	Information		Computer Science and Information Technology	196881.0	130584.0	8	8	33	4
5564	205534.0	118436.0	0	FTF + FTT	7028	Finance & Insurance		Computer Science and Information Technology	169418.0	108750.0	9	6	24	4
5565			0	FTF + FTT	7028	Real Estate & Rental & Leasing		Computer Science and Information Technology			10			4
5566	123617.0	117486.0	0	FTF + FTT	7028	Professional, Scientific, & Technical Skills		Computer Science and Information Technology	125845.0	116493.0	11	17	68	4
5567			0	FTF + FTT	7028	Management of Companies & Enterprises		Computer Science and Information Technology			12			4
5568	109199.0	96259.0	0	FTF + FTT	7028	Admin & Support & Waste Mgmt & Remediation		Computer Science and Information Technology	126650.0	87113.0	13	8	16	4
5569	67825.0	78901.0	0	FTF + FTT	7028	Educational Services		Computer Science and Information Technology	59706.0	73984.0	14	7	30	4
5570		75786.0	0	FTF + FTT	7028	Health Care & Social Assistance		Computer Science and Information Technology		61693.0	15		11	4
5571			0	FTF + FTT	7028	Arts, Entertainment, & Recreation		Computer Science and Information Technology			16			4
5572			0	FTF + FTT	7028	Accommodation & Food Services		Computer Science and Information Technology			17			4
5573			0	FTF + FTT	7028	Other Services		Computer Science and Information Technology			18			4
5574			0	FTF + FTT	7028	Non-Classified		Computer Science and Information Technology			22			4
5575		116219.0	0	FTF + FTT	7028	Government		Computer Science and Information Technology		103943.0	19		7	4
5576			0	FTF + FTT	7028	No Wages		Computer Science and Information Technology			20	665	427	4
5577		41912.0	0	FTF + FTT	7028	Wages - No NAICS Code		Computer Science and Information Technology		42204.0	21		22	4
5578			0	FTF + FTT	7021	Agriculture, Forestry, Fishing, & Hunting		Information Systems			1			4
5579	108015.0	116408.0	0	FTF + FTT	7021	Utilities		Information Systems	106837.0	113096.0	2	5	6	4
5580	128160.0	104502.0	0	FTF + FTT	7021	Manufacturing		Information Systems	133618.0	110966.0	4	5	18	4
5581		97318.0	0	FTF + FTT	7021	Wholesale Trade		Information Systems		75200.0	5		7	4
5582			0	FTF + FTT	7021	Retail Trade		Information Systems			6			4
5583			0	FTF + FTT	7021	Transportation & Warehousing		Information Systems			7			4
5584		125276.0	0	FTF + FTT	7021	Information		Information Systems		123527.0	8		18	4
5585	140271.0	101106.0	0	FTF + FTT	7021	Finance & Insurance		Information Systems	134042.0	97813.0	9	6	20	4
5586			0	FTF + FTT	7021	Real Estate & Rental & Leasing		Information Systems			10			4
5587	105004.0	103403.0	0	FTF + FTT	7021	Professional, Scientific, & Technical Skills		Information Systems	102370.0	97415.0	11	12	29	4
5588			0	FTF + FTT	7021	Management of Companies & Enterprises		Information Systems			12			4
5589		61290.0	0	FTF + FTT	7021	Admin & Support & Waste Mgmt & Remediation		Information Systems		59105.0	13		8	4
5590	80098.0	72922.0	0	FTF + FTT	7021	Educational Services		Information Systems	74975.0	73933.0	14	7	24	4
5591		86172.0	0	FTF + FTT	7021	Health Care & Social Assistance		Information Systems		91756.0	15		12	4
5592			0	FTF + FTT	7021	Arts, Entertainment, & Recreation		Information Systems			16			4
5593			0	FTF + FTT	7021	Other Services		Information Systems			18			4
5594			0	FTF + FTT	7021	Non-Classified		Information Systems			22			4
5595	100018.0	91959.0	0	FTF + FTT	7021	Government		Information Systems	103206.0	85195.0	19	8	24	4
5596			0	FTF + FTT	7021	No Wages		Information Systems			20	337	216	4
5597		66441.0	0	FTF + FTT	7021	Wages - No NAICS Code		Information Systems		61270.0	21		7	4
5598			0	FTF + FTT	8225	Agriculture, Forestry, Fishing, & Hunting		Education-8225			1			4
5599			0	FTF + FTT	8225	Information		Education-8225			8			4
5600	78894.0	68343.0	0	FTF + FTT	8225	Educational Services		Education-8225	79520.0	74358.0	14	12	24	4
5601			0	FTF + FTT	8225	Health Care & Social Assistance		Education-8225			15			4
5602			0	FTF + FTT	8225	Other Services		Education-8225			18			4
5603			0	FTF + FTT	8225	Government		Education-8225			19			4
5604			0	FTF + FTT	8225	No Wages		Education-8225			20	38	20	4
5605			0	FTF + FTT	8225	Wages - No NAICS Code		Education-8225			21			4
5606			0	FTF + FTT	8232	Agriculture, Forestry, Fishing, & Hunting		Child Development			1			4
5607			0	FTF + FTT	8232	Utilities		Child Development			2			4
5608			0	FTF + FTT	8232	Construction		Child Development			3			4
5609		39902.0	0	FTF + FTT	8232	Manufacturing		Child Development		29952.0	4		8	4
5610	69649.0	77997.0	0	FTF + FTT	8232	Wholesale Trade		Child Development	40664.0	75501.0	5	5	8	4
5611	50616.0	49359.0	0	FTF + FTT	8232	Retail Trade		Child Development	32375.0	34302.0	6	5	11	4
5612			0	FTF + FTT	8232	Transportation & Warehousing		Child Development			7			4
5613	43731.0	29345.0	0	FTF + FTT	8232	Information		Child Development	4307.0	329.0	8	5	7	4
5614		63611.0	0	FTF + FTT	8232	Finance & Insurance		Child Development		67940.0	9		12	4
5615			0	FTF + FTT	8232	Real Estate & Rental & Leasing		Child Development			10			4
5616		59196.0	0	FTF + FTT	8232	Professional, Scientific, & Technical Skills		Child Development		45173.0	11		19	4
5617	43239.0	35477.0	0	FTF + FTT	8232	Admin & Support & Waste Mgmt & Remediation		Child Development	62693.0	32025.0	13	5	17	4
5618	76339.0	68164.0	0	FTF + FTT	8232	Educational Services		Child Development	82341.0	72180.0	14	512	1,251	4
5619	56292.0	46716.0	0	FTF + FTT	8232	Health Care & Social Assistance		Child Development	53610.0	49591.0	15	48	215	4
5620			0	FTF + FTT	8232	Arts, Entertainment, & Recreation		Child Development			16			4
5621		41014.0	0	FTF + FTT	8232	Accommodation & Food Services		Child Development		35329.0	17		9	4
5622	39572.0	48302.0	0	FTF + FTT	8232	Other Services		Child Development	42400.0	51248.0	18	9	42	4
5623			0	FTF + FTT	8232	Non-Classified		Child Development			22			4
5624	76101.0	75120.0	0	FTF + FTT	8232	Government		Child Development	83477.0	73624.0	19	19	63	4
5625			0	FTF + FTT	8232	No Wages		Child Development			20	3,092	2,011	4
5626	18318.0	25481.0	0	FTF + FTT	8232	Wages - No NAICS Code		Child Development	10243.0	18353.0	21	18	51	4
5627			0	FTF + FTT	8351	Agriculture, Forestry, Fishing, & Hunting		Kinesiology			1			4
5628			0	FTF + FTT	8351	Mining		Kinesiology			23			4
5629			0	FTF + FTT	8351	Construction		Kinesiology			3			4
5630		69590.0	0	FTF + FTT	8351	Manufacturing		Kinesiology		69515.0	4		7	4
5631			0	FTF + FTT	8351	Wholesale Trade		Kinesiology			5			4
5632			0	FTF + FTT	8351	Retail Trade		Kinesiology			6			4
5633			0	FTF + FTT	8351	Transportation & Warehousing		Kinesiology			7			4
5634		40899.0	0	FTF + FTT	8351	Information		Kinesiology		37824.0	8		8	4
5635		47911.0	0	FTF + FTT	8351	Finance & Insurance		Kinesiology		53018.0	9		6	4
5636			0	FTF + FTT	8351	Real Estate & Rental & Leasing		Kinesiology			10			4
5637		57126.0	0	FTF + FTT	8351	Professional, Scientific, & Technical Skills		Kinesiology		52450.0	11		13	4
5638		55561.0	0	FTF + FTT	8351	Admin & Support & Waste Mgmt & Remediation		Kinesiology		50555.0	13		21	4
5639	90535.0	71438.0	0	FTF + FTT	8351	Educational Services		Kinesiology	87191.0	74990.0	14	120	362	4
5640	99280.0	79977.0	0	FTF + FTT	8351	Health Care & Social Assistance		Kinesiology	87629.0	80582.0	15	46	214	4
5641	50427.0	45125.0	0	FTF + FTT	8351	Arts, Entertainment, & Recreation		Kinesiology	48744.0	44583.0	16	6	17	4
5642			0	FTF + FTT	8351	Accommodation & Food Services		Kinesiology			17			4
5643		47797.0	0	FTF + FTT	8351	Other Services		Kinesiology		42189.0	18		13	4
5644			0	FTF + FTT	8351	Non-Classified		Kinesiology			22			4
5645	92972.0	88336.0	0	FTF + FTT	8351	Government		Kinesiology	86603.0	89937.0	19	15	40	4
5646			0	FTF + FTT	8351	No Wages		Kinesiology			20	1,831	1,293	4
5647	62458.0	35167.0	0	FTF + FTT	8351	Wages - No NAICS Code		Kinesiology	62547.0	25337.0	21	6	32	4
5648			0	FTF + FTT	8375	No Wages		Athletic Training			20	63	63	4
5649			0	FTF + FTT	8393	No Wages		Industrial Arts			20			4
5650		80203.0	0	FTF + FTT	8394	Manufacturing		Industrial Technology		84602.0	4		7	4
5651			0	FTF + FTT	8394	Retail Trade		Industrial Technology			6			4
5652			0	FTF + FTT	8394	Transportation & Warehousing		Industrial Technology			7			4
5653			0	FTF + FTT	8394	Professional, Scientific, & Technical Skills		Industrial Technology			11			4
5654			0	FTF + FTT	8394	Admin & Support & Waste Mgmt & Remediation		Industrial Technology			13			4
5655		72699.0	0	FTF + FTT	8394	Educational Services		Industrial Technology		73562.0	14		9	4
5656			0	FTF + FTT	8394	Accommodation & Food Services		Industrial Technology			17			4
5657			0	FTF + FTT	8394	Government		Industrial Technology			19			4
5658			0	FTF + FTT	8394	No Wages		Industrial Technology			20	56	37	4
5659			0	FTF + FTT	8394	Wages - No NAICS Code		Industrial Technology			21			4
5660		99384.0	0	FTF + FTT	8395	Educational Services		Occupational Studies		96349.0	14		12	4
5661			0	FTF + FTT	8395	Health Care & Social Assistance		Occupational Studies			15			4
5662			0	FTF + FTT	8395	Government		Occupational Studies			19			4
5663			0	FTF + FTT	8395	No Wages		Occupational Studies			20	33	16	4
5664			0	FTF + FTT	8395	Wages - No NAICS Code		Occupational Studies			21			4
5665			0	FTF + FTT	8396	Government		Aviation			19			4
5666			0	FTF + FTT	8396	No Wages		Aviation			20	8	7	4
5667			0	FTF + FTT	9013	Utilities		Engineering			2			4
5668	129990.0	128260.0	0	FTF + FTT	9013	Manufacturing		Engineering	124189.0	117528.0	4	6	11	4
5669			0	FTF + FTT	9013	Wholesale Trade		Engineering			5			4
5670			0	FTF + FTT	9013	Information		Engineering			8			4
5671			0	FTF + FTT	9013	Real Estate & Rental & Leasing		Engineering			10			4
5672			0	FTF + FTT	9013	Professional, Scientific, & Technical Skills		Engineering			11			4
5673			0	FTF + FTT	9013	Educational Services		Engineering			14			4
5674			0	FTF + FTT	9013	Health Care & Social Assistance		Engineering			15			4
5675			0	FTF + FTT	9013	Government		Engineering			19			4
5676			0	FTF + FTT	9013	No Wages		Engineering			20	45	32	4
5677			0	FTF + FTT	9013	Wages - No NAICS Code		Engineering			21			4
5678			0	FTF + FTT	9021	Agriculture, Forestry, Fishing, & Hunting		Aerospace Engineering			1			4
5679		108883.0	0	FTF + FTT	9021	Manufacturing		Aerospace Engineering		108126.0	4		15	4
5680			0	FTF + FTT	9021	Retail Trade		Aerospace Engineering			6			4
5681		95825.0	0	FTF + FTT	9021	Professional, Scientific, & Technical Skills		Aerospace Engineering		101691.0	11		10	4
5682			0	FTF + FTT	9021	Educational Services		Aerospace Engineering			14			4
5683			0	FTF + FTT	9021	Government		Aerospace Engineering			19			4
5684			0	FTF + FTT	9021	No Wages		Aerospace Engineering			20	142	112	4
5685			0	FTF + FTT	9021	Wages - No NAICS Code		Aerospace Engineering			21			4
5686			0	FTF + FTT	9051	No Wages		Biomedical Engineering			20			4
5687			0	FTF + FTT	9061	Utilities		Chemical Engineering			2			4
5688		106325.0	0	FTF + FTT	9061	Manufacturing		Chemical Engineering		112464.0	4		8	4
5689			0	FTF + FTT	9061	Wholesale Trade		Chemical Engineering			5			4
5690			0	FTF + FTT	9061	Professional, Scientific, & Technical Skills		Chemical Engineering			11			4
5691			0	FTF + FTT	9061	Educational Services		Chemical Engineering			14			4
5692			0	FTF + FTT	9061	Health Care & Social Assistance		Chemical Engineering			15			4
5693			0	FTF + FTT	9061	Government		Chemical Engineering			19			4
5694			0	FTF + FTT	9061	No Wages		Chemical Engineering			20	71	55	4
5695			0	FTF + FTT	9061	Wages - No NAICS Code		Chemical Engineering			21			4
5696			0	FTF + FTT	9081	Agriculture, Forestry, Fishing, & Hunting		Civil Engineering			1			4
5697	133072.0	100995.0	0	FTF + FTT	9081	Utilities		Civil Engineering	133096.0	106184.0	2	7	21	4
5698		94808.0	0	FTF + FTT	9081	Construction		Civil Engineering		94863.0	3		9	4
5699			0	FTF + FTT	9081	Manufacturing		Civil Engineering			4			4
5700			0	FTF + FTT	9081	Transportation & Warehousing		Civil Engineering			7			4
5701			0	FTF + FTT	9081	Information		Civil Engineering			8			4
5702			0	FTF + FTT	9081	Finance & Insurance		Civil Engineering			9			4
5703			0	FTF + FTT	9081	Real Estate & Rental & Leasing		Civil Engineering			10			4
5704	99735.0	82282.0	0	FTF + FTT	9081	Professional, Scientific, & Technical Skills		Civil Engineering	104440.0	80001.0	11	15	56	4
5705			0	FTF + FTT	9081	Admin & Support & Waste Mgmt & Remediation		Civil Engineering			13			4
5706		80028.0	0	FTF + FTT	9081	Educational Services		Civil Engineering		88673.0	14		6	4
5707			0	FTF + FTT	9081	Health Care & Social Assistance		Civil Engineering			15			4
5708			0	FTF + FTT	9081	Arts, Entertainment, & Recreation		Civil Engineering			16			4
5709			0	FTF + FTT	9081	Non-Classified		Civil Engineering			22			4
5710	114525.0	101313.0	0	FTF + FTT	9081	Government		Civil Engineering	113454.0	94618.0	19	8	40	4
5711			0	FTF + FTT	9081	No Wages		Civil Engineering			20	622	506	4
5712		67889.0	0	FTF + FTT	9081	Wages - No NAICS Code		Civil Engineering		83107.0	21		6	4
5713			0	FTF + FTT	9091	Agriculture, Forestry, Fishing, & Hunting		Electrical Engineering			1			4
5714	112642.0	122769.0	0	FTF + FTT	9091	Utilities		Electrical Engineering	110338.0	123262.0	2	10	40	4
5715		70513.0	0	FTF + FTT	9091	Construction		Electrical Engineering		104457.0	3		5	4
5716	119024.0	106582.0	0	FTF + FTT	9091	Manufacturing		Electrical Engineering	119136.0	106693.0	4	69	168	4
5717		85728.0	0	FTF + FTT	9091	Wholesale Trade		Electrical Engineering		83630.0	5		10	4
5718		53717.0	0	FTF + FTT	9091	Retail Trade		Electrical Engineering		34599.0	6		8	4
5719			0	FTF + FTT	9091	Transportation & Warehousing		Electrical Engineering			7			4
5720			0	FTF + FTT	9091	Information		Electrical Engineering			8			4
5721			0	FTF + FTT	9091	Finance & Insurance		Electrical Engineering			9			4
5722			0	FTF + FTT	9091	Real Estate & Rental & Leasing		Electrical Engineering			10			4
5723	115649.0	99499.0	0	FTF + FTT	9091	Professional, Scientific, & Technical Skills		Electrical Engineering	115678.0	99130.0	11	15	49	4
5724			0	FTF + FTT	9091	Management of Companies & Enterprises		Electrical Engineering			12			4
5725		67558.0	0	FTF + FTT	9091	Admin & Support & Waste Mgmt & Remediation		Electrical Engineering		70915.0	13		10	4
5726		71099.0	0	FTF + FTT	9091	Educational Services		Electrical Engineering		61544.0	14		12	4
5727		73932.0	0	FTF + FTT	9091	Health Care & Social Assistance		Electrical Engineering		62557.0	15		11	4
5728			0	FTF + FTT	9091	Accommodation & Food Services		Electrical Engineering			17			4
5729			0	FTF + FTT	9091	Other Services		Electrical Engineering			18			4
5730		99769.0	0	FTF + FTT	9091	Government		Electrical Engineering		100587.0	19		9	4
5731			0	FTF + FTT	9091	No Wages		Electrical Engineering			20	731	496	4
5732		44135.0	0	FTF + FTT	9091	Wages - No NAICS Code		Electrical Engineering		17311.0	21		10	4
5733			0	FTF + FTT	9093	Manufacturing		Electrical and Electronic Engineering			4			4
5734			0	FTF + FTT	9093	Professional, Scientific, & Technical Skills		Electrical and Electronic Engineering			11			4
5735			0	FTF + FTT	9093	Admin & Support & Waste Mgmt & Remediation		Electrical and Electronic Engineering			13			4
5736			0	FTF + FTT	9093	No Wages		Electrical and Electronic Engineering			20	27	20	4
5737			0	FTF + FTT	9094	Utilities		Computer Engineering			2			4
5738		98561.0	0	FTF + FTT	9094	Manufacturing		Computer Engineering		96670.0	4		11	4
5739			0	FTF + FTT	9094	Wholesale Trade		Computer Engineering			5			4
5740			0	FTF + FTT	9094	Information		Computer Engineering			8			4
5741			0	FTF + FTT	9094	Finance & Insurance		Computer Engineering			9			4
5742			0	FTF + FTT	9094	Real Estate & Rental & Leasing		Computer Engineering			10			4
5743			0	FTF + FTT	9094	Professional, Scientific, & Technical Skills		Computer Engineering			11			4
5744			0	FTF + FTT	9094	Educational Services		Computer Engineering			14			4
5745			0	FTF + FTT	9094	Other Services		Computer Engineering			18			4
5746			0	FTF + FTT	9094	No Wages		Computer Engineering			20	99	79	4
5747			0	FTF + FTT	9101	Mining		Mechanical Engineering			23			4
5748		115522.0	0	FTF + FTT	9101	Utilities		Mechanical Engineering		113373.0	2		11	4
5749		75606.0	0	FTF + FTT	9101	Construction		Mechanical Engineering		70042.0	3		6	4
5750	118554.0	107812.0	0	FTF + FTT	9101	Manufacturing		Mechanical Engineering	109331.0	104968.0	4	19	77	4
5751		71708.0	0	FTF + FTT	9101	Wholesale Trade		Mechanical Engineering		75986.0	5		5	4
5752			0	FTF + FTT	9101	Retail Trade		Mechanical Engineering			6			4
5753			0	FTF + FTT	9101	Transportation & Warehousing		Mechanical Engineering			7			4
5754			0	FTF + FTT	9101	Information		Mechanical Engineering			8			4
5755			0	FTF + FTT	9101	Finance & Insurance		Mechanical Engineering			9			4
5756			0	FTF + FTT	9101	Real Estate & Rental & Leasing		Mechanical Engineering			10			4
5757	112656.0	87806.0	0	FTF + FTT	9101	Professional, Scientific, & Technical Skills		Mechanical Engineering	116526.0	93307.0	11	7	23	4
5758			0	FTF + FTT	9101	Admin & Support & Waste Mgmt & Remediation		Mechanical Engineering			13			4
5759		68467.0	0	FTF + FTT	9101	Educational Services		Mechanical Engineering		74031.0	14		10	4
5760			0	FTF + FTT	9101	Health Care & Social Assistance		Mechanical Engineering			15			4
5761			0	FTF + FTT	9101	Arts, Entertainment, & Recreation		Mechanical Engineering			16			4
5762			0	FTF + FTT	9101	Accommodation & Food Services		Mechanical Engineering			17			4
5763		84625.0	0	FTF + FTT	9101	Government		Mechanical Engineering		81076.0	19		6	4
5764			0	FTF + FTT	9101	No Wages		Mechanical Engineering			20	502	381	4
5765		42579.0	0	FTF + FTT	9101	Wages - No NAICS Code		Mechanical Engineering		26776.0	21		6	4
5766			0	FTF + FTT	9131	Manufacturing		Industrial Engineering			4			4
5767			0	FTF + FTT	9131	Wholesale Trade		Industrial Engineering			5			4
5768			0	FTF + FTT	9131	Retail Trade		Industrial Engineering			6			4
5769			0	FTF + FTT	9131	Educational Services		Industrial Engineering			14			4
5770			0	FTF + FTT	9131	Health Care & Social Assistance		Industrial Engineering			15			4
5771			0	FTF + FTT	9131	No Wages		Industrial Engineering			20	35	27	4
5772	127230.0	101692.0	0	FTF + FTT	9134	Manufacturing		Manufacturing Engineering	85899.0	97752.0	4	7	15	4
5773			0	FTF + FTT	9134	Wholesale Trade		Manufacturing Engineering			5			4
5774			0	FTF + FTT	9134	Real Estate & Rental & Leasing		Manufacturing Engineering			10			4
5775			0	FTF + FTT	9134	Professional, Scientific, & Technical Skills		Manufacturing Engineering			11			4
5776			0	FTF + FTT	9134	Admin & Support & Waste Mgmt & Remediation		Manufacturing Engineering			13			4
5777			0	FTF + FTT	9134	No Wages		Manufacturing Engineering			20	36	24	4
5778			0	FTF + FTT	9134	Wages - No NAICS Code		Manufacturing Engineering			21			4
5779			0	FTF + FTT	9151	Retail Trade		Materials Engineering			6			4
5780			0	FTF + FTT	9151	No Wages		Materials Engineering			20			4
5781			0	FTF + FTT	9251	Manufacturing		Engineering Technology			4			4
5782			0	FTF + FTT	9251	Professional, Scientific, & Technical Skills		Engineering Technology			11			4
5783			0	FTF + FTT	9251	Admin & Support & Waste Mgmt & Remediation		Engineering Technology			13			4
5784			0	FTF + FTT	9251	Educational Services		Engineering Technology			14			4
5785			0	FTF + FTT	9251	Government		Engineering Technology			19			4
5786			0	FTF + FTT	9251	No Wages		Engineering Technology			20	17	13	4
5787			0	FTF + FTT	9254	Utilities		Construction Engineering Technology			2			4
5788		79256.0	0	FTF + FTT	9254	Construction		Construction Engineering Technology		78823.0	3		5	4
5789			0	FTF + FTT	9254	Transportation & Warehousing		Construction Engineering Technology			7			4
5790			0	FTF + FTT	9254	Real Estate & Rental & Leasing		Construction Engineering Technology			10			4
5791			0	FTF + FTT	9254	Professional, Scientific, & Technical Skills		Construction Engineering Technology			11			4
5792			0	FTF + FTT	9254	No Wages		Construction Engineering Technology			20	36	27	4
5793			0	FTF + FTT	9255	Utilities		Electronic Engineering Technology			2			4
5794			0	FTF + FTT	9255	Construction		Electronic Engineering Technology			3			4
5795		120632.0	0	FTF + FTT	9255	Manufacturing		Electronic Engineering Technology		125920.0	4		5	4
5796			0	FTF + FTT	9255	Retail Trade		Electronic Engineering Technology			6			4
5797			0	FTF + FTT	9255	Information		Electronic Engineering Technology			8			4
5798			0	FTF + FTT	9255	Finance & Insurance		Electronic Engineering Technology			9			4
5799			0	FTF + FTT	9255	Professional, Scientific, & Technical Skills		Electronic Engineering Technology			11			4
5800			0	FTF + FTT	9255	Admin & Support & Waste Mgmt & Remediation		Electronic Engineering Technology			13			4
5801			0	FTF + FTT	9255	Educational Services		Electronic Engineering Technology			14			4
5802			0	FTF + FTT	9255	Accommodation & Food Services		Electronic Engineering Technology			17			4
5803			0	FTF + FTT	9255	No Wages		Electronic Engineering Technology			20	42	25	4
5804			0	FTF + FTT	9262	No Wages		Environmental Engineering Technology			20			4
5805			0	FTF + FTT	10015	No Wages		Performing Arts			20			4
5806			0	FTF + FTT	10022	Agriculture, Forestry, Fishing, & Hunting		Art			1			4
5807			0	FTF + FTT	10022	Utilities		Art			2			4
5808			0	FTF + FTT	10022	Construction		Art			3			4
5809		76192.0	0	FTF + FTT	10022	Manufacturing		Art		74009.0	4		10	4
5810		69808.0	0	FTF + FTT	10022	Wholesale Trade		Art		77355.0	5		9	4
5811		50738.0	0	FTF + FTT	10022	Retail Trade		Art		44077.0	6		11	4
5812			0	FTF + FTT	10022	Transportation & Warehousing		Art			7			4
5813	63522.0	91557.0	0	FTF + FTT	10022	Information		Art	68678.0	75626.0	8	5	12	4
5814		50554.0	0	FTF + FTT	10022	Finance & Insurance		Art		51927.0	9		5	4
5815			0	FTF + FTT	10022	Real Estate & Rental & Leasing		Art			10			4
