	average_annual_earnings_10_years_after_exit	average_annual_earnings_5_years_after_exit	campus	entry_status	hegis_at_exit	industry	location	major	median_annual_earnings_10_years_after_exit	median_annual_earnings_5_years_after_exit	naics	number_of_students_found_10_years_after_exit	number_of_students_found_5_years_after_exit	student_path
566	62774.0	52990.0	0	FTF + FTT	5091	Retail Trade		Marketing	56227.0	52324.0	6	99	254	1
567	62633.0	53737.0	0	FTF + FTT	5091	Transportation & Warehousing		Marketing	58215.0	52629.0	7	21	40	1
568	86178.0	64561.0	0	FTF + FTT	5091	Information		Marketing	79752.0	60183.0	8	94	227	1
569	80197.0	58749.0	0	FTF + FTT	5091	Finance & Insurance		Marketing	70093.0	56388.0	9	161	353	1
570	70234.0	55814.0	0	FTF + FTT	5091	Real Estate & Rental & Leasing		Marketing	61910.0	54409.0	10	53	123	1
571	80223.0	58604.0	0	FTF + FTT	5091	Professional, Scientific, & Technical Skills		Marketing	74604.0	56588.0	11	154	384	1
572	108695.0		0	FTF + FTT	5091	Management of Companies & Enterprises		Marketing	96692.0		12	5		1
573	64436.0	48269.0	0	FTF + FTT	5091	Admin & Support & Waste Mgmt & Remediation		Marketing	44272.0	46938.0	13	63	165	1
574	49124.0	46320.0	0	FTF + FTT	5091	Educational Services		Marketing	47261.0	44623.0	14	42	70	1
575	42725.0	39140.0	0	FTF + FTT	5091	Health Care & Social Assistance		Marketing	35141.0	34352.0	15	41	104	1
576	55585.0	46000.0	0	FTF + FTT	5091	Arts, Entertainment, & Recreation		Marketing	51958.0	45630.0	16	20	53	1
577	50506.0	34083.0	0	FTF + FTT	5091	Accommodation & Food Services		Marketing	39451.0	31490.0	17	28	112	1
578	72760.0	47320.0	0	FTF + FTT	5091	Other Services		Marketing	69636.0	47643.0	18	22	43	1
579	16040.0		0	FTF + FTT	5091	Non-Classified		Marketing	3486.0		22	5		1
580	84478.0	63769.0	0	FTF + FTT	5091	Government		Marketing	81232.0	54448.0	19	32	54	1
581			0	FTF + FTT	5091	No Wages		Marketing			20	3,947	2,470	1
582	27296.0	18741.0	0	FTF + FTT	5091	Wages - No NAICS Code		Marketing	11275.0	10268.0	21	53	128	1
583			0	FTF + FTT	5111	Agriculture, Forestry, Fishing, & Hunting		Real Estate			1			1
584			0	FTF + FTT	5111	Mining		Real Estate			23			1
585			0	FTF + FTT	5111	Utilities		Real Estate			2			1
586		44096.0	0	FTF + FTT	5111	Construction		Real Estate		43024.0	3		8	1
587		69900.0	0	FTF + FTT	5111	Manufacturing		Real Estate		67431.0	4		8	1
588		57204.0	0	FTF + FTT	5111	Wholesale Trade		Real Estate		69578.0	5		7	1
589	111081.0	61542.0	0	FTF + FTT	5111	Retail Trade		Real Estate	70048.0	51933.0	6	6	17	1
590			0	FTF + FTT	5111	Transportation & Warehousing		Real Estate			7			1
591	73537.0	49329.0	0	FTF + FTT	5111	Information		Real Estate	58052.0	46517.0	8	6	12	1
592	67217.0	63993.0	0	FTF + FTT	5111	Finance & Insurance		Real Estate	68110.0	53153.0	9	15	55	1
593	66415.0	54363.0	0	FTF + FTT	5111	Real Estate & Rental & Leasing		Real Estate	67383.0	43529.0	10	11	24	1
594	75209.0	47483.0	0	FTF + FTT	5111	Professional, Scientific, & Technical Skills		Real Estate	66790.0	35373.0	11	5	19	1
595		30901.0	0	FTF + FTT	5111	Admin & Support & Waste Mgmt & Remediation		Real Estate		31495.0	13		13	1
596		38158.0	0	FTF + FTT	5111	Educational Services		Real Estate		42570.0	14		7	1
597		35486.0	0	FTF + FTT	5111	Health Care & Social Assistance		Real Estate		32205.0	15		8	1
598			0	FTF + FTT	5111	Arts, Entertainment, & Recreation		Real Estate			16			1
599		29763.0	0	FTF + FTT	5111	Accommodation & Food Services		Real Estate		34352.0	17		11	1
600		53679.0	0	FTF + FTT	5111	Other Services		Real Estate		50445.0	18		7	1
601		64268.0	0	FTF + FTT	5111	Government		Real Estate		59423.0	19		9	1
602			0	FTF + FTT	5111	No Wages		Real Estate			20	369	217	1
603		21469.0	0	FTF + FTT	5111	Wages - No NAICS Code		Real Estate		12502.0	21		15	1
604			0	FTF + FTT	5131	Agriculture, Forestry, Fishing, & Hunting		International Business			1			1
605			0	FTF + FTT	5131	Utilities		International Business			2			1
606		48214.0	0	FTF + FTT	5131	Construction		International Business		45353.0	3		13	1
607	77927.0	63086.0	0	FTF + FTT	5131	Manufacturing		International Business	74670.0	62131.0	4	42	48	1
608	58302.0	51453.0	0	FTF + FTT	5131	Wholesale Trade		International Business	54100.0	50330.0	5	56	115	1
609	58424.0	49892.0	0	FTF + FTT	5131	Retail Trade		International Business	61480.0	44486.0	6	38	60	1
610	61458.0	53551.0	0	FTF + FTT	5131	Transportation & Warehousing		International Business	62862.0	50240.0	7	24	34	1
611	70769.0	57507.0	0	FTF + FTT	5131	Information		International Business	65787.0	61216.0	8	21	23	1
612	82600.0	64635.0	0	FTF + FTT	5131	Finance & Insurance		International Business	66793.0	58908.0	9	64	110	1
613	59921.0	40614.0	0	FTF + FTT	5131	Real Estate & Rental & Leasing		International Business	55183.0	38409.0	10	14	20	1
614	66913.0	55383.0	0	FTF + FTT	5131	Professional, Scientific, & Technical Skills		International Business	64971.0	53246.0	11	38	59	1
615			0	FTF + FTT	5131	Management of Companies & Enterprises		International Business			12			1
616	53552.0	47455.0	0	FTF + FTT	5131	Admin & Support & Waste Mgmt & Remediation		International Business	41704.0	45063.0	13	26	38	1
617	52414.0	36789.0	0	FTF + FTT	5131	Educational Services		International Business	56549.0	38742.0	14	19	22	1
618	53647.0	45568.0	0	FTF + FTT	5131	Health Care & Social Assistance		International Business	50916.0	42034.0	15	19	14	1
619	49792.0	40391.0	0	FTF + FTT	5131	Arts, Entertainment, & Recreation		International Business	57124.0	44233.0	16	8	10	1
620	34825.0	31175.0	0	FTF + FTT	5131	Accommodation & Food Services		International Business	33945.0	26046.0	17	14	14	1
621	41008.0	30016.0	0	FTF + FTT	5131	Other Services		International Business	45487.0	25922.0	18	9	10	1
622			0	FTF + FTT	5131	Non-Classified		International Business			22			1
623	72850.0	58274.0	0	FTF + FTT	5131	Government		International Business	64653.0	56052.0	19	24	28	1
624			0	FTF + FTT	5131	No Wages		International Business			20	688	477	1
625	17223.0	16733.0	0	FTF + FTT	5131	Wages - No NAICS Code		International Business	7874.0	8216.0	21	18	30	1
626		61530.0	0	FTF + FTT	5151	Construction		Human Resources/Personnel Management		59894.0	3		5	1
627		56406.0	0	FTF + FTT	5151	Manufacturing		Human Resources/Personnel Management		48404.0	4		15	1
628		54235.0	0	FTF + FTT	5151	Wholesale Trade		Human Resources/Personnel Management		51654.0	5		6	1
629	71561.0	66275.0	0	FTF + FTT	5151	Retail Trade		Human Resources/Personnel Management	61286.0	75519.0	6	6	21	1
630			0	FTF + FTT	5151	Transportation & Warehousing		Human Resources/Personnel Management			7			1
631		57275.0	0	FTF + FTT	5151	Information		Human Resources/Personnel Management		57672.0	8		8	1
632	74358.0	53170.0	0	FTF + FTT	5151	Finance & Insurance		Human Resources/Personnel Management	72172.0	54193.0	9	9	39	1
633		50100.0	0	FTF + FTT	5151	Real Estate & Rental & Leasing		Human Resources/Personnel Management		45104.0	10		8	1
634	59060.0	56937.0	0	FTF + FTT	5151	Professional, Scientific, & Technical Skills		Human Resources/Personnel Management	55829.0	54386.0	11	6	18	1
635			0	FTF + FTT	5151	Management of Companies & Enterprises		Human Resources/Personnel Management			12			1
636		47511.0	0	FTF + FTT	5151	Admin & Support & Waste Mgmt & Remediation		Human Resources/Personnel Management		54424.0	13		25	1
637	51974.0	34321.0	0	FTF + FTT	5151	Educational Services		Human Resources/Personnel Management	54942.0	34016.0	14	5	7	1
638	64701.0	46573.0	0	FTF + FTT	5151	Health Care & Social Assistance		Human Resources/Personnel Management	48806.0	45614.0	15	7	26	1
639			0	FTF + FTT	5151	Arts, Entertainment, & Recreation		Human Resources/Personnel Management			16			1
640		50138.0	0	FTF + FTT	5151	Accommodation & Food Services		Human Resources/Personnel Management		43550.0	17		12	1
641		45563.0	0	FTF + FTT	5151	Other Services		Human Resources/Personnel Management		47372.0	18		5	1
642	66367.0	53941.0	0	FTF + FTT	5151	Government		Human Resources/Personnel Management	59101.0	52236.0	19	6	10	1
643			0	FTF + FTT	5151	No Wages		Human Resources/Personnel Management			20	378	220	1
644		33333.0	0	FTF + FTT	5151	Wages - No NAICS Code		Human Resources/Personnel Management		16116.0	21		12	1
645			0	FTF + FTT	5171	Construction		Business Economics			3			1
646		62735.0	0	FTF + FTT	5171	Manufacturing		Business Economics		65523.0	4		12	1
647			0	FTF + FTT	5171	Wholesale Trade		Business Economics			5			1
648		42023.0	0	FTF + FTT	5171	Retail Trade		Business Economics		39360.0	6		7	1
649			0	FTF + FTT	5171	Transportation & Warehousing		Business Economics			7			1
650			0	FTF + FTT	5171	Information		Business Economics			8			1
651		49322.0	0	FTF + FTT	5171	Finance & Insurance		Business Economics		47356.0	9		11	1
652		64439.0	0	FTF + FTT	5171	Real Estate & Rental & Leasing		Business Economics		68542.0	10		5	1
653		60995.0	0	FTF + FTT	5171	Professional, Scientific, & Technical Skills		Business Economics		53700.0	11		5	1
654			0	FTF + FTT	5171	Admin & Support & Waste Mgmt & Remediation		Business Economics			13			1
655			0	FTF + FTT	5171	Educational Services		Business Economics			14			1
656			0	FTF + FTT	5171	Health Care & Social Assistance		Business Economics			15			1
657			0	FTF + FTT	5171	Accommodation & Food Services		Business Economics			17			1
658			0	FTF + FTT	5171	Other Services		Business Economics			18			1
659			0	FTF + FTT	5171	Non-Classified		Business Economics			22			1
660			0	FTF + FTT	5171	Government		Business Economics			19			1
661			0	FTF + FTT	5171	No Wages		Business Economics			20	253	188	1
662			0	FTF + FTT	5171	Wages - No NAICS Code		Business Economics			21			1
663			0	FTF + FTT	5995	Agriculture, Forestry, Fishing, & Hunting		Business Law			1			1
664			0	FTF + FTT	5995	Utilities		Business Law			2			1
665			0	FTF + FTT	5995	Construction		Business Law			3			1
666		52349.0	0	FTF + FTT	5995	Manufacturing		Business Law		50728.0	4		8	1
667	73973.0		0	FTF + FTT	5995	Wholesale Trade		Business Law	72373.0		5	5		1
668		25948.0	0	FTF + FTT	5995	Retail Trade		Business Law		18295.0	6		10	1
669			0	FTF + FTT	5995	Transportation & Warehousing		Business Law			7			1
670		53027.0	0	FTF + FTT	5995	Information		Business Law		58829.0	8		5	1
671	58886.0	66307.0	0	FTF + FTT	5995	Finance & Insurance		Business Law	51941.0	54746.0	9	13	18	1
672			0	FTF + FTT	5995	Real Estate & Rental & Leasing		Business Law			10			1
673	73038.0	62093.0	0	FTF + FTT	5995	Professional, Scientific, & Technical Skills		Business Law	49711.0	50791.0	11	27	22	1
674			0	FTF + FTT	5995	Management of Companies & Enterprises		Business Law			12			1
675	58901.0	55928.0	0	FTF + FTT	5995	Admin & Support & Waste Mgmt & Remediation		Business Law	50962.0	51312.0	13	10	6	1
676	58598.0		0	FTF + FTT	5995	Educational Services		Business Law	47486.0		14	5		1
677		29165.0	0	FTF + FTT	5995	Health Care & Social Assistance		Business Law		24401.0	15		6	1
678			0	FTF + FTT	5995	Arts, Entertainment, & Recreation		Business Law			16			1
679			0	FTF + FTT	5995	Accommodation & Food Services		Business Law			17			1
680			0	FTF + FTT	5995	Other Services		Business Law			18			1
681			0	FTF + FTT	5995	Non-Classified		Business Law			22			1
682			0	FTF + FTT	5995	Government		Business Law			19			1
683			0	FTF + FTT	5995	No Wages		Business Law			20	45	31	1
684	19409.0	20284.0	0	FTF + FTT	5995	Wages - No NAICS Code		Business Law	3756.0	12357.0	21	6	10	1
685	30702.0	34838.0	0	FTF + FTT	6011	Agriculture, Forestry, Fishing, & Hunting		Communications	19282.0	30446.0	1	7	16	1
686	83520.0	61775.0	0	FTF + FTT	6011	Utilities		Communications	79242.0	56568.0	2	19	33	1
687	66177.0	57937.0	0	FTF + FTT	6011	Construction		Communications	60945.0	49935.0	3	47	125	1
688	78600.0	57867.0	0	FTF + FTT	6011	Manufacturing		Communications	70979.0	54036.0	4	139	282	1
689	83903.0	58357.0	0	FTF + FTT	6011	Wholesale Trade		Communications	78618.0	53219.0	5	208	465	1
690	53642.0	42390.0	0	FTF + FTT	6011	Retail Trade		Communications	50885.0	40151.0	6	170	501	1
691	64857.0	49827.0	0	FTF + FTT	6011	Transportation & Warehousing		Communications	57865.0	43431.0	7	40	94	1
692	74373.0	53337.0	0	FTF + FTT	6011	Information		Communications	65774.0	49914.0	8	304	658	1
693	71088.0	55185.0	0	FTF + FTT	6011	Finance & Insurance		Communications	65564.0	52821.0	9	216	528	1
694	65010.0	47380.0	0	FTF + FTT	6011	Real Estate & Rental & Leasing		Communications	60769.0	47251.0	10	77	193	1
695	73113.0	54254.0	0	FTF + FTT	6011	Professional, Scientific, & Technical Skills		Communications	65140.0	51508.0	11	383	977	1
696	79515.0	56720.0	0	FTF + FTT	6011	Management of Companies & Enterprises		Communications	55052.0	54796.0	12	8	28	1
697	56180.0	47507.0	0	FTF + FTT	6011	Admin & Support & Waste Mgmt & Remediation		Communications	50504.0	44559.0	13	179	425	1
698	46233.0	34978.0	0	FTF + FTT	6011	Educational Services		Communications	47919.0	34767.0	14	218	388	1
699	52156.0	42628.0	0	FTF + FTT	6011	Health Care & Social Assistance		Communications	47030.0	38546.0	15	140	291	1
700	46924.0	39975.0	0	FTF + FTT	6011	Arts, Entertainment, & Recreation		Communications	47750.0	38625.0	16	94	269	1
701	43925.0	34744.0	0	FTF + FTT	6011	Accommodation & Food Services		Communications	40564.0	32062.0	17	110	387	1
702	54807.0	39578.0	0	FTF + FTT	6011	Other Services		Communications	50676.0	39039.0	18	76	178	1
703	19420.0	50199.0	0	FTF + FTT	6011	Non-Classified		Communications	19184.0	39915.0	22	6	17	1
704	77680.0	61292.0	0	FTF + FTT	6011	Government		Communications	71484.0	57192.0	19	121	179	1
705			0	FTF + FTT	6011	No Wages		Communications			20	9,867	6,240	1
706	24154.0	19207.0	0	FTF + FTT	6011	Wages - No NAICS Code		Communications	8113.0	8155.0	21	138	293	1
707		24777.0	0	FTF + FTT	6022	Agriculture, Forestry, Fishing, & Hunting		Journalism		28629.0	1		5	1
708			0	FTF + FTT	6022	Utilities		Journalism			2			1
709		69862.0	0	FTF + FTT	6022	Construction		Journalism		56550.0	3		8	1
710	70486.0	46940.0	0	FTF + FTT	6022	Manufacturing		Journalism	58600.0	48281.0	4	16	43	1
711	60985.0	52399.0	0	FTF + FTT	6022	Wholesale Trade		Journalism	59398.0	46721.0	5	22	51	1
712	46546.0	36106.0	0	FTF + FTT	6022	Retail Trade		Journalism	35960.0	31963.0	6	17	100	1
713	70420.0	37916.0	0	FTF + FTT	6022	Transportation & Warehousing		Journalism	73860.0	36706.0	7	7	15	1
714	67135.0	50915.0	0	FTF + FTT	6022	Information		Journalism	56814.0	48812.0	8	107	272	1
715	63927.0	51019.0	0	FTF + FTT	6022	Finance & Insurance		Journalism	63902.0	46476.0	9	38	85	1
716	72791.0	48699.0	0	FTF + FTT	6022	Real Estate & Rental & Leasing		Journalism	52603.0	47443.0	10	7	35	1
717	74042.0	50852.0	0	FTF + FTT	6022	Professional, Scientific, & Technical Skills		Journalism	69512.0	50635.0	11	68	185	1
718		49603.0	0	FTF + FTT	6022	Management of Companies & Enterprises		Journalism		44755.0	12		7	1
719	50340.0	35467.0	0	FTF + FTT	6022	Admin & Support & Waste Mgmt & Remediation		Journalism	45225.0	32938.0	13	27	95	1
720	53143.0	36031.0	0	FTF + FTT	6022	Educational Services		Journalism	52414.0	37835.0	14	31	79	1
721	44237.0	38115.0	0	FTF + FTT	6022	Health Care & Social Assistance		Journalism	39477.0	36593.0	15	23	65	1
722	39451.0	40473.0	0	FTF + FTT	6022	Arts, Entertainment, & Recreation		Journalism	30219.0	39547.0	16	14	48	1
723	40919.0	30230.0	0	FTF + FTT	6022	Accommodation & Food Services		Journalism	42170.0	25066.0	17	12	77	1
724	51183.0	36380.0	0	FTF + FTT	6022	Other Services		Journalism	48221.0	36752.0	18	15	50	1
725			0	FTF + FTT	6022	Non-Classified		Journalism			22			1
726	67088.0	47705.0	0	FTF + FTT	6022	Government		Journalism	62870.0	45275.0	19	17	23	1
727			0	FTF + FTT	6022	No Wages		Journalism			20	2,544	1,686	1
728	20509.0	16543.0	0	FTF + FTT	6022	Wages - No NAICS Code		Journalism	7903.0	7521.0	21	24	66	1
729		27314.0	0	FTF + FTT	6031	Agriculture, Forestry, Fishing, & Hunting		Radio/Television/Broadcast		25757.0	1		9	1
730			0	FTF + FTT	6031	Mining		Radio/Television/Broadcast			23			1
731	83285.0		0	FTF + FTT	6031	Utilities		Radio/Television/Broadcast	89315.0		2	5		1
732	46597.0	42767.0	0	FTF + FTT	6031	Construction		Radio/Television/Broadcast	40656.0	40052.0	3	8	35	1
733	64857.0	48076.0	0	FTF + FTT	6031	Manufacturing		Radio/Television/Broadcast	57358.0	43104.0	4	51	114	1
734	65563.0	47408.0	0	FTF + FTT	6031	Wholesale Trade		Radio/Television/Broadcast	62092.0	44616.0	5	61	123	1
735	40343.0	34425.0	0	FTF + FTT	6031	Retail Trade		Radio/Television/Broadcast	39237.0	30855.0	6	83	231	1
736	50474.0	30945.0	0	FTF + FTT	6031	Transportation & Warehousing		Radio/Television/Broadcast	44419.0	29085.0	7	14	43	1
737	72920.0	50846.0	0	FTF + FTT	6031	Information		Radio/Television/Broadcast	64984.0	47614.0	8	465	1,186	1
738	60873.0	45526.0	0	FTF + FTT	6031	Finance & Insurance		Radio/Television/Broadcast	52832.0	43660.0	9	77	153	1
739	57803.0	40391.0	0	FTF + FTT	6031	Real Estate & Rental & Leasing		Radio/Television/Broadcast	54152.0	40795.0	10	31	72	1
740	60643.0	45464.0	0	FTF + FTT	6031	Professional, Scientific, & Technical Skills		Radio/Television/Broadcast	54701.0	43225.0	11	174	450	1
741		40262.0	0	FTF + FTT	6031	Management of Companies & Enterprises		Radio/Television/Broadcast		43501.0	12		5	1
742	42967.0	33658.0	0	FTF + FTT	6031	Admin & Support & Waste Mgmt & Remediation		Radio/Television/Broadcast	35007.0	31146.0	13	78	202	1
743	45052.0	32959.0	0	FTF + FTT	6031	Educational Services		Radio/Television/Broadcast	43433.0	30744.0	14	93	176	1
744	43510.0	35782.0	0	FTF + FTT	6031	Health Care & Social Assistance		Radio/Television/Broadcast	35406.0	33696.0	15	53	134	1
745	58492.0	33759.0	0	FTF + FTT	6031	Arts, Entertainment, & Recreation		Radio/Television/Broadcast	45648.0	29480.0	16	69	196	1
746	35098.0	28970.0	0	FTF + FTT	6031	Accommodation & Food Services		Radio/Television/Broadcast	27702.0	24326.0	17	51	185	1
747	38825.0	35052.0	0	FTF + FTT	6031	Other Services		Radio/Television/Broadcast	43883.0	36100.0	18	24	70	1
748			0	FTF + FTT	6031	Non-Classified		Radio/Television/Broadcast			22			1
749	66089.0	50644.0	0	FTF + FTT	6031	Government		Radio/Television/Broadcast	60789.0	47901.0	19	49	97	1
750			0	FTF + FTT	6031	No Wages		Radio/Television/Broadcast			20	6,075	3,873	1
751	21940.0	11333.0	0	FTF + FTT	6031	Wages - No NAICS Code		Radio/Television/Broadcast	7418.0	4738.0	21	74	179	1
752			0	FTF + FTT	6991	Construction		Multimedia			3			1
753		43897.0	0	FTF + FTT	6991	Manufacturing		Multimedia		43701.0	4		9	1
754			0	FTF + FTT	6991	Wholesale Trade		Multimedia			5			1
755		23340.0	0	FTF + FTT	6991	Retail Trade		Multimedia		16106.0	6		19	1
756			0	FTF + FTT	6991	Transportation & Warehousing		Multimedia			7			1
757		38863.0	0	FTF + FTT	6991	Information		Multimedia		39630.0	8		23	1
758			0	FTF + FTT	6991	Finance & Insurance		Multimedia			9			1
759			0	FTF + FTT	6991	Real Estate & Rental & Leasing		Multimedia			10			1
760	66272.0	40499.0	0	FTF + FTT	6991	Professional, Scientific, & Technical Skills		Multimedia	71827.0	42878.0	11	8	22	1
761			0	FTF + FTT	6991	Admin & Support & Waste Mgmt & Remediation		Multimedia			13			1
762		35998.0	0	FTF + FTT	6991	Educational Services		Multimedia		38259.0	14		16	1
763		31250.0	0	FTF + FTT	6991	Health Care & Social Assistance		Multimedia		32908.0	15		7	1
764		43977.0	0	FTF + FTT	6991	Arts, Entertainment, & Recreation		Multimedia		46224.0	16		7	1
765		27618.0	0	FTF + FTT	6991	Accommodation & Food Services		Multimedia		28157.0	17		7	1
766			0	FTF + FTT	6991	Other Services		Multimedia			18			1
767			0	FTF + FTT	6991	Non-Classified		Multimedia			22			1
768		31586.0	0	FTF + FTT	6991	Government		Multimedia		33456.0	19		8	1
769			0	FTF + FTT	6991	No Wages		Multimedia			20	345	237	1
770	22174.0	25941.0	0	FTF + FTT	6991	Wages - No NAICS Code		Multimedia	4098.0	16898.0	21	5	12	1
771			0	FTF + FTT	8392	Manufacturing		Graphic Communications			4			1
772			0	FTF + FTT	8392	Wholesale Trade		Graphic Communications			5			1
773			0	FTF + FTT	8392	Professional, Scientific, & Technical Skills		Graphic Communications			11			1
774			0	FTF + FTT	8392	Educational Services		Graphic Communications			14			1
775			0	FTF + FTT	8392	No Wages		Graphic Communications			20	13	8	1
776			0	FTF + FTT	7028	Agriculture, Forestry, Fishing, & Hunting		Computer Science and Information Technology			1			1
777			0	FTF + FTT	7028	Mining		Computer Science and Information Technology			23			1
778	117172.0	94946.0	0	FTF + FTT	7028	Utilities		Computer Science and Information Technology	116449.0	90497.0	2	19	18	1
779	87426.0	71361.0	0	FTF + FTT	7028	Construction		Computer Science and Information Technology	90249.0	64848.0	3	9	9	1
780	102332.0	84028.0	0	FTF + FTT	7028	Manufacturing		Computer Science and Information Technology	99126.0	85371.0	4	184	295	1
781	116064.0	63906.0	0	FTF + FTT	7028	Wholesale Trade		Computer Science and Information Technology	66322.0	63065.0	5	66	109	1
782	75748.0	57248.0	0	FTF + FTT	7028	Retail Trade		Computer Science and Information Technology	71554.0	57004.0	6	52	100	1
783	61545.0	53050.0	0	FTF + FTT	7028	Transportation & Warehousing		Computer Science and Information Technology	62873.0	50199.0	7	13	25	1
784	120999.0	85997.0	0	FTF + FTT	7028	Information		Computer Science and Information Technology	105903.0	81942.0	8	145	276	1
785	102418.0	81979.0	0	FTF + FTT	7028	Finance & Insurance		Computer Science and Information Technology	100813.0	83779.0	9	107	165	1
786	78026.0	56251.0	0	FTF + FTT	7028	Real Estate & Rental & Leasing		Computer Science and Information Technology	60883.0	47550.0	10	9	17	1
787	98179.0	79159.0	0	FTF + FTT	7028	Professional, Scientific, & Technical Skills		Computer Science and Information Technology	96630.0	79383.0	11	290	533	1
788	92314.0	83874.0	0	FTF + FTT	7028	Management of Companies & Enterprises		Computer Science and Information Technology	79449.0	80027.0	12	7	12	1
789	95472.0	67968.0	0	FTF + FTT	7028	Admin & Support & Waste Mgmt & Remediation		Computer Science and Information Technology	92871.0	68028.0	13	77	114	1
790	60616.0	53207.0	0	FTF + FTT	7028	Educational Services		Computer Science and Information Technology	63743.0	53545.0	14	53	83	1
791	67473.0	60025.0	0	FTF + FTT	7028	Health Care & Social Assistance		Computer Science and Information Technology	68040.0	60325.0	15	46	58	1
792	100985.0	66543.0	0	FTF + FTT	7028	Arts, Entertainment, & Recreation		Computer Science and Information Technology	100057.0	70043.0	16	9	17	1
793	72043.0	50145.0	0	FTF + FTT	7028	Accommodation & Food Services		Computer Science and Information Technology	45303.0	40500.0	17	7	15	1
794	60961.0	51913.0	0	FTF + FTT	7028	Other Services		Computer Science and Information Technology	53068.0	46831.0	18	12	17	1
795			0	FTF + FTT	7028	Non-Classified		Computer Science and Information Technology			22			1
796	92962.0	72051.0	0	FTF + FTT	7028	Government		Computer Science and Information Technology	92051.0	74850.0	19	58	58	1
797			0	FTF + FTT	7028	No Wages		Computer Science and Information Technology			20	3,203	2,416	1
798	37531.0	28065.0	0	FTF + FTT	7028	Wages - No NAICS Code		Computer Science and Information Technology	18342.0	13306.0	21	44	69	1
799			0	FTF + FTT	7021	Agriculture, Forestry, Fishing, & Hunting		Information Systems			1			1
800	107038.0	88869.0	0	FTF + FTT	7021	Utilities		Information Systems	107447.0	87886.0	2	39	25	1
801	79665.0	65627.0	0	FTF + FTT	7021	Construction		Information Systems	88049.0	64714.0	3	20	31	1
802	89076.0	75254.0	0	FTF + FTT	7021	Manufacturing		Information Systems	83473.0	72797.0	4	88	136	1
803	75027.0	54400.0	0	FTF + FTT	7021	Wholesale Trade		Information Systems	61883.0	49891.0	5	92	132	1
804	70162.0	53940.0	0	FTF + FTT	7021	Retail Trade		Information Systems	66993.0	52898.0	6	61	106	1
805	66621.0	55092.0	0	FTF + FTT	7021	Transportation & Warehousing		Information Systems	63381.0	51658.0	7	37	50	1
806	101436.0	77716.0	0	FTF + FTT	7021	Information		Information Systems	96963.0	74208.0	8	131	179	1
807	91641.0	71457.0	0	FTF + FTT	7021	Finance & Insurance		Information Systems	86081.0	69368.0	9	209	302	1
808	68275.0	58500.0	0	FTF + FTT	7021	Real Estate & Rental & Leasing		Information Systems	59177.0	57132.0	10	13	38	1
809	85068.0	70951.0	0	FTF + FTT	7021	Professional, Scientific, & Technical Skills		Information Systems	79969.0	65608.0	11	209	343	1
810	83812.0	71512.0	0	FTF + FTT	7021	Management of Companies & Enterprises		Information Systems	69663.0	70231.0	12	9	10	1
811	71236.0	54189.0	0	FTF + FTT	7021	Admin & Support & Waste Mgmt & Remediation		Information Systems	69240.0	51889.0	13	66	104	1
812	69221.0	60798.0	0	FTF + FTT	7021	Educational Services		Information Systems	66504.0	60171.0	14	118	134	1
813	76412.0	58417.0	0	FTF + FTT	7021	Health Care & Social Assistance		Information Systems	67682.0	53376.0	15	98	111	1
814	65856.0	51173.0	0	FTF + FTT	7021	Arts, Entertainment, & Recreation		Information Systems	62992.0	55429.0	16	16	26	1
815	68653.0	45068.0	0	FTF + FTT	7021	Accommodation & Food Services		Information Systems	60204.0	50692.0	17	22	30	1
816	52506.0	51478.0	0	FTF + FTT	7021	Other Services		Information Systems	53310.0	46165.0	18	26	33	1
817			0	FTF + FTT	7021	Non-Classified		Information Systems			22			1
818	82525.0	71769.0	0	FTF + FTT	7021	Government		Information Systems	84518.0	71783.0	19	207	208	1
819			0	FTF + FTT	7021	No Wages		Information Systems			20	1,852	1,274	1
820	38545.0	32506.0	0	FTF + FTT	7021	Wages - No NAICS Code		Information Systems	19427.0	17915.0	21	57	98	1
821			0	FTF + FTT	8225	Utilities		Education-8225			2			1
822			0	FTF + FTT	8225	Construction		Education-8225			3			1
823			0	FTF + FTT	8225	Manufacturing		Education-8225			4			1
824			0	FTF + FTT	8225	Retail Trade		Education-8225			6			1
825			0	FTF + FTT	8225	Information		Education-8225			8			1
826			0	FTF + FTT	8225	Professional, Scientific, & Technical Skills		Education-8225			11			1
827			0	FTF + FTT	8225	Admin & Support & Waste Mgmt & Remediation		Education-8225			13			1
828	54486.0	53164.0	0	FTF + FTT	8225	Educational Services		Education-8225	60695.0	59880.0	14	26	32	1
829	50407.0	40178.0	0	FTF + FTT	8225	Health Care & Social Assistance		Education-8225	53316.0	41166.0	15	6	6	1
830			0	FTF + FTT	8225	Arts, Entertainment, & Recreation		Education-8225			16			1
831			0	FTF + FTT	8225	Government		Education-8225			19			1
832			0	FTF + FTT	8225	No Wages		Education-8225			20	20	14	1
833			0	FTF + FTT	8225	Wages - No NAICS Code		Education-8225			21			1
834	21326.0	15946.0	0	FTF + FTT	8232	Agriculture, Forestry, Fishing, & Hunting		Child Development	14691.0	8678.0	1	9	11	1
835	64674.0	71838.0	0	FTF + FTT	8232	Utilities		Child Development	62195.0	71978.0	2	13	9	1
836	67986.0	41804.0	0	FTF + FTT	8232	Construction		Child Development	61392.0	42736.0	3	19	40	1
