	_25th_percentile_earnings	_50th_percentile_earnings	_75th_percentile_earnings	average_earnings	campus	entry_status	hegis_at_exit	location	major	number_of_students_found	potential_number_of_students	potential_number_of_students_for_each_year_out_of_school	student_path	year
2776	$26,473	$44,343	$56,852	$41,386	0	FTF + FTT	15991		Humanities	16	22	21	4	2
2777	$38,952	$61,086	$66,118	$55,879	0	FTF + FTT	15991		Humanities	8	22	12	4	5
2778					0	FTF + FTT	15991		Humanities	3	22	4	4	10
2779					0	FTF + FTT	15991		Humanities		22		4	15
2780	$45,615	$64,689	$81,925	$63,679	0	FTF + FTT	17011		Mathematics	491	793	586	4	2
2781	$61,856	$79,857	$93,243	$77,180	0	FTF + FTT	17011		Mathematics	257	793	315	4	5
2782	$81,059	$95,383	$110,584	$95,365	0	FTF + FTT	17011		Mathematics	63	793	80	4	10
2783	$98,656	$106,038	$136,968	$115,434	0	FTF + FTT	17011		Mathematics	8	793	11	4	15
2784	$17,866	$72,606	$83,964	$59,887	0	FTF + FTT	17021		Statistics	11	21	15	4	2
2785	$30,919	$67,512	$92,091	$60,147	0	FTF + FTT	17021		Statistics	8	21	9	4	5
2786					0	FTF + FTT	17021		Statistics	2	21	2	4	10
2787					0	FTF + FTT	17021		Statistics	1	21	1	4	15
2788	$19,912	$46,266	$63,137	$45,425	0	FTF + FTT	17031		Applied Mathematics	20	36	28	4	2
2789	$22,563	$59,927	$92,404	$63,013	0	FTF + FTT	17031		Applied Mathematics	13	36	15	4	5
2790	$58,241	$73,835	$117,600	$85,993	0	FTF + FTT	17031		Applied Mathematics	5	36	5	4	10
2791					0	FTF + FTT	17031		Applied Mathematics		36		4	15
2792	$27,496	$56,162	$85,080	$58,455	0	FTF + FTT	19021		Physics	83	194	140	4	2
2793	$54,990	$80,611	$98,322	$74,649	0	FTF + FTT	19021		Physics	45	194	75	4	5
2794	$86,522	$104,292	$143,612	$116,142	0	FTF + FTT	19021		Physics	12	194	24	4	10
2795					0	FTF + FTT	19021		Physics		194	1	4	15
2796					0	FTF + FTT	19025		Applied Physics		3	2	4	2
2797					0	FTF + FTT	19025		Applied Physics		3		4	5
2798					0	FTF + FTT	19025		Applied Physics		3		4	10
2799					0	FTF + FTT	19025		Applied Physics		3		4	15
2800	$43,229	$67,246	$108,437	$77,686	0	FTF + FTT	19051		Chemistry	186	366	269	4	2
2801	$58,802	$86,809	$118,851	$98,019	0	FTF + FTT	19051		Chemistry	114	366	167	4	5
2802	$75,087	$111,990	$146,397	$118,024	0	FTF + FTT	19051		Chemistry	41	366	59	4	10
2803					0	FTF + FTT	19051		Chemistry	1	366	5	4	15
2804	$35,456	$65,441	$88,008	$64,421	0	FTF + FTT	19141		Geology	55	131	99	4	2
2805	$52,431	$84,366	$115,247	$88,832	0	FTF + FTT	19141		Geology	29	131	60	4	5
2806					0	FTF + FTT	19141		Geology	4	131	11	4	10
2807					0	FTF + FTT	19141		Geology		131		4	15
2808	$10,188	$39,774	$73,183	$41,565	0	FTF + FTT	19171		Earth Science	6	8	6	4	2
2809					0	FTF + FTT	19171		Earth Science	2	8	3	4	5
2810					0	FTF + FTT	19171		Earth Science	1	8	1	4	10
2811					0	FTF + FTT	19171		Earth Science		8		4	15
2812	$32,800	$51,485	$67,158	$51,370	0	FTF + FTT	20013		Psychology	4,775	7,565	5,750	4	2
2813	$41,418	$60,215	$79,635	$60,915	0	FTF + FTT	20013		Psychology	2,798	7,565	3,493	4	5
2814	$53,782	$77,916	$94,163	$74,753	0	FTF + FTT	20013		Psychology	851	7,565	1,175	4	10
2815	$61,871	$86,322	$105,312	$85,498	0	FTF + FTT	20013		Psychology	96	7,565	150	4	15
2816	$38,146	$54,789	$70,800	$55,442	0	FTF + FTT	20991		Behavioral Science	158	213	185	4	2
2817	$43,123	$61,937	$78,622	$63,435	0	FTF + FTT	20991		Behavioral Science	112	213	133	4	5
2818	$49,328	$73,741	$90,637	$68,229	0	FTF + FTT	20991		Behavioral Science	46	213	56	4	10
2819	$62,231	$93,072	$103,926	$77,854	0	FTF + FTT	20991		Behavioral Science	9	213	12	4	15
2820	$32,610	$47,232	$62,455	$48,711	0	FTF + FTT	20993		Human Development	39	96	43	4	2
2821					0	FTF + FTT	20993		Human Development	2	96	2	4	5
2822					0	FTF + FTT	20993		Human Development		96		4	10
2823					0	FTF + FTT	20993		Human Development		96		4	15
2824	$45,464	$62,162	$79,992	$63,260	0	FTF + FTT	21021		Public Administration	214	320	266	4	2
2825	$50,715	$68,312	$92,593	$71,132	0	FTF + FTT	21021		Public Administration	143	320	181	4	5
2826	$44,118	$68,938	$104,548	$75,017	0	FTF + FTT	21021		Public Administration	54	320	74	4	10
2827	$12,196	$80,713	$88,462	$58,158	0	FTF + FTT	21021		Public Administration	5	320	9	4	15
2828					0	FTF + FTT	21031		Recreation Management & Administration	1	7	1	4	2
2829					0	FTF + FTT	21031		Recreation Management & Administration		7		4	5
2830					0	FTF + FTT	21031		Recreation Management & Administration		7		4	10
2831					0	FTF + FTT	21031		Recreation Management & Administration		7		4	15
2832	$22,255	$43,572	$62,327	$43,572	0	FTF + FTT	21031		Recreation Management & Administration	70	104	90	4	2
2833	$19,006	$49,644	$66,518	$48,019	0	FTF + FTT	21031		Recreation Management & Administration	40	104	54	4	5
2834	$23,901	$66,378	$98,179	$63,077	0	FTF + FTT	21031		Recreation Management & Administration	8	104	12	4	10
2835					0	FTF + FTT	21031		Recreation Management & Administration		104	3	4	15
2836	$47,742	$57,490	$67,912	$57,214	0	FTF + FTT	21041		Social Work	931	1,370	1,025	4	2
2837	$53,828	$67,101	$79,186	$65,594	0	FTF + FTT	21041		Social Work	563	1,370	643	4	5
2838	$67,419	$84,466	$94,529	$80,230	0	FTF + FTT	21041		Social Work	154	1,370	185	4	10
2839	$75,843	$81,944	$107,168	$86,238	0	FTF + FTT	21041		Social Work	14	1,370	17	4	15
2840	$41,545	$54,598	$66,985	$54,042	0	FTF + FTT	21042		Human Services	972	1,377	1,101	4	2
2841	$46,556	$61,081	$78,675	$60,611	0	FTF + FTT	21042		Human Services	619	1,377	719	4	5
2842	$50,604	$77,625	$90,084	$71,448	0	FTF + FTT	21042		Human Services	221	1,377	276	4	10
2843	$46,384	$69,503	$94,110	$66,567	0	FTF + FTT	21042		Human Services	28	1,377	39	4	15
2844	$38,080	$58,478	$70,681	$55,173	0	FTF + FTT	21044		Deaf Studies	192	321	251	4	2
2845	$42,753	$65,265	$80,161	$61,764	0	FTF + FTT	21044		Deaf Studies	130	321	175	4	5
2846	$19,794	$60,234	$73,020	$51,942	0	FTF + FTT	21044		Deaf Studies	49	321	78	4	10
2847	$45,587	$67,864	$99,632	$79,516	0	FTF + FTT	21044		Deaf Studies	8	321	17	4	15
2848	$39,813	$61,725	$85,041	$65,593	0	FTF + FTT	21051		Criminal Justice	621	1,026	773	4	2
2849	$56,780	$78,740	$101,923	$78,859	0	FTF + FTT	21051		Criminal Justice	359	1,026	460	4	5
2850	$68,712	$90,264	$115,515	$93,095	0	FTF + FTT	21051		Criminal Justice	108	1,026	149	4	10
2851	$58,214	$97,080	$118,069	$89,541	0	FTF + FTT	21051		Criminal Justice	7	1,026	15	4	15
2852	$29,325	$81,469	$133,090	$96,527	0	FTF + FTT	21991		Fire Protection Administration	19	30	23	4	2
2853	$76,489	$90,456	$104,341	$99,337	0	FTF + FTT	21991		Fire Protection Administration	9	30	11	4	5
2854					0	FTF + FTT	21991		Fire Protection Administration	4	30	5	4	10
2855					0	FTF + FTT	21991		Fire Protection Administration		30		4	15
2856	$52,927	$69,865	$82,574	$69,476	0	FTF + FTT	22011		Social Science	109	134	117	4	2
2857	$68,645	$79,961	$93,692	$80,318	0	FTF + FTT	22011		Social Science	78	134	87	4	5
2858	$82,547	$93,496	$112,459	$97,028	0	FTF + FTT	22011		Social Science	22	134	25	4	10
2859					0	FTF + FTT	22011		Social Science		134		4	15
2860	$29,228	$49,286	$66,222	$49,920	0	FTF + FTT	22021		Anthropology	221	402	305	4	2
2861	$40,061	$64,061	$80,366	$60,886	0	FTF + FTT	22021		Anthropology	117	402	169	4	5
2862	$47,546	$74,103	$95,362	$72,072	0	FTF + FTT	22021		Anthropology	34	402	57	4	10
2863					0	FTF + FTT	22021		Anthropology	4	402	8	4	15
2864	$35,693	$64,022	$83,731	$65,022	0	FTF + FTT	22041		Economics	192	349	275	4	2
2865	$43,850	$77,788	$101,650	$81,854	0	FTF + FTT	22041		Economics	118	349	177	4	5
2866	$86,112	$117,481	$184,752	$133,973	0	FTF + FTT	22041		Economics	27	349	48	4	10
2867					0	FTF + FTT	22041		Economics	2	349	6	4	15
2868	$29,854	$56,699	$75,458	$55,157	0	FTF + FTT	22051		History	926	1,531	1,180	4	2
2869	$45,709	$70,122	$87,535	$67,480	0	FTF + FTT	22051		History	541	1,531	705	4	5
2870	$55,611	$82,270	$96,193	$77,703	0	FTF + FTT	22051		History	159	1,531	211	4	10
2871	$50,242	$77,984	$107,362	$84,649	0	FTF + FTT	22051		History	21	1,531	24	4	15
2872	$31,128	$51,119	$68,956	$51,627	0	FTF + FTT	22063		Geography	162	275	215	4	2
2873	$39,140	$67,966	$89,187	$70,177	0	FTF + FTT	22063		Geography	90	275	127	4	5
2874	$51,693	$83,812	$115,450	$81,817	0	FTF + FTT	22063		Geography	23	275	35	4	10
2875	$129,296	$149,258	$153,582	$133,648	0	FTF + FTT	22063		Geography	5	275	8	4	15
2876	$27,092	$51,747	$74,733	$53,871	0	FTF + FTT	22071		Political Science	859	1,545	1,192	4	2
2877	$41,954	$68,900	$93,568	$73,069	0	FTF + FTT	22071		Political Science	473	1,545	701	4	5
2878	$55,032	$84,899	$124,869	$95,868	0	FTF + FTT	22071		Political Science	148	1,545	234	4	10
2879	$52,423	$63,929	$115,000	$110,136	0	FTF + FTT	22071		Political Science	13	1,545	22	4	15
2880	$40,298	$54,134	$68,295	$55,157	0	FTF + FTT	22081		Sociology	2,001	3,169	2,401	4	2
2881	$46,955	$64,232	$81,128	$65,273	0	FTF + FTT	22081		Sociology	1,149	3,169	1,410	4	5
2882	$58,809	$80,112	$97,172	$78,706	0	FTF + FTT	22081		Sociology	356	3,169	469	4	10
2883	$70,495	$94,769	$116,626	$92,803	0	FTF + FTT	22081		Sociology	41	3,169	58	4	15
2884	$40,876	$58,098	$67,423	$57,376	0	FTF + FTT	22111		African-American Studies	51	100	79	4	2
2885	$44,952	$53,931	$72,723	$57,821	0	FTF + FTT	22111		African-American Studies	30	100	48	4	5
2886	$49,857	$70,373	$97,767	$70,434	0	FTF + FTT	22111		African-American Studies	8	100	14	4	10
2887					0	FTF + FTT	22111		African-American Studies	1	100	2	4	15
2888	$35,049	$52,663	$64,609	$51,521	0	FTF + FTT	22131		Mexican-American Studies	105	172	127	4	2
2889	$46,165	$63,014	$75,460	$60,787	0	FTF + FTT	22131		Mexican-American Studies	57	172	72	4	5
2890	$59,205	$70,058	$79,064	$64,354	0	FTF + FTT	22131		Mexican-American Studies	17	172	20	4	10
2891					0	FTF + FTT	22131		Mexican-American Studies		172	2	4	15
2892	$37,951	$59,120	$76,683	$61,036	0	FTF + FTT	22141		Urban Studies	67	118	83	4	2
2893	$52,225	$77,387	$87,453	$71,308	0	FTF + FTT	22141		Urban Studies	33	118	41	4	5
2894	$83,663	$86,088	$101,733	$85,190	0	FTF + FTT	22141		Urban Studies	8	118	13	4	10
2895					0	FTF + FTT	22141		Urban Studies		118		4	15
2896	$34,761	$48,133	$64,149	$49,992	0	FTF + FTT	49991		Women's Studies-49991	37	62	48	4	2
2897	$50,112	$58,408	$69,818	$62,750	0	FTF + FTT	49991		Women's Studies-49991	16	62	21	4	5
2898					0	FTF + FTT	49991		Women's Studies-49991	2	62	2	4	10
2899					0	FTF + FTT	49991		Women's Studies-49991		62		4	15
2900	$23,594	$50,249	$70,195	$49,131	0	FTF + FTT	22991		Ethnic Studies	55	81	66	4	2
2901	$42,508	$63,038	$79,076	$58,509	0	FTF + FTT	22991		Ethnic Studies	28	81	34	4	5
2902	$48,954	$74,223	$93,796	$70,972	0	FTF + FTT	22991		Ethnic Studies	8	81	10	4	10
2903					0	FTF + FTT	22991		Ethnic Studies	1	81	2	4	15
2904	$26,610	$76,257	$125,355	$77,290	0	FTF + FTT	22993		Labor Studies	12	18	15	4	2
2905	$84,504	$124,415	$173,454	$122,898	0	FTF + FTT	22993		Labor Studies	7	18	9	4	5
2906					0	FTF + FTT	22993		Labor Studies	4	18	6	4	10
2907					0	FTF + FTT	22993		Labor Studies	1	18	4	4	15
2908					0	FTF + FTT	22994		Cultural Resources Management	1	1	1	4	2
2909					0	FTF + FTT	22994		Cultural Resources Management	1	1	1	4	5
2910					0	FTF + FTT	22994		Cultural Resources Management		1		4	10
2911					0	FTF + FTT	22994		Cultural Resources Management		1		4	15
2912	$32,125	$44,957	$54,114	$44,782	0	FTF + FTT	22999		Women's Studies-22999	16	24	17	4	2
2913	$9,333	$60,144	$68,016	$49,115	0	FTF + FTT	22999		Women's Studies-22999	11	24	11	4	5
2914					0	FTF + FTT	22999		Women's Studies-22999		24		4	10
2915					0	FTF + FTT	22999		Women's Studies-22999		24		4	15
2916	$31,024	$56,319	$65,261	$44,536	0	FTF + FTT	22997		International Studies	5	23	6	4	2
2917					0	FTF + FTT	22997		International Studies	1	23	1	4	5
2918					0	FTF + FTT	22997		International Studies		23		4	10
2919					0	FTF + FTT	22997		International Studies		23		4	15
2920	$40,457	$61,691	$98,919	$69,274	0	FTF + FTT	49011		Environmental Studies	7	22	9	4	2
2921					0	FTF + FTT	49011		Environmental Studies	2	22	2	4	5
2922					0	FTF + FTT	49011		Environmental Studies		22		4	10
2923					0	FTF + FTT	49011		Environmental Studies		22		4	15
2924	$46,241	$62,510	$74,637	$59,575	0	FTF + FTT	49017		Women's Studies-49017	4,208	5,830	4,824	4	2
2925	$53,968	$70,579	$81,929	$65,996	0	FTF + FTT	49017		Women's Studies-49017	2,848	5,830	3,356	4	5
2926	$67,364	$80,780	$89,896	$75,260	0	FTF + FTT	49017		Women's Studies-49017	1,004	5,830	1,204	4	10
2927	$78,636	$88,822	$98,024	$86,348	0	FTF + FTT	49017		Women's Studies-49017	86	5,830	117	4	15
2928	$53,721	$65,400	$75,237	$60,626	0	FTF + FTT	49021		Natural Science	8	12	8	4	2
2929	$63,334	$81,814	$100,832	$85,064	0	FTF + FTT	49021		Natural Science	6	12	6	4	5
2930					0	FTF + FTT	49021		Natural Science	2	12	2	4	10
2931					0	FTF + FTT	49021		Natural Science		12		4	15
2932	$62,537	$75,582	$111,014	$88,134	0	FTF + FTT	49051		Land Resource Management	5	11	9	4	2
2933					0	FTF + FTT	49051		Land Resource Management		11	2	4	5
2934					0	FTF + FTT	49051		Land Resource Management		11		4	10
2935					0	FTF + FTT	49051		Land Resource Management		11		4	15
2936	$43,715	$64,440	$75,378	$58,862	0	FTF + FTT	49081		Education-49081	217	272	235	4	2
2937	$54,159	$70,427	$79,582	$65,834	0	FTF + FTT	49081		Education-49081	157	272	175	4	5
2938	$66,154	$79,351	$85,864	$72,547	0	FTF + FTT	49081		Education-49081	53	272	63	4	10
2939					0	FTF + FTT	49081		Education-49081		272		4	15
