	_25th_percentile_earnings	_50th_percentile_earnings	_75th_percentile_earnings	average_earnings	campus	entry_status	hegis_at_exit	location	major	number_of_students_found	potential_number_of_students	potential_number_of_students_for_each_year_out_of_school	student_path	year
1024	$16,706	$30,776	$49,156	$33,963	0	FTF + FTT	0		Undeclared/Unknown	628	777	747	1	2
1025	$27,188	$46,136	$61,610	$45,313	0	FTF + FTT	0		Undeclared/Unknown	559	777	693	1	5
1026	$33,400	$54,443	$72,251	$54,740	0	FTF + FTT	0		Undeclared/Unknown	350	777	466	1	10
1027	$31,918	$63,614	$80,556	$56,848	0	FTF + FTT	0		Undeclared/Unknown	89	777	133	1	15
1028	$70,873	$85,935	$105,156	$88,107	0	FTF + FTT	12032		Nursing	4,142	5,473	4,466	1	2
1029	$75,015	$95,812	$118,911	$96,538	0	FTF + FTT	12032		Nursing	2,457	5,473	2,731	1	5
1030	$79,562	$103,378	$128,713	$104,200	0	FTF + FTT	12032		Nursing	926	5,473	1,081	1	10
1031	$86,857	$109,994	$131,883	$109,390	0	FTF + FTT	12032		Nursing	255	5,473	324	1	15
1032	$27,869	$41,694	$56,084	$42,696	0	FTF + FTT	1091		Agriculture/Agricultural Science & Horticulture-1091	147	224	186	1	2
1033	$40,559	$57,868	$73,104	$57,924	0	FTF + FTT	1091		Agriculture/Agricultural Science & Horticulture-1091	123	224	167	1	5
1034	$43,464	$62,860	$82,379	$65,079	0	FTF + FTT	1091		Agriculture/Agricultural Science & Horticulture-1091	64	224	95	1	10
1035	$30,985	$75,780	$97,806	$80,791	0	FTF + FTT	1091		Agriculture/Agricultural Science & Horticulture-1091	21	224	33	1	15
1036	$17,235	$28,758	$39,417	$29,592	0	FTF + FTT	1043		Agriculture/Agricultural Science & Horticulture-1043	625	958	779	1	2
1037	$24,677	$37,079	$47,810	$38,729	0	FTF + FTT	1043		Agriculture/Agricultural Science & Horticulture-1043	375	958	513	1	5
1038	$27,740	$47,215	$68,331	$51,143	0	FTF + FTT	1043		Agriculture/Agricultural Science & Horticulture-1043	145	958	222	1	10
1039	$22,770	$51,529	$82,910	$65,431	0	FTF + FTT	1043		Agriculture/Agricultural Science & Horticulture-1043	38	958	57	1	15
1040	$21,237	$36,224	$49,235	$36,424	0	FTF + FTT	1121		Agricultural Business	187	270	212	1	2
1041	$27,487	$49,437	$65,281	$48,921	0	FTF + FTT	1121		Agricultural Business	107	270	122	1	5
1042	$42,898	$81,799	$106,230	$76,227	0	FTF + FTT	1121		Agricultural Business	38	270	52	1	10
1043	$50,976	$80,163	$125,084	$100,780	0	FTF + FTT	1121		Agricultural Business	9	270	16	1	15
1044	$27,681	$40,605	$48,335	$40,810	0	FTF + FTT	1131		Food Science and Technology	70	147	80	1	2
1045	$34,899	$54,045	$62,900	$50,030	0	FTF + FTT	1131		Food Science and Technology	32	147	37	1	5
1046					0	FTF + FTT	1131		Food Science and Technology	2	147	3	1	10
1047					0	FTF + FTT	1131		Food Science and Technology	1	147	1	1	15
1048	$18,595	$40,995	$55,509	$40,146	0	FTF + FTT	1993		Agricultural Biology and Plant & Irrigation Science	117	208	148	1	2
1049	$45,668	$59,912	$84,212	$66,594	0	FTF + FTT	1993		Agricultural Biology and Plant & Irrigation Science	54	208	78	1	5
1050	$57,477	$83,454	$98,182	$80,969	0	FTF + FTT	1993		Agricultural Biology and Plant & Irrigation Science	17	208	29	1	10
1051	$53,095	$102,156	$119,135	$95,880	0	FTF + FTT	1993		Agricultural Biology and Plant & Irrigation Science	7	208	9	1	15
1052	$38,558	$49,898	$59,846	$48,905	0	FTF + FTT	2021		Architecture	547	760	647	1	2
1053	$50,593	$61,650	$71,200	$59,725	0	FTF + FTT	2021		Architecture	351	760	451	1	5
1054	$53,492	$67,208	$84,619	$68,251	0	FTF + FTT	2021		Architecture	161	760	217	1	10
1055	$27,671	$74,882	$120,700	$84,336	0	FTF + FTT	2021		Architecture	12	760	19	1	15
1056	$32,344	$43,109	$49,796	$43,236	0	FTF + FTT	2031		Interior Design	56	124	72	1	2
1057	$28,313	$53,563	$73,188	$56,215	0	FTF + FTT	2031		Interior Design	10	124	13	1	5
1058					0	FTF + FTT	2031		Interior Design		124		1	10
1059					0	FTF + FTT	2031		Interior Design		124		1	15
1060	$24,514	$39,417	$51,922	$38,174	0	FTF + FTT	2041		Landscape Architecture	445	606	544	1	2
1061	$32,507	$51,110	$64,135	$48,455	0	FTF + FTT	2041		Landscape Architecture	287	606	391	1	5
1062	$44,074	$63,223	$72,043	$60,667	0	FTF + FTT	2041		Landscape Architecture	96	606	144	1	10
1063	$40,175	$62,969	$122,613	$66,847	0	FTF + FTT	2041		Landscape Architecture	7	606	22	1	15
1064	$23,266	$39,810	$60,894	$42,553	0	FTF + FTT	2061		City and Regional Planning	347	484	397	1	2
1065	$39,064	$62,553	$79,102	$60,855	0	FTF + FTT	2061		City and Regional Planning	228	484	280	1	5
1066	$55,566	$82,491	$98,123	$76,632	0	FTF + FTT	2061		City and Regional Planning	99	484	126	1	10
1067	$86,273	$99,322	$115,199	$103,607	0	FTF + FTT	2061		City and Regional Planning	19	484	27	1	15
1068	$10,029	$26,296	$39,132	$27,017	0	FTF + FTT	3071		Asian/East Asian Studies	45	84	64	1	2
1069	$21,631	$44,779	$57,185	$45,352	0	FTF + FTT	3071		Asian/East Asian Studies	24	84	32	1	5
1070					0	FTF + FTT	3071		Asian/East Asian Studies		84	2	1	10
1071					0	FTF + FTT	3071		Asian/East Asian Studies		84	2	1	15
1072	$17,248	$30,714	$46,734	$32,894	0	FTF + FTT	3085		Latin/Central American Studies	95	129	111	1	2
1073	$19,193	$37,896	$61,994	$41,748	0	FTF + FTT	3085		Latin/Central American Studies	68	129	81	1	5
1074	$25,509	$46,739	$64,288	$46,630	0	FTF + FTT	3085		Latin/Central American Studies	36	129	47	1	10
1075	$67,745	$78,627	$93,667	$82,861	0	FTF + FTT	3085		Latin/Central American Studies	11	129	19	1	15
1076	$11,703	$22,384	$27,963	$20,243	0	FTF + FTT	3122		European Studies	18	35	25	1	2
1077	$28,943	$43,797	$59,304	$43,521	0	FTF + FTT	3122		European Studies	8	35	13	1	5
1078					0	FTF + FTT	3122		European Studies	1	35	1	1	10
1079					0	FTF + FTT	3122		European Studies		35		1	15
1080	$15,849	$28,274	$42,830	$30,730	0	FTF + FTT	3131		American Studies	407	592	491	1	2
1081	$26,701	$43,774	$61,216	$45,501	0	FTF + FTT	3131		American Studies	269	592	362	1	5
1082	$35,534	$55,999	$79,449	$58,045	0	FTF + FTT	3131		American Studies	143	592	201	1	10
1083	$57,098	$72,740	$105,578	$72,340	0	FTF + FTT	3131		American Studies	23	592	49	1	15
1084	$12,825	$28,537	$43,431	$30,438	0	FTF + FTT	4011		Biology	3,705	6,603	4,874	1	2
1085	$23,871	$45,866	$64,637	$47,289	0	FTF + FTT	4011		Biology	2,092	6,603	2,970	1	5
1086	$40,440	$67,087	$90,883	$71,852	0	FTF + FTT	4011		Biology	917	6,603	1,339	1	10
1087	$46,846	$81,366	$108,274	$83,641	0	FTF + FTT	4011		Biology	267	6,603	410	1	15
1088	$8,678	$22,269	$37,827	$25,560	0	FTF + FTT	4201		Environmental Biology & Ecology	119	230	149	1	2
1089	$18,972	$40,236	$63,337	$43,066	0	FTF + FTT	4201		Environmental Biology & Ecology	56	230	79	1	5
1090	$45,984	$70,098	$88,430	$65,957	0	FTF + FTT	4201		Environmental Biology & Ecology	21	230	33	1	10
1091	$20,651	$86,014	$122,971	$72,875	0	FTF + FTT	4201		Environmental Biology & Ecology	8	230	13	1	15
1092	$9,599	$20,193	$52,089	$37,218	0	FTF + FTT	4021		Botany	9	9	9	1	2
1093	$50,593	$55,796	$82,611	$68,282	0	FTF + FTT	4021		Botany	5	9	6	1	5
1094					0	FTF + FTT	4021		Botany		9		1	10
1095					0	FTF + FTT	4021		Botany		9		1	15
1096	$9,734	$20,196	$33,856	$22,775	0	FTF + FTT	4071		Zoology	89	124	116	1	2
1097	$22,943	$31,945	$44,016	$33,007	0	FTF + FTT	4071		Zoology	53	124	77	1	5
1098	$32,828	$42,116	$62,382	$46,898	0	FTF + FTT	4071		Zoology	21	124	33	1	10
1099					0	FTF + FTT	4071		Zoology	2	124	5	1	15
1100	$21,451	$38,159	$48,714	$37,621	0	FTF + FTT	4111		Microbiology	288	451	360	1	2
1101	$40,548	$59,644	$75,511	$57,491	0	FTF + FTT	4111		Microbiology	189	451	251	1	5
1102	$60,621	$77,964	$97,699	$77,828	0	FTF + FTT	4111		Microbiology	90	451	123	1	10
1103	$70,465	$90,574	$104,841	$96,576	0	FTF + FTT	4111		Microbiology	37	451	49	1	15
1104	$13,936	$32,039	$44,759	$31,652	0	FTF + FTT	4141		Biochemistry	558	1,099	748	1	2
1105	$30,105	$47,796	$64,411	$48,188	0	FTF + FTT	4141		Biochemistry	295	1,099	420	1	5
1106	$45,696	$64,934	$84,514	$66,087	0	FTF + FTT	4141		Biochemistry	107	1,099	153	1	10
1107	$66,945	$99,151	$133,185	$104,442	0	FTF + FTT	4141		Biochemistry	28	1,099	39	1	15
1108	$16,653	$41,585	$51,543	$34,610	0	FTF + FTT	4152		Biomedical Physics	12	13	13	1	2
1109	$5,538	$62,051	$105,894	$63,982	0	FTF + FTT	4152		Biomedical Physics	10	13	13	1	5
1110	$56,051	$83,087	$148,671	$99,758	0	FTF + FTT	4152		Biomedical Physics	7	13	7	1	10
1111					0	FTF + FTT	4152		Biomedical Physics	1	13	1	1	15
1112	$14,417	$36,699	$48,053	$33,860	0	FTF + FTT	4171		Cell and Molecular Biology	240	405	315	1	2
1113	$26,007	$49,301	$65,480	$49,005	0	FTF + FTT	4171		Cell and Molecular Biology	136	405	200	1	5
1114	$41,401	$62,186	$101,618	$70,095	0	FTF + FTT	4171		Cell and Molecular Biology	52	405	73	1	10
1115	$51,033	$76,656	$105,264	$83,711	0	FTF + FTT	4171		Cell and Molecular Biology	12	405	27	1	15
1116	$13,213	$21,249	$31,608	$23,941	0	FTF + FTT	4181		Marine Biology	73	116	89	1	2
1117	$22,075	$32,168	$43,608	$35,164	0	FTF + FTT	4181		Marine Biology	25	116	36	1	5
1118					0	FTF + FTT	4181		Marine Biology		116		1	10
1119					0	FTF + FTT	4181		Marine Biology		116		1	15
1120	$22,343	$40,876	$52,657	$37,531	0	FTF + FTT	4991		Biotechnology	126	212	157	1	2
1121	$40,181	$53,068	$70,110	$55,340	0	FTF + FTT	4991		Biotechnology	78	212	99	1	5
1122	$48,205	$69,416	$91,096	$73,273	0	FTF + FTT	4991		Biotechnology	27	212	36	1	10
1123	$53,819	$106,138	$165,449	$110,754	0	FTF + FTT	4991		Biotechnology	7	212	7	1	15
1124	$26,662	$41,839	$55,867	$43,045	0	FTF + FTT	5011		Business Administration	34,096	48,041	40,387	1	2
1125	$36,145	$53,216	$71,444	$56,109	0	FTF + FTT	5011		Business Administration	23,099	48,041	29,298	1	5
1126	$44,297	$66,370	$92,554	$73,389	0	FTF + FTT	5011		Business Administration	9,919	48,041	13,762	1	10
1127	$47,122	$74,314	$104,807	$83,677	0	FTF + FTT	5011		Business Administration	2,549	48,041	3,800	1	15
1128					0	FTF + FTT	5012		Business Education	4	7	7	1	2
1129					0	FTF + FTT	5012		Business Education	3	7	7	1	5
1130	$17,848	$28,549	$69,491	$52,664	0	FTF + FTT	5012		Business Education	5	7	7	1	10
1131					0	FTF + FTT	5012		Business Education	2	7	5	1	15
1132	$37,054	$52,538	$61,637	$49,562	0	FTF + FTT	5021		Accounting	3,057	4,111	3,465	1	2
1133	$46,624	$65,392	$80,988	$64,072	0	FTF + FTT	5021		Accounting	2,023	4,111	2,475	1	5
1134	$54,709	$80,466	$104,968	$81,933	0	FTF + FTT	5021		Accounting	1,033	4,111	1,373	1	10
1135	$65,692	$96,147	$134,611	$101,977	0	FTF + FTT	5021		Accounting	397	4,111	557	1	15
1136	$28,903	$44,694	$58,682	$47,336	0	FTF + FTT	5041		Finance	4,043	5,330	4,804	1	2
1137	$38,067	$56,780	$75,483	$60,496	0	FTF + FTT	5041		Finance	2,984	5,330	3,753	1	5
1138	$46,358	$73,625	$100,507	$83,383	0	FTF + FTT	5041		Finance	1,280	5,330	1,774	1	10
1139	$53,179	$79,946	$118,334	$102,051	0	FTF + FTT	5041		Finance	395	5,330	576	1	15
1140	$26,795	$41,988	$54,717	$42,840	0	FTF + FTT	5061		Management	3,597	4,966	4,203	1	2
1141	$36,155	$52,622	$71,335	$56,000	0	FTF + FTT	5061		Management	2,317	4,966	2,853	1	5
1142	$44,391	$66,780	$93,037	$73,215	0	FTF + FTT	5061		Management	898	4,966	1,221	1	10
1143	$50,897	$83,600	$121,009	$94,172	0	FTF + FTT	5061		Management	210	4,966	308	1	15
1144	$29,095	$48,922	$63,232	$49,075	0	FTF + FTT	5064		Production and Operations Management	115	151	130	1	2
1145	$47,912	$58,599	$80,098	$62,082	0	FTF + FTT	5064		Production and Operations Management	85	151	104	1	5
1146	$45,633	$69,901	$91,959	$71,368	0	FTF + FTT	5064		Production and Operations Management	70	151	93	1	10
1147	$49,583	$83,820	$108,959	$96,662	0	FTF + FTT	5064		Production and Operations Management	23	151	33	1	15
1148	$25,351	$44,229	$59,612	$44,930	0	FTF + FTT	5072		Management Systems Analysis / Operations Research	183	245	214	1	2
1149	$34,308	$53,953	$78,694	$56,444	0	FTF + FTT	5072		Management Systems Analysis / Operations Research	120	245	164	1	5
1150	$56,002	$69,304	$99,232	$77,588	0	FTF + FTT	5072		Management Systems Analysis / Operations Research	47	245	84	1	10
1151	$77,549	$82,597	$92,054	$81,321	0	FTF + FTT	5072		Management Systems Analysis / Operations Research	14	245	25	1	15
1152	$23,276	$34,764	$46,402	$34,891	0	FTF + FTT	5081		Hotel and Restaurant/Hospitality Management	1,744	2,635	2,055	1	2
1153	$29,613	$44,689	$58,066	$44,927	0	FTF + FTT	5081		Hotel and Restaurant/Hospitality Management	990	2,635	1,252	1	5
1154	$32,598	$52,669	$74,094	$57,048	0	FTF + FTT	5081		Hotel and Restaurant/Hospitality Management	334	2,635	476	1	10
1155	$34,790	$66,137	$93,878	$71,025	0	FTF + FTT	5081		Hotel and Restaurant/Hospitality Management	69	2,635	106	1	15
1156	$23,745	$34,857	$41,036	$29,973	0	FTF + FTT	5083		Travel and Tourism/Tourism Management	15	15	15	1	2
1157	$15,763	$39,043	$47,221	$33,384	0	FTF + FTT	5083		Travel and Tourism/Tourism Management	13	15	15	1	5
1158	$9,907	$45,030	$55,734	$38,624	0	FTF + FTT	5083		Travel and Tourism/Tourism Management	11	15	14	1	10
1159					0	FTF + FTT	5083		Travel and Tourism/Tourism Management	2	15	3	1	15
1160	$24,656	$39,277	$51,592	$39,822	0	FTF + FTT	5091		Marketing	3,742	5,050	4,389	1	2
1161	$33,648	$52,007	$68,708	$53,791	0	FTF + FTT	5091		Marketing	2,580	5,050	3,288	1	5
1162	$40,020	$65,131	$91,516	$70,708	0	FTF + FTT	5091		Marketing	1,103	5,050	1,596	1	10
1163	$46,174	$77,490	$108,951	$85,078	0	FTF + FTT	5091		Marketing	309	5,050	484	1	15
1164	$23,764	$39,163	$53,787	$43,255	0	FTF + FTT	5111		Real Estate	299	443	411	1	2
1165	$26,327	$46,374	$63,836	$51,130	0	FTF + FTT	5111		Real Estate	226	443	339	1	5
1166	$35,516	$66,026	$89,975	$69,760	0	FTF + FTT	5111		Real Estate	74	443	124	1	10
1167	$31,699	$84,610	$108,756	$82,880	0	FTF + FTT	5111		Real Estate	11	443	21	1	15
1168	$22,595	$39,390	$51,553	$39,491	0	FTF + FTT	5131		International Business	838	1,131	1,057	1	2
1169	$33,612	$49,808	$65,886	$51,549	0	FTF + FTT	5131		International Business	654	1,131	937	1	5
1170	$36,689	$60,404	$80,544	$62,259	0	FTF + FTT	5131		International Business	443	1,131	704	1	10
1171	$46,152	$72,583	$109,300	$85,255	0	FTF + FTT	5131		International Business	158	1,131	284	1	15
1172	$26,477	$40,307	$52,387	$41,069	0	FTF + FTT	5151		Human Resources/Personnel Management	324	445	362	1	2
1173	$36,514	$52,072	$65,793	$52,001	0	FTF + FTT	5151		Human Resources/Personnel Management	225	445	265	1	5
1174	$41,460	$68,923	$88,297	$66,463	0	FTF + FTT	5151		Human Resources/Personnel Management	67	445	90	1	10
1175	$41,213	$81,980	$97,138	$74,247	0	FTF + FTT	5151		Human Resources/Personnel Management	30	445	38	1	15
1176	$23,919	$37,714	$49,157	$37,716	0	FTF + FTT	5171		Business Economics	162	253	182	1	2
1177	$30,943	$49,534	$71,329	$54,165	0	FTF + FTT	5171		Business Economics	65	253	82	1	5
1178					0	FTF + FTT	5171		Business Economics		253		1	10
1179					0	FTF + FTT	5171		Business Economics		253		1	15
1180	$20,224	$40,358	$58,389	$42,852	0	FTF + FTT	5995		Business Law	109	136	136	1	2
1181	$21,785	$46,953	$66,260	$51,592	0	FTF + FTT	5995		Business Law	105	136	136	1	5
1182	$29,215	$52,104	$90,595	$63,670	0	FTF + FTT	5995		Business Law	91	136	134	1	10
1183	$14,474	$73,280	$107,903	$76,307	0	FTF + FTT	5995		Business Law	31	136	51	1	15
1184	$21,267	$35,214	$46,971	$36,023	0	FTF + FTT	6011		Communications	9,473	12,567	10,791	1	2
1185	$28,188	$45,438	$62,086	$47,740	0	FTF + FTT	6011		Communications	6,327	12,567	7,910	1	5
1186	$34,994	$57,673	$83,301	$63,076	0	FTF + FTT	6011		Communications	2,700	12,567	3,874	1	10
1187	$33,785	$64,778	$96,364	$74,792	0	FTF + FTT	6011		Communications	848	12,567	1,302	1	15
1188	$17,035	$30,033	$42,294	$30,902	0	FTF + FTT	6022		Journalism	2,124	3,000	2,509	1	2
1189	$23,379	$41,100	$56,953	$42,862	0	FTF + FTT	6022		Journalism	1,314	3,000	1,721	1	5
1190	$33,919	$53,555	$79,935	$60,172	0	FTF + FTT	6022		Journalism	454	3,000	648	1	10
1191	$31,988	$57,784	$93,200	$65,999	0	FTF + FTT	6022		Journalism	165	3,000	257	1	15
1192	$14,366	$27,447	$40,454	$29,418	0	FTF + FTT	6031		Radio/Television/Broadcast	5,474	7,541	6,410	1	2
1193	$20,889	$39,106	$56,108	$41,503	0	FTF + FTT	6031		Radio/Television/Broadcast	3,668	7,541	4,511	1	5
1194	$29,780	$52,563	$75,479	$57,861	0	FTF + FTT	6031		Radio/Television/Broadcast	1,466	7,541	1,966	1	10
1195	$32,850	$62,347	$94,965	$69,760	0	FTF + FTT	6031		Radio/Television/Broadcast	272	7,541	397	1	15
1196	$14,358	$25,004	$36,984	$27,433	0	FTF + FTT	6991		Multimedia	246	385	312	1	2
1197	$19,725	$36,723	$48,660	$37,125	0	FTF + FTT	6991		Multimedia	148	385	206	1	5
1198	$20,947	$48,245	$71,827	$46,658	0	FTF + FTT	6991		Multimedia	40	385	59	1	10
1199					0	FTF + FTT	6991		Multimedia		385		1	15
1200	$6,835	$29,338	$47,584	$26,758	0	FTF + FTT	8392		Graphic Communications	11	15	14	1	2
1201	$14,132	$35,708	$44,809	$31,464	0	FTF + FTT	8392		Graphic Communications	7	15	9	1	5
1202					0	FTF + FTT	8392		Graphic Communications	2	15	2	1	10
1203					0	FTF + FTT	8392		Graphic Communications		15		1	15
1204	$34,908	$56,675	$74,759	$56,285	0	FTF + FTT	7028		Computer Science and Information Technology	2,822	4,413	3,430	1	2
1205	$50,508	$75,118	$94,185	$73,821	0	FTF + FTT	7028		Computer Science and Information Technology	1,997	4,413	2,500	1	5
1206	$64,185	$92,086	$116,605	$95,521	0	FTF + FTT	7028		Computer Science and Information Technology	1,210	4,413	1,619	1	10
1207	$74,003	$105,394	$135,316	$109,679	0	FTF + FTT	7028		Computer Science and Information Technology	289	4,413	428	1	15
1208	$32,133	$48,784	$65,001	$49,579	0	FTF + FTT	7021		Information Systems	2,599	3,376	3,073	1	2
1209	$44,031	$62,844	$83,100	$64,609	0	FTF + FTT	7021		Information Systems	2,102	3,376	2,641	1	5
1210	$52,942	$77,808	$102,224	$80,735	0	FTF + FTT	7021		Information Systems	1,524	3,376	2,058	1	10
1211	$62,703	$92,280	$119,164	$96,951	0	FTF + FTT	7021		Information Systems	517	3,376	714	1	15
1212	$20,308	$39,017	$55,004	$38,594	0	FTF + FTT	8225		Education-8225	54	61	61	1	2
1213	$32,378	$52,752	$64,156	$49,791	0	FTF + FTT	8225		Education-8225	47	61	54	1	5
1214	$32,035	$55,731	$70,516	$51,967	0	FTF + FTT	8225		Education-8225	41	61	48	1	10
1215	$53,455	$69,438	$86,786	$61,568	0	FTF + FTT	8225		Education-8225	15	61	17	1	15
1216	$15,791	$27,602	$40,220	$29,436	0	FTF + FTT	8232		Child Development	7,889	10,752	9,260	1	2
1217	$22,449	$37,580	$54,260	$38,679	0	FTF + FTT	8232		Child Development	5,751	10,752	7,209	1	5
1218	$27,774	$48,000	$67,960	$48,574	0	FTF + FTT	8232		Child Development	3,076	10,752	4,337	1	10
1219	$31,231	$63,151	$81,182	$57,374	0	FTF + FTT	8232		Child Development	991	10,752	1,505	1	15
1220	$13,250	$24,177	$38,237	$27,844	0	FTF + FTT	8351		Kinesiology	5,588	9,123	6,559	1	2
1221	$21,151	$40,459	$58,933	$42,547	0	FTF + FTT	8351		Kinesiology	3,072	9,123	3,847	1	5
1222	$30,531	$57,870	$78,279	$58,028	0	FTF + FTT	8351		Kinesiology	1,201	9,123	1,626	1	10
1223	$35,800	$71,705	$90,848	$70,737	0	FTF + FTT	8351		Kinesiology	372	9,123	514	1	15
1224					0	FTF + FTT	8357		Exercise Science		45		1	2
1225					0	FTF + FTT	8357		Exercise Science		45		1	5
1226					0	FTF + FTT	8357		Exercise Science		45		1	10
1227					0	FTF + FTT	8357		Exercise Science		45		1	15
1228	$14,546	$25,813	$36,525	$27,265	0	FTF + FTT	8375		Athletic Training	101	180	116	1	2
1229	$26,848	$43,320	$53,229	$40,393	0	FTF + FTT	8375		Athletic Training	33	180	41	1	5
1230					0	FTF + FTT	8375		Athletic Training		180		1	10
1231					0	FTF + FTT	8375		Athletic Training		180		1	15
1232	$24,652	$43,614	$64,765	$44,498	0	FTF + FTT	8393		Industrial Arts	12	46	13	1	2
1233	$34,513	$57,581	$78,537	$56,998	0	FTF + FTT	8393		Industrial Arts	10	46	13	1	5
1234	$57,067	$74,274	$89,845	$79,138	0	FTF + FTT	8393		Industrial Arts	9	46	12	1	10
1235					0	FTF + FTT	8393		Industrial Arts	3	46	7	1	15
1236	$23,767	$41,639	$61,089	$45,667	0	FTF + FTT	8394		Industrial Technology	357	491	424	1	2
1237	$38,102	$54,931	$75,961	$59,293	0	FTF + FTT	8394		Industrial Technology	268	491	343	1	5
1238	$44,361	$65,257	$87,508	$65,889	0	FTF + FTT	8394		Industrial Technology	166	491	240	1	10
1239	$47,689	$65,377	$98,614	$70,673	0	FTF + FTT	8394		Industrial Technology	49	491	84	1	15
1240	$42,968	$67,942	$112,016	$83,475	0	FTF + FTT	8395		Occupational Studies	100	107	107	1	2
1241	$39,020	$67,372	$122,920	$86,374	0	FTF + FTT	8395		Occupational Studies	93	107	106	1	5
1242	$18,146	$56,359	$108,179	$73,738	0	FTF + FTT	8395		Occupational Studies	7	107	9	1	10
1243					0	FTF + FTT	8395		Occupational Studies	1	107	3	1	15
1244	$22,429	$33,835	$47,636	$36,850	0	FTF + FTT	8396		Aviation	86	133	120	1	2
1245	$31,363	$58,498	$71,141	$53,491	0	FTF + FTT	8396		Aviation	50	133	69	1	5
1246					0	FTF + FTT	8396		Aviation	3	133	6	1	10
1247					0	FTF + FTT	8396		Aviation		133		1	15
1248	$51,143	$65,602	$76,257	$62,776	0	FTF + FTT	9013		Engineering	70	87	84	1	2
1249	$68,771	$80,795	$92,836	$81,652	0	FTF + FTT	9013		Engineering	66	87	81	1	5
1250	$80,001	$96,248	$109,135	$94,554	0	FTF + FTT	9013		Engineering	58	87	77	1	10
1251	$96,161	$107,716	$114,289	$106,223	0	FTF + FTT	9013		Engineering	29	87	34	1	15
1252	$39,900	$63,307	$73,767	$55,909	0	FTF + FTT	9021		Aerospace Engineering	297	636	391	1	2
1253	$65,027	$80,246	$91,131	$77,833	0	FTF + FTT	9021		Aerospace Engineering	111	636	165	1	5
1254	$91,761	$106,611	$124,781	$104,386	0	FTF + FTT	9021		Aerospace Engineering	28	636	46	1	10
1255	$128,505	$148,636	$161,647	$145,962	0	FTF + FTT	9021		Aerospace Engineering	6	636	10	1	15
1256	$30,326	$37,225	$58,971	$41,462	0	FTF + FTT	9051		Biomedical Engineering	8	18	11	1	2
1257					0	FTF + FTT	9051		Biomedical Engineering	1	18	3	1	5
1258					0	FTF + FTT	9051		Biomedical Engineering		18		1	10
1259					0	FTF + FTT	9051		Biomedical Engineering		18		1	15
1260	$44,369	$64,535	$79,498	$60,385	0	FTF + FTT	9061		Chemical Engineering	300	528	360	1	2
1261	$60,340	$81,885	$98,327	$77,031	0	FTF + FTT	9061		Chemical Engineering	136	528	181	1	5
1262	$72,084	$104,835	$132,056	$104,857	0	FTF + FTT	9061		Chemical Engineering	51	528	71	1	10
1263	$87,889	$112,987	$136,837	$120,051	0	FTF + FTT	9061		Chemical Engineering	18	528	24	1	15
1264	$36,526	$57,428	$70,853	$53,838	0	FTF + FTT	9081		Civil Engineering	2,013	3,175	2,350	1	2
1265	$55,709	$73,882	$87,450	$71,474	0	FTF + FTT	9081		Civil Engineering	1,103	3,175	1,316	1	5
1266	$76,668	$95,023	$111,492	$95,535	0	FTF + FTT	9081		Civil Engineering	327	3,175	402	1	10
1267	$95,012	$106,453	$125,372	$115,850	0	FTF + FTT	9081		Civil Engineering	75	3,175	89	1	15
1268	$39,559	$63,148	$79,466	$59,616	0	FTF + FTT	9091		Electrical Engineering	1,811	2,913	2,297	1	2
1269	$54,339	$78,153	$96,290	$76,205	0	FTF + FTT	9091		Electrical Engineering	1,218	2,913	1,643	1	5
1270	$67,209	$91,548	$114,385	$90,428	0	FTF + FTT	9091		Electrical Engineering	636	2,913	928	1	10
1271	$68,820	$101,942	$133,577	$105,590	0	FTF + FTT	9091		Electrical Engineering	144	2,913	244	1	15
1272	$41,771	$60,143	$76,735	$57,592	0	FTF + FTT	9093		Electrical and Electronic Engineering	164	286	196	1	2
1273	$62,149	$83,271	$96,418	$77,900	0	FTF + FTT	9093		Electrical and Electronic Engineering	79	286	85	1	5
1274	$79,042	$95,622	$109,226	$99,976	0	FTF + FTT	9093		Electrical and Electronic Engineering	5	286	5	1	10
1275					0	FTF + FTT	9093		Electrical and Electronic Engineering		286		1	15
1276	$35,430	$58,101	$74,490	$54,838	0	FTF + FTT	9094		Computer Engineering	221	443	274	1	2
1277	$45,410	$77,274	$92,587	$72,392	0	FTF + FTT	9094		Computer Engineering	111	443	146	1	5
1278	$67,430	$96,937	$118,671	$133,233	0	FTF + FTT	9094		Computer Engineering	28	443	39	1	10
1279					0	FTF + FTT	9094		Computer Engineering		443		1	15
1280	$47,493	$63,022	$73,916	$60,068	0	FTF + FTT	9101		Mechanical Engineering	1,992	3,409	2,347	1	2
1281	$63,774	$77,863	$90,642	$77,081	0	FTF + FTT	9101		Mechanical Engineering	1,004	3,409	1,223	1	5
1282	$80,589	$98,352	$120,268	$100,608	0	FTF + FTT	9101		Mechanical Engineering	360	3,409	444	1	10
1283	$97,062	$114,745	$140,299	$127,708	0	FTF + FTT	9101		Mechanical Engineering	62	3,409	92	1	15
1284	$44,631	$60,596	$69,734	$55,492	0	FTF + FTT	9131		Industrial Engineering	133	277	163	1	2
1285	$57,947	$73,539	$88,036	$69,908	0	FTF + FTT	9131		Industrial Engineering	71	277	92	1	5
1286	$65,286	$92,190	$107,136	$92,464	0	FTF + FTT	9131		Industrial Engineering	28	277	41	1	10
