	average_annual_earnings_10_years_after_exit	average_annual_earnings_5_years_after_exit	campus	entry_status	hegis_at_exit	industry	location	major	median_annual_earnings_10_years_after_exit	median_annual_earnings_5_years_after_exit	naics	number_of_students_found_10_years_after_exit	number_of_students_found_5_years_after_exit	student_path
7224			70	FTF + FTT	10051	Construction	Northridge	Music			3			1
7225		38028.0	70	FTF + FTT	10051	Manufacturing	Northridge	Music		29954.0	4		14	1
7226		36081.0	70	FTF + FTT	10051	Wholesale Trade	Northridge	Music		30690.0	5		10	1
7227	48991.0	28975.0	70	FTF + FTT	10051	Retail Trade	Northridge	Music	30579.0	21362.0	6	9	21	1
7228			70	FTF + FTT	10051	Transportation & Warehousing	Northridge	Music			7			1
7229	71571.0	37775.0	70	FTF + FTT	10051	Information	Northridge	Music	63209.0	42276.0	8	22	58	1
7230	44474.0	51153.0	70	FTF + FTT	10051	Finance & Insurance	Northridge	Music	45090.0	45911.0	9	5	9	1
7231	41695.0	37782.0	70	FTF + FTT	10051	Real Estate & Rental & Leasing	Northridge	Music	42654.0	41210.0	10	5	6	1
7232		55904.0	70	FTF + FTT	10051	Professional, Scientific, & Technical Skills	Northridge	Music		48009.0	11		19	1
7233			70	FTF + FTT	10051	Management of Companies & Enterprises	Northridge	Music			12			1
7234	84083.0	31706.0	70	FTF + FTT	10051	Admin & Support & Waste Mgmt & Remediation	Northridge	Music	72901.0	14165.0	13	6	15	1
7235	50797.0	39964.0	70	FTF + FTT	10051	Educational Services	Northridge	Music	56879.0	46365.0	14	47	86	1
7236	34432.0	25351.0	70	FTF + FTT	10051	Health Care & Social Assistance	Northridge	Music	27181.0	17962.0	15	6	29	1
7237	64280.0	40999.0	70	FTF + FTT	10051	Arts, Entertainment, & Recreation	Northridge	Music	63771.0	44525.0	16	8	17	1
7238		23933.0	70	FTF + FTT	10051	Accommodation & Food Services	Northridge	Music		20275.0	17		12	1
7239			70	FTF + FTT	10051	Other Services	Northridge	Music			18			1
7240			70	FTF + FTT	10051	Non-Classified	Northridge	Music			22			1
7241		49382.0	70	FTF + FTT	10051	Government	Northridge	Music		32951.0	19		11	1
7242			70	FTF + FTT	10051	No Wages	Northridge	Music			20	544	346	1
7243	26154.0	11100.0	70	FTF + FTT	10051	Wages - No NAICS Code	Northridge	Music	4981.0	6583.0	21	10	16	1
7244			70	FTF + FTT	10071	Construction	Northridge	Theatre Arts			3			1
7245		39063.0	70	FTF + FTT	10071	Manufacturing	Northridge	Theatre Arts		31717.0	4		5	1
7246	37865.0	36976.0	70	FTF + FTT	10071	Wholesale Trade	Northridge	Theatre Arts	36362.0	28940.0	5	6	11	1
7247	32564.0	36599.0	70	FTF + FTT	10071	Retail Trade	Northridge	Theatre Arts	18267.0	26362.0	6	5	25	1
7248			70	FTF + FTT	10071	Transportation & Warehousing	Northridge	Theatre Arts			7			1
7249	52951.0	32014.0	70	FTF + FTT	10071	Information	Northridge	Theatre Arts	53212.0	29843.0	8	26	43	1
7250		43611.0	70	FTF + FTT	10071	Finance & Insurance	Northridge	Theatre Arts		44552.0	9		8	1
7251		48551.0	70	FTF + FTT	10071	Real Estate & Rental & Leasing	Northridge	Theatre Arts		48920.0	10		6	1
7252	51249.0	31311.0	70	FTF + FTT	10071	Professional, Scientific, & Technical Skills	Northridge	Theatre Arts	48250.0	26778.0	11	7	25	1
7253	50732.0	24541.0	70	FTF + FTT	10071	Admin & Support & Waste Mgmt & Remediation	Northridge	Theatre Arts	58872.0	15877.0	13	7	16	1
7254	43923.0	34114.0	70	FTF + FTT	10071	Educational Services	Northridge	Theatre Arts	36843.0	27816.0	14	10	22	1
7255	45921.0	23895.0	70	FTF + FTT	10071	Health Care & Social Assistance	Northridge	Theatre Arts	50292.0	25173.0	15	6	17	1
7256	33517.0	28582.0	70	FTF + FTT	10071	Arts, Entertainment, & Recreation	Northridge	Theatre Arts	18567.0	21482.0	16	6	17	1
7257	29032.0	22350.0	70	FTF + FTT	10071	Accommodation & Food Services	Northridge	Theatre Arts	29884.0	22237.0	17	9	37	1
7258		20137.0	70	FTF + FTT	10071	Other Services	Northridge	Theatre Arts		17864.0	18		8	1
7259			70	FTF + FTT	10071	Government	Northridge	Theatre Arts			19			1
7260			70	FTF + FTT	10071	No Wages	Northridge	Theatre Arts			20	449	291	1
7261		8852.0	70	FTF + FTT	10071	Wages - No NAICS Code	Northridge	Theatre Arts		5577.0	21		18	1
7262			70	FTF + FTT	10091	Agriculture, Forestry, Fishing, & Hunting	Northridge	Graphic Design			1			1
7263			70	FTF + FTT	10091	Utilities	Northridge	Graphic Design			2			1
7264		45761.0	70	FTF + FTT	10091	Construction	Northridge	Graphic Design		48712.0	3		5	1
7265	58991.0	42908.0	70	FTF + FTT	10091	Manufacturing	Northridge	Graphic Design	53501.0	40989.0	4	30	57	1
7266	60407.0	46614.0	70	FTF + FTT	10091	Wholesale Trade	Northridge	Graphic Design	60021.0	44733.0	5	27	46	1
7267	46415.0	37121.0	70	FTF + FTT	10091	Retail Trade	Northridge	Graphic Design	33074.0	33621.0	6	15	51	1
7268		40727.0	70	FTF + FTT	10091	Transportation & Warehousing	Northridge	Graphic Design		42852.0	7		7	1
7269	58095.0	48830.0	70	FTF + FTT	10091	Information	Northridge	Graphic Design	50105.0	44955.0	8	26	84	1
7270	56128.0	46785.0	70	FTF + FTT	10091	Finance & Insurance	Northridge	Graphic Design	46241.0	45295.0	9	10	33	1
7271		51640.0	70	FTF + FTT	10091	Real Estate & Rental & Leasing	Northridge	Graphic Design		48550.0	10		9	1
7272	76339.0	55751.0	70	FTF + FTT	10091	Professional, Scientific, & Technical Skills	Northridge	Graphic Design	77225.0	54159.0	11	43	117	1
7273			70	FTF + FTT	10091	Management of Companies & Enterprises	Northridge	Graphic Design			12			1
7274	54226.0	36980.0	70	FTF + FTT	10091	Admin & Support & Waste Mgmt & Remediation	Northridge	Graphic Design	51117.0	36171.0	13	13	31	1
7275	53706.0	39954.0	70	FTF + FTT	10091	Educational Services	Northridge	Graphic Design	63910.0	45920.0	14	17	28	1
7276	41243.0	36483.0	70	FTF + FTT	10091	Health Care & Social Assistance	Northridge	Graphic Design	43331.0	38848.0	15	10	22	1
7277		72553.0	70	FTF + FTT	10091	Arts, Entertainment, & Recreation	Northridge	Graphic Design		54661.0	16		9	1
7278		27301.0	70	FTF + FTT	10091	Accommodation & Food Services	Northridge	Graphic Design		24496.0	17		7	1
7279	34627.0	34661.0	70	FTF + FTT	10091	Other Services	Northridge	Graphic Design	34759.0	31392.0	18	6	13	1
7280	75750.0	47629.0	70	FTF + FTT	10091	Government	Northridge	Graphic Design	76781.0	38668.0	19	9	8	1
7281			70	FTF + FTT	10091	No Wages	Northridge	Graphic Design			20	532	201	1
7282	25901.0	22480.0	70	FTF + FTT	10091	Wages - No NAICS Code	Northridge	Graphic Design	18339.0	12056.0	21	18	38	1
7283			70	FTF + FTT	10101	Construction	Northridge	Cinema/Film			3			1
7284			70	FTF + FTT	10101	Manufacturing	Northridge	Cinema/Film			4			1
7285	97903.0	109593.0	70	FTF + FTT	10101	Wholesale Trade	Northridge	Cinema/Film	84641.0	81871.0	5	8	6	1
7286	106357.0	39894.0	70	FTF + FTT	10101	Retail Trade	Northridge	Cinema/Film	31825.0	30694.0	6	7	8	1
7287			70	FTF + FTT	10101	Transportation & Warehousing	Northridge	Cinema/Film			7			1
7288	73773.0	54443.0	70	FTF + FTT	10101	Information	Northridge	Cinema/Film	64561.0	47040.0	8	65	75	1
7289		50028.0	70	FTF + FTT	10101	Finance & Insurance	Northridge	Cinema/Film		54857.0	9		10	1
7290	41964.0	66023.0	70	FTF + FTT	10101	Real Estate & Rental & Leasing	Northridge	Cinema/Film	49309.0	48736.0	10	5	6	1
7291	73805.0	56784.0	70	FTF + FTT	10101	Professional, Scientific, & Technical Skills	Northridge	Cinema/Film	58658.0	47402.0	11	25	21	1
7292	35081.0	37244.0	70	FTF + FTT	10101	Admin & Support & Waste Mgmt & Remediation	Northridge	Cinema/Film	48181.0	33402.0	13	5	13	1
7293	29267.0	42173.0	70	FTF + FTT	10101	Educational Services	Northridge	Cinema/Film	21121.0	43472.0	14	9	8	1
7294	72673.0	38158.0	70	FTF + FTT	10101	Health Care & Social Assistance	Northridge	Cinema/Film	82975.0	30881.0	15	7	11	1
7295	30097.0		70	FTF + FTT	10101	Arts, Entertainment, & Recreation	Northridge	Cinema/Film	17973.0		16	6		1
7296	35761.0	31706.0	70	FTF + FTT	10101	Accommodation & Food Services	Northridge	Cinema/Film	29403.0	35152.0	17	7	10	1
7297			70	FTF + FTT	10101	Other Services	Northridge	Cinema/Film			18			1
7298	81385.0		70	FTF + FTT	10101	Government	Northridge	Cinema/Film	76511.0		19	6		1
7299			70	FTF + FTT	10101	No Wages	Northridge	Cinema/Film			20	56	42	1
7300	20488.0	10860.0	70	FTF + FTT	10101	Wages - No NAICS Code	Northridge	Cinema/Film	12637.0	7215.0	21	13	7	1
7301			70	FTF + FTT	11031	Construction	Northridge	World Languages and Cultures/Translation			3			1
7302		51717.0	70	FTF + FTT	11031	Wholesale Trade	Northridge	World Languages and Cultures/Translation		54224.0	5		5	1
7303		16615.0	70	FTF + FTT	11031	Retail Trade	Northridge	World Languages and Cultures/Translation		18640.0	6		7	1
7304			70	FTF + FTT	11031	Information	Northridge	World Languages and Cultures/Translation			8			1
7305			70	FTF + FTT	11031	Finance & Insurance	Northridge	World Languages and Cultures/Translation			9			1
7306			70	FTF + FTT	11031	Professional, Scientific, & Technical Skills	Northridge	World Languages and Cultures/Translation			11			1
7307			70	FTF + FTT	11031	Admin & Support & Waste Mgmt & Remediation	Northridge	World Languages and Cultures/Translation			13			1
7308	44329.0	45078.0	70	FTF + FTT	11031	Educational Services	Northridge	World Languages and Cultures/Translation	32801.0	47187.0	14	7	12	1
7309			70	FTF + FTT	11031	Health Care & Social Assistance	Northridge	World Languages and Cultures/Translation			15			1
7310			70	FTF + FTT	11031	Arts, Entertainment, & Recreation	Northridge	World Languages and Cultures/Translation			16			1
7311			70	FTF + FTT	11031	Accommodation & Food Services	Northridge	World Languages and Cultures/Translation			17			1
7312			70	FTF + FTT	11031	Other Services	Northridge	World Languages and Cultures/Translation			18			1
7313			70	FTF + FTT	11031	Government	Northridge	World Languages and Cultures/Translation			19			1
7314			70	FTF + FTT	11031	No Wages	Northridge	World Languages and Cultures/Translation			20	91	59	1
7315		3322.0	70	FTF + FTT	11031	Wages - No NAICS Code	Northridge	World Languages and Cultures/Translation		2175.0	21		6	1
7316			70	FTF + FTT	11051	Agriculture, Forestry, Fishing, & Hunting	Northridge	Spanish			1			1
7317			70	FTF + FTT	11051	Utilities	Northridge	Spanish			2			1
7318			70	FTF + FTT	11051	Construction	Northridge	Spanish			3			1
7319			70	FTF + FTT	11051	Manufacturing	Northridge	Spanish			4			1
7320			70	FTF + FTT	11051	Wholesale Trade	Northridge	Spanish			5			1
7321		32018.0	70	FTF + FTT	11051	Retail Trade	Northridge	Spanish		28862.0	6		13	1
7322			70	FTF + FTT	11051	Transportation & Warehousing	Northridge	Spanish			7			1
7323		57294.0	70	FTF + FTT	11051	Information	Northridge	Spanish		58894.0	8		5	1
7324		48352.0	70	FTF + FTT	11051	Finance & Insurance	Northridge	Spanish		40668.0	9		10	1
7325			70	FTF + FTT	11051	Real Estate & Rental & Leasing	Northridge	Spanish			10			1
7326		42865.0	70	FTF + FTT	11051	Professional, Scientific, & Technical Skills	Northridge	Spanish		47683.0	11		6	1
7327			70	FTF + FTT	11051	Admin & Support & Waste Mgmt & Remediation	Northridge	Spanish			13			1
7328	52694.0	39654.0	70	FTF + FTT	11051	Educational Services	Northridge	Spanish	56889.0	45210.0	14	43	83	1
7329	97617.0	41563.0	70	FTF + FTT	11051	Health Care & Social Assistance	Northridge	Spanish	47459.0	24642.0	15	5	9	1
7330			70	FTF + FTT	11051	Arts, Entertainment, & Recreation	Northridge	Spanish			16			1
7331			70	FTF + FTT	11051	Accommodation & Food Services	Northridge	Spanish			17			1
7332			70	FTF + FTT	11051	Other Services	Northridge	Spanish			18			1
7333	68317.0	61565.0	70	FTF + FTT	11051	Government	Northridge	Spanish	61194.0	51397.0	19	8	13	1
7334			70	FTF + FTT	11051	No Wages	Northridge	Spanish			20	229	141	1
7335		12002.0	70	FTF + FTT	11051	Wages - No NAICS Code	Northridge	Spanish		1559.0	21		5	1
7336			70	FTF + FTT	12011	Agriculture, Forestry, Fishing, & Hunting	Northridge	Health Science			1			1
7337			70	FTF + FTT	12011	Utilities	Northridge	Health Science			2			1
7338			70	FTF + FTT	12011	Construction	Northridge	Health Science			3			1
7339	83203.0	54441.0	70	FTF + FTT	12011	Manufacturing	Northridge	Health Science	80072.0	51566.0	4	7	18	1
7340	78527.0	67359.0	70	FTF + FTT	12011	Wholesale Trade	Northridge	Health Science	80254.0	69635.0	5	7	9	1
7341	42448.0	27473.0	70	FTF + FTT	12011	Retail Trade	Northridge	Health Science	43968.0	26570.0	6	12	35	1
7342			70	FTF + FTT	12011	Transportation & Warehousing	Northridge	Health Science			7			1
7343	34411.0	32261.0	70	FTF + FTT	12011	Information	Northridge	Health Science	37412.0	37270.0	8	6	13	1
7344	77093.0	58412.0	70	FTF + FTT	12011	Finance & Insurance	Northridge	Health Science	71429.0	56952.0	9	37	71	1
7345	52069.0	48723.0	70	FTF + FTT	12011	Real Estate & Rental & Leasing	Northridge	Health Science	60445.0	48553.0	10	5	6	1
7346	71326.0	47801.0	70	FTF + FTT	12011	Professional, Scientific, & Technical Skills	Northridge	Health Science	62304.0	46368.0	11	12	34	1
7347			70	FTF + FTT	12011	Management of Companies & Enterprises	Northridge	Health Science			12			1
7348	45610.0	49261.0	70	FTF + FTT	12011	Admin & Support & Waste Mgmt & Remediation	Northridge	Health Science	35596.0	40502.0	13	12	36	1
7349	56001.0	48449.0	70	FTF + FTT	12011	Educational Services	Northridge	Health Science	57269.0	51607.0	14	31	69	1
7350	75256.0	48043.0	70	FTF + FTT	12011	Health Care & Social Assistance	Northridge	Health Science	67019.0	45385.0	15	91	229	1
7351			70	FTF + FTT	12011	Arts, Entertainment, & Recreation	Northridge	Health Science			16			1
7352	53009.0	36841.0	70	FTF + FTT	12011	Accommodation & Food Services	Northridge	Health Science	57025.0	32293.0	17	8	16	1
7353	42518.0	38421.0	70	FTF + FTT	12011	Other Services	Northridge	Health Science	32806.0	40099.0	18	6	9	1
7354	77969.0	57274.0	70	FTF + FTT	12011	Government	Northridge	Health Science	72475.0	49281.0	19	10	27	1
7355			70	FTF + FTT	12011	No Wages	Northridge	Health Science			20	602	254	1
7356	21222.0	18006.0	70	FTF + FTT	12011	Wages - No NAICS Code	Northridge	Health Science	8747.0	8348.0	21	16	28	1
7357			70	FTF + FTT	12021	No Wages	Northridge	Health Care Management/Administration			20	477	477	1
7358			70	FTF + FTT	12031	Manufacturing	Northridge	Nursing-12031			4			1
7359			70	FTF + FTT	12031	Information	Northridge	Nursing-12031			8			1
7360			70	FTF + FTT	12031	Finance & Insurance	Northridge	Nursing-12031			9			1
7361			70	FTF + FTT	12031	Educational Services	Northridge	Nursing-12031			14			1
7362	105360.0	102233.0	70	FTF + FTT	12031	Health Care & Social Assistance	Northridge	Nursing-12031	103711.0	104157.0	15	26	38	1
7363			70	FTF + FTT	12031	Other Services	Northridge	Nursing-12031			18			1
7364	113452.0	105503.0	70	FTF + FTT	12031	Government	Northridge	Nursing-12031	113640.0	109923.0	19	12	14	1
7365			70	FTF + FTT	12031	No Wages	Northridge	Nursing-12031			20	19	7	1
7366			70	FTF + FTT	12031	Wages - No NAICS Code	Northridge	Nursing-12031			21			1
7367			70	FTF + FTT	12140	No Wages	Northridge	Public Health			20	222	222	1
7368			70	FTF + FTT	12141	No Wages	Northridge	Health Education			20	283	283	1
7369			70	FTF + FTT	12142	Agriculture, Forestry, Fishing, & Hunting	Northridge	Environmental and Occupational Health			1			1
7370	108114.0	104975.0	70	FTF + FTT	12142	Utilities	Northridge	Environmental and Occupational Health	103934.0	104613.0	2	5	6	1
7371			70	FTF + FTT	12142	Construction	Northridge	Environmental and Occupational Health			3			1
7372	82412.0	68547.0	70	FTF + FTT	12142	Manufacturing	Northridge	Environmental and Occupational Health	80684.0	70036.0	4	13	27	1
7373		37735.0	70	FTF + FTT	12142	Wholesale Trade	Northridge	Environmental and Occupational Health		28917.0	5		6	1
7374		53648.0	70	FTF + FTT	12142	Retail Trade	Northridge	Environmental and Occupational Health		55023.0	6		8	1
7375			70	FTF + FTT	12142	Transportation & Warehousing	Northridge	Environmental and Occupational Health			7			1
7376		64019.0	70	FTF + FTT	12142	Information	Northridge	Environmental and Occupational Health		65294.0	8		7	1
7377	107250.0	73248.0	70	FTF + FTT	12142	Finance & Insurance	Northridge	Environmental and Occupational Health	106406.0	76679.0	9	6	9	1
7378	66894.0	53424.0	70	FTF + FTT	12142	Professional, Scientific, & Technical Skills	Northridge	Environmental and Occupational Health	62529.0	52709.0	11	6	22	1
7379	72621.0	60775.0	70	FTF + FTT	12142	Admin & Support & Waste Mgmt & Remediation	Northridge	Environmental and Occupational Health	84105.0	65796.0	13	7	8	1
7380	63973.0	64051.0	70	FTF + FTT	12142	Educational Services	Northridge	Environmental and Occupational Health	63663.0	63670.0	14	5	14	1
7381	81682.0	52219.0	70	FTF + FTT	12142	Health Care & Social Assistance	Northridge	Environmental and Occupational Health	72282.0	52813.0	15	8	17	1
7382			70	FTF + FTT	12142	Arts, Entertainment, & Recreation	Northridge	Environmental and Occupational Health			16			1
7383		15249.0	70	FTF + FTT	12142	Accommodation & Food Services	Northridge	Environmental and Occupational Health		11235.0	17		5	1
7384			70	FTF + FTT	12142	Other Services	Northridge	Environmental and Occupational Health			18			1
7385	85151.0	70981.0	70	FTF + FTT	12142	Government	Northridge	Environmental and Occupational Health	82252.0	69282.0	19	48	73	1
7386			70	FTF + FTT	12142	No Wages	Northridge	Environmental and Occupational Health			20	321	215	1
7387	65143.0	40027.0	70	FTF + FTT	12142	Wages - No NAICS Code	Northridge	Environmental and Occupational Health	73839.0	45945.0	21	7	14	1
7388			70	FTF + FTT	12201	Agriculture, Forestry, Fishing, & Hunting	Northridge	Communicative Disorders			1			1
7389			70	FTF + FTT	12201	Manufacturing	Northridge	Communicative Disorders			4			1
7390			70	FTF + FTT	12201	Retail Trade	Northridge	Communicative Disorders			6			1
7391			70	FTF + FTT	12201	Transportation & Warehousing	Northridge	Communicative Disorders			7			1
7392			70	FTF + FTT	12201	Finance & Insurance	Northridge	Communicative Disorders			9			1
7393			70	FTF + FTT	12201	Real Estate & Rental & Leasing	Northridge	Communicative Disorders			10			1
7394			70	FTF + FTT	12201	Professional, Scientific, & Technical Skills	Northridge	Communicative Disorders			11			1
7395			70	FTF + FTT	12201	Admin & Support & Waste Mgmt & Remediation	Northridge	Communicative Disorders			13			1
7396	52007.0	46247.0	70	FTF + FTT	12201	Educational Services	Northridge	Communicative Disorders	59096.0	50570.0	14	13	28	1
7397	54483.0	37178.0	70	FTF + FTT	12201	Health Care & Social Assistance	Northridge	Communicative Disorders	46182.0	33741.0	15	8	16	1
7398			70	FTF + FTT	12201	Accommodation & Food Services	Northridge	Communicative Disorders			17			1
7399			70	FTF + FTT	12201	Other Services	Northridge	Communicative Disorders			18			1
7400			70	FTF + FTT	12201	Government	Northridge	Communicative Disorders			19			1
7401			70	FTF + FTT	12201	No Wages	Northridge	Communicative Disorders			20	315	281	1
7402		2300.0	70	FTF + FTT	12201	Wages - No NAICS Code	Northridge	Communicative Disorders		2194.0	21		7	1
7403			70	FTF + FTT	12231	Agriculture, Forestry, Fishing, & Hunting	Northridge	Medical Technology			1			1
7404	85918.0	56946.0	70	FTF + FTT	12231	Manufacturing	Northridge	Medical Technology	82082.0	54667.0	4	9	16	1
7405			70	FTF + FTT	12231	Wholesale Trade	Northridge	Medical Technology			5			1
7406			70	FTF + FTT	12231	Retail Trade	Northridge	Medical Technology			6			1
7407			70	FTF + FTT	12231	Transportation & Warehousing	Northridge	Medical Technology			7			1
7408			70	FTF + FTT	12231	Information	Northridge	Medical Technology			8			1
7409			70	FTF + FTT	12231	Finance & Insurance	Northridge	Medical Technology			9			1
7410		55035.0	70	FTF + FTT	12231	Professional, Scientific, & Technical Skills	Northridge	Medical Technology		47414.0	11		6	1
7411			70	FTF + FTT	12231	Admin & Support & Waste Mgmt & Remediation	Northridge	Medical Technology			13			1
7412		77244.0	70	FTF + FTT	12231	Educational Services	Northridge	Medical Technology		78013.0	14		6	1
7413	88679.0	61576.0	70	FTF + FTT	12231	Health Care & Social Assistance	Northridge	Medical Technology	85152.0	58605.0	15	13	21	1
7414			70	FTF + FTT	12231	Government	Northridge	Medical Technology			19			1
7415			70	FTF + FTT	12231	No Wages	Northridge	Medical Technology			20	159	120	1
7416			70	FTF + FTT	12231	Wages - No NAICS Code	Northridge	Medical Technology			21			1
7417			70	FTF + FTT	12253	Wholesale Trade	Northridge	Radiologic Science & Technology			5			1
7418			70	FTF + FTT	12253	Retail Trade	Northridge	Radiologic Science & Technology			6			1
7419			70	FTF + FTT	12253	Transportation & Warehousing	Northridge	Radiologic Science & Technology			7			1
7420			70	FTF + FTT	12253	Finance & Insurance	Northridge	Radiologic Science & Technology			9			1
7421			70	FTF + FTT	12253	Admin & Support & Waste Mgmt & Remediation	Northridge	Radiologic Science & Technology			13			1
7422	101246.0	88053.0	70	FTF + FTT	12253	Educational Services	Northridge	Radiologic Science & Technology	106053.0	84368.0	14	11	31	1
7423	95554.0	85742.0	70	FTF + FTT	12253	Health Care & Social Assistance	Northridge	Radiologic Science & Technology	92223.0	81864.0	15	45	98	1
7424			70	FTF + FTT	12253	Accommodation & Food Services	Northridge	Radiologic Science & Technology			17			1
7425			70	FTF + FTT	12253	Other Services	Northridge	Radiologic Science & Technology			18			1
7426		69006.0	70	FTF + FTT	12253	Government	Northridge	Radiologic Science & Technology		70006.0	19		9	1
7427			70	FTF + FTT	12253	No Wages	Northridge	Radiologic Science & Technology			20	181	94	1
7428			70	FTF + FTT	12253	Wages - No NAICS Code	Northridge	Radiologic Science & Technology			21			1
7429			70	FTF + FTT	13061	Agriculture, Forestry, Fishing, & Hunting	Northridge	Family and Consumer Sciences			1			1
7430			70	FTF + FTT	13061	Utilities	Northridge	Family and Consumer Sciences			2			1
7431	48271.0	49934.0	70	FTF + FTT	13061	Construction	Northridge	Family and Consumer Sciences	49582.0	48652.0	3	14	19	1
7432	57443.0	52582.0	70	FTF + FTT	13061	Manufacturing	Northridge	Family and Consumer Sciences	63936.0	50002.0	4	21	86	1
7433	58981.0	54190.0	70	FTF + FTT	13061	Wholesale Trade	Northridge	Family and Consumer Sciences	54275.0	50055.0	5	22	82	1
7434	52832.0	40232.0	70	FTF + FTT	13061	Retail Trade	Northridge	Family and Consumer Sciences	47945.0	37602.0	6	49	163	1
7435		45598.0	70	FTF + FTT	13061	Transportation & Warehousing	Northridge	Family and Consumer Sciences		42329.0	7		11	1
7436	70377.0	49575.0	70	FTF + FTT	13061	Information	Northridge	Family and Consumer Sciences	58779.0	46561.0	8	13	46	1
7437	67024.0	52475.0	70	FTF + FTT	13061	Finance & Insurance	Northridge	Family and Consumer Sciences	60415.0	52498.0	9	29	72	1
7438	55862.0	44344.0	70	FTF + FTT	13061	Real Estate & Rental & Leasing	Northridge	Family and Consumer Sciences	56587.0	46898.0	10	10	28	1
7439	64423.0	43535.0	70	FTF + FTT	13061	Professional, Scientific, & Technical Skills	Northridge	Family and Consumer Sciences	55412.0	43277.0	11	29	106	1
7440	53400.0		70	FTF + FTT	13061	Management of Companies & Enterprises	Northridge	Family and Consumer Sciences	49202.0		12	5		1
7441	40851.0	40056.0	70	FTF + FTT	13061	Admin & Support & Waste Mgmt & Remediation	Northridge	Family and Consumer Sciences	36334.0	42375.0	13	14	50	1
7442	45965.0	39669.0	70	FTF + FTT	13061	Educational Services	Northridge	Family and Consumer Sciences	45034.0	37268.0	14	31	75	1
7443	44130.0	35447.0	70	FTF + FTT	13061	Health Care & Social Assistance	Northridge	Family and Consumer Sciences	45916.0	34138.0	15	62	131	1
7444		31461.0	70	FTF + FTT	13061	Arts, Entertainment, & Recreation	Northridge	Family and Consumer Sciences		32079.0	16		19	1
7445	30727.0	34846.0	70	FTF + FTT	13061	Accommodation & Food Services	Northridge	Family and Consumer Sciences	24373.0	33968.0	17	15	57	1
7446	49634.0	39041.0	70	FTF + FTT	13061	Other Services	Northridge	Family and Consumer Sciences	51309.0	39547.0	18	8	25	1
7447			70	FTF + FTT	13061	Non-Classified	Northridge	Family and Consumer Sciences			22			1
7448	86758.0	53006.0	70	FTF + FTT	13061	Government	Northridge	Family and Consumer Sciences	85733.0	51628.0	19	17	32	1
7449			70	FTF + FTT	13061	No Wages	Northridge	Family and Consumer Sciences			20	1,861	1,167	1
7450	20561.0	17869.0	70	FTF + FTT	13061	Wages - No NAICS Code	Northridge	Family and Consumer Sciences	6483.0	8201.0	21	20	49	1
7451			70	FTF + FTT	15011	Agriculture, Forestry, Fishing, & Hunting	Northridge	English			1			1
7452			70	FTF + FTT	15011	Utilities	Northridge	English			2			1
7453		37105.0	70	FTF + FTT	15011	Construction	Northridge	English		31351.0	3		9	1
7454	51402.0	32998.0	70	FTF + FTT	15011	Manufacturing	Northridge	English	44159.0	28542.0	4	15	24	1
7455	49128.0	50219.0	70	FTF + FTT	15011	Wholesale Trade	Northridge	English	44996.0	38110.0	5	12	16	1
7456	90117.0	37541.0	70	FTF + FTT	15011	Retail Trade	Northridge	English	58659.0	31985.0	6	11	84	1
7457		34658.0	70	FTF + FTT	15011	Transportation & Warehousing	Northridge	English		26794.0	7		16	1
7458	59574.0	43443.0	70	FTF + FTT	15011	Information	Northridge	English	56277.0	42949.0	8	35	77	1
7459	63836.0	48690.0	70	FTF + FTT	15011	Finance & Insurance	Northridge	English	63887.0	49907.0	9	41	81	1
7460		34741.0	70	FTF + FTT	15011	Real Estate & Rental & Leasing	Northridge	English		31891.0	10		20	1
7461	56460.0	45244.0	70	FTF + FTT	15011	Professional, Scientific, & Technical Skills	Northridge	English	51088.0	44919.0	11	49	101	1
7462	69556.0		70	FTF + FTT	15011	Management of Companies & Enterprises	Northridge	English	67126.0		12	5		1
7463	45674.0	36761.0	70	FTF + FTT	15011	Admin & Support & Waste Mgmt & Remediation	Northridge	English	39424.0	33323.0	13	20	53	1
7464	56703.0	43376.0	70	FTF + FTT	15011	Educational Services	Northridge	English	63373.0	50264.0	14	152	260	1
7465	35992.0	37143.0	70	FTF + FTT	15011	Health Care & Social Assistance	Northridge	English	28830.0	35162.0	15	27	36	1
7466	69452.0	42306.0	70	FTF + FTT	15011	Arts, Entertainment, & Recreation	Northridge	English	32169.0	28676.0	16	5	13	1
7467	16300.0	25212.0	70	FTF + FTT	15011	Accommodation & Food Services	Northridge	English	13502.0	24828.0	17	11	43	1
7468	29361.0	24364.0	70	FTF + FTT	15011	Other Services	Northridge	English	37363.0	20213.0	18	6	19	1
7469			70	FTF + FTT	15011	Non-Classified	Northridge	English			22			1
7470	71469.0	62767.0	70	FTF + FTT	15011	Government	Northridge	English	69624.0	61064.0	19	23	37	1
7471			70	FTF + FTT	15011	No Wages	Northridge	English			20	1,466	959	1
7472	11870.0	15516.0	70	FTF + FTT	15011	Wages - No NAICS Code	Northridge	English	1281.0	7444.0	21	24	56	1
7473			70	FTF + FTT	15051	Manufacturing	Northridge	Linguistics			4			1
7474			70	FTF + FTT	15051	Wholesale Trade	Northridge	Linguistics			5			1
7475			70	FTF + FTT	15051	Retail Trade	Northridge	Linguistics			6			1
7476			70	FTF + FTT	15051	Transportation & Warehousing	Northridge	Linguistics			7			1
7477			70	FTF + FTT	15051	Information	Northridge	Linguistics			8			1
7478			70	FTF + FTT	15051	Finance & Insurance	Northridge	Linguistics			9			1
