	average_annual_earnings_10_years_after_exit	average_annual_earnings_5_years_after_exit	campus	entry_status	hegis_at_exit	industry	location	major	median_annual_earnings_10_years_after_exit	median_annual_earnings_5_years_after_exit	naics	number_of_students_found_10_years_after_exit	number_of_students_found_5_years_after_exit	student_path
8401	66880.0		70	FTF + FTT	7021	Arts, Entertainment, & Recreation	Northridge	Information Systems	54566.0		16	5		2
8402			70	FTF + FTT	7021	Accommodation & Food Services	Northridge	Information Systems			17			2
8403		38394.0	70	FTF + FTT	7021	Other Services	Northridge	Information Systems		41407.0	18		5	2
8404			70	FTF + FTT	7021	Non-Classified	Northridge	Information Systems			22			2
8405	72988.0	54640.0	70	FTF + FTT	7021	Government	Northridge	Information Systems	65583.0	51577.0	19	8	10	2
8406			70	FTF + FTT	7021	No Wages	Northridge	Information Systems			20	244	136	2
8407		5283.0	70	FTF + FTT	7021	Wages - No NAICS Code	Northridge	Information Systems		6423.0	21		10	2
8408			70	FTF + FTT	8231	Agriculture, Forestry, Fishing, & Hunting	Northridge	Child Development			1			2
8409			70	FTF + FTT	8231	Utilities	Northridge	Child Development			2			2
8410			70	FTF + FTT	8231	Construction	Northridge	Child Development			3			2
8411		36705.0	70	FTF + FTT	8231	Manufacturing	Northridge	Child Development		38937.0	4		9	2
8412		29764.0	70	FTF + FTT	8231	Wholesale Trade	Northridge	Child Development		24780.0	5		8	2
8413	29597.0	25103.0	70	FTF + FTT	8231	Retail Trade	Northridge	Child Development	21998.0	23984.0	6	25	71	2
8414	45236.0	29433.0	70	FTF + FTT	8231	Transportation & Warehousing	Northridge	Child Development	46182.0	29664.0	7	5	11	2
8415	19533.0	33108.0	70	FTF + FTT	8231	Information	Northridge	Child Development	2528.0	34247.0	8	6	14	2
8416	57992.0	45840.0	70	FTF + FTT	8231	Finance & Insurance	Northridge	Child Development	48498.0	38644.0	9	27	30	2
8417		50396.0	70	FTF + FTT	8231	Real Estate & Rental & Leasing	Northridge	Child Development		40636.0	10		6	2
8418	37665.0	29692.0	70	FTF + FTT	8231	Professional, Scientific, & Technical Skills	Northridge	Child Development	37726.0	27926.0	11	15	22	2
8419			70	FTF + FTT	8231	Management of Companies & Enterprises	Northridge	Child Development			12			2
8420	46698.0	19884.0	70	FTF + FTT	8231	Admin & Support & Waste Mgmt & Remediation	Northridge	Child Development	34947.0	20758.0	13	16	38	2
8421	30787.0	28138.0	70	FTF + FTT	8231	Educational Services	Northridge	Child Development	29324.0	25682.0	14	40	78	2
8422	29603.0	25296.0	70	FTF + FTT	8231	Health Care & Social Assistance	Northridge	Child Development	26819.0	26506.0	15	50	94	2
8423		27357.0	70	FTF + FTT	8231	Arts, Entertainment, & Recreation	Northridge	Child Development		13838.0	16		10	2
8424	24840.0	18290.0	70	FTF + FTT	8231	Accommodation & Food Services	Northridge	Child Development	22403.0	16380.0	17	8	21	2
8425	21845.0	38857.0	70	FTF + FTT	8231	Other Services	Northridge	Child Development	23313.0	20944.0	18	9	26	2
8426			70	FTF + FTT	8231	Non-Classified	Northridge	Child Development			22			2
8427	69832.0	52618.0	70	FTF + FTT	8231	Government	Northridge	Child Development	59101.0	45914.0	19	21	18	2
8428			70	FTF + FTT	8231	No Wages	Northridge	Child Development			20	662	424	2
8429	23968.0	13527.0	70	FTF + FTT	8231	Wages - No NAICS Code	Northridge	Child Development	8660.0	6872.0	21	17	27	2
8430			70	FTF + FTT	8351	Agriculture, Forestry, Fishing, & Hunting	Northridge	Kinesiology			1			2
8431			70	FTF + FTT	8351	Utilities	Northridge	Kinesiology			2			2
8432	30018.0	24801.0	70	FTF + FTT	8351	Construction	Northridge	Kinesiology	32456.0	22861.0	3	6	15	2
8433	55642.0	55690.0	70	FTF + FTT	8351	Manufacturing	Northridge	Kinesiology	50201.0	42994.0	4	17	13	2
8434	55739.0	33397.0	70	FTF + FTT	8351	Wholesale Trade	Northridge	Kinesiology	55984.0	32413.0	5	10	13	2
8435	44001.0	31508.0	70	FTF + FTT	8351	Retail Trade	Northridge	Kinesiology	39875.0	25493.0	6	37	94	2
8436	41579.0	28794.0	70	FTF + FTT	8351	Transportation & Warehousing	Northridge	Kinesiology	46499.0	29242.0	7	8	13	2
8437	45475.0	32747.0	70	FTF + FTT	8351	Information	Northridge	Kinesiology	39003.0	24916.0	8	11	37	2
8438	59527.0	44324.0	70	FTF + FTT	8351	Finance & Insurance	Northridge	Kinesiology	51092.0	42885.0	9	25	34	2
8439	102530.0	41547.0	70	FTF + FTT	8351	Real Estate & Rental & Leasing	Northridge	Kinesiology	57044.0	36902.0	10	6	10	2
8440	77928.0	34514.0	70	FTF + FTT	8351	Professional, Scientific, & Technical Skills	Northridge	Kinesiology	64202.0	34831.0	11	14	24	2
8441			70	FTF + FTT	8351	Management of Companies & Enterprises	Northridge	Kinesiology			12			2
8442	35723.0	27779.0	70	FTF + FTT	8351	Admin & Support & Waste Mgmt & Remediation	Northridge	Kinesiology	29255.0	27478.0	13	14	43	2
8443	40676.0	25586.0	70	FTF + FTT	8351	Educational Services	Northridge	Kinesiology	37085.0	18099.0	14	22	54	2
8444	35404.0	33883.0	70	FTF + FTT	8351	Health Care & Social Assistance	Northridge	Kinesiology	31095.0	29881.0	15	38	103	2
8445	46068.0	24913.0	70	FTF + FTT	8351	Arts, Entertainment, & Recreation	Northridge	Kinesiology	43357.0	20434.0	16	17	31	2
8446	29494.0	23815.0	70	FTF + FTT	8351	Accommodation & Food Services	Northridge	Kinesiology	17302.0	22543.0	17	14	65	2
8447	7238.0	21433.0	70	FTF + FTT	8351	Other Services	Northridge	Kinesiology	5146.0	17318.0	18	5	23	2
8448			70	FTF + FTT	8351	Non-Classified	Northridge	Kinesiology			22			2
8449	70863.0	50363.0	70	FTF + FTT	8351	Government	Northridge	Kinesiology	71591.0	54147.0	19	21	26	2
8450			70	FTF + FTT	8351	No Wages	Northridge	Kinesiology			20	1,046	688	2
8451	26174.0	13264.0	70	FTF + FTT	8351	Wages - No NAICS Code	Northridge	Kinesiology	1575.0	8916.0	21	12	33	2
8452			70	FTF + FTT	8375	Agriculture, Forestry, Fishing, & Hunting	Northridge	Athletic Training			1			2
8453			70	FTF + FTT	8375	Construction	Northridge	Athletic Training			3			2
8454			70	FTF + FTT	8375	Manufacturing	Northridge	Athletic Training			4			2
8455		39431.0	70	FTF + FTT	8375	Wholesale Trade	Northridge	Athletic Training		35816.0	5		5	2
8456		23997.0	70	FTF + FTT	8375	Retail Trade	Northridge	Athletic Training		24369.0	6		18	2
8457			70	FTF + FTT	8375	Transportation & Warehousing	Northridge	Athletic Training			7			2
8458			70	FTF + FTT	8375	Finance & Insurance	Northridge	Athletic Training			9			2
8459			70	FTF + FTT	8375	Real Estate & Rental & Leasing	Northridge	Athletic Training			10			2
8460		24518.0	70	FTF + FTT	8375	Admin & Support & Waste Mgmt & Remediation	Northridge	Athletic Training		28706.0	13		6	2
8461			70	FTF + FTT	8375	Educational Services	Northridge	Athletic Training			14			2
8462			70	FTF + FTT	8375	Health Care & Social Assistance	Northridge	Athletic Training			15			2
8463			70	FTF + FTT	8375	Arts, Entertainment, & Recreation	Northridge	Athletic Training			16			2
8464		17452.0	70	FTF + FTT	8375	Accommodation & Food Services	Northridge	Athletic Training		20756.0	17		11	2
8465			70	FTF + FTT	8375	Other Services	Northridge	Athletic Training			18			2
8466			70	FTF + FTT	8375	Non-Classified	Northridge	Athletic Training			22			2
8467			70	FTF + FTT	8375	Government	Northridge	Athletic Training			19			2
8468			70	FTF + FTT	8375	No Wages	Northridge	Athletic Training			20	195	126	2
8469		8933.0	70	FTF + FTT	8375	Wages - No NAICS Code	Northridge	Athletic Training		4535.0	21		8	2
8470			70	FTF + FTT	9011	Utilities	Northridge	Engineering			2			2
8471	83185.0	77645.0	70	FTF + FTT	9011	Construction	Northridge	Engineering	92917.0	54366.0	3	9	9	2
8472	72318.0	43265.0	70	FTF + FTT	9011	Manufacturing	Northridge	Engineering	69274.0	42810.0	4	15	14	2
8473	68830.0	70724.0	70	FTF + FTT	9011	Wholesale Trade	Northridge	Engineering	62700.0	56638.0	5	5	10	2
8474	47619.0	37758.0	70	FTF + FTT	9011	Retail Trade	Northridge	Engineering	35023.0	28225.0	6	19	31	2
8475	54651.0	46356.0	70	FTF + FTT	9011	Transportation & Warehousing	Northridge	Engineering	52275.0	32113.0	7	9	5	2
8476	81495.0	57934.0	70	FTF + FTT	9011	Information	Northridge	Engineering	89283.0	57619.0	8	12	10	2
8477		53253.0	70	FTF + FTT	9011	Finance & Insurance	Northridge	Engineering		43101.0	9		10	2
8478			70	FTF + FTT	9011	Real Estate & Rental & Leasing	Northridge	Engineering			10			2
8479	52829.0	39410.0	70	FTF + FTT	9011	Professional, Scientific, & Technical Skills	Northridge	Engineering	48080.0	28747.0	11	9	13	2
8480			70	FTF + FTT	9011	Management of Companies & Enterprises	Northridge	Engineering			12			2
8481	35569.0	25533.0	70	FTF + FTT	9011	Admin & Support & Waste Mgmt & Remediation	Northridge	Engineering	37116.0	23976.0	13	7	12	2
8482		38605.0	70	FTF + FTT	9011	Educational Services	Northridge	Engineering		42709.0	14		6	2
8483	29832.0	38185.0	70	FTF + FTT	9011	Health Care & Social Assistance	Northridge	Engineering	17138.0	51220.0	15	12	7	2
8484			70	FTF + FTT	9011	Arts, Entertainment, & Recreation	Northridge	Engineering			16			2
8485		25291.0	70	FTF + FTT	9011	Accommodation & Food Services	Northridge	Engineering		18307.0	17		12	2
8486			70	FTF + FTT	9011	Other Services	Northridge	Engineering			18			2
8487			70	FTF + FTT	9011	Non-Classified	Northridge	Engineering			22			2
8488	89130.0	63050.0	70	FTF + FTT	9011	Government	Northridge	Engineering	79976.0	63023.0	19	7	7	2
8489			70	FTF + FTT	9011	No Wages	Northridge	Engineering			20	118	83	2
8490	6197.0	10204.0	70	FTF + FTT	9011	Wages - No NAICS Code	Northridge	Engineering	3372.0	4605.0	21	7	15	2
8491			70	FTF + FTT	9081	Agriculture, Forestry, Fishing, & Hunting	Northridge	Civil Engineering			1			2
8492			70	FTF + FTT	9081	Mining	Northridge	Civil Engineering			23			2
8493			70	FTF + FTT	9081	Utilities	Northridge	Civil Engineering			2			2
8494	58225.0	46219.0	70	FTF + FTT	9081	Construction	Northridge	Civil Engineering	60125.0	42318.0	3	5	11	2
8495	59630.0	41886.0	70	FTF + FTT	9081	Manufacturing	Northridge	Civil Engineering	57652.0	37451.0	4	6	12	2
8496			70	FTF + FTT	9081	Wholesale Trade	Northridge	Civil Engineering			5			2
8497	27798.0	27309.0	70	FTF + FTT	9081	Retail Trade	Northridge	Civil Engineering	27167.0	22190.0	6	7	22	2
8498		23927.0	70	FTF + FTT	9081	Transportation & Warehousing	Northridge	Civil Engineering		23128.0	7		6	2
8499		69664.0	70	FTF + FTT	9081	Information	Northridge	Civil Engineering		42563.0	8		5	2
8500		39482.0	70	FTF + FTT	9081	Finance & Insurance	Northridge	Civil Engineering		41097.0	9		11	2
8501			70	FTF + FTT	9081	Real Estate & Rental & Leasing	Northridge	Civil Engineering			10			2
8502	91290.0	66286.0	70	FTF + FTT	9081	Professional, Scientific, & Technical Skills	Northridge	Civil Engineering	63615.0	48874.0	11	5	11	2
8503			70	FTF + FTT	9081	Management of Companies & Enterprises	Northridge	Civil Engineering			12			2
8504	43721.0	25925.0	70	FTF + FTT	9081	Admin & Support & Waste Mgmt & Remediation	Northridge	Civil Engineering	42966.0	21847.0	13	5	12	2
8505			70	FTF + FTT	9081	Educational Services	Northridge	Civil Engineering			14			2
8506	37579.0	34529.0	70	FTF + FTT	9081	Health Care & Social Assistance	Northridge	Civil Engineering	39032.0	31765.0	15	7	8	2
8507			70	FTF + FTT	9081	Arts, Entertainment, & Recreation	Northridge	Civil Engineering			16			2
8508	26429.0	24922.0	70	FTF + FTT	9081	Accommodation & Food Services	Northridge	Civil Engineering	8951.0	22071.0	17	5	20	2
8509			70	FTF + FTT	9081	Other Services	Northridge	Civil Engineering			18			2
8510		52185.0	70	FTF + FTT	9081	Government	Northridge	Civil Engineering		44254.0	19		7	2
8511			70	FTF + FTT	9081	No Wages	Northridge	Civil Engineering			20	303	209	2
8512		16453.0	70	FTF + FTT	9081	Wages - No NAICS Code	Northridge	Civil Engineering		5544.0	21		18	2
8513			70	FTF + FTT	9091	Agriculture, Forestry, Fishing, & Hunting	Northridge	Electrical Engineering			1			2
8514			70	FTF + FTT	9091	Mining	Northridge	Electrical Engineering			23			2
8515			70	FTF + FTT	9091	Utilities	Northridge	Electrical Engineering			2			2
8516		46484.0	70	FTF + FTT	9091	Construction	Northridge	Electrical Engineering		37160.0	3		10	2
8517	85537.0	68521.0	70	FTF + FTT	9091	Manufacturing	Northridge	Electrical Engineering	61151.0	59472.0	4	19	34	2
8518	63176.0	45241.0	70	FTF + FTT	9091	Wholesale Trade	Northridge	Electrical Engineering	38314.0	40327.0	5	5	10	2
8519	46131.0	34396.0	70	FTF + FTT	9091	Retail Trade	Northridge	Electrical Engineering	43156.0	26392.0	6	14	37	2
8520			70	FTF + FTT	9091	Transportation & Warehousing	Northridge	Electrical Engineering			7			2
8521	78429.0	37649.0	70	FTF + FTT	9091	Information	Northridge	Electrical Engineering	68900.0	30606.0	8	8	11	2
8522	54489.0	46716.0	70	FTF + FTT	9091	Finance & Insurance	Northridge	Electrical Engineering	40324.0	42190.0	9	7	15	2
8523			70	FTF + FTT	9091	Real Estate & Rental & Leasing	Northridge	Electrical Engineering			10			2
8524	71629.0	46207.0	70	FTF + FTT	9091	Professional, Scientific, & Technical Skills	Northridge	Electrical Engineering	65884.0	39999.0	11	8	15	2
8525			70	FTF + FTT	9091	Management of Companies & Enterprises	Northridge	Electrical Engineering			12			2
8526	34728.0	31834.0	70	FTF + FTT	9091	Admin & Support & Waste Mgmt & Remediation	Northridge	Electrical Engineering	32086.0	28592.0	13	5	22	2
8527		27606.0	70	FTF + FTT	9091	Educational Services	Northridge	Electrical Engineering		27652.0	14		11	2
8528	49410.0	37675.0	70	FTF + FTT	9091	Health Care & Social Assistance	Northridge	Electrical Engineering	52744.0	30315.0	15	6	11	2
8529			70	FTF + FTT	9091	Arts, Entertainment, & Recreation	Northridge	Electrical Engineering			16			2
8530		29140.0	70	FTF + FTT	9091	Accommodation & Food Services	Northridge	Electrical Engineering		21704.0	17		11	2
8531			70	FTF + FTT	9091	Other Services	Northridge	Electrical Engineering			18			2
8532			70	FTF + FTT	9091	Government	Northridge	Electrical Engineering			19			2
8533			70	FTF + FTT	9091	No Wages	Northridge	Electrical Engineering			20	336	226	2
8534	10310.0	15008.0	70	FTF + FTT	9091	Wages - No NAICS Code	Northridge	Electrical Engineering	2455.0	10402.0	21	11	9	2
8535			70	FTF + FTT	9094	Agriculture, Forestry, Fishing, & Hunting	Northridge	Computer Engineering			1			2
8536			70	FTF + FTT	9094	Utilities	Northridge	Computer Engineering			2			2
8537			70	FTF + FTT	9094	Construction	Northridge	Computer Engineering			3			2
8538	60574.0	43014.0	70	FTF + FTT	9094	Manufacturing	Northridge	Computer Engineering	51508.0	43900.0	4	6	14	2
8539		45730.0	70	FTF + FTT	9094	Wholesale Trade	Northridge	Computer Engineering		54944.0	5		5	2
8540	36281.0	26682.0	70	FTF + FTT	9094	Retail Trade	Northridge	Computer Engineering	42330.0	19981.0	6	10	35	2
8541		22823.0	70	FTF + FTT	9094	Transportation & Warehousing	Northridge	Computer Engineering		21097.0	7		5	2
8542	82393.0	53260.0	70	FTF + FTT	9094	Information	Northridge	Computer Engineering	72939.0	55812.0	8	5	7	2
8543		41327.0	70	FTF + FTT	9094	Finance & Insurance	Northridge	Computer Engineering		39847.0	9		6	2
8544			70	FTF + FTT	9094	Real Estate & Rental & Leasing	Northridge	Computer Engineering			10			2
8545	92742.0	46655.0	70	FTF + FTT	9094	Professional, Scientific, & Technical Skills	Northridge	Computer Engineering	89797.0	43412.0	11	7	18	2
8546			70	FTF + FTT	9094	Management of Companies & Enterprises	Northridge	Computer Engineering			12			2
8547	31277.0	31803.0	70	FTF + FTT	9094	Admin & Support & Waste Mgmt & Remediation	Northridge	Computer Engineering	40720.0	28728.0	13	7	19	2
8548		25105.0	70	FTF + FTT	9094	Educational Services	Northridge	Computer Engineering		13114.0	14		7	2
8549	27277.0	37706.0	70	FTF + FTT	9094	Health Care & Social Assistance	Northridge	Computer Engineering	29331.0	22386.0	15	8	18	2
8550			70	FTF + FTT	9094	Arts, Entertainment, & Recreation	Northridge	Computer Engineering			16			2
8551		20850.0	70	FTF + FTT	9094	Accommodation & Food Services	Northridge	Computer Engineering		17567.0	17		13	2
8552		26146.0	70	FTF + FTT	9094	Other Services	Northridge	Computer Engineering		27759.0	18		5	2
8553			70	FTF + FTT	9094	Non-Classified	Northridge	Computer Engineering			22			2
8554			70	FTF + FTT	9094	Government	Northridge	Computer Engineering			19			2
8555			70	FTF + FTT	9094	No Wages	Northridge	Computer Engineering			20	319	198	2
8556		12022.0	70	FTF + FTT	9094	Wages - No NAICS Code	Northridge	Computer Engineering		4249.0	21		12	2
8557			70	FTF + FTT	9101	Utilities	Northridge	Mechanical Engineering			2			2
8558		59340.0	70	FTF + FTT	9101	Construction	Northridge	Mechanical Engineering		55216.0	3		6	2
8559	67278.0	56952.0	70	FTF + FTT	9101	Manufacturing	Northridge	Mechanical Engineering	70476.0	50397.0	4	9	32	2
8560	37336.0	49033.0	70	FTF + FTT	9101	Wholesale Trade	Northridge	Mechanical Engineering	41093.0	39008.0	5	6	12	2
8561	24582.0	23637.0	70	FTF + FTT	9101	Retail Trade	Northridge	Mechanical Engineering	25076.0	23485.0	6	10	44	2
8562		30687.0	70	FTF + FTT	9101	Transportation & Warehousing	Northridge	Mechanical Engineering		32689.0	7		5	2
8563		50993.0	70	FTF + FTT	9101	Information	Northridge	Mechanical Engineering		58316.0	8		7	2
8564		40580.0	70	FTF + FTT	9101	Finance & Insurance	Northridge	Mechanical Engineering		39023.0	9		10	2
8565		42507.0	70	FTF + FTT	9101	Real Estate & Rental & Leasing	Northridge	Mechanical Engineering		38803.0	10		6	2
8566		45788.0	70	FTF + FTT	9101	Professional, Scientific, & Technical Skills	Northridge	Mechanical Engineering		27448.0	11		12	2
8567			70	FTF + FTT	9101	Management of Companies & Enterprises	Northridge	Mechanical Engineering			12			2
8568		27800.0	70	FTF + FTT	9101	Admin & Support & Waste Mgmt & Remediation	Northridge	Mechanical Engineering		29667.0	13		15	2
8569		25174.0	70	FTF + FTT	9101	Educational Services	Northridge	Mechanical Engineering		10437.0	14		8	2
8570		33811.0	70	FTF + FTT	9101	Health Care & Social Assistance	Northridge	Mechanical Engineering		26645.0	15		7	2
8571			70	FTF + FTT	9101	Arts, Entertainment, & Recreation	Northridge	Mechanical Engineering			16			2
8572		18621.0	70	FTF + FTT	9101	Accommodation & Food Services	Northridge	Mechanical Engineering		14167.0	17		26	2
8573		30819.0	70	FTF + FTT	9101	Other Services	Northridge	Mechanical Engineering		23700.0	18		12	2
8574		49648.0	70	FTF + FTT	9101	Government	Northridge	Mechanical Engineering		26341.0	19		9	2
8575			70	FTF + FTT	9101	No Wages	Northridge	Mechanical Engineering			20	530	355	2
8576		9939.0	70	FTF + FTT	9101	Wages - No NAICS Code	Northridge	Mechanical Engineering		3112.0	21		16	2
8577			70	FTF + FTT	9134	Utilities	Northridge	Manufacturing Engineering			2			2
8578			70	FTF + FTT	9134	Construction	Northridge	Manufacturing Engineering			3			2
8579			70	FTF + FTT	9134	Manufacturing	Northridge	Manufacturing Engineering			4			2
8580			70	FTF + FTT	9134	Retail Trade	Northridge	Manufacturing Engineering			6			2
8581			70	FTF + FTT	9134	Professional, Scientific, & Technical Skills	Northridge	Manufacturing Engineering			11			2
8582			70	FTF + FTT	9134	Admin & Support & Waste Mgmt & Remediation	Northridge	Manufacturing Engineering			13			2
8583			70	FTF + FTT	9134	Educational Services	Northridge	Manufacturing Engineering			14			2
8584			70	FTF + FTT	9134	Health Care & Social Assistance	Northridge	Manufacturing Engineering			15			2
8585			70	FTF + FTT	9134	Accommodation & Food Services	Northridge	Manufacturing Engineering			17			2
8586			70	FTF + FTT	9134	Government	Northridge	Manufacturing Engineering			19			2
8587			70	FTF + FTT	9134	No Wages	Northridge	Manufacturing Engineering			20	26	19	2
8588		67423.0	70	FTF + FTT	9254	Construction	Northridge	Construction Engineering Technology		56443.0	3		13	2
8589			70	FTF + FTT	9254	Manufacturing	Northridge	Construction Engineering Technology			4			2
8590			70	FTF + FTT	9254	Wholesale Trade	Northridge	Construction Engineering Technology			5			2
8591			70	FTF + FTT	9254	Retail Trade	Northridge	Construction Engineering Technology			6			2
8592			70	FTF + FTT	9254	Transportation & Warehousing	Northridge	Construction Engineering Technology			7			2
8593			70	FTF + FTT	9254	Finance & Insurance	Northridge	Construction Engineering Technology			9			2
8594			70	FTF + FTT	9254	Real Estate & Rental & Leasing	Northridge	Construction Engineering Technology			10			2
8595			70	FTF + FTT	9254	Admin & Support & Waste Mgmt & Remediation	Northridge	Construction Engineering Technology			13			2
8596			70	FTF + FTT	9254	Health Care & Social Assistance	Northridge	Construction Engineering Technology			15			2
8597		22043.0	70	FTF + FTT	9254	Accommodation & Food Services	Northridge	Construction Engineering Technology		18694.0	17		6	2
8598			70	FTF + FTT	9254	Other Services	Northridge	Construction Engineering Technology			18			2
8599			70	FTF + FTT	9254	Non-Classified	Northridge	Construction Engineering Technology			22			2
8600			70	FTF + FTT	9254	Government	Northridge	Construction Engineering Technology			19			2
8601			70	FTF + FTT	9254	No Wages	Northridge	Construction Engineering Technology			20	107	67	2
8602			70	FTF + FTT	9254	Wages - No NAICS Code	Northridge	Construction Engineering Technology			21			2
8603			70	FTF + FTT	10021	Agriculture, Forestry, Fishing, & Hunting	Northridge	Art			1			2
8604			70	FTF + FTT	10021	Utilities	Northridge	Art			2			2
8605	66057.0	37560.0	70	FTF + FTT	10021	Construction	Northridge	Art	59872.0	31828.0	3	6	9	2
8606	48643.0	36861.0	70	FTF + FTT	10021	Manufacturing	Northridge	Art	45137.0	34433.0	4	15	21	2
8607	40356.0	30132.0	70	FTF + FTT	10021	Wholesale Trade	Northridge	Art	33301.0	31536.0	5	9	12	2
8608	33315.0	26000.0	70	FTF + FTT	10021	Retail Trade	Northridge	Art	28982.0	18680.0	6	20	66	2
8609		45640.0	70	FTF + FTT	10021	Transportation & Warehousing	Northridge	Art		47011.0	7		5	2
8610	71122.0	63831.0	70	FTF + FTT	10021	Information	Northridge	Art	64396.0	51889.0	8	25	36	2
8611	41524.0	32115.0	70	FTF + FTT	10021	Finance & Insurance	Northridge	Art	45360.0	35789.0	9	10	17	2
8612		47981.0	70	FTF + FTT	10021	Real Estate & Rental & Leasing	Northridge	Art		34936.0	10		6	2
8613	59617.0	41612.0	70	FTF + FTT	10021	Professional, Scientific, & Technical Skills	Northridge	Art	50876.0	36419.0	11	13	26	2
8614			70	FTF + FTT	10021	Management of Companies & Enterprises	Northridge	Art			12			2
8615	30003.0	28639.0	70	FTF + FTT	10021	Admin & Support & Waste Mgmt & Remediation	Northridge	Art	30261.0	16320.0	13	7	27	2
8616	22588.0	23951.0	70	FTF + FTT	10021	Educational Services	Northridge	Art	21693.0	17555.0	14	13	18	2
8617	24378.0	23709.0	70	FTF + FTT	10021	Health Care & Social Assistance	Northridge	Art	14724.0	23694.0	15	14	24	2
8618	52555.0	41309.0	70	FTF + FTT	10021	Arts, Entertainment, & Recreation	Northridge	Art	32640.0	23472.0	16	7	11	2
8619	20927.0	18405.0	70	FTF + FTT	10021	Accommodation & Food Services	Northridge	Art	22158.0	16988.0	17	13	30	2
8620		21097.0	70	FTF + FTT	10021	Other Services	Northridge	Art		18653.0	18		8	2
8621			70	FTF + FTT	10021	Non-Classified	Northridge	Art			22			2
8622	46495.0	34135.0	70	FTF + FTT	10021	Government	Northridge	Art	43070.0	28125.0	19	7	7	2
8623			70	FTF + FTT	10021	No Wages	Northridge	Art			20	550	382	2
8624	12128.0	10070.0	70	FTF + FTT	10021	Wages - No NAICS Code	Northridge	Art	4293.0	6611.0	21	19	31	2
8625			70	FTF + FTT	10031	Construction	Northridge	Art History			3			2
8626			70	FTF + FTT	10031	Manufacturing	Northridge	Art History			4			2
8627			70	FTF + FTT	10031	Wholesale Trade	Northridge	Art History			5			2
8628		38279.0	70	FTF + FTT	10031	Retail Trade	Northridge	Art History		33833.0	6		8	2
8629			70	FTF + FTT	10031	Transportation & Warehousing	Northridge	Art History			7			2
8630		55464.0	70	FTF + FTT	10031	Information	Northridge	Art History		41426.0	8		5	2
8631			70	FTF + FTT	10031	Finance & Insurance	Northridge	Art History			9			2
8632			70	FTF + FTT	10031	Real Estate & Rental & Leasing	Northridge	Art History			10			2
8633			70	FTF + FTT	10031	Professional, Scientific, & Technical Skills	Northridge	Art History			11			2
8634			70	FTF + FTT	10031	Admin & Support & Waste Mgmt & Remediation	Northridge	Art History			13			2
8635			70	FTF + FTT	10031	Educational Services	Northridge	Art History			14			2
8636			70	FTF + FTT	10031	Health Care & Social Assistance	Northridge	Art History			15			2
8637			70	FTF + FTT	10031	Arts, Entertainment, & Recreation	Northridge	Art History			16			2
8638		47799.0	70	FTF + FTT	10031	Accommodation & Food Services	Northridge	Art History		38145.0	17		6	2
8639			70	FTF + FTT	10031	No Wages	Northridge	Art History			20	43	20	2
8640			70	FTF + FTT	10031	Wages - No NAICS Code	Northridge	Art History			21			2
8641			70	FTF + FTT	10041	Agriculture, Forestry, Fishing, & Hunting	Northridge	Music - Performance			1			2
8642		20546.0	70	FTF + FTT	10041	Construction	Northridge	Music - Performance		13223.0	3		5	2
8643		32955.0	70	FTF + FTT	10041	Manufacturing	Northridge	Music - Performance		31611.0	4		12	2
8644		31022.0	70	FTF + FTT	10041	Wholesale Trade	Northridge	Music - Performance		21246.0	5		5	2
8645	37258.0	26610.0	70	FTF + FTT	10041	Retail Trade	Northridge	Music - Performance	28514.0	23204.0	6	12	28	2
8646			70	FTF + FTT	10041	Transportation & Warehousing	Northridge	Music - Performance			7			2
8647	20715.0	16566.0	70	FTF + FTT	10041	Information	Northridge	Music - Performance	13010.0	10141.0	8	12	17	2
8648	55667.0	36268.0	70	FTF + FTT	10041	Finance & Insurance	Northridge	Music - Performance	60829.0	38395.0	9	6	14	2
8649			70	FTF + FTT	10041	Real Estate & Rental & Leasing	Northridge	Music - Performance			10			2
8650	35628.0	19387.0	70	FTF + FTT	10041	Professional, Scientific, & Technical Skills	Northridge	Music - Performance	25855.0	15235.0	11	16	16	2
8651			70	FTF + FTT	10041	Management of Companies & Enterprises	Northridge	Music - Performance			12			2
8652		16941.0	70	FTF + FTT	10041	Admin & Support & Waste Mgmt & Remediation	Northridge	Music - Performance		9496.0	13		13	2
8653	19011.0	8832.0	70	FTF + FTT	10041	Educational Services	Northridge	Music - Performance	14336.0	3719.0	14	7	8	2
8654	31612.0	20327.0	70	FTF + FTT	10041	Health Care & Social Assistance	Northridge	Music - Performance	30882.0	14601.0	15	7	16	2
8655		21563.0	70	FTF + FTT	10041	Arts, Entertainment, & Recreation	Northridge	Music - Performance		8490.0	16		16	2
8656	25027.0	17248.0	70	FTF + FTT	10041	Accommodation & Food Services	Northridge	Music - Performance	22066.0	14202.0	17	6	27	2
8657			70	FTF + FTT	10041	Other Services	Northridge	Music - Performance			18			2
8658			70	FTF + FTT	10041	Non-Classified	Northridge	Music - Performance			22			2
8659			70	FTF + FTT	10041	Government	Northridge	Music - Performance			19			2
8660			70	FTF + FTT	10041	No Wages	Northridge	Music - Performance			20	283	177	2
8661	17853.0	11479.0	70	FTF + FTT	10041	Wages - No NAICS Code	Northridge	Music - Performance	969.0	4114.0	21	8	14	2
8662			70	FTF + FTT	10051	Utilities	Northridge	Music			2			2
8663			70	FTF + FTT	10051	Construction	Northridge	Music			3			2
