	_25th_percentile_earnings	_50th_percentile_earnings	_75th_percentile_earnings	average_earnings	campus	entry_status	hegis_at_exit	location	major	number_of_students_found	potential_number_of_students	potential_number_of_students_for_each_year_out_of_school	student_path	year
932	$37,577	$57,867	$66,452	$53,934	70	FTF + FTT	17021	Northridge	Statistics	26	42	33	1	3
933	$43,332	$57,995	$65,365	$53,243	70	FTF + FTT	17021	Northridge	Statistics	21	42	29	1	4
934	$46,512	$60,211	$70,592	$58,498	70	FTF + FTT	17021	Northridge	Statistics	17	42	26	1	5
935	$50,835	$67,431	$81,481	$62,801	70	FTF + FTT	17021	Northridge	Statistics	17	42	24	1	6
936	$60,497	$76,549	$88,155	$71,827	70	FTF + FTT	17021	Northridge	Statistics	17	42	23	1	7
937	$68,793	$84,797	$101,342	$85,660	70	FTF + FTT	17021	Northridge	Statistics	12	42	20	1	8
938	$68,507	$81,102	$96,058	$83,754	70	FTF + FTT	17021	Northridge	Statistics	12	42	19	1	9
939	$74,880	$80,282	$94,021	$83,787	70	FTF + FTT	17021	Northridge	Statistics	11	42	15	1	10
940	$77,493	$87,439	$132,070	$98,443	70	FTF + FTT	17021	Northridge	Statistics	10	42	14	1	11
941	$85,263	$96,814	$122,566	$106,276	70	FTF + FTT	17021	Northridge	Statistics	8	42	11	1	12
942	$78,420	$91,391	$112,523	$96,296	70	FTF + FTT	17021	Northridge	Statistics	6	42	9	1	13
943	$98,494	$102,846	$111,002	$107,002	70	FTF + FTT	17021	Northridge	Statistics	5	42	6	1	14
944					70	FTF + FTT	17021	Northridge	Statistics	4	42	5	1	15
945	$7,968	$18,115	$37,941	$24,827	70	FTF + FTT	17031	Northridge	Applied Mathematics	45	61	59	1	1
946	$10,952	$32,034	$43,336	$30,860	70	FTF + FTT	17031	Northridge	Applied Mathematics	45	61	53	1	2
947	$26,066	$49,558	$56,388	$44,042	70	FTF + FTT	17031	Northridge	Applied Mathematics	36	61	46	1	3
948	$19,296	$48,410	$61,259	$44,888	70	FTF + FTT	17031	Northridge	Applied Mathematics	33	61	44	1	4
949	$25,360	$44,040	$60,441	$45,878	70	FTF + FTT	17031	Northridge	Applied Mathematics	30	61	38	1	5
950	$37,495	$50,543	$73,944	$52,881	70	FTF + FTT	17031	Northridge	Applied Mathematics	25	61	34	1	6
951	$47,040	$62,638	$91,568	$65,819	70	FTF + FTT	17031	Northridge	Applied Mathematics	19	61	30	1	7
952	$54,016	$67,549	$86,353	$71,189	70	FTF + FTT	17031	Northridge	Applied Mathematics	16	61	23	1	8
953	$43,164	$67,976	$128,551	$78,685	70	FTF + FTT	17031	Northridge	Applied Mathematics	14	61	20	1	9
954	$69,678	$81,466	$150,452	$106,693	70	FTF + FTT	17031	Northridge	Applied Mathematics	8	61	15	1	10
955	$67,392	$102,609	$141,264	$106,159	70	FTF + FTT	17031	Northridge	Applied Mathematics	8	61	14	1	11
956	$75,651	$91,280	$169,298	$116,607	70	FTF + FTT	17031	Northridge	Applied Mathematics	8	61	10	1	12
957	$67,305	$113,452	$183,759	$124,581	70	FTF + FTT	17031	Northridge	Applied Mathematics	7	61	8	1	13
958	$116,172	$183,487	$191,881	$154,155	70	FTF + FTT	17031	Northridge	Applied Mathematics	5	61	6	1	14
959					70	FTF + FTT	17031	Northridge	Applied Mathematics	4	61	5	1	15
960	$6,415	$23,412	$39,453	$26,364	70	FTF + FTT	19021	Northridge	Physics	35	57	47	1	1
961	$8,638	$28,335	$42,925	$29,909	70	FTF + FTT	19021	Northridge	Physics	37	57	43	1	2
962	$20,482	$28,427	$47,900	$34,987	70	FTF + FTT	19021	Northridge	Physics	31	57	40	1	3
963	$11,999	$41,922	$55,461	$39,943	70	FTF + FTT	19021	Northridge	Physics	26	57	35	1	4
964	$14,197	$45,615	$56,478	$42,777	70	FTF + FTT	19021	Northridge	Physics	22	57	31	1	5
965	$17,388	$47,678	$63,376	$47,380	70	FTF + FTT	19021	Northridge	Physics	19	57	28	1	6
966	$45,775	$60,268	$70,871	$55,914	70	FTF + FTT	19021	Northridge	Physics	16	57	24	1	7
967	$38,603	$57,034	$68,802	$59,329	70	FTF + FTT	19021	Northridge	Physics	15	57	21	1	8
968	$27,029	$49,465	$70,719	$53,761	70	FTF + FTT	19021	Northridge	Physics	14	57	20	1	9
969	$40,805	$52,099	$73,030	$53,271	70	FTF + FTT	19021	Northridge	Physics	13	57	19	1	10
970	$41,095	$58,130	$79,081	$63,475	70	FTF + FTT	19021	Northridge	Physics	12	57	15	1	11
971	$41,399	$76,080	$117,572	$76,497	70	FTF + FTT	19021	Northridge	Physics	9	57	12	1	12
972	$42,888	$99,579	$131,368	$96,426	70	FTF + FTT	19021	Northridge	Physics	7	57	10	1	13
973					70	FTF + FTT	19021	Northridge	Physics	3	57	5	1	14
974					70	FTF + FTT	19021	Northridge	Physics	3	57	5	1	15
975	$12,112	$27,119	$40,268	$27,903	70	FTF + FTT	19051	Northridge	Chemistry	102	132	125	1	1
976	$15,675	$35,567	$53,797	$36,189	70	FTF + FTT	19051	Northridge	Chemistry	85	132	109	1	2
977	$16,774	$42,596	$55,794	$40,191	70	FTF + FTT	19051	Northridge	Chemistry	77	132	96	1	3
978	$21,872	$45,491	$64,029	$47,700	70	FTF + FTT	19051	Northridge	Chemistry	68	132	92	1	4
979	$30,532	$56,218	$70,363	$55,756	70	FTF + FTT	19051	Northridge	Chemistry	56	132	81	1	5
980	$37,837	$58,507	$75,562	$56,566	70	FTF + FTT	19051	Northridge	Chemistry	47	132	68	1	6
981	$33,633	$64,562	$82,145	$61,800	70	FTF + FTT	19051	Northridge	Chemistry	46	132	64	1	7
982	$32,959	$65,169	$94,982	$66,061	70	FTF + FTT	19051	Northridge	Chemistry	39	132	56	1	8
983	$50,012	$75,561	$95,556	$76,835	70	FTF + FTT	19051	Northridge	Chemistry	32	132	47	1	9
984	$57,627	$80,278	$105,591	$77,811	70	FTF + FTT	19051	Northridge	Chemistry	25	132	36	1	10
985	$56,816	$81,472	$103,465	$85,680	70	FTF + FTT	19051	Northridge	Chemistry	20	132	31	1	11
986	$58,863	$78,738	$108,608	$80,255	70	FTF + FTT	19051	Northridge	Chemistry	16	132	25	1	12
987	$52,333	$72,965	$81,760	$81,054	70	FTF + FTT	19051	Northridge	Chemistry	13	132	19	1	13
988	$52,680	$77,214	$136,968	$85,084	70	FTF + FTT	19051	Northridge	Chemistry	9	132	14	1	14
989	$3,659	$67,235	$122,288	$77,189	70	FTF + FTT	19051	Northridge	Chemistry	7	132	10	1	15
990	$10,799	$23,738	$42,298	$26,056	70	FTF + FTT	19141	Northridge	Geology	68	91	84	1	1
991	$27,223	$43,311	$52,786	$39,334	70	FTF + FTT	19141	Northridge	Geology	52	91	69	1	2
992	$25,567	$48,817	$57,083	$44,064	70	FTF + FTT	19141	Northridge	Geology	46	91	60	1	3
993	$36,947	$50,549	$61,965	$46,547	70	FTF + FTT	19141	Northridge	Geology	40	91	51	1	4
994	$43,942	$54,597	$61,358	$50,528	70	FTF + FTT	19141	Northridge	Geology	37	91	47	1	5
995	$44,651	$61,555	$68,774	$56,211	70	FTF + FTT	19141	Northridge	Geology	33	91	45	1	6
996	$45,252	$65,469	$76,185	$60,869	70	FTF + FTT	19141	Northridge	Geology	27	91	36	1	7
997	$44,859	$69,150	$79,136	$61,956	70	FTF + FTT	19141	Northridge	Geology	25	91	32	1	8
998	$40,803	$69,352	$79,774	$60,661	70	FTF + FTT	19141	Northridge	Geology	24	91	29	1	9
999	$44,619	$63,901	$75,255	$63,466	70	FTF + FTT	19141	Northridge	Geology	20	91	23	1	10
1000	$43,995	$65,416	$81,391	$58,880	70	FTF + FTT	19141	Northridge	Geology	19	91	21	1	11
1001	$43,667	$63,185	$85,033	$61,116	70	FTF + FTT	19141	Northridge	Geology	16	91	19	1	12
1002	$52,215	$68,488	$91,618	$68,215	70	FTF + FTT	19141	Northridge	Geology	14	91	18	1	13
1003	$34,407	$58,391	$78,262	$55,486	70	FTF + FTT	19141	Northridge	Geology	8	91	10	1	14
1004	$58,209	$72,378	$92,734	$75,683	70	FTF + FTT	19141	Northridge	Geology	5	91	8	1	15
1005					70	FTF + FTT	19171	Northridge	Earth Science	2	3	3	1	1
1006					70	FTF + FTT	19171	Northridge	Earth Science	2	3	3	1	2
1007					70	FTF + FTT	19171	Northridge	Earth Science	2	3	3	1	3
1008					70	FTF + FTT	19171	Northridge	Earth Science	2	3	3	1	4
1009					70	FTF + FTT	19171	Northridge	Earth Science	2	3	3	1	5
1010					70	FTF + FTT	19171	Northridge	Earth Science	2	3	3	1	6
1011					70	FTF + FTT	19171	Northridge	Earth Science	2	3	3	1	7
1012					70	FTF + FTT	19171	Northridge	Earth Science	1	3	3	1	8
1013					70	FTF + FTT	19171	Northridge	Earth Science	3	3	3	1	9
1014					70	FTF + FTT	19171	Northridge	Earth Science	3	3	3	1	10
1015					70	FTF + FTT	19171	Northridge	Earth Science	2	3	3	1	11
1016					70	FTF + FTT	19171	Northridge	Earth Science	2	3	3	1	12
1017					70	FTF + FTT	19171	Northridge	Earth Science	2	3	3	1	13
1018					70	FTF + FTT	19171	Northridge	Earth Science	3	3	3	1	14
1019					70	FTF + FTT	19171	Northridge	Earth Science	2	3	2	1	15
1020	$11,402	$21,599	$32,961	$24,348	70	FTF + FTT	20011	Northridge	Psychology	4,623	5,882	5,586	1	1
1021	$14,464	$26,927	$40,566	$29,634	70	FTF + FTT	20011	Northridge	Psychology	4,012	5,882	4,912	1	2
1022	$16,608	$30,873	$45,214	$33,479	70	FTF + FTT	20011	Northridge	Psychology	3,422	5,882	4,334	1	3
1023	$19,097	$34,359	$50,524	$36,959	70	FTF + FTT	20011	Northridge	Psychology	2,896	5,882	3,781	1	4
1024	$20,510	$37,817	$53,768	$40,033	70	FTF + FTT	20011	Northridge	Psychology	2,505	5,882	3,358	1	5
1025	$21,957	$40,393	$57,669	$43,145	70	FTF + FTT	20011	Northridge	Psychology	2,190	5,882	3,009	1	6
1026	$24,290	$43,328	$61,820	$46,049	70	FTF + FTT	20011	Northridge	Psychology	1,888	5,882	2,634	1	7
1027	$25,188	$45,329	$65,996	$49,029	70	FTF + FTT	20011	Northridge	Psychology	1,651	5,882	2,321	1	8
1028	$25,924	$47,630	$69,117	$52,381	70	FTF + FTT	20011	Northridge	Psychology	1,361	5,882	2,011	1	9
1029	$26,762	$49,570	$71,973	$52,877	70	FTF + FTT	20011	Northridge	Psychology	1,117	5,882	1,670	1	10
1030	$27,024	$50,114	$74,743	$55,941	70	FTF + FTT	20011	Northridge	Psychology	971	5,882	1,497	1	11
1031	$27,592	$51,792	$76,391	$57,485	70	FTF + FTT	20011	Northridge	Psychology	816	5,882	1,276	1	12
1032	$27,809	$54,819	$79,413	$59,715	70	FTF + FTT	20011	Northridge	Psychology	667	5,882	1,045	1	13
1033	$27,996	$57,260	$80,803	$62,110	70	FTF + FTT	20011	Northridge	Psychology	511	5,882	820	1	14
1034	$28,307	$60,536	$84,237	$62,736	70	FTF + FTT	20011	Northridge	Psychology	390	5,882	621	1	15
1035	$12,495	$22,050	$31,085	$23,860	70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025	151	202	168	1	1
1036	$15,886	$26,896	$40,858	$29,890	70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025	99	202	113	1	2
1037	$21,514	$32,557	$43,708	$33,664	70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025	57	202	66	1	3
1038	$25,356	$34,858	$44,984	$35,163	70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025	8	202	11	1	4
1039					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	5
1040					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	6
1041					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	7
1042					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	8
1043					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	9
1044					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	10
1045					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	11
1046					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	12
1047					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	13
1048					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	14
1049					70	FTF + FTT	21025	Northridge	Recreation Management & Administration-21025		202		1	15
1050	$14,552	$26,851	$41,140	$28,065	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	274	317	317	1	1
1051	$16,629	$31,438	$47,538	$33,397	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	268	317	316	1	2
1052	$18,040	$34,391	$52,620	$36,960	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	254	317	312	1	3
1053	$19,591	$42,198	$56,413	$41,639	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	243	317	307	1	4
1054	$23,651	$42,048	$63,514	$45,589	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	202	317	262	1	5
1055	$25,163	$45,561	$68,905	$49,067	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	167	317	227	1	6
1056	$28,696	$51,134	$69,352	$52,803	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	145	317	197	1	7
1057	$26,014	$51,363	$72,093	$52,581	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	120	317	160	1	8
1058	$28,900	$57,535	$72,903	$56,503	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	97	317	135	1	9
1059	$32,781	$59,368	$77,265	$59,060	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	78	317	108	1	10
1060	$26,340	$63,782	$77,335	$60,021	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	71	317	97	1	11
1061	$31,251	$61,765	$78,822	$57,919	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	60	317	79	1	12
1062	$38,925	$59,573	$79,544	$66,273	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	48	317	67	1	13
1063	$31,853	$62,891	$76,415	$66,759	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	37	317	54	1	14
1064	$26,048	$69,249	$80,254	$62,656	70	FTF + FTT	21031	Northridge	Recreation Management & Administration-21031	24	317	36	1	15
1065	$13,926	$24,450	$32,882	$24,622	70	FTF + FTT	21041	Northridge	Social Work	426	530	485	1	1
1066	$21,614	$32,367	$42,284	$32,384	70	FTF + FTT	21041	Northridge	Social Work	347	530	408	1	2
1067	$26,234	$36,985	$46,131	$36,061	70	FTF + FTT	21041	Northridge	Social Work	294	530	356	1	3
1068	$27,605	$40,789	$50,958	$38,974	70	FTF + FTT	21041	Northridge	Social Work	233	530	294	1	4
1069	$30,593	$43,560	$55,292	$42,960	70	FTF + FTT	21041	Northridge	Social Work	202	530	267	1	5
1070	$31,464	$46,085	$57,678	$44,940	70	FTF + FTT	21041	Northridge	Social Work	188	530	243	1	6
1071	$32,610	$47,384	$60,807	$44,471	70	FTF + FTT	21041	Northridge	Social Work	169	530	212	1	7
1072	$37,916	$51,421	$65,192	$49,775	70	FTF + FTT	21041	Northridge	Social Work	141	530	185	1	8
1073	$36,584	$51,758	$65,771	$49,945	70	FTF + FTT	21041	Northridge	Social Work	134	530	171	1	9
1074	$39,581	$51,560	$68,925	$54,234	70	FTF + FTT	21041	Northridge	Social Work	114	530	148	1	10
1075	$42,063	$54,949	$66,163	$55,095	70	FTF + FTT	21041	Northridge	Social Work	106	530	138	1	11
1076	$39,806	$55,116	$68,836	$54,491	70	FTF + FTT	21041	Northridge	Social Work	98	530	127	1	12
1077	$41,041	$52,358	$74,816	$55,595	70	FTF + FTT	21041	Northridge	Social Work	87	530	114	1	13
1078	$43,144	$57,871	$81,720	$59,036	70	FTF + FTT	21041	Northridge	Social Work	67	530	93	1	14
1079	$46,361	$60,058	$84,637	$62,778	70	FTF + FTT	21041	Northridge	Social Work	46	530	69	1	15
1080	$11,324	$21,101	$30,975	$22,661	70	FTF + FTT	21044	Northridge	Deaf Studies	859	1,030	978	1	1
1081	$15,007	$27,129	$40,136	$29,031	70	FTF + FTT	21044	Northridge	Deaf Studies	716	1,030	852	1	2
1082	$18,556	$30,112	$44,112	$32,089	70	FTF + FTT	21044	Northridge	Deaf Studies	598	1,030	736	1	3
1083	$18,860	$33,393	$49,365	$34,850	70	FTF + FTT	21044	Northridge	Deaf Studies	506	1,030	649	1	4
1084	$18,994	$35,585	$51,976	$36,800	70	FTF + FTT	21044	Northridge	Deaf Studies	431	1,030	573	1	5
1085	$20,280	$38,191	$55,245	$38,649	70	FTF + FTT	21044	Northridge	Deaf Studies	365	1,030	509	1	6
1086	$22,779	$40,570	$58,433	$41,169	70	FTF + FTT	21044	Northridge	Deaf Studies	315	1,030	464	1	7
1087	$20,193	$41,739	$60,338	$41,600	70	FTF + FTT	21044	Northridge	Deaf Studies	268	1,030	402	1	8
1088	$19,108	$44,784	$64,267	$43,545	70	FTF + FTT	21044	Northridge	Deaf Studies	221	1,030	346	1	9
1089	$20,504	$45,415	$66,096	$44,704	70	FTF + FTT	21044	Northridge	Deaf Studies	164	1,030	282	1	10
1090	$14,631	$40,926	$67,588	$41,884	70	FTF + FTT	21044	Northridge	Deaf Studies	146	1,030	246	1	11
1091	$21,446	$46,949	$73,217	$47,375	70	FTF + FTT	21044	Northridge	Deaf Studies	125	1,030	216	1	12
1092	$24,326	$46,595	$72,101	$49,194	70	FTF + FTT	21044	Northridge	Deaf Studies	104	1,030	179	1	13
1093	$22,881	$45,626	$72,037	$48,499	70	FTF + FTT	21044	Northridge	Deaf Studies	90	1,030	144	1	14
1094	$15,850	$42,892	$75,134	$47,268	70	FTF + FTT	21044	Northridge	Deaf Studies	66	1,030	109	1	15
1095	$8,627	$18,419	$30,562	$21,395	70	FTF + FTT	22021	Northridge	Anthropology	340	444	431	1	1
1096	$12,191	$25,402	$37,940	$26,865	70	FTF + FTT	22021	Northridge	Anthropology	294	444	391	1	2
1097	$12,002	$24,967	$42,924	$29,186	70	FTF + FTT	22021	Northridge	Anthropology	254	444	349	1	3
1098	$15,857	$31,613	$48,368	$34,312	70	FTF + FTT	22021	Northridge	Anthropology	214	444	304	1	4
1099	$16,945	$33,071	$52,354	$36,095	70	FTF + FTT	22021	Northridge	Anthropology	171	444	254	1	5
1100	$17,366	$38,856	$56,307	$40,753	70	FTF + FTT	22021	Northridge	Anthropology	145	444	230	1	6
1101	$23,300	$40,884	$56,984	$44,953	70	FTF + FTT	22021	Northridge	Anthropology	123	444	202	1	7
1102	$13,120	$43,877	$62,927	$45,452	70	FTF + FTT	22021	Northridge	Anthropology	110	444	173	1	8
1103	$17,496	$46,440	$66,133	$47,280	70	FTF + FTT	22021	Northridge	Anthropology	88	444	140	1	9
1104	$22,737	$48,751	$67,565	$47,436	70	FTF + FTT	22021	Northridge	Anthropology	70	444	115	1	10
1105	$38,465	$54,524	$71,878	$57,130	70	FTF + FTT	22021	Northridge	Anthropology	61	444	105	1	11
1106	$29,687	$63,636	$77,664	$56,800	70	FTF + FTT	22021	Northridge	Anthropology	58	444	92	1	12
1107	$32,647	$55,519	$80,534	$58,685	70	FTF + FTT	22021	Northridge	Anthropology	40	444	73	1	13
1108	$17,238	$45,207	$75,760	$50,843	70	FTF + FTT	22021	Northridge	Anthropology	30	444	55	1	14
1109	$27,632	$59,869	$77,325	$59,483	70	FTF + FTT	22021	Northridge	Anthropology	20	444	39	1	15
1110	$15,151	$29,308	$43,379	$33,973	70	FTF + FTT	22041	Northridge	Economics	494	661	628	1	1
1111	$23,219	$42,060	$55,969	$44,095	70	FTF + FTT	22041	Northridge	Economics	435	661	563	1	2
1112	$29,106	$47,052	$61,567	$48,293	70	FTF + FTT	22041	Northridge	Economics	373	661	506	1	3
1113	$31,603	$49,221	$66,144	$52,333	70	FTF + FTT	22041	Northridge	Economics	323	661	451	1	4
1114	$34,902	$53,580	$71,335	$58,947	70	FTF + FTT	22041	Northridge	Economics	281	661	403	1	5
1115	$36,233	$56,054	$79,787	$63,933	70	FTF + FTT	22041	Northridge	Economics	256	661	362	1	6
1116	$38,523	$57,454	$82,190	$65,849	70	FTF + FTT	22041	Northridge	Economics	216	661	311	1	7
1117	$38,211	$63,481	$90,956	$72,855	70	FTF + FTT	22041	Northridge	Economics	181	661	276	1	8
1118	$40,003	$66,294	$98,809	$78,855	70	FTF + FTT	22041	Northridge	Economics	160	661	236	1	9
1119	$43,015	$70,875	$107,021	$86,711	70	FTF + FTT	22041	Northridge	Economics	119	661	184	1	10
1120	$47,741	$74,365	$116,106	$92,074	70	FTF + FTT	22041	Northridge	Economics	104	661	167	1	11
1121	$49,317	$70,457	$113,576	$83,455	70	FTF + FTT	22041	Northridge	Economics	81	661	135	1	12
1122	$46,830	$78,142	$120,288	$91,128	70	FTF + FTT	22041	Northridge	Economics	65	661	107	1	13
1123	$34,144	$72,933	$114,874	$83,246	70	FTF + FTT	22041	Northridge	Economics	53	661	82	1	14
1124	$47,819	$91,597	$122,905	$101,797	70	FTF + FTT	22041	Northridge	Economics	33	661	59	1	15
1125	$10,665	$20,791	$34,531	$24,806	70	FTF + FTT	22051	Northridge	History	1,127	1,423	1,384	1	1
1126	$14,066	$26,541	$43,383	$30,576	70	FTF + FTT	22051	Northridge	History	1,038	1,423	1,306	1	2
1127	$15,616	$33,000	$49,569	$35,318	70	FTF + FTT	22051	Northridge	History	974	1,423	1,228	1	3
1128	$19,493	$38,986	$55,025	$39,918	70	FTF + FTT	22051	Northridge	History	870	1,423	1,123	1	4
1129	$21,817	$42,019	$59,293	$43,635	70	FTF + FTT	22051	Northridge	History	780	1,423	1,041	1	5
1130	$22,008	$44,943	$61,806	$47,069	70	FTF + FTT	22051	Northridge	History	714	1,423	950	1	6
1131	$24,108	$47,804	$67,365	$50,081	70	FTF + FTT	22051	Northridge	History	628	1,423	854	1	7
1132	$27,748	$51,536	$68,595	$52,936	70	FTF + FTT	22051	Northridge	History	557	1,423	767	1	8
1133	$30,323	$55,904	$74,369	$57,259	70	FTF + FTT	22051	Northridge	History	487	1,423	691	1	9
1134	$32,355	$60,511	$77,707	$58,902	70	FTF + FTT	22051	Northridge	History	408	1,423	579	1	10
1135	$32,217	$60,896	$81,133	$61,343	70	FTF + FTT	22051	Northridge	History	362	1,423	526	1	11
1136	$33,428	$67,434	$86,805	$66,413	70	FTF + FTT	22051	Northridge	History	301	1,423	447	1	12
1137	$35,009	$69,305	$83,427	$67,426	70	FTF + FTT	22051	Northridge	History	253	1,423	366	1	13
1138	$41,215	$74,623	$91,009	$73,868	70	FTF + FTT	22051	Northridge	History	187	1,423	278	1	14
1139	$37,025	$75,134	$91,157	$76,001	70	FTF + FTT	22051	Northridge	History	151	1,423	217	1	15
1140	$10,774	$21,964	$36,607	$25,632	70	FTF + FTT	22061	Northridge	Geography	302	386	370	1	1
1141	$11,325	$32,454	$51,088	$34,217	70	FTF + FTT	22061	Northridge	Geography	262	386	344	1	2
1142	$14,957	$37,542	$59,312	$38,463	70	FTF + FTT	22061	Northridge	Geography	231	386	308	1	3
1143	$21,954	$45,219	$66,142	$45,208	70	FTF + FTT	22061	Northridge	Geography	209	386	284	1	4
1144	$27,145	$50,945	$72,419	$51,090	70	FTF + FTT	22061	Northridge	Geography	176	386	255	1	5
1145	$29,987	$53,141	$75,282	$53,017	70	FTF + FTT	22061	Northridge	Geography	166	386	237	1	6
1146	$32,775	$56,167	$77,154	$56,251	70	FTF + FTT	22061	Northridge	Geography	144	386	208	1	7
1147	$36,860	$64,325	$83,735	$62,860	70	FTF + FTT	22061	Northridge	Geography	118	386	186	1	8
1148	$38,107	$64,119	$82,786	$61,522	70	FTF + FTT	22061	Northridge	Geography	105	386	160	1	9
1149	$46,431	$70,910	$87,478	$67,287	70	FTF + FTT	22061	Northridge	Geography	86	386	133	1	10
1150	$39,123	$64,679	$93,412	$66,197	70	FTF + FTT	22061	Northridge	Geography	80	386	124	1	11
1151	$27,522	$69,537	$93,968	$66,967	70	FTF + FTT	22061	Northridge	Geography	67	386	106	1	12
1152	$39,672	$70,964	$99,324	$71,542	70	FTF + FTT	22061	Northridge	Geography	52	386	81	1	13
1153	$43,103	$72,412	$96,397	$72,421	70	FTF + FTT	22061	Northridge	Geography	43	386	71	1	14
1154	$45,882	$83,977	$101,007	$77,054	70	FTF + FTT	22061	Northridge	Geography	32	386	54	1	15
1155	$10,549	$21,761	$35,472	$25,625	70	FTF + FTT	22071	Northridge	Political Science	1,151	1,576	1,487	1	1
1156	$14,452	$29,337	$43,173	$32,083	70	FTF + FTT	22071	Northridge	Political Science	1,016	1,576	1,331	1	2
1157	$16,689	$33,419	$50,248	$36,427	70	FTF + FTT	22071	Northridge	Political Science	888	1,576	1,205	1	3
1158	$18,452	$35,806	$53,578	$39,644	70	FTF + FTT	22071	Northridge	Political Science	805	1,576	1,087	1	4
1159	$23,769	$40,620	$60,353	$45,606	70	FTF + FTT	22071	Northridge	Political Science	714	1,576	974	1	5
1160	$25,994	$46,624	$66,458	$50,406	70	FTF + FTT	22071	Northridge	Political Science	620	1,576	871	1	6
1161	$26,295	$48,077	$69,204	$54,525	70	FTF + FTT	22071	Northridge	Political Science	528	1,576	757	1	7
1162	$28,214	$50,971	$76,760	$59,048	70	FTF + FTT	22071	Northridge	Political Science	445	1,576	649	1	8
1163	$30,613	$53,086	$82,427	$64,037	70	FTF + FTT	22071	Northridge	Political Science	376	1,576	555	1	9
1164	$31,883	$55,593	$84,709	$67,643	70	FTF + FTT	22071	Northridge	Political Science	300	1,576	459	1	10
1165	$30,253	$57,724	$88,971	$72,078	70	FTF + FTT	22071	Northridge	Political Science	257	1,576	400	1	11
1166	$35,618	$65,671	$94,505	$78,094	70	FTF + FTT	22071	Northridge	Political Science	204	1,576	339	1	12
1167	$36,542	$67,079	$96,736	$77,030	70	FTF + FTT	22071	Northridge	Political Science	162	1,576	272	1	13
1168	$41,604	$73,061	$97,143	$77,539	70	FTF + FTT	22071	Northridge	Political Science	117	1,576	201	1	14
1169	$33,740	$77,515	$113,293	$83,071	70	FTF + FTT	22071	Northridge	Political Science	91	1,576	156	1	15
1170	$14,668	$25,501	$37,094	$27,773	70	FTF + FTT	22081	Northridge	Sociology	3,790	4,511	4,341	1	1
1171	$19,793	$33,731	$46,016	$35,070	70	FTF + FTT	22081	Northridge	Sociology	3,413	4,511	3,924	1	2
1172	$24,148	$38,206	$51,603	$39,688	70	FTF + FTT	22081	Northridge	Sociology	2,990	4,511	3,531	1	3
1173	$26,573	$41,913	$57,292	$43,767	70	FTF + FTT	22081	Northridge	Sociology	2,632	4,511	3,178	1	4
1174	$28,799	$44,322	$61,239	$47,274	70	FTF + FTT	22081	Northridge	Sociology	2,303	4,511	2,810	1	5
1175	$31,394	$47,401	$65,345	$50,816	70	FTF + FTT	22081	Northridge	Sociology	2,026	4,511	2,515	1	6
1176	$32,904	$50,547	$69,168	$53,718	70	FTF + FTT	22081	Northridge	Sociology	1,758	4,511	2,239	1	7
1177	$33,716	$53,045	$72,804	$56,456	70	FTF + FTT	22081	Northridge	Sociology	1,507	4,511	1,954	1	8
1178	$35,034	$55,933	$77,227	$59,700	70	FTF + FTT	22081	Northridge	Sociology	1,265	4,511	1,666	1	9
1179	$38,570	$61,828	$82,568	$65,074	70	FTF + FTT	22081	Northridge	Sociology	1,005	4,511	1,346	1	10
1180	$39,649	$63,745	$83,861	$66,093	70	FTF + FTT	22081	Northridge	Sociology	903	4,511	1,214	1	11
1181	$42,453	$64,643	$86,650	$68,997	70	FTF + FTT	22081	Northridge	Sociology	735	4,511	1,026	1	12
