Campus,Location,Student Path,Entry Stat,HEGIS At Exit,Major,Potential number of Students,Potential number of Students For Each Year Out of School,_25th Percentile Earnings,_50th Percentile Earnings,_75th Percentile Earnings,Average Earnings,Number of Students Found,Year
73,Channel Islands,1,FTF,22081,Sociology,79,,,,,,,15
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,1,,,,,,1
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,1,,,,,,2
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,3
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,4
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,5
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,6
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,7
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,8
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,9
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,10
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,11
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,12
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,13
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,14
73,Channel Islands,1,FTF,22131,Mexican-American Studies,5,,,,,,,15
73,Channel Islands,1,FTF,49011,Environmental Studies,18,16,"$13,274","$19,225","$27,805","$21,182",14,1
73,Channel Islands,1,FTF,49011,Environmental Studies,18,13,"$18,014","$29,730","$34,405","$27,647",12,2
73,Channel Islands,1,FTF,49011,Environmental Studies,18,9,"$19,793","$28,682","$40,965","$32,541",8,3
73,Channel Islands,1,FTF,49011,Environmental Studies,18,6,"$24,924","$47,757","$47,976","$39,249",5,4
73,Channel Islands,1,FTF,49011,Environmental Studies,18,4,,,,,3,5
73,Channel Islands,1,FTF,49011,Environmental Studies,18,4,,,,,3,6
73,Channel Islands,1,FTF,49011,Environmental Studies,18,2,,,,,2,7
73,Channel Islands,1,FTF,49011,Environmental Studies,18,1,,,,,1,8
73,Channel Islands,1,FTF,49011,Environmental Studies,18,,,,,,,9
73,Channel Islands,1,FTF,49011,Environmental Studies,18,,,,,,,10
73,Channel Islands,1,FTF,49011,Environmental Studies,18,,,,,,,11
73,Channel Islands,1,FTF,49011,Environmental Studies,18,,,,,,,12
73,Channel Islands,1,FTF,49011,Environmental Studies,18,,,,,,,13
73,Channel Islands,1,FTF,49011,Environmental Studies,18,,,,,,,14
73,Channel Islands,1,FTF,49011,Environmental Studies,18,,,,,,,15
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,184,"$5,533","$12,654","$22,760","$17,041",159,1
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,150,"$8,771","$18,964","$31,352","$22,668",131,2
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,126,"$11,916","$24,403","$41,433","$28,064",111,3
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,97,"$15,731","$31,367","$51,218","$32,702",81,4
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,77,"$17,245","$36,294","$50,079","$34,847",64,5
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,57,"$26,364","$43,211","$56,579","$41,573",47,6
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,39,"$35,135","$47,829","$62,453","$48,138",31,7
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,31,"$40,601","$50,820","$68,110","$51,409",24,8
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,6,,,,,3,9
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,,,,,,,10
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,,,,,,,11
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,,,,,,,12
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,,,,,,,13
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,,,,,,,14
73,Channel Islands,1,FTF,49012 + 49017,Women's Studies,215,,,,,,,15
73,Channel Islands,1,FTF,49051,Land Resource Management,61,56,"$6,712","$18,606","$29,614","$20,326",47,1
73,Channel Islands,1,FTF,49051,Land Resource Management,61,43,"$12,705","$26,731","$44,908","$30,792",32,2
73,Channel Islands,1,FTF,49051,Land Resource Management,61,35,"$24,630","$44,203","$51,901","$39,488",25,3
73,Channel Islands,1,FTF,49051,Land Resource Management,61,26,"$22,417","$40,772","$47,993","$39,006",16,4
73,Channel Islands,1,FTF,49051,Land Resource Management,61,22,"$30,299","$48,906","$52,872","$45,637",13,5
73,Channel Islands,1,FTF,49051,Land Resource Management,61,14,"$36,687","$46,580","$50,985","$44,382",9,6
73,Channel Islands,1,FTF,49051,Land Resource Management,61,7,,,,,4,7
73,Channel Islands,1,FTF,49051,Land Resource Management,61,4,,,,,3,8
73,Channel Islands,1,FTF,49051,Land Resource Management,61,1,,,,,,9
73,Channel Islands,1,FTF,49051,Land Resource Management,61,,,,,,,10
73,Channel Islands,1,FTF,49051,Land Resource Management,61,,,,,,,11
73,Channel Islands,1,FTF,49051,Land Resource Management,61,,,,,,,12
73,Channel Islands,1,FTF,49051,Land Resource Management,61,,,,,,,13
73,Channel Islands,1,FTF,49051,Land Resource Management,61,,,,,,,14
73,Channel Islands,1,FTF,49051,Land Resource Management,61,,,,,,,15
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,119,"$43,178","$54,742","$65,241","$50,826",111,1
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,100,"$65,628","$79,199","$87,701","$76,907",93,2
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,81,"$63,833","$80,420","$90,610","$76,758",73,3
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,63,"$66,817","$84,964","$93,045","$82,147",54,4
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,54,"$62,479","$87,738","$106,381","$82,321",49,5
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,40,"$82,359","$102,713","$113,122","$101,205",34,6
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,,,,,,,7
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,,,,,,,8
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,,,,,,,9
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,,,,,,,10
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,,,,,,,11
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,,,,,,,12
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,,,,,,,13
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,,,,,,,14
73,Channel Islands,1,FTT,00121 + 12031 + 12032,Nursing,132,,,,,,,15
73,Channel Islands,1,FTT,04011,Biology,322,280,"$10,899","$22,745","$36,043","$25,295",233,1
73,Channel Islands,1,FTT,04011,Biology,322,215,"$18,728","$36,235","$49,417","$35,778",172,2
73,Channel Islands,1,FTT,04011,Biology,322,164,"$21,036","$41,313","$55,908","$41,474",125,3
73,Channel Islands,1,FTT,04011,Biology,322,138,"$29,873","$46,618","$63,167","$48,235",99,4
73,Channel Islands,1,FTT,04011,Biology,322,109,"$29,788","$43,443","$70,837","$48,416",80,5
73,Channel Islands,1,FTT,04011,Biology,322,92,"$32,054","$49,148","$71,722","$52,108",61,6
73,Channel Islands,1,FTT,04011,Biology,322,69,"$28,378","$48,875","$74,779","$53,375",40,7
73,Channel Islands,1,FTT,04011,Biology,322,56,"$35,030","$65,217","$82,956","$62,463",31,8
73,Channel Islands,1,FTT,04011,Biology,322,41,"$19,245","$59,807","$82,708","$58,583",27,9
73,Channel Islands,1,FTT,04011,Biology,322,23,"$47,089","$66,900","$75,961","$61,686",13,10
73,Channel Islands,1,FTT,04011,Biology,322,13,"$52,818","$73,928","$83,735","$66,199",7,11
73,Channel Islands,1,FTT,04011,Biology,322,5,,,,,2,12
73,Channel Islands,1,FTT,04011,Biology,322,,,,,,,13
73,Channel Islands,1,FTT,04011,Biology,322,,,,,,,14
73,Channel Islands,1,FTT,04011,Biology,322,,,,,,,15
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,66,"$10,811","$23,778","$41,520","$28,128",56,1
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,61,"$11,291","$31,888","$46,435","$31,134",54,2
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,51,"$14,390","$39,030","$51,417","$36,621",41,3
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,47,"$19,002","$33,247","$55,971","$41,335",33,4
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,43,"$23,796","$45,637","$58,389","$44,958",33,5
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,38,"$38,109","$56,343","$68,715","$59,366",28,6
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,29,"$44,736","$56,626","$75,340","$56,092",20,7
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,26,"$41,878","$51,765","$66,523","$56,913",19,8
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,17,"$51,437","$62,923","$77,718","$66,908",13,9
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,11,"$22,580","$45,167","$61,448","$45,784",8,10
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,6,"$38,232","$52,102","$68,869","$59,018",5,11
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,4,,,,,3,12
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,,,,,,,13
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,,,,,,,14
73,Channel Islands,1,FTT,04171,Cell and Molecular Biology,66,,,,,,,15
73,Channel Islands,1,FTT,05011,Business Administration,"1,146","1,092","$18,922","$31,633","$45,402","$34,432",947,1
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",965,"$25,237","$40,099","$54,148","$42,589",835,2
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",855,"$30,770","$45,929","$59,475","$47,795",710,3
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",747,"$32,971","$48,781","$61,563","$50,843",614,4
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",634,"$34,702","$51,759","$65,317","$53,347",512,5
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",556,"$37,161","$55,411","$70,494","$57,533",440,6
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",453,"$40,930","$59,637","$77,236","$62,285",343,7
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",370,"$40,123","$61,354","$79,612","$64,478",280,8
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",291,"$46,417","$64,938","$82,607","$69,062",212,9
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",205,"$49,825","$69,249","$91,477","$75,485",153,10
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",125,"$48,180","$75,841","$101,549","$84,306",88,11
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",56,"$62,242","$76,331","$108,154","$97,559",39,12
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",6,,,,,3,13
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",1,,,,,1,14
73,Channel Islands,1,FTT,05011,Business Administration,"1,146",,,,,,,15
73,Channel Islands,1,FTT,06011,Communications,405,383,"$13,782","$23,084","$34,402","$26,325",340,1
73,Channel Islands,1,FTT,06011,Communications,405,291,"$17,550","$31,495","$43,617","$33,680",259,2
73,Channel Islands,1,FTT,06011,Communications,405,226,"$23,223","$36,198","$49,284","$39,021",192,3
73,Channel Islands,1,FTT,06011,Communications,405,160,"$21,178","$41,142","$56,289","$41,134",135,4
73,Channel Islands,1,FTT,06011,Communications,405,123,"$28,070","$41,414","$58,411","$45,691",96,5
73,Channel Islands,1,FTT,06011,Communications,405,78,"$31,338","$47,735","$63,449","$49,226",55,6
73,Channel Islands,1,FTT,06011,Communications,405,34,"$32,140","$46,181","$67,838","$51,428",25,7
73,Channel Islands,1,FTT,06011,Communications,405,7,,,,,4,8
73,Channel Islands,1,FTT,06011,Communications,405,,,,,,,9
73,Channel Islands,1,FTT,06011,Communications,405,,,,,,,10
73,Channel Islands,1,FTT,06011,Communications,405,,,,,,,11
73,Channel Islands,1,FTT,06011,Communications,405,,,,,,,12
73,Channel Islands,1,FTT,06011,Communications,405,,,,,,,13
73,Channel Islands,1,FTT,06011,Communications,405,,,,,,,14
73,Channel Islands,1,FTT,06011,Communications,405,,,,,,,15
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,159,"$27,639","$42,075","$61,119","$45,982",132,1
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,143,"$42,759","$56,027","$68,652","$57,497",113,2
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,118,"$47,746","$63,393","$75,588","$63,102",97,3
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,96,"$50,255","$69,988","$82,792","$67,267",78,4
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,80,"$43,451","$64,406","$82,404","$64,015",61,5
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,61,"$57,606","$73,455","$84,704","$70,175",46,6
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,46,"$60,234","$78,343","$91,403","$76,785",36,7
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,33,"$43,787","$76,861","$93,318","$77,522",23,8
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,23,"$65,062","$92,548","$119,681","$92,806",17,9
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,16,"$57,917","$86,370","$138,573","$95,873",12,10
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,9,"$43,402","$84,852","$159,330","$93,147",7,11
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,3,,,,,3,12
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,1,,,,,,13
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,,,,,,,14
73,Channel Islands,1,FTT,07011 + 07012 + 07028,Graphic Communications,184,,,,,,,15
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,117,"$11,954","$19,147","$28,082","$19,881",95,1
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,100,"$13,033","$24,897","$31,586","$23,042",82,2
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,73,"$14,683","$26,367","$35,746","$26,607",60,3
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,40,"$18,560","$29,724","$36,864","$29,494",30,4
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,23,"$21,676","$30,917","$36,577","$28,703",17,5
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,9,,,,,4,6
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,3,,,,,2,7
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,,,,,,,8
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,,,,,,,9
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,,,,,,,10
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,,,,,,,11
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,,,,,,,12
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,,,,,,,13
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,,,,,,,14
73,Channel Islands,1,FTT,08231 + 08232,Child Development,125,,,,,,,15
73,Channel Islands,1,FTT,10015,Performing Arts,41,39,"$4,122","$9,192","$22,574","$13,594",33,1
73,Channel Islands,1,FTT,10015,Performing Arts,41,31,"$11,158","$20,959","$27,831","$21,454",27,2
73,Channel Islands,1,FTT,10015,Performing Arts,41,21,"$10,198","$17,989","$32,938","$24,293",19,3
73,Channel Islands,1,FTT,10015,Performing Arts,41,15,"$12,186","$27,201","$36,460","$27,588",12,4
73,Channel Islands,1,FTT,10015,Performing Arts,41,12,"$25,274","$33,616","$35,351","$30,086",9,5
73,Channel Islands,1,FTT,10015,Performing Arts,41,7,"$28,188","$31,906","$34,655","$38,903",5,6
73,Channel Islands,1,FTT,10015,Performing Arts,41,7,"$11,382","$20,353","$34,894","$29,118",6,7
73,Channel Islands,1,FTT,10015,Performing Arts,41,3,,,,,2,8
73,Channel Islands,1,FTT,10015,Performing Arts,41,,,,,,,9
73,Channel Islands,1,FTT,10015,Performing Arts,41,,,,,,,10
73,Channel Islands,1,FTT,10015,Performing Arts,41,,,,,,,11
73,Channel Islands,1,FTT,10015,Performing Arts,41,,,,,,,12
73,Channel Islands,1,FTT,10015,Performing Arts,41,,,,,,,13
73,Channel Islands,1,FTT,10015,Performing Arts,41,,,,,,,14
73,Channel Islands,1,FTT,10015,Performing Arts,41,,,,,,,15
73,Channel Islands,1,FTT,10021 + 10022,Art,419,407,"$8,302","$17,322","$29,511","$21,176",317,1
73,Channel Islands,1,FTT,10021 + 10022,Art,419,365,"$13,078","$23,220","$39,456","$28,600",271,2
73,Channel Islands,1,FTT,10021 + 10022,Art,419,316,"$13,947","$27,818","$44,883","$33,050",231,3
73,Channel Islands,1,FTT,10021 + 10022,Art,419,281,"$14,564","$31,711","$47,224","$35,130",206,4
73,Channel Islands,1,FTT,10021 + 10022,Art,419,252,"$18,390","$34,634","$53,086","$40,749",176,5
73,Channel Islands,1,FTT,10021 + 10022,Art,419,215,"$19,457","$37,413","$62,266","$43,268",156,6
73,Channel Islands,1,FTT,10021 + 10022,Art,419,180,"$18,711","$37,653","$60,127","$46,880",129,7
73,Channel Islands,1,FTT,10021 + 10022,Art,419,157,"$19,163","$41,805","$65,739","$50,590",109,8
73,Channel Islands,1,FTT,10021 + 10022,Art,419,116,"$22,872","$43,953","$68,792","$51,564",80,9
73,Channel Islands,1,FTT,10021 + 10022,Art,419,81,"$18,838","$54,181","$79,048","$59,341",53,10
73,Channel Islands,1,FTT,10021 + 10022,Art,419,55,"$21,947","$49,463","$74,215","$66,257",33,11
73,Channel Islands,1,FTT,10021 + 10022,Art,419,26,"$28,278","$50,738","$87,951","$66,999",14,12
73,Channel Islands,1,FTT,10021 + 10022,Art,419,1,,,,,,13
73,Channel Islands,1,FTT,10021 + 10022,Art,419,,,,,,,14
73,Channel Islands,1,FTT,10021 + 10022,Art,419,,,,,,,15
73,Channel Islands,1,FTT,10031,Art History,39,37,"$8,571","$23,781","$35,021","$26,456",32,1
73,Channel Islands,1,FTT,10031,Art History,39,30,"$15,808","$31,134","$45,154","$34,742",24,2
73,Channel Islands,1,FTT,10031,Art History,39,28,"$15,015","$32,866","$45,532","$35,569",20,3
73,Channel Islands,1,FTT,10031,Art History,39,28,"$16,935","$36,516","$50,004","$36,787",21,4
73,Channel Islands,1,FTT,10031,Art History,39,28,"$22,207","$39,090","$53,745","$40,425",21,5
73,Channel Islands,1,FTT,10031,Art History,39,27,"$11,314","$39,613","$57,873","$40,181",20,6
73,Channel Islands,1,FTT,10031,Art History,39,21,"$12,311","$42,068","$49,821","$38,397",17,7
73,Channel Islands,1,FTT,10031,Art History,39,17,"$24,126","$45,695","$55,431","$44,334",13,8
73,Channel Islands,1,FTT,10031,Art History,39,12,"$32,117","$39,473","$72,216","$51,357",9,9
73,Channel Islands,1,FTT,10031,Art History,39,6,"$41,655","$95,065","$109,848","$73,384",5,10
73,Channel Islands,1,FTT,10031,Art History,39,2,,,,,2,11
73,Channel Islands,1,FTT,10031,Art History,39,,,,,,,12
73,Channel Islands,1,FTT,10031,Art History,39,,,,,,,13
73,Channel Islands,1,FTT,10031,Art History,39,,,,,,,14
73,Channel Islands,1,FTT,10031,Art History,39,,,,,,,15
73,Channel Islands,1,FTT,11051,Spanish,65,61,"$13,863","$21,848","$36,594","$26,676",46,1
73,Channel Islands,1,FTT,11051,Spanish,65,52,"$9,849","$20,755","$39,506","$27,096",42,2
73,Channel Islands,1,FTT,11051,Spanish,65,41,"$7,032","$17,683","$41,393","$24,876",31,3
73,Channel Islands,1,FTT,11051,Spanish,65,34,"$13,131","$23,530","$43,601","$27,487",25,4
73,Channel Islands,1,FTT,11051,Spanish,65,28,"$14,728","$23,787","$44,388","$29,354",20,5
73,Channel Islands,1,FTT,11051,Spanish,65,22,"$5,262","$26,200","$56,811","$34,621",14,6
73,Channel Islands,1,FTT,11051,Spanish,65,15,"$15,475","$37,090","$63,989","$47,735",6,7
73,Channel Islands,1,FTT,11051,Spanish,65,10,,,,,4,8
73,Channel Islands,1,FTT,11051,Spanish,65,5,,,,,3,9
73,Channel Islands,1,FTT,11051,Spanish,65,3,,,,,1,10
73,Channel Islands,1,FTT,11051,Spanish,65,,,,,,,11
73,Channel Islands,1,FTT,11051,Spanish,65,,,,,,,12
73,Channel Islands,1,FTT,11051,Spanish,65,,,,,,,13
73,Channel Islands,1,FTT,11051,Spanish,65,,,,,,,14
73,Channel Islands,1,FTT,11051,Spanish,65,,,,,,,15
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,1
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,2
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,3
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,4
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,5
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,6
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,7
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,8
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,9
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,10
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,11
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,12
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,13
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,14
73,Channel Islands,1,FTT,12011,Health Science,1,,,,,,,15
73,Channel Islands,1,FTT,15011,English,289,274,"$7,138","$16,105","$31,342","$21,476",225,1
73,Channel Islands,1,FTT,15011,English,289,245,"$13,520","$25,372","$40,207","$28,983",204,2
73,Channel Islands,1,FTT,15011,English,289,217,"$15,158","$30,150","$47,492","$34,162",177,3
73,Channel Islands,1,FTT,15011,English,289,194,"$16,438","$33,687","$49,601","$36,265",150,4
73,Channel Islands,1,FTT,15011,English,289,173,"$16,920","$32,464","$51,629","$38,223",123,5
73,Channel Islands,1,FTT,15011,English,289,146,"$19,341","$35,953","$52,678","$39,405",97,6
73,Channel Islands,1,FTT,15011,English,289,123,"$20,953","$40,916","$60,812","$43,896",82,7
73,Channel Islands,1,FTT,15011,English,289,105,"$22,618","$38,100","$60,331","$43,654",72,8
73,Channel Islands,1,FTT,15011,English,289,86,"$31,529","$42,146","$62,533","$49,437",56,9
73,Channel Islands,1,FTT,15011,English,289,59,"$33,556","$54,123","$72,233","$51,128",35,10
73,Channel Islands,1,FTT,15011,English,289,36,"$25,028","$46,546","$62,671","$47,527",20,11
73,Channel Islands,1,FTT,15011,English,289,13,"$12,014","$35,616","$52,133","$44,782",7,12
73,Channel Islands,1,FTT,15011,English,289,2,,,,,1,13
73,Channel Islands,1,FTT,15011,English,289,1,,,,,1,14
73,Channel Islands,1,FTT,15011,English,289,,,,,,,15
73,Channel Islands,1,FTT,17011,Mathematics,97,89,"$4,735","$14,805","$34,323","$22,481",74,1
73,Channel Islands,1,FTT,17011,Mathematics,97,81,"$12,402","$34,884","$52,738","$34,679",63,2
73,Channel Islands,1,FTT,17011,Mathematics,97,66,"$16,931","$42,147","$55,681","$41,687",50,3
73,Channel Islands,1,FTT,17011,Mathematics,97,59,"$20,170","$43,004","$58,796","$44,251",41,4
73,Channel Islands,1,FTT,17011,Mathematics,97,52,"$17,027","$46,910","$62,204","$41,960",36,5
73,Channel Islands,1,FTT,17011,Mathematics,97,44,"$27,834","$49,433","$65,864","$49,451",28,6
73,Channel Islands,1,FTT,17011,Mathematics,97,40,"$26,949","$49,074","$68,260","$53,924",25,7
73,Channel Islands,1,FTT,17011,Mathematics,97,32,"$41,762","$61,132","$74,267","$61,112",22,8
73,Channel Islands,1,FTT,17011,Mathematics,97,26,"$38,165","$64,823","$74,015","$61,770",20,9
73,Channel Islands,1,FTT,17011,Mathematics,97,24,"$48,985","$69,151","$94,875","$123,515",18,10
73,Channel Islands,1,FTT,17011,Mathematics,97,15,"$56,981","$70,921","$110,538","$83,645",10,11
73,Channel Islands,1,FTT,17011,Mathematics,97,6,"$68,684","$81,605","$284,287","$154,721",5,12
73,Channel Islands,1,FTT,17011,Mathematics,97,1,,,,,1,13
73,Channel Islands,1,FTT,17011,Mathematics,97,,,,,,,14
73,Channel Islands,1,FTT,17011,Mathematics,97,,,,,,,15
73,Channel Islands,1,FTT,19025,Applied Physics,9,7,"$14,996","$33,056","$45,361","$34,675",6,1
73,Channel Islands,1,FTT,19025,Applied Physics,9,6,,,,,4,2
73,Channel Islands,1,FTT,19025,Applied Physics,9,3,,,,,2,3
73,Channel Islands,1,FTT,19025,Applied Physics,9,1,,,,,,4
73,Channel Islands,1,FTT,19025,Applied Physics,9,1,,,,,,5
73,Channel Islands,1,FTT,19025,Applied Physics,9,,,,,,,6
73,Channel Islands,1,FTT,19025,Applied Physics,9,,,,,,,7
73,Channel Islands,1,FTT,19025,Applied Physics,9,,,,,,,8
73,Channel Islands,1,FTT,19025,Applied Physics,9,,,,,,,9
73,Channel Islands,1,FTT,19025,Applied Physics,9,,,,,,,10
73,Channel Islands,1,FTT,19025,Applied Physics,9,,,,,,,11
73,Channel Islands,1,FTT,19025,Applied Physics,9,,,,,,,12
73,Channel Islands,1,FTT,19025,Applied Physics,9,,,,,,,13
73,Channel Islands,1,FTT,19025,Applied Physics,9,,,,,,,14
73,Channel Islands,1,FTT,19025,Applied Physics,9,,,,,,,15
73,Channel Islands,1,FTT,19051,Chemistry,74,59,"$16,164","$28,279","$39,697","$28,618",48,1
73,Channel Islands,1,FTT,19051,Chemistry,74,45,"$16,420","$40,373","$52,301","$35,863",35,2
73,Channel Islands,1,FTT,19051,Chemistry,74,36,"$29,952","$46,262","$57,515","$44,182",28,3
73,Channel Islands,1,FTT,19051,Chemistry,74,25,"$41,851","$54,337","$70,802","$52,638",18,4
73,Channel Islands,1,FTT,19051,Chemistry,74,14,"$21,864","$52,184","$63,593","$43,508",7,5
73,Channel Islands,1,FTT,19051,Chemistry,74,12,"$40,896","$45,082","$63,149","$51,422",5,6
73,Channel Islands,1,FTT,19051,Chemistry,74,8,,,,,4,7
73,Channel Islands,1,FTT,19051,Chemistry,74,4,,,,,2,8
73,Channel Islands,1,FTT,19051,Chemistry,74,2,,,,,1,9
73,Channel Islands,1,FTT,19051,Chemistry,74,,,,,,,10
73,Channel Islands,1,FTT,19051,Chemistry,74,,,,,,,11
73,Channel Islands,1,FTT,19051,Chemistry,74,,,,,,,12
73,Channel Islands,1,FTT,19051,Chemistry,74,,,,,,,13
73,Channel Islands,1,FTT,19051,Chemistry,74,,,,,,,14
73,Channel Islands,1,FTT,19051,Chemistry,74,,,,,,,15
73,Channel Islands,1,FTT,20011 + 20013,Psychology,976,917,"$11,782","$21,285","$32,877","$24,339",795,1
73,Channel Islands,1,FTT,20011 + 20013,Psychology,976,757,"$15,525","$26,479","$38,555","$29,739",639,2
73,Channel Islands,1,FTT,20011 + 20013,Psychology,976,606,"$17,797","$32,501","$44,290","$33,724",500,3
