Campus,Location,Student Path,Entry Stat,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year
70,Northridge,6,Postbacc,"6,346","3,115","$41,737","$76,898","$96,218","$75,498","1,900",10
70,Northridge,6,Postbacc,"6,346","2,869","$43,321","$78,223","$98,115","$77,647","1,704",11
70,Northridge,6,Postbacc,"6,346","2,452","$43,254","$77,714","$97,449","$79,081","1,426",12
70,Northridge,6,Postbacc,"6,346","2,063","$45,905","$78,726","$99,713","$80,118","1,162",13
70,Northridge,6,Postbacc,"6,346","1,679","$43,635","$79,653","$102,688","$81,906",901,14
70,Northridge,6,Postbacc,"6,346","1,361","$41,369","$79,461","$107,452","$88,001",714,15
70,Northridge,8,Postbacc,"10,918","10,761","$40,883","$57,298","$71,507","$56,940","10,232",1
70,Northridge,8,Postbacc,"10,918","10,577","$49,780","$61,301","$75,758","$61,604","9,831",2
70,Northridge,8,Postbacc,"10,918","10,293","$51,171","$63,880","$78,188","$63,554","9,300",3
70,Northridge,8,Postbacc,"10,918","10,027","$52,502","$66,623","$81,102","$65,270","8,850",4
70,Northridge,8,Postbacc,"10,918","9,709","$54,382","$69,047","$83,018","$67,176","8,382",5
70,Northridge,8,Postbacc,"10,918","9,292","$55,846","$71,292","$84,355","$68,543","7,836",6
70,Northridge,8,Postbacc,"10,918","8,741","$57,876","$73,184","$85,520","$69,963","7,245",7
70,Northridge,8,Postbacc,"10,918","8,187","$59,979","$75,162","$86,511","$71,295","6,684",8
70,Northridge,8,Postbacc,"10,918","7,566","$61,244","$76,599","$87,055","$72,074","6,077",9
70,Northridge,8,Postbacc,"10,918","6,889","$63,398","$77,995","$87,294","$72,840","5,459",10
70,Northridge,8,Postbacc,"10,918","6,170","$65,260","$78,854","$87,503","$73,354","4,849",11
70,Northridge,8,Postbacc,"10,918","5,204","$66,634","$79,805","$88,202","$74,773","4,028",12
70,Northridge,8,Postbacc,"10,918","4,162","$68,667","$80,712","$88,650","$76,053","3,156",13
70,Northridge,8,Postbacc,"10,918","3,277","$67,984","$80,474","$87,926","$75,588","2,455",14
70,Northridge,8,Postbacc,"10,918","2,543","$68,118","$81,003","$88,955","$75,455","1,896",15
73,Channel Islands,1,FTF + FTT,"8,641","7,919","$11,097","$22,114","$35,275","$25,668","6,703",1
73,Channel Islands,1,FTF + FTT,"8,641","6,740","$15,959","$29,638","$44,988","$33,051","5,625",2
73,Channel Islands,1,FTF + FTT,"8,641","5,657","$19,126","$35,095","$50,611","$37,644","4,602",3
73,Channel Islands,1,FTF + FTT,"8,641","4,713","$21,636","$38,817","$55,144","$41,144","3,700",4
73,Channel Islands,1,FTF + FTT,"8,641","3,897","$22,592","$40,799","$57,703","$43,344","2,958",5
73,Channel Islands,1,FTF + FTT,"8,641","3,204","$25,563","$45,106","$62,771","$47,400","2,362",6
73,Channel Islands,1,FTF + FTT,"8,641","2,486","$25,634","$47,420","$64,886","$49,119","1,802",7
73,Channel Islands,1,FTF + FTT,"8,641","1,915","$30,131","$49,459","$68,809","$52,845","1,362",8
73,Channel Islands,1,FTF + FTT,"8,641","1,356","$31,956","$53,359","$72,701","$55,936",950,9
73,Channel Islands,1,FTF + FTT,"8,641",896,"$33,066","$55,911","$75,769","$60,192",619,10
73,Channel Islands,1,FTF + FTT,"8,641",540,"$35,191","$55,557","$78,870","$61,881",370,11
73,Channel Islands,1,FTF + FTT,"8,641",216,"$38,668","$63,976","$83,430","$72,121",144,12
73,Channel Islands,1,FTF + FTT,"8,641",21,"$40,875","$76,569","$88,642","$77,349",10,13
73,Channel Islands,1,FTF + FTT,"8,641",2,,,,,2,14
73,Channel Islands,1,FTF + FTT,"8,641",,,,,,,15
73,Channel Islands,1,FTF,"2,236","1,879","$9,915","$20,183","$31,380","$22,446","1,603",1
73,Channel Islands,1,FTF,"2,236","1,548","$14,967","$27,853","$40,645","$29,972","1,308",2
73,Channel Islands,1,FTF,"2,236","1,264","$17,816","$32,206","$46,543","$34,399","1,055",3
73,Channel Islands,1,FTF,"2,236",975,"$22,282","$37,567","$52,927","$39,242",775,4
73,Channel Islands,1,FTF,"2,236",691,"$25,307","$41,013","$56,140","$42,940",532,5
73,Channel Islands,1,FTF,"2,236",487,"$26,364","$45,843","$60,959","$47,789",366,6
73,Channel Islands,1,FTF,"2,236",298,"$31,062","$49,949","$65,889","$51,079",228,7
73,Channel Islands,1,FTF,"2,236",163,"$38,842","$60,394","$80,708","$60,792",123,8
73,Channel Islands,1,FTF,"2,236",47,"$47,735","$68,196","$85,307","$76,226",33,9
73,Channel Islands,1,FTF,"2,236",4,,,,,2,10
73,Channel Islands,1,FTF,"2,236",2,,,,,1,11
73,Channel Islands,1,FTF,"2,236",,,,,,,12
73,Channel Islands,1,FTF,"2,236",,,,,,,13
73,Channel Islands,1,FTF,"2,236",,,,,,,14
73,Channel Islands,1,FTF,"2,236",,,,,,,15
73,Channel Islands,1,FTT,"6,405","6,040","$11,683","$23,075","$36,474","$26,681","5,100",1
73,Channel Islands,1,FTT,"6,405","5,192","$16,395","$30,337","$46,451","$33,984","4,317",2
73,Channel Islands,1,FTT,"6,405","4,393","$19,558","$36,054","$51,538","$38,609","3,547",3
73,Channel Islands,1,FTT,"6,405","3,738","$21,578","$39,280","$55,945","$41,648","2,925",4
73,Channel Islands,1,FTT,"6,405","3,206","$22,296","$40,755","$58,018","$43,432","2,426",5
73,Channel Islands,1,FTT,"6,405","2,717","$25,435","$45,062","$63,099","$47,328","1,996",6
73,Channel Islands,1,FTT,"6,405","2,188","$25,054","$47,011","$64,491","$48,835","1,574",7
73,Channel Islands,1,FTT,"6,405","1,752","$29,061","$48,500","$67,720","$52,056","1,239",8
73,Channel Islands,1,FTT,"6,405","1,309","$31,824","$52,759","$72,071","$55,206",917,9
73,Channel Islands,1,FTT,"6,405",892,"$33,066","$55,354","$75,727","$60,133",617,10
73,Channel Islands,1,FTT,"6,405",538,"$35,191","$55,457","$78,819","$61,698",369,11
73,Channel Islands,1,FTT,"6,405",216,"$38,668","$63,976","$83,430","$72,121",144,12
73,Channel Islands,1,FTT,"6,405",21,"$40,875","$76,569","$88,642","$77,349",10,13
73,Channel Islands,1,FTT,"6,405",2,,,,,2,14
73,Channel Islands,1,FTT,"6,405",,,,,,,15
73,Channel Islands,2,FTF + FTT,"3,326","3,146","$5,861","$13,164","$24,336","$18,170","2,439",1
73,Channel Islands,2,FTF + FTT,"3,326","2,880","$7,125","$15,710","$28,684","$20,985","2,194",2
73,Channel Islands,2,FTF + FTT,"3,326","2,425","$9,210","$18,853","$33,273","$24,281","1,786",3
73,Channel Islands,2,FTF + FTT,"3,326","1,969","$10,871","$23,435","$37,307","$28,134","1,418",4
73,Channel Islands,2,FTF + FTT,"3,326","1,608","$12,750","$25,963","$42,676","$31,412","1,145",5
73,Channel Islands,2,FTF + FTT,"3,326","1,325","$14,629","$28,910","$47,305","$34,313",931,6
73,Channel Islands,2,FTF + FTT,"3,326","1,099","$16,852","$31,983","$51,509","$37,101",751,7
73,Channel Islands,2,FTF + FTT,"3,326",868,"$18,328","$34,424","$52,094","$39,280",580,8
73,Channel Islands,2,FTF + FTT,"3,326",612,"$19,067","$35,409","$55,285","$40,876",399,9
73,Channel Islands,2,FTF + FTT,"3,326",306,"$21,970","$39,777","$63,693","$48,600",193,10
73,Channel Islands,2,FTF + FTT,"3,326",176,"$25,979","$45,216","$70,680","$54,988",109,11
73,Channel Islands,2,FTF + FTT,"3,326",107,"$26,033","$54,318","$84,519","$62,117",68,12
73,Channel Islands,2,FTF + FTT,"3,326",39,"$24,218","$58,046","$89,100","$63,637",25,13
73,Channel Islands,2,FTF + FTT,"3,326",8,,,,,4,14
73,Channel Islands,2,FTF + FTT,"3,326",,,,,,,15
73,Channel Islands,2,FTF,"1,718","1,614","$4,007","$9,005","$15,925","$11,395","1,236",1
73,Channel Islands,2,FTF,"1,718","1,472","$5,176","$11,323","$19,809","$14,099","1,130",2
73,Channel Islands,2,FTF,"1,718","1,211","$6,652","$13,595","$22,345","$16,470",888,3
73,Channel Islands,2,FTF,"1,718",939,"$8,580","$16,747","$27,920","$20,054",687,4
73,Channel Islands,2,FTF,"1,718",763,"$10,174","$20,600","$33,922","$24,003",545,5
73,Channel Islands,2,FTF,"1,718",622,"$11,525","$23,749","$37,700","$27,224",439,6
73,Channel Islands,2,FTF,"1,718",491,"$13,208","$25,433","$40,839","$29,917",343,7
73,Channel Islands,2,FTF,"1,718",377,"$15,892","$30,873","$42,538","$33,117",257,8
73,Channel Islands,2,FTF,"1,718",263,"$18,237","$32,892","$45,774","$35,790",182,9
73,Channel Islands,2,FTF,"1,718",115,"$21,889","$35,949","$53,000","$40,792",75,10
73,Channel Islands,2,FTF,"1,718",59,"$25,979","$38,789","$59,545","$48,709",37,11
73,Channel Islands,2,FTF,"1,718",28,"$14,060","$38,033","$60,524","$47,106",20,12
73,Channel Islands,2,FTF,"1,718",2,,,,,2,13
73,Channel Islands,2,FTF,"1,718",,,,,,,14
73,Channel Islands,2,FTF,"1,718",,,,,,,15
73,Channel Islands,2,FTT,"1,608","1,532","$9,886","$19,968","$33,732","$25,132","1,203",1
73,Channel Islands,2,FTT,"1,608","1,408","$11,326","$23,558","$38,196","$28,298","1,064",2
73,Channel Islands,2,FTT,"1,608","1,214","$14,064","$27,968","$43,569","$32,005",898,3
73,Channel Islands,2,FTT,"1,608","1,030","$17,015","$31,126","$48,221","$35,728",731,4
73,Channel Islands,2,FTT,"1,608",845,"$16,943","$32,964","$52,001","$38,142",600,5
73,Channel Islands,2,FTT,"1,608",703,"$18,760","$35,485","$54,993","$40,638",492,6
73,Channel Islands,2,FTT,"1,608",608,"$20,684","$38,701","$57,684","$43,142",408,7
73,Channel Islands,2,FTT,"1,608",491,"$22,134","$39,197","$60,813","$44,185",323,8
73,Channel Islands,2,FTT,"1,608",349,"$20,799","$40,128","$60,124","$45,142",217,9
73,Channel Islands,2,FTT,"1,608",191,"$21,970","$47,633","$70,157","$53,563",118,10
73,Channel Islands,2,FTT,"1,608",117,"$26,794","$51,537","$78,067","$58,215",72,11
73,Channel Islands,2,FTT,"1,608",79,"$34,653","$59,783","$94,958","$68,372",48,12
73,Channel Islands,2,FTT,"1,608",37,"$24,213","$57,032","$89,100","$59,819",23,13
73,Channel Islands,2,FTT,"1,608",8,,,,,4,14
73,Channel Islands,2,FTT,"1,608",,,,,,,15
73,Channel Islands,3,FTF + FTT,899,777,"$12,825","$24,928","$39,897","$29,877",579,1
73,Channel Islands,3,FTF + FTT,899,655,"$14,263","$31,063","$48,765","$36,213",484,2
73,Channel Islands,3,FTF + FTT,899,542,"$18,795","$37,263","$55,623","$41,016",381,3
73,Channel Islands,3,FTF + FTT,899,432,"$19,416","$38,858","$56,998","$42,795",295,4
73,Channel Islands,3,FTF + FTT,899,353,"$24,863","$41,728","$59,377","$45,525",236,5
73,Channel Islands,3,FTF + FTT,899,253,"$26,214","$43,889","$64,858","$48,990",163,6
73,Channel Islands,3,FTF + FTT,899,183,"$26,035","$46,698","$75,754","$53,669",112,7
73,Channel Islands,3,FTF + FTT,899,109,"$20,885","$48,633","$80,412","$57,430",61,8
73,Channel Islands,3,FTF + FTT,899,67,"$21,375","$44,009","$75,216","$55,409",39,9
73,Channel Islands,3,FTF + FTT,899,38,"$27,747","$58,613","$83,329","$62,066",24,10
73,Channel Islands,3,FTF + FTT,899,19,"$24,416","$42,498","$64,495","$53,022",10,11
73,Channel Islands,3,FTF + FTT,899,8,"$13,094","$22,891","$37,119","$27,165",6,12
73,Channel Islands,3,FTF + FTT,899,6,"$24,115","$27,901","$46,448","$34,018",5,13
73,Channel Islands,3,FTF + FTT,899,1,,,,,1,14
73,Channel Islands,3,FTF + FTT,899,,,,,,,15
73,Channel Islands,3,FTF,462,394,"$10,869","$21,138","$33,838","$24,872",301,1
73,Channel Islands,3,FTF,462,322,"$12,552","$28,391","$42,989","$31,992",246,2
73,Channel Islands,3,FTF,462,256,"$17,663","$33,912","$52,578","$37,942",180,3
73,Channel Islands,3,FTF,462,194,"$21,254","$37,923","$55,824","$42,374",137,4
73,Channel Islands,3,FTF,462,149,"$26,651","$41,346","$54,965","$44,445",110,5
73,Channel Islands,3,FTF,462,92,"$31,308","$44,659","$61,478","$48,815",69,6
73,Channel Islands,3,FTF,462,54,"$30,916","$48,991","$73,759","$56,736",37,7
73,Channel Islands,3,FTF,462,15,"$24,785","$46,224","$71,911","$57,388",8,8
73,Channel Islands,3,FTF,462,3,,,,,,9
73,Channel Islands,3,FTF,462,,,,,,,10
73,Channel Islands,3,FTF,462,,,,,,,11
73,Channel Islands,3,FTF,462,,,,,,,12
73,Channel Islands,3,FTF,462,,,,,,,13
73,Channel Islands,3,FTF,462,,,,,,,14
73,Channel Islands,3,FTF,462,,,,,,,15
73,Channel Islands,3,FTT,437,383,"$16,880","$29,869","$47,068","$35,295",278,1
73,Channel Islands,3,FTT,437,333,"$17,555","$36,174","$53,463","$40,576",238,2
73,Channel Islands,3,FTT,437,286,"$20,344","$38,943","$58,157","$43,768",201,3
73,Channel Islands,3,FTT,437,238,"$17,699","$40,344","$58,500","$43,159",158,4
73,Channel Islands,3,FTT,437,204,"$23,422","$41,813","$62,296","$46,468",126,5
73,Channel Islands,3,FTT,437,161,"$20,635","$42,741","$65,720","$49,118",94,6
73,Channel Islands,3,FTT,437,129,"$19,726","$46,601","$76,857","$52,156",75,7
73,Channel Islands,3,FTT,437,94,"$20,885","$48,633","$82,708","$57,437",53,8
73,Channel Islands,3,FTT,437,64,"$21,375","$44,009","$75,216","$55,409",39,9
73,Channel Islands,3,FTT,437,38,"$27,747","$58,613","$83,329","$62,066",24,10
73,Channel Islands,3,FTT,437,19,"$24,416","$42,498","$64,495","$53,022",10,11
73,Channel Islands,3,FTT,437,8,"$13,094","$22,891","$37,119","$27,165",6,12
73,Channel Islands,3,FTT,437,6,"$24,115","$27,901","$46,448","$34,018",5,13
73,Channel Islands,3,FTT,437,1,,,,,1,14
73,Channel Islands,3,FTT,437,,,,,,,15
73,Channel Islands,4,FTF + FTT,"1,380","1,121","$24,834","$42,459","$58,504","$43,637",894,1
73,Channel Islands,4,FTF + FTT,"1,380",918,"$31,601","$50,189","$64,884","$50,019",740,2
73,Channel Islands,4,FTF + FTT,"1,380",717,"$34,181","$54,027","$70,520","$53,575",574,3
73,Channel Islands,4,FTF + FTT,"1,380",553,"$40,641","$58,055","$74,603","$58,883",437,4
73,Channel Islands,4,FTF + FTT,"1,380",397,"$44,681","$59,730","$76,750","$61,253",311,5
73,Channel Islands,4,FTF + FTT,"1,380",255,"$44,055","$63,435","$78,970","$62,266",187,6
73,Channel Islands,4,FTF + FTT,"1,380",157,"$49,252","$68,611","$83,292","$69,863",110,7
73,Channel Islands,4,FTF + FTT,"1,380",95,"$35,033","$69,311","$81,384","$71,304",66,8
73,Channel Islands,4,FTF + FTT,"1,380",52,"$35,345","$63,469","$78,655","$59,816",41,9
73,Channel Islands,4,FTF + FTT,"1,380",21,"$54,082","$75,900","$110,905","$78,190",16,10
73,Channel Islands,4,FTF + FTT,"1,380",8,"$46,064","$72,011","$113,996","$87,206",7,11
73,Channel Islands,4,FTF + FTT,"1,380",2,,,,,2,12
73,Channel Islands,4,FTF + FTT,"1,380",,,,,,,13
73,Channel Islands,4,FTF + FTT,"1,380",,,,,,,14
73,Channel Islands,4,FTF + FTT,"1,380",,,,,,,15
73,Channel Islands,4,FTF,354,277,"$26,319","$41,031","$53,194","$40,505",226,1
73,Channel Islands,4,FTF,354,214,"$37,484","$49,024","$58,833","$49,596",178,2
73,Channel Islands,4,FTF,354,155,"$41,471","$53,005","$65,237","$54,438",133,3
73,Channel Islands,4,FTF,354,104,"$44,986","$58,037","$68,109","$59,293",87,4
73,Channel Islands,4,FTF,354,62,"$50,188","$59,326","$71,312","$61,617",53,5
73,Channel Islands,4,FTF,354,24,"$50,013","$58,760","$79,631","$66,833",19,6
73,Channel Islands,4,FTF,354,9,"$54,004","$67,988","$94,658","$72,693",8,7
73,Channel Islands,4,FTF,354,1,,,,,1,8
73,Channel Islands,4,FTF,354,,,,,,,9
73,Channel Islands,4,FTF,354,,,,,,,10
73,Channel Islands,4,FTF,354,,,,,,,11
73,Channel Islands,4,FTF,354,,,,,,,12
73,Channel Islands,4,FTF,354,,,,,,,13
73,Channel Islands,4,FTF,354,,,,,,,14
73,Channel Islands,4,FTF,354,,,,,,,15
73,Channel Islands,4,FTT,"1,026",844,"$24,288","$43,017","$60,021","$44,697",668,1
73,Channel Islands,4,FTT,"1,026",704,"$29,332","$50,408","$66,260","$50,153",562,2
73,Channel Islands,4,FTT,"1,026",562,"$33,528","$54,364","$71,954","$53,315",441,3
73,Channel Islands,4,FTT,"1,026",449,"$37,834","$58,193","$75,094","$58,781",350,4
73,Channel Islands,4,FTT,"1,026",335,"$43,038","$59,958","$77,348","$61,179",258,5
73,Channel Islands,4,FTT,"1,026",231,"$43,243","$64,252","$78,926","$61,749",168,6
73,Channel Islands,4,FTT,"1,026",148,"$49,252","$68,611","$83,292","$69,641",102,7
73,Channel Islands,4,FTT,"1,026",94,"$35,033","$69,585","$81,384","$71,746",65,8
73,Channel Islands,4,FTT,"1,026",52,"$35,345","$63,469","$78,655","$59,816",41,9
73,Channel Islands,4,FTT,"1,026",21,"$54,082","$75,900","$110,905","$78,190",16,10
73,Channel Islands,4,FTT,"1,026",8,"$46,064","$72,011","$113,996","$87,206",7,11
73,Channel Islands,4,FTT,"1,026",2,,,,,2,12
73,Channel Islands,4,FTT,"1,026",,,,,,,13
73,Channel Islands,4,FTT,"1,026",,,,,,,14
73,Channel Islands,4,FTT,"1,026",,,,,,,15
73,Channel Islands,5,Postbacc,563,539,"$42,695","$65,230","$87,125","$67,589",455,1
73,Channel Islands,5,Postbacc,563,461,"$51,150","$72,405","$94,477","$74,675",385,2
73,Channel Islands,5,Postbacc,563,391,"$56,236","$78,520","$98,778","$78,820",329,3
73,Channel Islands,5,Postbacc,563,321,"$61,379","$82,843","$101,616","$83,091",264,4
73,Channel Islands,5,Postbacc,563,254,"$61,800","$90,773","$104,883","$90,425",201,5
73,Channel Islands,5,Postbacc,563,179,"$70,964","$96,218","$114,541","$93,361",141,6
73,Channel Islands,5,Postbacc,563,105,"$81,894","$100,951","$126,575","$104,999",81,7
73,Channel Islands,5,Postbacc,563,34,"$94,492","$107,219","$128,351","$110,187",22,8
73,Channel Islands,5,Postbacc,563,3,,,,,2,9
73,Channel Islands,5,Postbacc,563,,,,,,,10
73,Channel Islands,5,Postbacc,563,,,,,,,11
73,Channel Islands,5,Postbacc,563,,,,,,,12
73,Channel Islands,5,Postbacc,563,,,,,,,13
73,Channel Islands,5,Postbacc,563,,,,,,,14
73,Channel Islands,5,Postbacc,563,,,,,,,15
73,Channel Islands,6,Postbacc,210,190,"$34,146","$63,157","$80,348","$61,626",142,1
73,Channel Islands,6,Postbacc,210,173,"$29,192","$62,814","$91,824","$64,589",119,2
73,Channel Islands,6,Postbacc,210,146,"$37,665","$70,425","$97,913","$68,473",92,3
73,Channel Islands,6,Postbacc,210,121,"$44,748","$75,284","$99,966","$74,677",74,4
73,Channel Islands,6,Postbacc,210,90,"$51,545","$76,540","$99,584","$76,046",56,5
73,Channel Islands,6,Postbacc,210,70,"$64,327","$82,201","$103,697","$82,308",45,6
73,Channel Islands,6,Postbacc,210,61,"$66,108","$91,482","$106,803","$86,096",40,7
73,Channel Islands,6,Postbacc,210,39,"$67,743","$88,477","$117,645","$86,332",26,8
73,Channel Islands,6,Postbacc,210,18,"$81,277","$93,512","$115,089","$95,414",13,9
73,Channel Islands,6,Postbacc,210,2,,,,,1,10
73,Channel Islands,6,Postbacc,210,,,,,,,11
73,Channel Islands,6,Postbacc,210,,,,,,,12
73,Channel Islands,6,Postbacc,210,,,,,,,13
73,Channel Islands,6,Postbacc,210,,,,,,,14
73,Channel Islands,6,Postbacc,210,,,,,,,15
73,Channel Islands,8,Postbacc,775,770,"$20,496","$35,933","$52,639","$37,509",736,1
73,Channel Islands,8,Postbacc,775,742,"$31,298","$48,811","$56,433","$44,678",688,2
73,Channel Islands,8,Postbacc,775,665,"$32,448","$50,457","$58,018","$46,720",601,3
73,Channel Islands,8,Postbacc,775,596,"$34,383","$51,869","$61,451","$50,267",521,4
73,Channel Islands,8,Postbacc,775,538,"$39,052","$55,049","$64,520","$51,246",468,5
73,Channel Islands,8,Postbacc,775,448,"$40,776","$57,589","$67,026","$53,212",379,6
73,Channel Islands,8,Postbacc,775,373,"$43,024","$58,616","$68,911","$55,743",308,7
73,Channel Islands,8,Postbacc,775,288,"$49,550","$62,729","$72,956","$59,530",230,8
73,Channel Islands,8,Postbacc,775,209,"$51,079","$65,639","$75,801","$61,276",165,9
73,Channel Islands,8,Postbacc,775,126,"$47,890","$67,784","$76,395","$61,636",104,10
73,Channel Islands,8,Postbacc,775,40,"$50,942","$64,763","$78,731","$61,775",33,11
73,Channel Islands,8,Postbacc,775,4,,,,,4,12
73,Channel Islands,8,Postbacc,775,,,,,,,13
73,Channel Islands,8,Postbacc,775,,,,,,,14
73,Channel Islands,8,Postbacc,775,,,,,,,15
