Campus,Location,Student Path,Entry Stat,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year
55,Dominguez Hills,4,FTF,"1,079",826,"$32,439","$52,839","$70,754","$53,426",693,2
55,Dominguez Hills,4,FTF,"1,079",712,"$38,484","$56,636","$76,135","$58,013",596,3
55,Dominguez Hills,4,FTF,"1,079",593,"$44,214","$61,687","$80,214","$62,999",492,4
55,Dominguez Hills,4,FTF,"1,079",495,"$46,694","$67,151","$82,575","$66,243",408,5
55,Dominguez Hills,4,FTF,"1,079",410,"$46,213","$66,821","$84,000","$67,175",341,6
55,Dominguez Hills,4,FTF,"1,079",325,"$50,872","$69,409","$86,286","$70,227",272,7
55,Dominguez Hills,4,FTF,"1,079",255,"$57,028","$74,103","$89,232","$73,797",211,8
55,Dominguez Hills,4,FTF,"1,079",197,"$59,715","$77,420","$93,487","$77,518",160,9
55,Dominguez Hills,4,FTF,"1,079",149,"$57,720","$80,216","$93,148","$77,394",126,10
55,Dominguez Hills,4,FTF,"1,079",91,"$55,068","$81,186","$91,728","$78,753",76,11
55,Dominguez Hills,4,FTF,"1,079",60,"$53,556","$78,770","$91,932","$77,027",51,12
55,Dominguez Hills,4,FTF,"1,079",35,"$60,436","$78,497","$93,010","$80,689",29,13
55,Dominguez Hills,4,FTF,"1,079",15,"$68,508","$73,589","$84,444","$81,688",13,14
55,Dominguez Hills,4,FTF,"1,079",6,"$72,872","$83,462","$95,180","$105,499",5,15
55,Dominguez Hills,4,FTT,"5,511","4,928","$35,860","$59,903","$80,975","$62,601","4,112",1
55,Dominguez Hills,4,FTT,"5,511","4,412","$44,834","$64,947","$86,012","$68,221","3,658",2
55,Dominguez Hills,4,FTT,"5,511","3,904","$47,308","$68,181","$88,336","$70,623","3,223",3
55,Dominguez Hills,4,FTT,"5,511","3,447","$50,048","$70,907","$91,813","$73,285","2,803",4
55,Dominguez Hills,4,FTT,"5,511","3,055","$52,530","$74,093","$93,248","$75,606","2,472",5
55,Dominguez Hills,4,FTT,"5,511","2,671","$52,458","$75,977","$95,373","$77,037","2,148",6
55,Dominguez Hills,4,FTT,"5,511","2,311","$54,293","$77,843","$96,084","$78,530","1,848",7
55,Dominguez Hills,4,FTT,"5,511","1,939","$55,265","$80,061","$99,208","$80,312","1,546",8
55,Dominguez Hills,4,FTT,"5,511","1,602","$58,866","$81,133","$98,561","$82,342","1,261",9
55,Dominguez Hills,4,FTT,"5,511","1,242","$62,321","$83,625","$101,464","$85,660",957,10
55,Dominguez Hills,4,FTT,"5,511",941,"$64,071","$84,184","$101,241","$86,179",715,11
55,Dominguez Hills,4,FTT,"5,511",693,"$61,465","$85,150","$102,323","$87,339",518,12
55,Dominguez Hills,4,FTT,"5,511",494,"$65,344","$87,906","$105,608","$90,376",356,13
55,Dominguez Hills,4,FTT,"5,511",313,"$72,327","$89,937","$108,324","$92,902",216,14
55,Dominguez Hills,4,FTT,"5,511",183,"$70,781","$88,785","$105,529","$93,509",114,15
55,Dominguez Hills,5,Postbacc,"9,175","8,803","$46,955","$70,063","$89,042","$69,439","8,044",1
55,Dominguez Hills,5,Postbacc,"9,175","8,367","$53,852","$75,506","$93,557","$75,036","7,544",2
55,Dominguez Hills,5,Postbacc,"9,175","7,833","$57,190","$78,364","$95,991","$78,051","6,943",3
55,Dominguez Hills,5,Postbacc,"9,175","7,271","$59,233","$80,470","$98,058","$80,114","6,353",4
55,Dominguez Hills,5,Postbacc,"9,175","6,707","$62,340","$82,569","$99,636","$82,307","5,783",5
55,Dominguez Hills,5,Postbacc,"9,175","6,082","$65,598","$84,329","$100,929","$84,216","5,179",6
55,Dominguez Hills,5,Postbacc,"9,175","5,497","$66,524","$85,212","$102,303","$85,222","4,621",7
55,Dominguez Hills,5,Postbacc,"9,175","4,898","$68,880","$86,165","$103,560","$86,470","4,054",8
55,Dominguez Hills,5,Postbacc,"9,175","4,354","$70,074","$86,923","$104,347","$87,663","3,539",9
55,Dominguez Hills,5,Postbacc,"9,175","3,834","$71,351","$89,068","$107,124","$89,261","3,062",10
55,Dominguez Hills,5,Postbacc,"9,175","3,251","$71,974","$88,805","$108,189","$89,707","2,544",11
55,Dominguez Hills,5,Postbacc,"9,175","2,705","$70,704","$89,716","$108,402","$90,875","2,058",12
55,Dominguez Hills,5,Postbacc,"9,175","2,209","$71,506","$90,743","$109,531","$91,698","1,636",13
55,Dominguez Hills,5,Postbacc,"9,175","1,742","$71,196","$91,260","$110,834","$92,563","1,243",14
55,Dominguez Hills,5,Postbacc,"9,175","1,391","$68,669","$91,964","$111,815","$92,908",966,15
55,Dominguez Hills,6,Postbacc,"9,786","9,493","$34,059","$58,452","$75,969","$57,355","8,635",1
55,Dominguez Hills,6,Postbacc,"9,786","9,340","$38,764","$62,715","$80,730","$61,364","8,212",2
55,Dominguez Hills,6,Postbacc,"9,786","9,021","$41,714","$65,547","$83,326","$63,697","7,666",3
55,Dominguez Hills,6,Postbacc,"9,786","8,612","$44,140","$67,553","$84,696","$65,396","7,109",4
55,Dominguez Hills,6,Postbacc,"9,786","8,115","$46,494","$69,982","$86,695","$67,332","6,540",5
55,Dominguez Hills,6,Postbacc,"9,786","7,629","$48,510","$71,815","$87,917","$68,923","5,989",6
55,Dominguez Hills,6,Postbacc,"9,786","7,070","$50,568","$73,345","$89,653","$70,450","5,435",7
55,Dominguez Hills,6,Postbacc,"9,786","6,093","$53,213","$75,204","$89,018","$71,490","4,561",8
55,Dominguez Hills,6,Postbacc,"9,786","5,781","$53,567","$76,146","$89,449","$71,851","4,254",9
55,Dominguez Hills,6,Postbacc,"9,786","5,342","$54,522","$77,311","$89,305","$72,560","3,855",10
55,Dominguez Hills,6,Postbacc,"9,786","4,854","$54,900","$77,747","$89,817","$72,928","3,455",11
55,Dominguez Hills,6,Postbacc,"9,786","4,293","$56,635","$78,840","$90,953","$73,895","2,978",12
55,Dominguez Hills,6,Postbacc,"9,786","3,515","$52,689","$79,019","$91,422","$75,296","2,351",13
55,Dominguez Hills,6,Postbacc,"9,786","2,770","$50,783","$78,989","$92,255","$75,958","1,783",14
55,Dominguez Hills,6,Postbacc,"9,786","2,102","$51,486","$79,818","$93,183","$78,163","1,322",15
55,Dominguez Hills,8,Postbacc,"10,356","10,150","$53,466","$67,245","$82,508","$66,631","9,797",1
55,Dominguez Hills,8,Postbacc,"10,356","9,892","$56,448","$70,295","$85,019","$69,248","9,316",2
55,Dominguez Hills,8,Postbacc,"10,356","9,558","$57,908","$72,970","$86,764","$70,796","8,776",3
55,Dominguez Hills,8,Postbacc,"10,356","9,181","$60,288","$75,348","$88,501","$72,819","8,182",4
55,Dominguez Hills,8,Postbacc,"10,356","8,786","$62,164","$77,401","$90,002","$74,184","7,701",5
55,Dominguez Hills,8,Postbacc,"10,356","8,412","$63,776","$78,515","$90,648","$75,273","7,268",6
55,Dominguez Hills,8,Postbacc,"10,356","7,932","$65,433","$79,834","$90,864","$76,375","6,720",7
55,Dominguez Hills,8,Postbacc,"10,356","7,330","$66,501","$80,126","$90,822","$76,843","6,126",8
55,Dominguez Hills,8,Postbacc,"10,356","6,612","$68,038","$80,554","$91,468","$77,748","5,471",9
55,Dominguez Hills,8,Postbacc,"10,356","5,741","$70,540","$81,516","$92,143","$79,081","4,710",10
55,Dominguez Hills,8,Postbacc,"10,356","4,960","$71,968","$82,283","$92,730","$79,904","4,031",11
55,Dominguez Hills,8,Postbacc,"10,356","3,903","$73,287","$83,893","$94,458","$81,410","3,115",12
55,Dominguez Hills,8,Postbacc,"10,356","2,573","$75,019","$85,399","$96,808","$84,445","2,001",13
55,Dominguez Hills,8,Postbacc,"10,356","1,524","$77,052","$87,384","$99,767","$85,055","1,181",14
55,Dominguez Hills,8,Postbacc,"10,356",774,"$77,687","$88,258","$100,645","$87,509",591,15
70,Northridge,1,FTF + FTT,"74,323","70,868","$13,151","$25,494","$40,030","$28,915","59,890",1
70,Northridge,1,FTF + FTT,"74,323","64,342","$18,220","$33,971","$49,745","$36,289","53,583",2
70,Northridge,1,FTF + FTT,"74,323","58,297","$21,544","$38,946","$55,051","$40,861","47,426",3
70,Northridge,1,FTF + FTT,"74,323","52,656","$24,192","$43,030","$59,940","$45,023","41,758",4
70,Northridge,1,FTF + FTT,"74,323","47,490","$26,228","$46,233","$64,462","$48,499","36,856",5
70,Northridge,1,FTF + FTT,"74,323","42,754","$28,385","$49,330","$68,842","$51,970","32,392",6
70,Northridge,1,FTF + FTT,"74,323","37,991","$29,955","$51,824","$72,578","$55,076","28,216",7
70,Northridge,1,FTF + FTT,"74,323","33,446","$32,173","$54,934","$77,017","$58,783","24,313",8
70,Northridge,1,FTF + FTT,"74,323","28,930","$33,537","$57,797","$80,993","$62,137","20,770",9
70,Northridge,1,FTF + FTT,"74,323","23,679","$35,502","$60,819","$84,393","$65,278","16,637",10
70,Northridge,1,FTF + FTT,"74,323","21,209","$36,310","$62,571","$86,834","$67,603","14,722",11
70,Northridge,1,FTF + FTT,"74,323","17,817","$36,476","$65,439","$90,001","$70,483","12,202",12
70,Northridge,1,FTF + FTT,"74,323","14,394","$38,042","$67,420","$91,738","$72,994","9,757",13
70,Northridge,1,FTF + FTT,"74,323","11,083","$39,478","$69,937","$94,069","$74,781","7,386",14
70,Northridge,1,FTF + FTT,"74,323","8,076","$39,558","$71,778","$95,123","$76,159","5,316",15
70,Northridge,1,FTF,"24,785","22,663","$12,237","$23,205","$36,215","$26,010","19,432",1
70,Northridge,1,FTF,"24,785","19,764","$17,583","$32,023","$46,183","$34,086","16,813",2
70,Northridge,1,FTF,"24,785","17,326","$20,747","$36,788","$51,680","$38,209","14,553",3
70,Northridge,1,FTF,"24,785","15,265","$24,163","$41,187","$56,947","$42,788","12,564",4
70,Northridge,1,FTF,"24,785","13,438","$26,887","$44,591","$61,752","$46,717","10,956",5
70,Northridge,1,FTF,"24,785","11,725","$29,919","$48,052","$66,248","$50,863","9,375",6
70,Northridge,1,FTF,"24,785","10,095","$31,134","$50,599","$70,408","$54,130","7,954",7
70,Northridge,1,FTF,"24,785","8,583","$33,888","$53,597","$75,296","$58,268","6,616",8
70,Northridge,1,FTF,"24,785","7,094","$35,591","$57,002","$79,114","$61,478","5,404",9
70,Northridge,1,FTF,"24,785","5,326","$37,910","$60,699","$84,139","$66,337","4,014",10
70,Northridge,1,FTF,"24,785","4,502","$39,288","$62,872","$86,873","$69,280","3,352",11
70,Northridge,1,FTF,"24,785","3,450","$39,706","$65,135","$92,157","$72,411","2,536",12
70,Northridge,1,FTF,"24,785","2,527","$40,589","$67,917","$94,287","$75,410","1,872",13
70,Northridge,1,FTF,"24,785","1,655","$39,644","$70,034","$97,528","$76,140","1,223",14
70,Northridge,1,FTF,"24,785",887,"$42,010","$72,631","$96,521","$78,632",659,15
70,Northridge,1,FTT,"49,538","48,205","$13,627","$26,735","$41,978","$30,310","40,458",1
70,Northridge,1,FTT,"49,538","44,578","$18,581","$35,081","$51,282","$37,296","36,770",2
70,Northridge,1,FTT,"49,538","40,971","$21,922","$39,985","$56,554","$42,036","32,873",3
70,Northridge,1,FTT,"49,538","37,391","$24,202","$43,979","$61,254","$45,985","29,194",4
70,Northridge,1,FTT,"49,538","34,052","$25,861","$47,034","$65,666","$49,253","25,900",5
70,Northridge,1,FTT,"49,538","31,029","$27,727","$49,926","$70,009","$52,421","23,017",6
70,Northridge,1,FTT,"49,538","27,896","$29,433","$52,412","$73,488","$55,448","20,262",7
70,Northridge,1,FTT,"49,538","24,863","$31,319","$55,494","$77,567","$58,976","17,697",8
70,Northridge,1,FTT,"49,538","21,836","$32,713","$58,107","$81,533","$62,368","15,366",9
70,Northridge,1,FTT,"49,538","18,353","$34,627","$60,860","$84,514","$64,941","12,623",10
70,Northridge,1,FTT,"49,538","16,707","$35,308","$62,462","$86,834","$67,109","11,370",11
70,Northridge,1,FTT,"49,538","14,367","$35,597","$65,527","$89,634","$69,977","9,666",12
70,Northridge,1,FTT,"49,538","11,867","$37,454","$67,345","$91,156","$72,420","7,885",13
70,Northridge,1,FTT,"49,538","9,428","$39,411","$69,920","$93,413","$74,511","6,163",14
70,Northridge,1,FTT,"49,538","7,189","$39,211","$71,697","$94,978","$75,810","4,657",15
70,Northridge,2,FTF + FTT,"40,809","40,073","$6,585","$15,045","$28,063","$20,633","31,530",1
70,Northridge,2,FTF + FTT,"40,809","38,624","$8,762","$18,762","$33,620","$24,488","29,506",2
70,Northridge,2,FTF + FTT,"40,809","35,964","$10,635","$22,245","$38,229","$28,004","26,971",3
70,Northridge,2,FTF + FTT,"40,809","33,432","$12,482","$25,498","$42,138","$31,284","24,639",4
70,Northridge,2,FTF + FTT,"40,809","30,702","$14,390","$28,671","$46,277","$34,467","22,200",5
70,Northridge,2,FTF + FTT,"40,809","27,924","$16,144","$31,274","$49,739","$37,313","19,886",6
70,Northridge,2,FTF + FTT,"40,809","25,668","$17,294","$33,774","$53,454","$40,082","17,787",7
70,Northridge,2,FTF + FTT,"40,809","22,794","$18,798","$36,216","$56,649","$43,014","15,522",8
70,Northridge,2,FTF + FTT,"40,809","20,354","$20,110","$38,991","$60,403","$46,335","13,515",9
70,Northridge,2,FTF + FTT,"40,809","17,271","$21,025","$40,584","$63,624","$48,878","11,228",10
70,Northridge,2,FTF + FTT,"40,809","16,069","$22,126","$42,003","$65,720","$50,923","10,293",11
70,Northridge,2,FTF + FTT,"40,809","14,140","$22,406","$43,362","$68,242","$52,425","8,849",12
70,Northridge,2,FTF + FTT,"40,809","12,342","$23,509","$44,697","$70,518","$53,608","7,540",13
70,Northridge,2,FTF + FTT,"40,809","10,546","$24,094","$46,219","$72,533","$54,861","6,339",14
70,Northridge,2,FTF + FTT,"40,809","8,632","$23,915","$47,550","$75,335","$57,463","5,120",15
70,Northridge,2,FTF,"24,605","24,075","$5,201","$11,872","$20,931","$15,399","18,987",1
70,Northridge,2,FTF,"24,605","23,069","$7,279","$15,220","$26,055","$18,954","17,893",2
70,Northridge,2,FTF,"24,605","21,190","$9,229","$18,496","$30,749","$22,289","16,298",3
70,Northridge,2,FTF,"24,605","19,505","$10,849","$21,690","$34,541","$25,462","14,922",4
70,Northridge,2,FTF,"24,605","17,660","$12,484","$24,679","$38,689","$28,647","13,312",5
70,Northridge,2,FTF,"24,605","15,850","$14,151","$27,527","$42,277","$31,575","11,875",6
70,Northridge,2,FTF,"24,605","14,378","$15,399","$29,943","$45,665","$34,163","10,520",7
70,Northridge,2,FTF,"24,605","12,586","$16,901","$32,328","$49,618","$37,525","9,088",8
70,Northridge,2,FTF,"24,605","11,115","$18,413","$35,132","$52,458","$40,935","7,828",9
70,Northridge,2,FTF,"24,605","9,358","$19,593","$37,032","$55,694","$43,385","6,474",10
70,Northridge,2,FTF,"24,605","8,631","$20,729","$38,808","$58,256","$45,489","5,891",11
70,Northridge,2,FTF,"24,605","7,530","$20,923","$39,997","$60,500","$46,427","5,010",12
70,Northridge,2,FTF,"24,605","6,454","$22,013","$40,685","$62,435","$46,846","4,201",13
70,Northridge,2,FTF,"24,605","5,439","$22,942","$42,115","$64,396","$47,920","3,486",14
70,Northridge,2,FTF,"24,605","4,336","$22,899","$43,394","$66,363","$51,501","2,727",15
70,Northridge,2,FTT,"16,204","15,998","$10,562","$22,891","$39,794","$28,557","12,543",1
70,Northridge,2,FTT,"16,204","15,555","$13,105","$27,846","$45,450","$33,015","11,613",2
70,Northridge,2,FTT,"16,204","14,774","$14,966","$31,200","$50,115","$36,732","10,673",3
70,Northridge,2,FTT,"16,204","13,927","$17,257","$34,939","$54,677","$40,223","9,717",4
70,Northridge,2,FTT,"16,204","13,042","$18,507","$37,501","$58,281","$43,184","8,888",5
70,Northridge,2,FTT,"16,204","12,074","$20,080","$39,450","$61,508","$45,819","8,011",6
70,Northridge,2,FTT,"16,204","11,290","$21,396","$41,941","$65,526","$48,649","7,267",7
70,Northridge,2,FTT,"16,204","10,208","$22,261","$43,529","$68,287","$50,768","6,434",8
70,Northridge,2,FTT,"16,204","9,239","$23,332","$45,944","$72,295","$53,768","5,687",9
70,Northridge,2,FTT,"16,204","7,913","$24,247","$47,524","$76,216","$56,357","4,754",10
70,Northridge,2,FTT,"16,204","7,438","$25,006","$49,282","$78,188","$58,195","4,402",11
70,Northridge,2,FTT,"16,204","6,610","$24,785","$50,166","$79,603","$60,253","3,839",12
70,Northridge,2,FTT,"16,204","5,888","$26,120","$50,888","$81,354","$62,115","3,339",13
70,Northridge,2,FTT,"16,204","5,107","$25,477","$52,119","$82,253","$63,342","2,853",14
70,Northridge,2,FTT,"16,204","4,296","$25,516","$53,386","$85,128","$64,257","2,393",15
70,Northridge,3,FTF + FTT,"7,926","7,389","$14,744","$30,535","$48,942","$35,479","5,440",1
70,Northridge,3,FTF + FTT,"7,926","6,708","$20,245","$38,416","$56,246","$42,172","4,905",2
70,Northridge,3,FTF + FTT,"7,926","6,044","$22,791","$42,462","$61,370","$45,716","4,338",3
70,Northridge,3,FTF + FTT,"7,926","5,417","$25,168","$46,394","$67,121","$49,996","3,771",4
70,Northridge,3,FTF + FTT,"7,926","4,763","$25,851","$49,990","$71,310","$53,735","3,240",5
70,Northridge,3,FTF + FTT,"7,926","4,203","$28,708","$52,021","$75,807","$57,517","2,802",6
70,Northridge,3,FTF + FTT,"7,926","3,696","$30,659","$55,007","$81,012","$61,203","2,430",7
70,Northridge,3,FTF + FTT,"7,926","3,205","$32,009","$58,449","$84,666","$66,495","2,093",8
70,Northridge,3,FTF + FTT,"7,926","2,745","$33,194","$59,084","$86,965","$67,010","1,770",9
70,Northridge,3,FTF + FTT,"7,926","2,310","$35,169","$63,167","$90,740","$70,220","1,476",10
70,Northridge,3,FTF + FTT,"7,926","1,898","$36,015","$65,931","$95,123","$75,482","1,185",11
70,Northridge,3,FTF + FTT,"7,926","1,518","$38,275","$69,573","$98,529","$77,896",922,12
70,Northridge,3,FTF + FTT,"7,926","1,174","$38,289","$70,509","$99,416","$81,255",712,13
70,Northridge,3,FTF + FTT,"7,926",846,"$38,014","$70,324","$102,794","$80,225",506,14
70,Northridge,3,FTF + FTT,"7,926",613,"$39,447","$73,170","$100,812","$79,979",364,15
70,Northridge,3,FTF,"3,654","3,346","$13,099","$27,425","$43,213","$31,235","2,480",1
70,Northridge,3,FTF,"3,654","2,944","$19,249","$35,939","$52,886","$38,984","2,196",2
70,Northridge,3,FTF,"3,654","2,597","$21,875","$40,145","$58,437","$43,030","1,896",3
70,Northridge,3,FTF,"3,654","2,263","$24,060","$44,197","$63,482","$47,498","1,595",4
70,Northridge,3,FTF,"3,654","1,927","$26,252","$48,023","$69,364","$51,505","1,313",5
70,Northridge,3,FTF,"3,654","1,666","$29,143","$50,651","$73,977","$56,079","1,129",6
70,Northridge,3,FTF,"3,654","1,402","$31,337","$54,217","$79,129","$58,960",935,7
70,Northridge,3,FTF,"3,654","1,181","$31,376","$57,727","$83,981","$63,322",806,8
70,Northridge,3,FTF,"3,654",971,"$34,592","$59,598","$87,130","$65,710",639,9
70,Northridge,3,FTF,"3,654",790,"$37,800","$65,158","$91,410","$70,722",519,10
70,Northridge,3,FTF,"3,654",614,"$40,073","$68,602","$96,586","$76,327",397,11
70,Northridge,3,FTF,"3,654",452,"$44,086","$72,853","$102,808","$83,491",297,12
70,Northridge,3,FTF,"3,654",313,"$42,452","$77,720","$104,520","$94,030",219,13
70,Northridge,3,FTF,"3,654",198,"$45,729","$78,127","$115,454","$97,801",128,14
70,Northridge,3,FTF,"3,654",115,"$39,429","$80,690","$110,208","$93,137",74,15
70,Northridge,3,FTT,"4,272","4,043","$16,552","$33,313","$53,434","$39,035","2,960",1
70,Northridge,3,FTT,"4,272","3,764","$21,050","$40,711","$59,932","$44,756","2,709",2
70,Northridge,3,FTT,"4,272","3,447","$23,613","$44,433","$63,187","$47,802","2,442",3
70,Northridge,3,FTT,"4,272","3,154","$25,764","$48,170","$69,095","$51,826","2,176",4
70,Northridge,3,FTT,"4,272","2,836","$25,546","$50,951","$72,983","$55,255","1,927",5
70,Northridge,3,FTT,"4,272","2,537","$28,355","$52,954","$76,980","$58,487","1,673",6
70,Northridge,3,FTT,"4,272","2,294","$30,017","$55,819","$81,981","$62,606","1,495",7
70,Northridge,3,FTT,"4,272","2,024","$32,483","$59,156","$84,773","$68,481","1,287",8
70,Northridge,3,FTT,"4,272","1,774","$32,829","$58,741","$86,957","$67,744","1,131",9
70,Northridge,3,FTT,"4,272","1,520","$33,249","$62,199","$90,359","$69,947",957,10
70,Northridge,3,FTT,"4,272","1,284","$34,592","$63,635","$94,295","$75,056",788,11
70,Northridge,3,FTT,"4,272","1,066","$36,913","$67,959","$95,165","$75,237",625,12
70,Northridge,3,FTT,"4,272",861,"$36,950","$68,226","$96,477","$75,580",493,13
70,Northridge,3,FTT,"4,272",648,"$35,358","$68,742","$100,419","$74,273",378,14
70,Northridge,3,FTT,"4,272",498,"$39,754","$72,604","$99,882","$76,622",290,15
70,Northridge,4,FTF + FTT,"18,507","16,940","$28,238","$49,554","$69,220","$51,786","13,470",1
70,Northridge,4,FTF + FTT,"18,507","14,979","$37,214","$57,996","$76,669","$59,792","11,815",2
70,Northridge,4,FTF + FTT,"18,507","13,212","$40,521","$61,615","$80,975","$63,447","10,296",3
70,Northridge,4,FTF + FTT,"18,507","11,404","$43,605","$65,418","$85,094","$67,268","8,768",4
70,Northridge,4,FTF + FTT,"18,507","9,715","$45,370","$68,660","$88,636","$70,375","7,354",5
70,Northridge,4,FTF + FTT,"18,507","8,131","$47,601","$71,375","$91,198","$73,605","6,037",6
70,Northridge,4,FTF + FTT,"18,507","6,759","$48,598","$74,022","$93,902","$76,234","5,016",7
70,Northridge,4,FTF + FTT,"18,507","5,506","$52,487","$77,124","$96,515","$79,361","3,999",8
70,Northridge,4,FTF + FTT,"18,507","4,357","$53,332","$78,588","$99,075","$82,160","3,144",9
70,Northridge,4,FTF + FTT,"18,507","3,309","$53,642","$80,494","$102,493","$83,424","2,339",10
70,Northridge,4,FTF + FTT,"18,507","2,527","$54,251","$80,899","$102,099","$85,913","1,790",11
70,Northridge,4,FTF + FTT,"18,507","1,817","$52,520","$82,717","$104,318","$86,083","1,267",12
70,Northridge,4,FTF + FTT,"18,507","1,203","$53,358","$83,947","$109,991","$89,299",816,13
70,Northridge,4,FTF + FTT,"18,507",762,"$53,113","$83,155","$106,822","$88,690",513,14
70,Northridge,4,FTF + FTT,"18,507",408,"$54,942","$88,903","$115,904","$92,745",263,15
70,Northridge,4,FTF,"6,006","5,403","$28,379","$47,312","$65,314","$49,443","4,319",1
70,Northridge,4,FTF,"6,006","4,627","$37,243","$56,021","$73,420","$58,217","3,664",2
70,Northridge,4,FTF,"6,006","3,978","$40,522","$59,980","$78,408","$62,373","3,129",3
70,Northridge,4,FTF,"6,006","3,333","$43,221","$63,248","$83,296","$66,372","2,594",4
70,Northridge,4,FTF,"6,006","2,708","$45,545","$66,825","$86,767","$70,200","2,064",5
70,Northridge,4,FTF,"6,006","2,143","$47,508","$68,640","$89,369","$72,438","1,621",6
70,Northridge,4,FTF,"6,006","1,653","$48,532","$72,407","$93,629","$76,134","1,266",7
70,Northridge,4,FTF,"6,006","1,229","$52,404","$75,918","$97,822","$80,307",925,8
70,Northridge,4,FTF,"6,006",913,"$55,245","$77,878","$100,885","$85,182",680,9
70,Northridge,4,FTF,"6,006",627,"$56,570","$81,836","$107,526","$85,194",467,10
70,Northridge,4,FTF,"6,006",431,"$54,942","$82,036","$106,459","$82,855",321,11
70,Northridge,4,FTF,"6,006",264,"$51,504","$83,211","$102,123","$83,643",193,12
70,Northridge,4,FTF,"6,006",126,"$61,884","$83,535","$107,783","$88,399",93,13
70,Northridge,4,FTF,"6,006",54,"$61,887","$89,317","$110,075","$86,716",41,14
70,Northridge,4,FTF,"6,006",13,"$81,426","$117,298","$142,388","$116,448",8,15
70,Northridge,4,FTT,"12,501","11,537","$28,188","$50,988","$70,992","$52,891","9,151",1
70,Northridge,4,FTT,"12,501","10,352","$37,187","$58,919","$78,089","$60,500","8,151",2
70,Northridge,4,FTT,"12,501","9,234","$40,504","$62,498","$82,115","$63,916","7,167",3
70,Northridge,4,FTT,"12,501","8,071","$43,820","$66,553","$86,135","$67,645","6,174",4
70,Northridge,4,FTT,"12,501","7,007","$45,294","$69,419","$89,353","$70,442","5,290",5
70,Northridge,4,FTT,"12,501","5,988","$47,611","$72,335","$91,826","$74,033","4,416",6
70,Northridge,4,FTT,"12,501","5,106","$48,599","$74,291","$94,062","$76,268","3,750",7
70,Northridge,4,FTT,"12,501","4,277","$52,505","$77,420","$96,354","$79,076","3,074",8
70,Northridge,4,FTT,"12,501","3,444","$52,425","$78,788","$98,435","$81,326","2,464",9
70,Northridge,4,FTT,"12,501","2,682","$53,094","$80,257","$101,137","$82,982","1,872",10
70,Northridge,4,FTT,"12,501","2,096","$54,059","$80,679","$101,264","$86,581","1,469",11
70,Northridge,4,FTT,"12,501","1,553","$53,182","$82,605","$104,573","$86,522","1,074",12
70,Northridge,4,FTT,"12,501","1,077","$52,787","$83,969","$110,057","$89,415",723,13
70,Northridge,4,FTT,"12,501",708,"$51,990","$83,123","$106,733","$88,862",472,14
70,Northridge,4,FTT,"12,501",395,"$52,586","$88,771","$114,952","$92,001",255,15
70,Northridge,5,Postbacc,"18,427","17,759","$35,052","$60,801","$83,423","$60,940","15,439",1
70,Northridge,5,Postbacc,"18,427","16,551","$45,326","$68,732","$88,142","$67,882","14,165",2
70,Northridge,5,Postbacc,"18,427","15,272","$48,194","$72,690","$91,212","$71,020","12,829",3
70,Northridge,5,Postbacc,"18,427","13,983","$50,996","$76,229","$93,637","$73,785","11,560",4
70,Northridge,5,Postbacc,"18,427","12,722","$53,356","$78,774","$95,935","$76,191","10,324",5
70,Northridge,5,Postbacc,"18,427","11,500","$55,194","$81,002","$97,775","$78,347","9,116",6
70,Northridge,5,Postbacc,"18,427","10,332","$57,172","$82,705","$99,544","$80,586","8,082",7
70,Northridge,5,Postbacc,"18,427","9,096","$58,586","$84,118","$101,791","$82,581","6,979",8
70,Northridge,5,Postbacc,"18,427","7,968","$60,258","$85,108","$104,685","$84,997","6,006",9
70,Northridge,5,Postbacc,"18,427","6,333","$59,788","$85,672","$106,953","$86,245","4,629",10
70,Northridge,5,Postbacc,"18,427","5,577","$59,283","$85,982","$107,564","$86,926","4,031",11
70,Northridge,5,Postbacc,"18,427","4,693","$59,416","$86,355","$109,208","$88,046","3,306",12
70,Northridge,5,Postbacc,"18,427","3,834","$60,082","$87,276","$109,949","$90,529","2,639",13
70,Northridge,5,Postbacc,"18,427","2,993","$58,303","$87,029","$112,850","$93,028","2,033",14
70,Northridge,5,Postbacc,"18,427","2,243","$61,650","$88,781","$115,904","$96,350","1,510",15
70,Northridge,6,Postbacc,"6,346","6,210","$24,414","$53,141","$76,249","$53,649","5,132",1
70,Northridge,6,Postbacc,"6,346","6,046","$29,798","$58,267","$80,497","$58,478","4,744",2
70,Northridge,6,Postbacc,"6,346","5,789","$33,050","$62,044","$83,431","$61,504","4,387",3
70,Northridge,6,Postbacc,"6,346","5,503","$36,811","$65,589","$86,247","$64,837","4,009",4
70,Northridge,6,Postbacc,"6,346","5,171","$37,891","$69,150","$87,772","$67,863","3,663",5
70,Northridge,6,Postbacc,"6,346","4,834","$39,797","$71,344","$89,959","$69,534","3,339",6
70,Northridge,6,Postbacc,"6,346","4,466","$41,392","$72,804","$90,442","$70,676","3,007",7
70,Northridge,6,Postbacc,"6,346","4,119","$42,093","$74,040","$92,134","$71,976","2,696",8
70,Northridge,6,Postbacc,"6,346","3,753","$42,083","$75,752","$94,091","$75,291","2,391",9
